plate_id_fk,full_path,plate_folder,fish_folder_name,roi_name,roi_anatomy_name,note
aang,/clusterfs/vast/abcabc/Aang_Foundation/20250821_mem_mito/fish1_24hpf_roi2,aang,fish1_24hpf_roi2,fish1_24hpf_roi2,,
aang,/clusterfs/vast/abcabc/Aang_Foundation/20250826_mem_actin/fish1_24hpf_roi2,aang,fish1_24hpf_roi2,fish1_24hpf_roi2,,
aang,/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish1_24hpf_roi2,aang,fish1_24hpf_roi2,fish1_24hpf_roi2,,
aang,/clusterfs/vast/abcabc/Aang_Foundation/20250903_lifeact-mSG/fish1_24hpf_roi2,aang,fish1_24hpf_roi2,fish1_24hpf_roi2,,
aang,/clusterfs/vast/abcabc/Aang_Foundation/20250904_lifeact-mSG/fish1_24hpf_roi2,aang,fish1_24hpf_roi2,fish1_24hpf_roi2,,
aang,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish1_24hpf_roi2,aang,fish1_24hpf_roi2,fish1_24hpf_roi2,,
aang,/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish1_24hpf_roi2,aang,fish1_24hpf_roi2,fish1_24hpf_roi2,,
aang,/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish1_24hpf_roi2,aang,fish1_24hpf_roi2,fish1_24hpf_roi2,,
aang,/clusterfs/vast/abcabc/Aang_Foundation/20251001_mem-histone/fish1_24hpf_roi2,aang,fish1_24hpf_roi2,fish1_24hpf_roi2,,
aang,/clusterfs/vast/abcabc/Aang_Foundation/20251006_mem_histone/fish1_24hpf_roi2,aang,fish1_24hpf_roi2,fish1_24hpf_roi2,,
aang,/clusterfs/vast/abcabc/Aang_Foundation/20251010_mem-mito/fish1_24hpf_roi2,aang,fish1_24hpf_roi2,fish1_24hpf_roi2,,
aang,/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito/fish1_24hpf_roi2,aang,fish1_24hpf_roi2,fish1_24hpf_roi2,,
aang,/clusterfs/vast/abcabc/Aang_Foundation/20251023_mem-mito/fish1_24hpf_roi2,aang,fish1_24hpf_roi2,fish1_24hpf_roi2,,
aang,/clusterfs/vast/abcabc/Aang_Foundation/20251107_mem-mito/fish1_24hpf_roi2,aang,fish1_24hpf_roi2,fish1_24hpf_roi2,,
aang,/clusterfs/vast/abcabc/Aang_Foundation/20250722_mem-halo_er-mSG/fish1_24hpf_roi3,aang,fish1_24hpf_roi3,fish1_24hpf_roi3,,
aang,/clusterfs/vast/abcabc/Aang_Foundation/20250819_mem_ER/fish1_24hpf_roi3,aang,fish1_24hpf_roi3,fish1_24hpf_roi3,,
aang,/clusterfs/vast/abcabc/Aang_Foundation/20250819_mem_mito/fish1_24hpf_roi3,aang,fish1_24hpf_roi3,fish1_24hpf_roi3,,
aang,/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish1_24hpf_roi3,aang,fish1_24hpf_roi3,fish1_24hpf_roi3,,
aang,/clusterfs/vast/abcabc/Aang_Foundation/20250903_lifeact-mSG/fish1_24hpf_roi3,aang,fish1_24hpf_roi3,fish1_24hpf_roi3,,
aang,/clusterfs/vast/abcabc/Aang_Foundation/20250904_lifeact-mSG/fish1_24hpf_roi3,aang,fish1_24hpf_roi3,fish1_24hpf_roi3,,
aang,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish1_24hpf_roi3,aang,fish1_24hpf_roi3,fish1_24hpf_roi3,,
aang,/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish1_24hpf_roi3,aang,fish1_24hpf_roi3,fish1_24hpf_roi3,,
aang,/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish1_24hpf_roi3,aang,fish1_24hpf_roi3,fish1_24hpf_roi3,,
aang,/clusterfs/vast/abcabc/Aang_Foundation/20251006_mem_histone/fish1_24hpf_roi3,aang,fish1_24hpf_roi3,fish1_24hpf_roi3,,
aang,/clusterfs/vast/abcabc/Aang_Foundation/20251107_mem-mito/fish1_24hpf_roi3,aang,fish1_24hpf_roi3,fish1_24hpf_roi3,,
