date_experiment,fish,roi_rel,roi_name,roi_tiffs,roi_dir,dataset,experiment_slug,date_mount,mount_id,ZF female genotype,ZF male genotype,additional plasmids injected,additional mRNAs injected,additonal proteins injected,additonal dye and chemicals,Date born,Time mounted,Mounting Orientation,Date screened/Initial feedback,Date imaged,Time placed in scope,Start of imaging time,End of imaging time,Imaged Locations,Unique Targets with blanks,Unique Targets,Data location,parent_female,parent_male,plate_id_filled,slot_id_filled,roi_index_within_slot,roi_code,genotype_base_codes,genotype_allele_codes,treatment_plasmid_base_codes,treatment_rna_base_codes,date_born,genotype_pretty,genotype_marker_fluor_codes,genotype_marker_tag_codes,treatment_marker_fluor_codes,treatment_marker_tag_codes,all_marker_fluor_codes,genotype_marker_fusion_labels,genotype_marker_localizations,genotype_marker_fluor_loc_labels,genotype_marker_fusion_loc_labels,treatment_marker_fusion_labels,treatment_marker_localizations,treatment_marker_fluor_loc_labels,treatment_marker_fusion_loc_labels,all_unique_organelles,plate_slot_roi_id,all_fluor_organelles
20250529_skittlez,fish2_roi1,fish2_roi1,fish2_roi1,90,/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish2_roi1,korra,Korra_Foundation/20250529_skittlez,,,,,,,,,,,,,,,,,,,,,Jim (F2 of allele 316),Ben (F2 of allele 310),20250529-plate1,20250529-plate1-slot2,13.0,20250529-plate1-slot2-roi13,"pDQM034,pDQM059","pDQM059:316,pDQM034:310",,pDQM117,,Jim (F2 of allele 316) x Ben (F2 of allele 310),"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),histone,20250529-plate1-slot2-roi13,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1|mScarlet3S2(histone)"
20250529_skittlez,fish2_roi2,fish2_roi2,fish2_roi2,90,/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish2_roi2,korra,Korra_Foundation/20250529_skittlez,,,,,,,,,,,,,,,,,,,,,Jim (F2 of allele 316),Ben (F2 of allele 310),20250529-plate1,20250529-plate1-slot2,14.0,20250529-plate1-slot2-roi14,"pDQM034,pDQM059","pDQM059:316,pDQM034:310",,pDQM117,,Jim (F2 of allele 316) x Ben (F2 of allele 310),"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),histone,20250529-plate1-slot2-roi14,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1|mScarlet3S2(histone)"
20250529_skittlez,fish4_roi1,fish4_roi1,fish4_roi1,90,/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish4_roi1,korra,Korra_Foundation/20250529_skittlez,,,,,,,,,,,,,,,,,,,,,Jim (F2 of allele 316),Ben (F2 of allele 310),20250529-plate1,20250529-plate1-slot2,15.0,20250529-plate1-slot2-roi15,"pDQM034,pDQM059","pDQM059:316,pDQM034:310",,pDQM117,,Jim (F2 of allele 316) x Ben (F2 of allele 310),"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),histone,20250529-plate1-slot2-roi15,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1|mScarlet3S2(histone)"
20250529_skittlez,fish5_roi1,fish5_roi1,fish5_roi1,120,/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish5_roi1,korra,Korra_Foundation/20250529_skittlez,,,,,,,,,,,,,,,,,,,,,Jim (F2 of allele 316),Ben (F2 of allele 310),20250529-plate1,20250529-plate1-slot2,16.0,20250529-plate1-slot2-roi16,"pDQM034,pDQM059","pDQM059:316,pDQM034:310",,pDQM117,,Jim (F2 of allele 316) x Ben (F2 of allele 310),"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),histone,20250529-plate1-slot2-roi16,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1|mScarlet3S2(histone)"
20250529_skittlez,fish5_roi2,fish5_roi2,fish5_roi2,120,/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish5_roi2,korra,Korra_Foundation/20250529_skittlez,,,,,,,,,,,,,,,,,,,,,Jim (F2 of allele 316),Ben (F2 of allele 310),20250529-plate1,20250529-plate1-slot2,17.0,20250529-plate1-slot2-roi17,"pDQM034,pDQM059","pDQM059:316,pDQM034:310",,pDQM117,,Jim (F2 of allele 316) x Ben (F2 of allele 310),"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),histone,20250529-plate1-slot2-roi17,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1|mScarlet3S2(histone)"
20250529_skittlez,fish6_roi1,fish6_roi1,fish6_roi1,120,/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish6_roi1,korra,Korra_Foundation/20250529_skittlez,,,,,,,,,,,,,,,,,,,,,Jim (F2 of allele 316),Ben (F2 of allele 310),20250529-plate1,20250529-plate1-slot2,18.0,20250529-plate1-slot2-roi18,"pDQM034,pDQM059","pDQM059:316,pDQM034:310",,pDQM117,,Jim (F2 of allele 316) x Ben (F2 of allele 310),"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),histone,20250529-plate1-slot2-roi18,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1|mScarlet3S2(histone)"
20250529_skittlez,fish7_roi1,fish7_roi1,fish7_roi1,72,/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish7_roi1,korra,Korra_Foundation/20250529_skittlez,,,,,,,,,,,,,,,,,,,,,Jim (F2 of allele 316),Ben (F2 of allele 310),20250529-plate1,20250529-plate1-slot2,19.0,20250529-plate1-slot2-roi19,"pDQM034,pDQM059","pDQM059:316,pDQM034:310",,pDQM117,,Jim (F2 of allele 316) x Ben (F2 of allele 310),"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),histone,20250529-plate1-slot2-roi19,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1|mScarlet3S2(histone)"
20250529_skittlez,fish8_roi1,fish8_roi1,fish8_roi1,96,/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish8_roi1,korra,Korra_Foundation/20250529_skittlez,,,,,,,,,,,,,,,,,,,,,Jim (F2 of allele 316),Ben (F2 of allele 310),20250529-plate1,20250529-plate1-slot2,20.0,20250529-plate1-slot2-roi20,"pDQM034,pDQM059","pDQM059:316,pDQM034:310",,pDQM117,,Jim (F2 of allele 316) x Ben (F2 of allele 310),"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),histone,20250529-plate1-slot2-roi20,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1|mScarlet3S2(histone)"
20250529_skittlez,fish9_roi1,fish9_roi1,fish9_roi1,96,/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish9_roi1,korra,Korra_Foundation/20250529_skittlez,,,,,,,,,,,,,,,,,,,,,Jim (F2 of allele 316),Ben (F2 of allele 310),20250529-plate1,20250529-plate1-slot2,21.0,20250529-plate1-slot2-roi21,"pDQM034,pDQM059","pDQM059:316,pDQM034:310",,pDQM117,,Jim (F2 of allele 316) x Ben (F2 of allele 310),"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),histone,20250529-plate1-slot2-roi21,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1|mScarlet3S2(histone)"
20250529_skittlez,fish9_roi2,fish9_roi2,fish9_roi2,96,/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish9_roi2,korra,Korra_Foundation/20250529_skittlez,,,,,,,,,,,,,,,,,,,,,Jim (F2 of allele 316),Ben (F2 of allele 310),20250529-plate1,20250529-plate1-slot2,22.0,20250529-plate1-slot2-roi22,"pDQM034,pDQM059","pDQM059:316,pDQM034:310",,pDQM117,,Jim (F2 of allele 316) x Ben (F2 of allele 310),"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),histone,20250529-plate1-slot2-roi22,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1|mScarlet3S2(histone)"
20250530_mem-histone,fish1_roi1,fish1_roi1,fish1_roi1,2636,/clusterfs/vast/abcabc/Korra_Foundation/20250530_mem-histone/fish1_roi1,korra,Korra_Foundation/20250530_mem-histone,2025-05-30,,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),ef1a:2xLynk:tdmSG(J) (F2 of allele 302),,mScarlet3-S2:H2B,,,2025-05-28,,DT,,2025-05-30,11:00:00,11:45:00,8:45 AM (day+2),"spinal_cord, skin, muscle, hindbrain, tail, neuromast",nuclei,nuclei,X:\abcabc\Korra_Foundation\20250530_mem-histone\,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),ef1a:2xLynk:tdmSG(J) (F2 of allele 302),20250530-plate1,20250530-plate1-slot1,1.0,20250530-plate1-slot1-roi01,pDQM005,"pDQM005:302,pDQM005:302|302",,pDQM117,,ef1a:2xLynk:tdmSG(J) (F2 of allele 302) x ef1a:2xLynk:tdmSG(J) (F2 of allele 302),tdmSG,,mScarlet3S2,H2B,"mScarlet3S2,tdmSG",tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),membrane|histone,20250530-plate1-slot1-roi1,tdmSG(membrane)|mScarlet3S2(histone)
20250530_mem-histone,fish1_roi1-2,fish1_roi1-2,fish1_roi1-2,12200,/clusterfs/vast/abcabc/Korra_Foundation/20250530_mem-histone/fish1_roi1-2,korra,Korra_Foundation/20250530_mem-histone,2025-05-30,,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),ef1a:2xLynk:tdmSG(J) (F2 of allele 302),,mScarlet3-S2:H2B,,,2025-05-28,,DT,,2025-05-30,11:00:00,11:45:00,8:45 AM (day+2),"spinal_cord, skin, muscle, hindbrain, tail, neuromast",nuclei,nuclei,X:\abcabc\Korra_Foundation\20250530_mem-histone\,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),ef1a:2xLynk:tdmSG(J) (F2 of allele 302),20250530-plate1,20250530-plate1-slot1,2.0,20250530-plate1-slot1-roi02,pDQM005,"pDQM005:302,pDQM005:302|302",,pDQM117,,ef1a:2xLynk:tdmSG(J) (F2 of allele 302) x ef1a:2xLynk:tdmSG(J) (F2 of allele 302),tdmSG,,mScarlet3S2,H2B,"mScarlet3S2,tdmSG",tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),membrane|histone,20250530-plate1-slot1-roi2,tdmSG(membrane)|mScarlet3S2(histone)
20250530_mem-histone,fish2_roi1,fish2_roi1,fish2_roi1,4350,/clusterfs/vast/abcabc/Korra_Foundation/20250530_mem-histone/fish2_roi1,korra,Korra_Foundation/20250530_mem-histone,2025-05-30,,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),ef1a:2xLynk:tdmSG(J) (F2 of allele 302),,mScarlet3-S2:H2B,,,2025-05-28,,DT,,2025-05-30,11:00:00,11:45:00,8:45 AM (day+2),"spinal_cord, skin, muscle, hindbrain, tail, neuromast",nuclei,nuclei,X:\abcabc\Korra_Foundation\20250530_mem-histone\,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),ef1a:2xLynk:tdmSG(J) (F2 of allele 302),20250530-plate1,20250530-plate1-slot1,3.0,20250530-plate1-slot1-roi03,pDQM005,"pDQM005:302,pDQM005:302|302",,pDQM117,,ef1a:2xLynk:tdmSG(J) (F2 of allele 302) x ef1a:2xLynk:tdmSG(J) (F2 of allele 302),tdmSG,,mScarlet3S2,H2B,"mScarlet3S2,tdmSG",tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),membrane|histone,20250530-plate1-slot1-roi3,tdmSG(membrane)|mScarlet3S2(histone)
20250602_mem,fish2_roi1,fish2_roi1,fish2_roi1,15812,/clusterfs/vast/abcabc/Korra_Foundation/20250602_mem/fish2_roi1,korra,Korra_Foundation/20250602_mem,,,,,,,,,,,,,,,,,,,,,casper/rnf,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),20250602-plate1,20250602-plate1-slot1,1.0,20250602-plate1-slot1-roi01,pDQM005,pDQM005:302,,pDQM117,,casper/rnf x ef1a:2xLynk:tdmSG(J) (F2 of allele 302),tdmSG,,,,tdmSG,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),membrane|histone,20250602-plate1-slot1-roi1,tdmSG(membrane)|mScarlet3S2(histone)
20250603_skittlez,fish10_roi1,fish10_roi1,fish10_roi1,144,/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish10_roi1,korra,Korra_Foundation/20250603_skittlez,,,,,,,,,,,,,,,,,,,,,Liam (F2 of allele 321),Chris (F1 of allele 317),20250603-plate1,20250603-plate1-slot1,1.0,20250603-plate1-slot1-roi01,"pDQM034,pDQM059","pDQM059:321,pDQM034:317",,pDQM117,,Liam (F2 of allele 321) x Chris (F1 of allele 317),"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),histone,20250603-plate1-slot1-roi1,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1|mScarlet3S2(histone)"
20250603_skittlez,fish11_roi1,fish11_roi1,fish11_roi1,96,/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish11_roi1,korra,Korra_Foundation/20250603_skittlez,,,,,,,,,,,,,,,,,,,,,Liam (F2 of allele 321),Chris (F1 of allele 317),20250603-plate1,20250603-plate1-slot1,2.0,20250603-plate1-slot1-roi02,"pDQM034,pDQM059","pDQM059:321,pDQM034:317",,pDQM117,,Liam (F2 of allele 321) x Chris (F1 of allele 317),"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),histone,20250603-plate1-slot1-roi2,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1|mScarlet3S2(histone)"
20250603_skittlez,fish12_roi1,fish12_roi1,fish12_roi1,192,/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish12_roi1,korra,Korra_Foundation/20250603_skittlez,,,,,,,,,,,,,,,,,,,,,Liam (F2 of allele 321),Chris (F1 of allele 317),20250603-plate1,20250603-plate1-slot1,3.0,20250603-plate1-slot1-roi03,"pDQM034,pDQM059","pDQM059:321,pDQM034:317",,pDQM117,,Liam (F2 of allele 321) x Chris (F1 of allele 317),"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),histone,20250603-plate1-slot1-roi3,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1|mScarlet3S2(histone)"
20250603_skittlez,fish13_roi1,fish13_roi1,fish13_roi1,96,/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish13_roi1,korra,Korra_Foundation/20250603_skittlez,,,,,,,,,,,,,,,,,,,,,Liam (F2 of allele 321),Chris (F1 of allele 317),20250603-plate1,20250603-plate1-slot1,4.0,20250603-plate1-slot1-roi04,"pDQM034,pDQM059","pDQM059:321,pDQM034:317",,pDQM117,,Liam (F2 of allele 321) x Chris (F1 of allele 317),"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),histone,20250603-plate1-slot1-roi4,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1|mScarlet3S2(histone)"
20250603_skittlez,fish14_roi1,fish14_roi1,fish14_roi1,240,/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish14_roi1,korra,Korra_Foundation/20250603_skittlez,,,,,,,,,,,,,,,,,,,,,Liam (F2 of allele 321),Chris (F1 of allele 317),20250603-plate1,20250603-plate1-slot1,5.0,20250603-plate1-slot1-roi05,"pDQM034,pDQM059","pDQM059:321,pDQM034:317",,pDQM117,,Liam (F2 of allele 321) x Chris (F1 of allele 317),"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),histone,20250603-plate1-slot1-roi5,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1|mScarlet3S2(histone)"
20250603_skittlez,fish15_roi1,fish15_roi1,fish15_roi1,168,/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish15_roi1,korra,Korra_Foundation/20250603_skittlez,,,,,,,,,,,,,,,,,,,,,Liam (F2 of allele 321),Chris (F1 of allele 317),20250603-plate1,20250603-plate1-slot1,6.0,20250603-plate1-slot1-roi06,"pDQM034,pDQM059","pDQM059:321,pDQM034:317",,pDQM117,,Liam (F2 of allele 321) x Chris (F1 of allele 317),"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),histone,20250603-plate1-slot1-roi6,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1|mScarlet3S2(histone)"
20250603_skittlez,fish16_roi1,fish16_roi1,fish16_roi1,120,/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish16_roi1,korra,Korra_Foundation/20250603_skittlez,,,,,,,,,,,,,,,,,,,,,Liam (F2 of allele 321),Chris (F1 of allele 317),20250603-plate1,20250603-plate1-slot1,7.0,20250603-plate1-slot1-roi07,"pDQM034,pDQM059","pDQM059:321,pDQM034:317",,pDQM117,,Liam (F2 of allele 321) x Chris (F1 of allele 317),"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),histone,20250603-plate1-slot1-roi7,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1|mScarlet3S2(histone)"
20250603_skittlez,fish1_roi1_1,fish1_roi1_1,fish1_roi1_1,72,/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish1_roi1_1,korra,Korra_Foundation/20250603_skittlez,,,,,,,,,,,,,,,,,,,,,Liam (F2 of allele 321),Chris (F1 of allele 317),20250603-plate1,20250603-plate1-slot1,8.0,20250603-plate1-slot1-roi08,"pDQM034,pDQM059","pDQM059:321,pDQM034:317",,pDQM117,,Liam (F2 of allele 321) x Chris (F1 of allele 317),"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),histone,20250603-plate1-slot1-roi8,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1|mScarlet3S2(histone)"
20250603_skittlez,fish2_roi1,fish2_roi1,fish2_roi1,6,/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish2_roi1,korra,Korra_Foundation/20250603_skittlez,,,,,,,,,,,,,,,,,,,,,Liam (F2 of allele 321),Chris (F1 of allele 317),20250603-plate1,20250603-plate1-slot1,9.0,20250603-plate1-slot1-roi09,"pDQM034,pDQM059","pDQM059:321,pDQM034:317",,pDQM117,,Liam (F2 of allele 321) x Chris (F1 of allele 317),"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),histone,20250603-plate1-slot1-roi9,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1|mScarlet3S2(histone)"
20250603_skittlez,fish2_roi1_1,fish2_roi1_1,fish2_roi1_1,72,/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish2_roi1_1,korra,Korra_Foundation/20250603_skittlez,,,,,,,,,,,,,,,,,,,,,Liam (F2 of allele 321),Chris (F1 of allele 317),20250603-plate1,20250603-plate1-slot1,10.0,20250603-plate1-slot1-roi10,"pDQM034,pDQM059","pDQM059:321,pDQM034:317",,pDQM117,,Liam (F2 of allele 321) x Chris (F1 of allele 317),"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),histone,20250603-plate1-slot1-roi10,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1|mScarlet3S2(histone)"
20250603_skittlez,fish3_roi1,fish3_roi1,fish3_roi1,90,/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish3_roi1,korra,Korra_Foundation/20250603_skittlez,,,,,,,,,,,,,,,,,,,,,Liam (F2 of allele 321),Chris (F1 of allele 317),20250603-plate1,20250603-plate1-slot1,11.0,20250603-plate1-slot1-roi11,"pDQM034,pDQM059","pDQM059:321,pDQM034:317",,pDQM117,,Liam (F2 of allele 321) x Chris (F1 of allele 317),"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),histone,20250603-plate1-slot1-roi11,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1|mScarlet3S2(histone)"
