roi_dir,parent_female,parent_male,genotype_pretty,genotype_base_codes,genotype_allele_codes,genotype_marker_fluor_codes,genotype_marker_tag_codes,genotype_marker_fusion_labels,genotype_marker_localizations,genotype_marker_fluor_loc_labels,genotype_marker_fusion_loc_labels,treatment_plasmid_base_codes,treatment_rna_base_codes,treatment_marker_fluor_codes,treatment_marker_tag_codes,treatment_marker_fusion_labels,treatment_marker_localizations,treatment_marker_fluor_loc_labels,treatment_marker_fusion_loc_labels,all_marker_fluor_codes,plate_id_filled,slot_id_filled,roi_index_within_slot,roi_code
/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish5_48hpf_mem_mito_halo_er_msc2/roi4,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301) x ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,"pDQM005:301,pDQM005:301",tdmSG,,tdmSG,,tdmSG,tdmSG,MGCO-35,MGCO-40,"Halo,mScarlet3S2","2Xcox8A,sec61b","Halo::sec61b(N),mScarlet3S2::2Xcox8A(N)","ER,mitochondria","Halo(ER),mScarlet3S2(mitochondria)","Halo::sec61b(N)(ER),mScarlet3S2::2Xcox8A(N)(mitochondria)","Halo,mScarlet3S2,tdmSG",20250715-plate1,20250715-plate1-slot1,12.0,20250715-plate1-slot1-roi12
/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish6_48hpf_mem_mito_halo_er_msc2/roi1,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301) x ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,"pDQM005:301,pDQM005:301",tdmSG,,tdmSG,,tdmSG,tdmSG,MGCO-35,MGCO-40,"Halo,mScarlet3S2","2Xcox8A,sec61b","Halo::sec61b(N),mScarlet3S2::2Xcox8A(N)","ER,mitochondria","Halo(ER),mScarlet3S2(mitochondria)","Halo::sec61b(N)(ER),mScarlet3S2::2Xcox8A(N)(mitochondria)","Halo,mScarlet3S2,tdmSG",20250715-plate1,20250715-plate1-slot1,13.0,20250715-plate1-slot1-roi13
/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish6_48hpf_mem_mito_halo_er_msc2/roi2,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301) x ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,"pDQM005:301,pDQM005:301",tdmSG,,tdmSG,,tdmSG,tdmSG,MGCO-35,MGCO-40,"Halo,mScarlet3S2","2Xcox8A,sec61b","Halo::sec61b(N),mScarlet3S2::2Xcox8A(N)","ER,mitochondria","Halo(ER),mScarlet3S2(mitochondria)","Halo::sec61b(N)(ER),mScarlet3S2::2Xcox8A(N)(mitochondria)","Halo,mScarlet3S2,tdmSG",20250715-plate1,20250715-plate1-slot1,14.0,20250715-plate1-slot1-roi14
/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish6_48hpf_mem_mito_halo_er_msc2/roi3,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301) x ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,"pDQM005:301,pDQM005:301",tdmSG,,tdmSG,,tdmSG,tdmSG,MGCO-35,MGCO-40,"Halo,mScarlet3S2","2Xcox8A,sec61b","Halo::sec61b(N),mScarlet3S2::2Xcox8A(N)","ER,mitochondria","Halo(ER),mScarlet3S2(mitochondria)","Halo::sec61b(N)(ER),mScarlet3S2::2Xcox8A(N)(mitochondria)","Halo,mScarlet3S2,tdmSG",20250715-plate1,20250715-plate1-slot1,15.0,20250715-plate1-slot1-roi15
/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish6_48hpf_mem_mito_halo_er_msc2/roi4,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301) x ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,"pDQM005:301,pDQM005:301",tdmSG,,tdmSG,,tdmSG,tdmSG,MGCO-35,MGCO-40,"Halo,mScarlet3S2","2Xcox8A,sec61b","Halo::sec61b(N),mScarlet3S2::2Xcox8A(N)","ER,mitochondria","Halo(ER),mScarlet3S2(mitochondria)","Halo::sec61b(N)(ER),mScarlet3S2::2Xcox8A(N)(mitochondria)","Halo,mScarlet3S2,tdmSG",20250715-plate1,20250715-plate1-slot1,16.0,20250715-plate1-slot1-roi16
/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish6_48hpf_mem_mito_halo_er_msc2/roi5,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301) x ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,"pDQM005:301,pDQM005:301",tdmSG,,tdmSG,,tdmSG,tdmSG,MGCO-35,MGCO-40,"Halo,mScarlet3S2","2Xcox8A,sec61b","Halo::sec61b(N),mScarlet3S2::2Xcox8A(N)","ER,mitochondria","Halo(ER),mScarlet3S2(mitochondria)","Halo::sec61b(N)(ER),mScarlet3S2::2Xcox8A(N)(mitochondria)","Halo,mScarlet3S2,tdmSG",20250715-plate1,20250715-plate1-slot1,17.0,20250715-plate1-slot1-roi17
/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish7_48hpf_mem_mito_halo_er_msc2/roi1,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301) x ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,"pDQM005:301,pDQM005:301",tdmSG,,tdmSG,,tdmSG,tdmSG,MGCO-35,MGCO-40,"Halo,mScarlet3S2","2Xcox8A,sec61b","Halo::sec61b(N),mScarlet3S2::2Xcox8A(N)","ER,mitochondria","Halo(ER),mScarlet3S2(mitochondria)","Halo::sec61b(N)(ER),mScarlet3S2::2Xcox8A(N)(mitochondria)","Halo,mScarlet3S2,tdmSG",20250715-plate1,20250715-plate1-slot1,18.0,20250715-plate1-slot1-roi18
/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish8_72hpf_mem_mito_msc3_er_halo/roi1,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301) x ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,"pDQM005:301,pDQM005:301",tdmSG,,tdmSG,,tdmSG,tdmSG,MGCO-35,MGCO-40,"Halo,mScarlet3S2","2Xcox8A,sec61b","Halo::sec61b(N),mScarlet3S2::2Xcox8A(N)","ER,mitochondria","Halo(ER),mScarlet3S2(mitochondria)","Halo::sec61b(N)(ER),mScarlet3S2::2Xcox8A(N)(mitochondria)","Halo,mScarlet3S2,tdmSG",20250715-plate1,20250715-plate1-slot1,19.0,20250715-plate1-slot1-roi19
/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish8_72hpf_mem_mito_msc3_er_halo/roi2,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301) x ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,"pDQM005:301,pDQM005:301",tdmSG,,tdmSG,,tdmSG,tdmSG,MGCO-35,MGCO-40,"Halo,mScarlet3S2","2Xcox8A,sec61b","Halo::sec61b(N),mScarlet3S2::2Xcox8A(N)","ER,mitochondria","Halo(ER),mScarlet3S2(mitochondria)","Halo::sec61b(N)(ER),mScarlet3S2::2Xcox8A(N)(mitochondria)","Halo,mScarlet3S2,tdmSG",20250715-plate1,20250715-plate1-slot1,20.0,20250715-plate1-slot1-roi20
/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish8_72hpf_mem_mito_msc3_er_halo/roi3,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301) x ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,"pDQM005:301,pDQM005:301",tdmSG,,tdmSG,,tdmSG,tdmSG,MGCO-35,MGCO-40,"Halo,mScarlet3S2","2Xcox8A,sec61b","Halo::sec61b(N),mScarlet3S2::2Xcox8A(N)","ER,mitochondria","Halo(ER),mScarlet3S2(mitochondria)","Halo::sec61b(N)(ER),mScarlet3S2::2Xcox8A(N)(mitochondria)","Halo,mScarlet3S2,tdmSG",20250715-plate1,20250715-plate1-slot1,21.0,20250715-plate1-slot1-roi21
/clusterfs/vast/abcabc/Aang_Foundation/20250722_mem-halo_er-mSG/fish1_24hpf_roi1,membrane Halo,membrane Halo,membrane Halo x membrane Halo,Swinburne,"Swinburne:Swinburne,Swinburne:Swinburne",Halo,,,,,,,MGCO-04,mStayGold,sec61b,mStayGold::sec61b(N),ER,mStayGold(ER),mStayGold::sec61b(N)(ER),"Halo,mStayGold",20250722-plate1,20250722-plate1-slot1,1.0,20250722-plate1-slot1-roi01
/clusterfs/vast/abcabc/Aang_Foundation/20250722_mem-halo_er-mSG/fish1_24hpf_roi2,membrane Halo,membrane Halo,membrane Halo x membrane Halo,Swinburne,"Swinburne:Swinburne,Swinburne:Swinburne",Halo,,,,,,,MGCO-04,mStayGold,sec61b,mStayGold::sec61b(N),ER,mStayGold(ER),mStayGold::sec61b(N)(ER),"Halo,mStayGold",20250722-plate1,20250722-plate1-slot1,2.0,20250722-plate1-slot1-roi02
/clusterfs/vast/abcabc/Aang_Foundation/20250722_mem-halo_er-mSG/fish1_24hpf_roi3,membrane Halo,membrane Halo,membrane Halo x membrane Halo,Swinburne,"Swinburne:Swinburne,Swinburne:Swinburne",Halo,,,,,,,MGCO-04,mStayGold,sec61b,mStayGold::sec61b(N),ER,mStayGold(ER),mStayGold::sec61b(N)(ER),"Halo,mStayGold",20250722-plate1,20250722-plate1-slot1,3.0,20250722-plate1-slot1-roi03
/clusterfs/vast/abcabc/Aang_Foundation/20250722_mem-halo_er-mSG/fish1_24hpf_roi4,membrane Halo,membrane Halo,membrane Halo x membrane Halo,Swinburne,"Swinburne:Swinburne,Swinburne:Swinburne",Halo,,,,,,,MGCO-04,mStayGold,sec61b,mStayGold::sec61b(N),ER,mStayGold(ER),mStayGold::sec61b(N)(ER),"Halo,mStayGold",20250722-plate1,20250722-plate1-slot1,4.0,20250722-plate1-slot1-roi04
/clusterfs/vast/abcabc/Aang_Foundation/20250722_mem-halo_er-mSG/fish1_24hpf_roi5,membrane Halo,membrane Halo,membrane Halo x membrane Halo,Swinburne,"Swinburne:Swinburne,Swinburne:Swinburne",Halo,,,,,,,MGCO-04,mStayGold,sec61b,mStayGold::sec61b(N),ER,mStayGold(ER),mStayGold::sec61b(N)(ER),"Halo,mStayGold",20250722-plate1,20250722-plate1-slot1,5.0,20250722-plate1-slot1-roi05
/clusterfs/vast/abcabc/Aang_Foundation/20250722_mem-halo_er-mSG/fish2_24hpf_roi1,membrane Halo,membrane Halo,membrane Halo x membrane Halo,Swinburne,"Swinburne:Swinburne,Swinburne:Swinburne",Halo,,,,,,,MGCO-04,mStayGold,sec61b,mStayGold::sec61b(N),ER,mStayGold(ER),mStayGold::sec61b(N)(ER),"Halo,mStayGold",20250722-plate1,20250722-plate1-slot1,6.0,20250722-plate1-slot1-roi06
/clusterfs/vast/abcabc/Aang_Foundation/20250722_mem-halo_er-mSG/fish2_24hpf_roi2,membrane Halo,membrane Halo,membrane Halo x membrane Halo,Swinburne,"Swinburne:Swinburne,Swinburne:Swinburne",Halo,,,,,,,MGCO-04,mStayGold,sec61b,mStayGold::sec61b(N),ER,mStayGold(ER),mStayGold::sec61b(N)(ER),"Halo,mStayGold",20250722-plate1,20250722-plate1-slot1,7.0,20250722-plate1-slot1-roi07
/clusterfs/vast/abcabc/Aang_Foundation/20250722_mem-halo_er-mSG/fish2_24hpf_roi3,membrane Halo,membrane Halo,membrane Halo x membrane Halo,Swinburne,"Swinburne:Swinburne,Swinburne:Swinburne",Halo,,,,,,,MGCO-04,mStayGold,sec61b,mStayGold::sec61b(N),ER,mStayGold(ER),mStayGold::sec61b(N)(ER),"Halo,mStayGold",20250722-plate1,20250722-plate1-slot1,8.0,20250722-plate1-slot1-roi08
/clusterfs/vast/abcabc/Aang_Foundation/20250722_mem-halo_er-mSG/fish2_24hpf_roi4,membrane Halo,membrane Halo,membrane Halo x membrane Halo,Swinburne,"Swinburne:Swinburne,Swinburne:Swinburne",Halo,,,,,,,MGCO-04,mStayGold,sec61b,mStayGold::sec61b(N),ER,mStayGold(ER),mStayGold::sec61b(N)(ER),"Halo,mStayGold",20250722-plate1,20250722-plate1-slot1,9.0,20250722-plate1-slot1-roi09
/clusterfs/vast/abcabc/Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish1_roi1,membrane mChilada,membrane mChilada,membrane mChilada x membrane mChilada,pDQM082,"pDQM082:315,pDQM082:315",tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20250722-plate1,20250722-plate1-slot2,1.0,20250722-plate1-slot2-roi01
/clusterfs/vast/abcabc/Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish1_roi2,membrane mChilada,membrane mChilada,membrane mChilada x membrane mChilada,pDQM082,"pDQM082:315,pDQM082:315",tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20250722-plate1,20250722-plate1-slot2,2.0,20250722-plate1-slot2-roi02
/clusterfs/vast/abcabc/Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish1_roi3,membrane mChilada,membrane mChilada,membrane mChilada x membrane mChilada,pDQM082,"pDQM082:315,pDQM082:315",tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20250722-plate1,20250722-plate1-slot2,3.0,20250722-plate1-slot2-roi03
/clusterfs/vast/abcabc/Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish2_48hpf_roi1,membrane mChilada,membrane mChilada,membrane mChilada x membrane mChilada,pDQM082,"pDQM082:315,pDQM082:315",tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20250722-plate1,20250722-plate1-slot2,4.0,20250722-plate1-slot2-roi04
/clusterfs/vast/abcabc/Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish2_48hpf_roi2,membrane mChilada,membrane mChilada,membrane mChilada x membrane mChilada,pDQM082,"pDQM082:315,pDQM082:315",tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20250722-plate1,20250722-plate1-slot2,5.0,20250722-plate1-slot2-roi05
/clusterfs/vast/abcabc/Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish2_48hpf_roi3,membrane mChilada,membrane mChilada,membrane mChilada x membrane mChilada,pDQM082,"pDQM082:315,pDQM082:315",tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20250722-plate1,20250722-plate1-slot2,6.0,20250722-plate1-slot2-roi06
/clusterfs/vast/abcabc/Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish2_48hpf_roi4,membrane mChilada,membrane mChilada,membrane mChilada x membrane mChilada,pDQM082,"pDQM082:315,pDQM082:315",tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20250722-plate1,20250722-plate1-slot2,7.0,20250722-plate1-slot2-roi07
/clusterfs/vast/abcabc/Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish2_48hpf_roi5,membrane mChilada,membrane mChilada,membrane mChilada x membrane mChilada,pDQM082,"pDQM082:315,pDQM082:315",tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20250722-plate1,20250722-plate1-slot2,8.0,20250722-plate1-slot2-roi08
/clusterfs/vast/abcabc/Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish3_48hpf_roi1,membrane mChilada,membrane mChilada,membrane mChilada x membrane mChilada,pDQM082,"pDQM082:315,pDQM082:315",tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20250722-plate1,20250722-plate1-slot2,9.0,20250722-plate1-slot2-roi09
/clusterfs/vast/abcabc/Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish3_48hpf_roi2,membrane mChilada,membrane mChilada,membrane mChilada x membrane mChilada,pDQM082,"pDQM082:315,pDQM082:315",tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20250722-plate1,20250722-plate1-slot2,10.0,20250722-plate1-slot2-roi10
/clusterfs/vast/abcabc/Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish3_48hpf_roi3,membrane mChilada,membrane mChilada,membrane mChilada x membrane mChilada,pDQM082,"pDQM082:315,pDQM082:315",tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20250722-plate1,20250722-plate1-slot2,11.0,20250722-plate1-slot2-roi11
/clusterfs/vast/abcabc/Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish3_48hpf_roi4,membrane mChilada,membrane mChilada,membrane mChilada x membrane mChilada,pDQM082,"pDQM082:315,pDQM082:315",tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20250722-plate1,20250722-plate1-slot2,12.0,20250722-plate1-slot2-roi12
/clusterfs/vast/abcabc/Korra_Foundation/20250723_mem-halo_ER-mSG/fish3_48hpf/roi1_mb,membrane Halo,membrane Halo,membrane Halo x membrane Halo,Swinburne,"Swinburne:Swinburne,Swinburne:Swinburne",Halo,,,,,,,MGCO-04,mStayGold,sec61b,mStayGold::sec61b(N),ER,mStayGold(ER),mStayGold::sec61b(N)(ER),"Halo,mStayGold",20250723-plate1,20250723-plate1-slot1,1.0,20250723-plate1-slot1-roi01
/clusterfs/vast/abcabc/Korra_Foundation/20250723_mem-halo_ER-mSG/fish3_48hpf/roi2,membrane Halo,membrane Halo,membrane Halo x membrane Halo,Swinburne,"Swinburne:Swinburne,Swinburne:Swinburne",Halo,,,,,,,MGCO-04,mStayGold,sec61b,mStayGold::sec61b(N),ER,mStayGold(ER),mStayGold::sec61b(N)(ER),"Halo,mStayGold",20250723-plate1,20250723-plate1-slot1,2.0,20250723-plate1-slot1-roi02
/clusterfs/vast/abcabc/Korra_Foundation/20250723_mem-halo_ER-mSG/fish3_48hpf/roi3,membrane Halo,membrane Halo,membrane Halo x membrane Halo,Swinburne,"Swinburne:Swinburne,Swinburne:Swinburne",Halo,,,,,,,MGCO-04,mStayGold,sec61b,mStayGold::sec61b(N),ER,mStayGold(ER),mStayGold::sec61b(N)(ER),"Halo,mStayGold",20250723-plate1,20250723-plate1-slot1,3.0,20250723-plate1-slot1-roi03
/clusterfs/vast/abcabc/Korra_Foundation/20250723_mem-halo_ER-mSG/fish3_48hpf/roi4,membrane Halo,membrane Halo,membrane Halo x membrane Halo,Swinburne,"Swinburne:Swinburne,Swinburne:Swinburne",Halo,,,,,,,MGCO-04,mStayGold,sec61b,mStayGold::sec61b(N),ER,mStayGold(ER),mStayGold::sec61b(N)(ER),"Halo,mStayGold",20250723-plate1,20250723-plate1-slot1,4.0,20250723-plate1-slot1-roi04
/clusterfs/vast/abcabc/Korra_Foundation/20250723_mem-halo_ER-mSG/fish3_48hpf/roi5,membrane Halo,membrane Halo,membrane Halo x membrane Halo,Swinburne,"Swinburne:Swinburne,Swinburne:Swinburne",Halo,,,,,,,MGCO-04,mStayGold,sec61b,mStayGold::sec61b(N),ER,mStayGold(ER),mStayGold::sec61b(N)(ER),"Halo,mStayGold",20250723-plate1,20250723-plate1-slot1,5.0,20250723-plate1-slot1-roi05
/clusterfs/vast/abcabc/Korra_Foundation/20250723_mem-halo_ER-mSG/fish3_48hpf/roi6,membrane Halo,membrane Halo,membrane Halo x membrane Halo,Swinburne,"Swinburne:Swinburne,Swinburne:Swinburne",Halo,,,,,,,MGCO-04,mStayGold,sec61b,mStayGold::sec61b(N),ER,mStayGold(ER),mStayGold::sec61b(N)(ER),"Halo,mStayGold",20250723-plate1,20250723-plate1-slot1,6.0,20250723-plate1-slot1-roi06
/clusterfs/vast/abcabc/Korra_Foundation/20250728_mem-histone/fish1_roi1,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301) x ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,"pDQM005:301,pDQM005:301",tdmSG,,tdmSG,,tdmSG,tdmSG,,pDQM037,"tdmChilada,tdmSG","dhb,pcna","tdmChilada::pcna(C),tdmSG::dhb(N)",nucleus,"tdmChilada(nucleus),tdmSG","tdmChilada::pcna(C)(nucleus),tdmSG::dhb(N)","tdmChilada,tdmSG",20250728-plate1,20250728-plate1-slot1,1.0,20250728-plate1-slot1-roi01
/clusterfs/vast/abcabc/Korra_Foundation/20250728_mem-histone/fish1_roi2,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301) x ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,"pDQM005:301,pDQM005:301",tdmSG,,tdmSG,,tdmSG,tdmSG,,pDQM037,"tdmChilada,tdmSG","dhb,pcna","tdmChilada::pcna(C),tdmSG::dhb(N)",nucleus,"tdmChilada(nucleus),tdmSG","tdmChilada::pcna(C)(nucleus),tdmSG::dhb(N)","tdmChilada,tdmSG",20250728-plate1,20250728-plate1-slot1,2.0,20250728-plate1-slot1-roi02
/clusterfs/vast/abcabc/Korra_Foundation/20250801_mem-PCNA/fish1_roi1,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301) x ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,"pDQM005:301,pDQM005:301",tdmSG,,tdmSG,,tdmSG,tdmSG,,pDQM037,"tdmChilada,tdmSG","dhb,pcna","tdmChilada::pcna(C),tdmSG::dhb(N)",nucleus,"tdmChilada(nucleus),tdmSG","tdmChilada::pcna(C)(nucleus),tdmSG::dhb(N)","tdmChilada,tdmSG",20250804-plate1,20250804-plate1-slot1,1.0,20250804-plate1-slot1-roi01
/clusterfs/vast/abcabc/Korra_Foundation/20250801_mem-PCNA/fish2_roi1,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301) x ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,"pDQM005:301,pDQM005:301",tdmSG,,tdmSG,,tdmSG,tdmSG,,pDQM037,"tdmChilada,tdmSG","dhb,pcna","tdmChilada::pcna(C),tdmSG::dhb(N)",nucleus,"tdmChilada(nucleus),tdmSG","tdmChilada::pcna(C)(nucleus),tdmSG::dhb(N)","tdmChilada,tdmSG",20250804-plate1,20250804-plate1-slot1,2.0,20250804-plate1-slot1-roi02
/clusterfs/vast/abcabc/Korra_Foundation/20250801_mem-PCNA/fish3_72hpf_roi1,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301) x ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,"pDQM005:301,pDQM005:301",tdmSG,,tdmSG,,tdmSG,tdmSG,,pDQM037,"tdmChilada,tdmSG","dhb,pcna","tdmChilada::pcna(C),tdmSG::dhb(N)",nucleus,"tdmChilada(nucleus),tdmSG","tdmChilada::pcna(C)(nucleus),tdmSG::dhb(N)","tdmChilada,tdmSG",20250804-plate1,20250804-plate1-slot1,3.0,20250804-plate1-slot1-roi03
/clusterfs/vast/abcabc/Aang_Foundation/20250805_mito_mem-halo/fish1_24hpf_roi1,membrane Halo,membrane Halo,membrane Halo x membrane Halo,Swinburne,"Swinburne:Swinburne,Swinburne:Swinburne",Halo,,,,,,,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"Halo,mStayGold",20250805-plate1,20250805-plate1-slot2,1.0,20250805-plate1-slot2-roi01
