clutch_code,roi_code,plate_id_filled,slot_id_filled,date_born,parent_female,parent_male,roi_dir
LCL-0050,20250715-plate1-slot1-roi08,20250715-plate1,20250715-plate1-slot1,2025-07-14,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish4_24hpf_mem_mito_msc3_er_halo/roi3
LCL-0050,20250715-plate1-slot1-roi09,20250715-plate1,20250715-plate1-slot1,2025-07-14,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish5_48hpf_mem_mito_halo_er_msc2/roi1
LCL-0050,20250715-plate1-slot1-roi10,20250715-plate1,20250715-plate1-slot1,2025-07-14,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish5_48hpf_mem_mito_halo_er_msc2/roi2
LCL-0050,20250715-plate1-slot1-roi11,20250715-plate1,20250715-plate1-slot1,2025-07-14,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish5_48hpf_mem_mito_halo_er_msc2/roi3
LCL-0050,20250715-plate1-slot1-roi12,20250715-plate1,20250715-plate1-slot1,2025-07-14,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish5_48hpf_mem_mito_halo_er_msc2/roi4
LCL-0050,20250715-plate1-slot1-roi13,20250715-plate1,20250715-plate1-slot1,2025-07-14,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish6_48hpf_mem_mito_halo_er_msc2/roi1
LCL-0050,20250715-plate1-slot1-roi14,20250715-plate1,20250715-plate1-slot1,2025-07-14,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish6_48hpf_mem_mito_halo_er_msc2/roi2
LCL-0050,20250715-plate1-slot1-roi15,20250715-plate1,20250715-plate1-slot1,2025-07-14,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish6_48hpf_mem_mito_halo_er_msc2/roi3
LCL-0050,20250715-plate1-slot1-roi16,20250715-plate1,20250715-plate1-slot1,2025-07-14,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish6_48hpf_mem_mito_halo_er_msc2/roi4
LCL-0050,20250715-plate1-slot1-roi17,20250715-plate1,20250715-plate1-slot1,2025-07-14,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish6_48hpf_mem_mito_halo_er_msc2/roi5
LCL-0050,20250715-plate1-slot1-roi18,20250715-plate1,20250715-plate1-slot1,2025-07-14,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish7_48hpf_mem_mito_halo_er_msc2/roi1
LCL-0050,20250715-plate1-slot1-roi19,20250715-plate1,20250715-plate1-slot1,2025-07-14,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish8_72hpf_mem_mito_msc3_er_halo/roi1
LCL-0050,20250715-plate1-slot1-roi20,20250715-plate1,20250715-plate1-slot1,2025-07-14,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish8_72hpf_mem_mito_msc3_er_halo/roi2
LCL-0050,20250715-plate1-slot1-roi21,20250715-plate1,20250715-plate1-slot1,2025-07-14,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish8_72hpf_mem_mito_msc3_er_halo/roi3
LCL-0058,20250722-plate1-slot1-roi01,20250722-plate1,20250722-plate1-slot1,2025-07-21,membrane Halo,membrane Halo,/clusterfs/vast/abcabc/Aang_Foundation/20250722_mem-halo_er-mSG/fish1_24hpf_roi1
LCL-0058,20250722-plate1-slot1-roi02,20250722-plate1,20250722-plate1-slot1,2025-07-21,membrane Halo,membrane Halo,/clusterfs/vast/abcabc/Aang_Foundation/20250722_mem-halo_er-mSG/fish1_24hpf_roi2
LCL-0058,20250722-plate1-slot1-roi03,20250722-plate1,20250722-plate1-slot1,2025-07-21,membrane Halo,membrane Halo,/clusterfs/vast/abcabc/Aang_Foundation/20250722_mem-halo_er-mSG/fish1_24hpf_roi3
LCL-0058,20250722-plate1-slot1-roi04,20250722-plate1,20250722-plate1-slot1,2025-07-21,membrane Halo,membrane Halo,/clusterfs/vast/abcabc/Aang_Foundation/20250722_mem-halo_er-mSG/fish1_24hpf_roi4
LCL-0058,20250722-plate1-slot1-roi05,20250722-plate1,20250722-plate1-slot1,2025-07-21,membrane Halo,membrane Halo,/clusterfs/vast/abcabc/Aang_Foundation/20250722_mem-halo_er-mSG/fish1_24hpf_roi5
LCL-0058,20250722-plate1-slot1-roi06,20250722-plate1,20250722-plate1-slot1,2025-07-21,membrane Halo,membrane Halo,/clusterfs/vast/abcabc/Aang_Foundation/20250722_mem-halo_er-mSG/fish2_24hpf_roi1
LCL-0058,20250722-plate1-slot1-roi07,20250722-plate1,20250722-plate1-slot1,2025-07-21,membrane Halo,membrane Halo,/clusterfs/vast/abcabc/Aang_Foundation/20250722_mem-halo_er-mSG/fish2_24hpf_roi2
LCL-0058,20250722-plate1-slot1-roi08,20250722-plate1,20250722-plate1-slot1,2025-07-21,membrane Halo,membrane Halo,/clusterfs/vast/abcabc/Aang_Foundation/20250722_mem-halo_er-mSG/fish2_24hpf_roi3
LCL-0058,20250722-plate1-slot1-roi09,20250722-plate1,20250722-plate1-slot1,2025-07-21,membrane Halo,membrane Halo,/clusterfs/vast/abcabc/Aang_Foundation/20250722_mem-halo_er-mSG/fish2_24hpf_roi4
LCL-0061,20250722-plate1-slot2-roi01,20250722-plate1,20250722-plate1-slot2,2025-07-21,membrane mChilada,membrane mChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish1_roi1
LCL-0061,20250722-plate1-slot2-roi02,20250722-plate1,20250722-plate1-slot2,2025-07-21,membrane mChilada,membrane mChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish1_roi2
LCL-0061,20250722-plate1-slot2-roi03,20250722-plate1,20250722-plate1-slot2,2025-07-21,membrane mChilada,membrane mChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish1_roi3
LCL-0061,20250722-plate1-slot2-roi04,20250722-plate1,20250722-plate1-slot2,2025-07-21,membrane mChilada,membrane mChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish2_48hpf_roi1
LCL-0061,20250722-plate1-slot2-roi05,20250722-plate1,20250722-plate1-slot2,2025-07-21,membrane mChilada,membrane mChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish2_48hpf_roi2
LCL-0061,20250722-plate1-slot2-roi06,20250722-plate1,20250722-plate1-slot2,2025-07-21,membrane mChilada,membrane mChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish2_48hpf_roi3
LCL-0061,20250722-plate1-slot2-roi07,20250722-plate1,20250722-plate1-slot2,2025-07-21,membrane mChilada,membrane mChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish2_48hpf_roi4
LCL-0061,20250722-plate1-slot2-roi08,20250722-plate1,20250722-plate1-slot2,2025-07-21,membrane mChilada,membrane mChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish2_48hpf_roi5
LCL-0061,20250722-plate1-slot2-roi09,20250722-plate1,20250722-plate1-slot2,2025-07-21,membrane mChilada,membrane mChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish3_48hpf_roi1
LCL-0061,20250722-plate1-slot2-roi10,20250722-plate1,20250722-plate1-slot2,2025-07-21,membrane mChilada,membrane mChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish3_48hpf_roi2
LCL-0061,20250722-plate1-slot2-roi11,20250722-plate1,20250722-plate1-slot2,2025-07-21,membrane mChilada,membrane mChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish3_48hpf_roi3
LCL-0061,20250722-plate1-slot2-roi12,20250722-plate1,20250722-plate1-slot2,2025-07-21,membrane mChilada,membrane mChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish3_48hpf_roi4
LCL-0059,20250723-plate1-slot1-roi01,20250723-plate1,20250723-plate1-slot1,2025-07-22,membrane Halo,membrane Halo,/clusterfs/vast/abcabc/Korra_Foundation/20250723_mem-halo_ER-mSG/fish3_48hpf/roi1_mb
LCL-0058,20250723-plate1-slot1-roi02,20250723-plate1,20250723-plate1-slot1,2025-07-21,membrane Halo,membrane Halo,/clusterfs/vast/abcabc/Korra_Foundation/20250723_mem-halo_ER-mSG/fish3_48hpf/roi2
LCL-0058,20250723-plate1-slot1-roi03,20250723-plate1,20250723-plate1-slot1,2025-07-21,membrane Halo,membrane Halo,/clusterfs/vast/abcabc/Korra_Foundation/20250723_mem-halo_ER-mSG/fish3_48hpf/roi3
LCL-0058,20250723-plate1-slot1-roi04,20250723-plate1,20250723-plate1-slot1,2025-07-21,membrane Halo,membrane Halo,/clusterfs/vast/abcabc/Korra_Foundation/20250723_mem-halo_ER-mSG/fish3_48hpf/roi4
LCL-0058,20250723-plate1-slot1-roi05,20250723-plate1,20250723-plate1-slot1,2025-07-21,membrane Halo,membrane Halo,/clusterfs/vast/abcabc/Korra_Foundation/20250723_mem-halo_ER-mSG/fish3_48hpf/roi5
LCL-0058,20250723-plate1-slot1-roi06,20250723-plate1,20250723-plate1-slot1,2025-07-21,membrane Halo,membrane Halo,/clusterfs/vast/abcabc/Korra_Foundation/20250723_mem-halo_ER-mSG/fish3_48hpf/roi6
LCL-0051,20250728-plate1-slot1-roi01,20250728-plate1,20250728-plate1-slot1,2025-07-26,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),/clusterfs/vast/abcabc/Korra_Foundation/20250728_mem-histone/fish1_roi1
LCL-0051,20250728-plate1-slot1-roi02,20250728-plate1,20250728-plate1-slot1,2025-07-26,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),/clusterfs/vast/abcabc/Korra_Foundation/20250728_mem-histone/fish1_roi2
LCL-0052,20250804-plate1-slot1-roi01,20250804-plate1,20250804-plate1-slot1,2025-08-01,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),/clusterfs/vast/abcabc/Korra_Foundation/20250801_mem-PCNA/fish1_roi1
LCL-0052,20250804-plate1-slot1-roi02,20250804-plate1,20250804-plate1-slot1,2025-08-01,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),/clusterfs/vast/abcabc/Korra_Foundation/20250801_mem-PCNA/fish2_roi1
LCL-0052,20250804-plate1-slot1-roi03,20250804-plate1,20250804-plate1-slot1,2025-08-01,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),/clusterfs/vast/abcabc/Korra_Foundation/20250801_mem-PCNA/fish3_72hpf_roi1
LCL-0060,20250805-plate1-slot2-roi01,20250805-plate1,20250805-plate1-slot2,2025-08-04,membrane Halo,membrane Halo,/clusterfs/vast/abcabc/Aang_Foundation/20250805_mito_mem-halo/fish1_24hpf_roi1
LCL-0060,20250805-plate1-slot2-roi02,20250805-plate1,20250805-plate1-slot2,2025-08-04,membrane Halo,membrane Halo,/clusterfs/vast/abcabc/Aang_Foundation/20250805_mito_mem-halo/fish1_24hpf_roi2
LCL-0060,20250805-plate1-slot2-roi03,20250805-plate1,20250805-plate1-slot2,2025-08-04,membrane Halo,membrane Halo,/clusterfs/vast/abcabc/Aang_Foundation/20250805_mito_mem-halo/fish2_24hpf_roi1
LCL-0060,20250805-plate1-slot2-roi04,20250805-plate1,20250805-plate1-slot2,2025-08-04,membrane Halo,membrane Halo,/clusterfs/vast/abcabc/Aang_Foundation/20250805_mito_mem-halo/fish2_24hpf_roi2
LCL-0060,20250805-plate1-slot2-roi05,20250805-plate1,20250805-plate1-slot2,2025-08-04,membrane Halo,membrane Halo,/clusterfs/vast/abcabc/Aang_Foundation/20250805_mito_mem-halo/fish2_24hpf_roi3
LCL-0060,20250805-plate1-slot2-roi06,20250805-plate1,20250805-plate1-slot2,2025-08-04,membrane Halo,membrane Halo,/clusterfs/vast/abcabc/Aang_Foundation/20250805_mito_mem-halo/fish3_24hpf_roi1
LCL-0060,20250805-plate1-slot2-roi07,20250805-plate1,20250805-plate1-slot2,2025-08-04,membrane Halo,membrane Halo,/clusterfs/vast/abcabc/Aang_Foundation/20250805_mito_mem-halo/fish3_24hpf_roi2
LCL-0060,20250806-plate1-slot1-roi01,20250806-plate1,20250806-plate1-slot1,2025-08-04,membrane Halo,membrane Halo,/clusterfs/vast/abcabc/Aang_Foundation/20250805_lifeact_mem-halo/fish1_48hpf_roi1
LCL-0060,20250806-plate1-slot1-roi02,20250806-plate1,20250806-plate1-slot1,2025-08-04,membrane Halo,membrane Halo,/clusterfs/vast/abcabc/Aang_Foundation/20250805_lifeact_mem-halo/fish1_48hpf_roi2
LCL-0060,20250806-plate1-slot1-roi03,20250806-plate1,20250806-plate1-slot1,2025-08-04,membrane Halo,membrane Halo,/clusterfs/vast/abcabc/Aang_Foundation/20250805_lifeact_mem-halo/fish1_48hpf_roi3
LCL-0060,20250806-plate1-slot1-roi04,20250806-plate1,20250806-plate1-slot1,2025-08-04,membrane Halo,membrane Halo,/clusterfs/vast/abcabc/Aang_Foundation/20250805_lifeact_mem-halo/fish1_48hpf_roi4
LCL-0060,20250806-plate1-slot1-roi05,20250806-plate1,20250806-plate1-slot1,2025-08-04,membrane Halo,membrane Halo,/clusterfs/vast/abcabc/Aang_Foundation/20250805_lifeact_mem-halo/fish1_48hpf_roi5
LCL-0062,20250808-plate1-slot1-roi01,20250808-plate1,20250808-plate1-slot1,2025-08-07,membrane mChilada,membrane mChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250808_mem_organelle/fish1_24hpf_mem-mchilada_lyso-mSG/roi1
LCL-0062,20250808-plate1-slot1-roi02,20250808-plate1,20250808-plate1-slot1,2025-08-07,membrane mChilada,membrane mChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250808_mem_organelle/fish1_24hpf_mem-mchilada_lyso-mSG/roi1_1
LCL-0062,20250808-plate1-slot1-roi03,20250808-plate1,20250808-plate1-slot1,2025-08-07,membrane mChilada,membrane mChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250808_mem_organelle/fish1_24hpf_mem-mchilada_lyso-mSG/roi1_test
LCL-0062,20250808-plate1-slot1-roi04,20250808-plate1,20250808-plate1-slot1,2025-08-07,membrane mChilada,membrane mChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250808_mem_organelle/fish1_24hpf_mem-mchilada_lyso-mSG/roi2
LCL-0062,20250808-plate1-slot1-roi05,20250808-plate1,20250808-plate1-slot1,2025-08-07,membrane mChilada,membrane mChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250808_mem_organelle/fish1_24hpf_mem-mchilada_lyso-mSG/roi3
LCL-0062,20250808-plate1-slot1-roi06,20250808-plate1,20250808-plate1-slot1,2025-08-07,membrane mChilada,membrane mChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250808_mem_organelle/fish2_24hpf_mem-mchilada_lyso-mSG/roi1
LCL-0062,20250808-plate1-slot1-roi07,20250808-plate1,20250808-plate1-slot1,2025-08-07,membrane mChilada,membrane mChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250808_mem_organelle/fish2_24hpf_mem-mchilada_lyso-mSG/roi2
LCL-0062,20250808-plate1-slot1-roi08,20250808-plate1,20250808-plate1-slot1,2025-08-07,membrane mChilada,membrane mChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250808_mem_organelle/fish2_24hpf_mem-mchilada_lyso-mSG/roi3
LCL-0062,20250808-plate1-slot1-roi09,20250808-plate1,20250808-plate1-slot1,2025-08-07,membrane mChilada,membrane mChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250808_mem_organelle/fish3_24hpf_mem-mchilada_mito-mSG/roi1
LCL-0062,20250808-plate1-slot1-roi10,20250808-plate1,20250808-plate1-slot1,2025-08-07,membrane mChilada,membrane mChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250808_mem_organelle/fish3_24hpf_mem-mchilada_mito-mSG/roi2
LCL-0062,20250808-plate1-slot1-roi11,20250808-plate1,20250808-plate1-slot1,2025-08-07,membrane mChilada,membrane mChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250808_mem_organelle/fish3_24hpf_mem-mchilada_mito-mSG/roi3
LCL-0062,20250808-plate1-slot1-roi12,20250808-plate1,20250808-plate1-slot1,2025-08-07,membrane mChilada,membrane mChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250808_mem_organelle/fish3_24hpf_mem-mchilada_mito-mSG/roi4
LCL-0062,20250808-plate1-slot1-roi13,20250808-plate1,20250808-plate1-slot1,2025-08-07,membrane mChilada,membrane mChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250808_mem_organelle/fish4_24hpf_mem-mchilada_mito-mSG/roi1
LCL-0062,20250808-plate1-slot1-roi14,20250808-plate1,20250808-plate1-slot1,2025-08-07,membrane mChilada,membrane mChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250808_mem_organelle/fish4_24hpf_mem-mchilada_mito-mSG/roi2
LCL-0062,20250808-plate1-slot1-roi15,20250808-plate1,20250808-plate1-slot1,2025-08-07,membrane mChilada,membrane mChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250808_mem_organelle/fish4_24hpf_mem-mchilada_mito-mSG/roi3
LCL-0062,20250808-plate1-slot1-roi16,20250808-plate1,20250808-plate1-slot1,2025-08-07,membrane mChilada,membrane mChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250808_mem_organelle/fish4_24hpf_mem-mchilada_mito-mSG/roi4
LCL-0062,20250808-plate1-slot1-roi17,20250808-plate1,20250808-plate1-slot1,2025-08-07,membrane mChilada,membrane mChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250808_mem_organelle/fish4_24hpf_mem-mchilada_mito-mSG/roi5
LCL-0062,20250808-plate1-slot1-roi18,20250808-plate1,20250808-plate1-slot1,2025-08-07,membrane mChilada,membrane mChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250808_mem_organelle/fish4_24hpf_mem-mchilada_mito-mSG/roi6
LCL-0062,20250808-plate1-slot1-roi19,20250808-plate1,20250808-plate1-slot1,2025-08-07,membrane mChilada,membrane mChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250808_mem_organelle/fish4_24hpf_mem-mchilada_mito-mSG/roi7
LCL-0062,20250808-plate1-slot1-roi20,20250808-plate1,20250808-plate1-slot1,2025-08-07,membrane mChilada,membrane mChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250808_mem_organelle/fish4_24hpf_mem-mchilada_mito-mSG/roi8
LCL-0062,20250808-plate1-slot1-roi21,20250808-plate1,20250808-plate1-slot1,2025-08-07,membrane mChilada,membrane mChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250808_mem_organelle/fish4_24hpf_mem-mchilada_mito-mSG/roi9
LCL-0020,20250819-plate1-slot1-roi01,20250819-plate1,20250819-plate1-slot1,2025-08-18,casper/rnf,mem:tdmChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250819_mem_mito/fish1_24hpf_roi1
LCL-0020,20250819-plate1-slot1-roi02,20250819-plate1,20250819-plate1-slot1,2025-08-18,casper/rnf,mem:tdmChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250819_mem_mito/fish1_24hpf_roi2
LCL-0020,20250819-plate1-slot1-roi03,20250819-plate1,20250819-plate1-slot1,2025-08-18,casper/rnf,mem:tdmChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250819_mem_mito/fish1_24hpf_roi3
LCL-0020,20250819-plate1-slot1-roi04,20250819-plate1,20250819-plate1-slot1,2025-08-18,casper/rnf,mem:tdmChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250819_mem_mito/fish1_24hpf_roi4
LCL-0020,20250819-plate1-slot1-roi05,20250819-plate1,20250819-plate1-slot1,2025-08-18,casper/rnf,mem:tdmChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250819_mem_mito/fish1_24hpf_roi5
LCL-0020,20250819-plate1-slot1-roi06,20250819-plate1,20250819-plate1-slot1,2025-08-18,casper/rnf,mem:tdmChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250819_mem_mito/fish1_24hpf_roi6
LCL-0020,20250819-plate1-slot1-roi07,20250819-plate1,20250819-plate1-slot1,2025-08-18,casper/rnf,mem:tdmChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250819_mem_mito/fish1_24hpf_roi7
LCL-0020,20250819-plate1-slot1-roi08,20250819-plate1,20250819-plate1-slot1,2025-08-18,casper/rnf,mem:tdmChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250819_mem_mito/fish1_24hpf_roi8
LCL-0020,20250819-plate1-slot1-roi09,20250819-plate1,20250819-plate1-slot1,2025-08-18,casper/rnf,mem:tdmChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250819_mem_mito/fish2_24hpf_roi1
LCL-0020,20250819-plate1-slot1-roi10,20250819-plate1,20250819-plate1-slot1,2025-08-18,casper/rnf,mem:tdmChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250819_mem_mito/fish2_24hpf_roi2
LCL-0020,20250819-plate1-slot1-roi11,20250819-plate1,20250819-plate1-slot1,2025-08-18,casper/rnf,mem:tdmChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250819_mem_mito/fish3_24hpf_roi1
LCL-0020,20250819-plate1-slot1-roi12,20250819-plate1,20250819-plate1-slot1,2025-08-18,casper/rnf,mem:tdmChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250819_mem_mito/fish4_48hpf_roi1
LCL-0020,20250819-plate1-slot1-roi13,20250819-plate1,20250819-plate1-slot1,2025-08-18,casper/rnf,mem:tdmChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250819_mem_mito/fish4_48hpf_roi3
LCL-0020,20250819-plate1-slot1-roi14,20250819-plate1,20250819-plate1-slot1,2025-08-18,casper/rnf,mem:tdmChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250819_mem_mito/fish4_48hpf_roi4
LCL-0020,20250819-plate1-slot1-roi15,20250819-plate1,20250819-plate1-slot1,2025-08-18,casper/rnf,mem:tdmChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250819_mem_mito/fish4_48hpf_roi5
LCL-0020,20250819-plate1-slot1-roi16,20250819-plate1,20250819-plate1-slot1,2025-08-18,casper/rnf,mem:tdmChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250819_mem_mito/fish4_48hpf_roi6
LCL-0020,20250819-plate1-slot1-roi17,20250819-plate1,20250819-plate1-slot1,2025-08-18,casper/rnf,mem:tdmChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250819_mem_mito/fish4_48hpf_roi7
LCL-0020,20250819-plate1-slot1-roi18,20250819-plate1,20250819-plate1-slot1,2025-08-18,casper/rnf,mem:tdmChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250819_mem_mito/fish4_48hpf_roi8
LCL-0020,20250819-plate1-slot1-roi19,20250819-plate1,20250819-plate1-slot1,2025-08-18,casper/rnf,mem:tdmChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250819_mem_mito/fish5_48hpf_roi11
LCL-0020,20250819-plate1-slot1-roi20,20250819-plate1,20250819-plate1-slot1,2025-08-18,casper/rnf,mem:tdmChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250819_mem_mito/fish5_48hpf_roi12
LCL-0020,20250819-plate1-slot1-roi21,20250819-plate1,20250819-plate1-slot1,2025-08-18,casper/rnf,mem:tdmChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250819_mem_mito/fish6_48hpf_roi1
LCL-0020,20250819-plate1-slot1-roi22,20250819-plate1,20250819-plate1-slot1,2025-08-18,casper/rnf,mem:tdmChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250819_mem_mito/fish6_48hpf_roi2
LCL-0020,20250819-plate1-slot1-roi23,20250819-plate1,20250819-plate1-slot1,2025-08-18,casper/rnf,mem:tdmChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250819_mem_mito/fish6_48hpf_roi3
LCL-0020,20250819-plate1-slot1-roi24,20250819-plate1,20250819-plate1-slot1,2025-08-18,casper/rnf,mem:tdmChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250819_mem_mito/fish6_48hpf_roi4
LCL-0020,20250819-plate1-slot1-roi25,20250819-plate1,20250819-plate1-slot1,2025-08-18,casper/rnf,mem:tdmChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250819_mem_mito/fish6_48hpf_roi5
LCL-0020,20250819-plate1-slot2-roi01,20250819-plate1,20250819-plate1-slot2,2025-08-18,casper/rnf,mem:tdmChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250819_mem_ER/fish1_24hpf_roi2
LCL-0020,20250819-plate1-slot2-roi02,20250819-plate1,20250819-plate1-slot2,2025-08-18,casper/rnf,mem:tdmChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250819_mem_ER/fish1_24hpf_roi3
LCL-0020,20250819-plate1-slot2-roi03,20250819-plate1,20250819-plate1-slot2,2025-08-18,casper/rnf,mem:tdmChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250819_mem_ER/fish1_24hpf_roi4
LCL-0020,20250819-plate1-slot2-roi04,20250819-plate1,20250819-plate1-slot2,2025-08-18,casper/rnf,mem:tdmChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250819_mem_ER/fish1_24hpf_roi5
LCL-0020,20250819-plate1-slot2-roi05,20250819-plate1,20250819-plate1-slot2,2025-08-18,casper/rnf,mem:tdmChilada,/clusterfs/vast/abcabc/Aang_Foundation/20250819_mem_ER/fish2_24hpf_roi1
