roi_dir,date_experiment,fish,roi_name,date_born,parent_female_final,parent_male_final,genotype_base_codes,genotype_allele_codes,genotype_pretty_final,genotype_marker_fluor_codes,genotype_marker_tag_codes,treatment_plasmid_base_codes,treatment_rna_base_codes,treatment_marker_fluor_codes,treatment_marker_tag_codes,all_marker_fluor_codes,additional plasmids injected,additional mRNAs injected,additonal proteins injected,additonal dye and chemicals,Date born,ZF female genotype,ZF male genotype,Data location
/clusterfs/vast/abcabc/Aang_Foundation/20250819_mem_mito/fish6_48hpf_roi5,20250819_mem_mito,fish6_48hpf_roi5,fish6_48hpf_roi5,2025-08-18,casper/rnf,mem:tdmChilada,pDQM082,pDQM082:315,casper/rnf × mem:tdmChilada,tdmChilada,2xLynk,,MGCO-01,mStayGold,2Xcox8A,"mStayGold,tdmChilada",,2xCox8A:mSG,,,2025-08-18,casper/rnf,mem:tdmChilada,X:\abcabc\Aang_Foundation\20250819_mem_mito
/clusterfs/vast/abcabc/Aang_Foundation/20250821_mem_mito/fish1_24hpf_roi1,20250821_mem_mito,fish1_24hpf_roi1,fish1_24hpf_roi1,2025-08-20,casper/rnf,mem:tdmChilada,pDQM082,pDQM082:315,casper/rnf × mem:tdmChilada,tdmChilada,2xLynk,,MGCO-01,mStayGold,2Xcox8A,"mStayGold,tdmChilada",,2xCox8A:mSG,,,2025-08-20,casper/rnf,mem:tdmChilada,X:\abcabc\Aang_Foundation\20250821_mem_mito
/clusterfs/vast/abcabc/Aang_Foundation/20250821_mem_mito/fish1_24hpf_roi2,20250821_mem_mito,fish1_24hpf_roi2,fish1_24hpf_roi2,2025-08-20,casper/rnf,mem:tdmChilada,pDQM082,pDQM082:315,casper/rnf × mem:tdmChilada,tdmChilada,2xLynk,,MGCO-01,mStayGold,2Xcox8A,"mStayGold,tdmChilada",,2xCox8A:mSG,,,2025-08-20,casper/rnf,mem:tdmChilada,X:\abcabc\Aang_Foundation\20250821_mem_mito
/clusterfs/vast/abcabc/Aang_Foundation/20250821_mem_mito/fish2_24hpf_roi1,20250821_mem_mito,fish2_24hpf_roi1,fish2_24hpf_roi1,2025-08-20,casper/rnf,mem:tdmChilada,pDQM082,pDQM082:315,casper/rnf × mem:tdmChilada,tdmChilada,2xLynk,,MGCO-01,mStayGold,2Xcox8A,"mStayGold,tdmChilada",,2xCox8A:mSG,,,2025-08-20,casper/rnf,mem:tdmChilada,X:\abcabc\Aang_Foundation\20250821_mem_mito
/clusterfs/vast/abcabc/Aang_Foundation/20250821_mem_mito/fish2_24hpf_roi2,20250821_mem_mito,fish2_24hpf_roi2,fish2_24hpf_roi2,2025-08-20,casper/rnf,mem:tdmChilada,pDQM082,pDQM082:315,casper/rnf × mem:tdmChilada,tdmChilada,2xLynk,,MGCO-01,mStayGold,2Xcox8A,"mStayGold,tdmChilada",,2xCox8A:mSG,,,2025-08-20,casper/rnf,mem:tdmChilada,X:\abcabc\Aang_Foundation\20250821_mem_mito
/clusterfs/vast/abcabc/Aang_Foundation/20250821_mem_mito/fish3_24hpf_roi1,20250821_mem_mito,fish3_24hpf_roi1,fish3_24hpf_roi1,2025-08-20,casper/rnf,mem:tdmChilada,pDQM082,pDQM082:315,casper/rnf × mem:tdmChilada,tdmChilada,2xLynk,,MGCO-01,mStayGold,2Xcox8A,"mStayGold,tdmChilada",,2xCox8A:mSG,,,2025-08-20,casper/rnf,mem:tdmChilada,X:\abcabc\Aang_Foundation\20250821_mem_mito
/clusterfs/vast/abcabc/Aang_Foundation/20250821_mem_mito/fish3_24hpf_roi2,20250821_mem_mito,fish3_24hpf_roi2,fish3_24hpf_roi2,2025-08-20,casper/rnf,mem:tdmChilada,pDQM082,pDQM082:315,casper/rnf × mem:tdmChilada,tdmChilada,2xLynk,,MGCO-01,mStayGold,2Xcox8A,"mStayGold,tdmChilada",,2xCox8A:mSG,,,2025-08-20,casper/rnf,mem:tdmChilada,X:\abcabc\Aang_Foundation\20250821_mem_mito
/clusterfs/vast/abcabc/Aang_Foundation/20250821_mem_mito/fish4_24hpf_roi1,20250821_mem_mito,fish4_24hpf_roi1,fish4_24hpf_roi1,2025-08-20,casper/rnf,mem:tdmChilada,pDQM082,pDQM082:315,casper/rnf × mem:tdmChilada,tdmChilada,2xLynk,,MGCO-01,mStayGold,2Xcox8A,"mStayGold,tdmChilada",,2xCox8A:mSG,,,2025-08-20,casper/rnf,mem:tdmChilada,X:\abcabc\Aang_Foundation\20250821_mem_mito
/clusterfs/vast/abcabc/Aang_Foundation/20250821_mem_mito/fish4_24hpf_roi2,20250821_mem_mito,fish4_24hpf_roi2,fish4_24hpf_roi2,2025-08-20,casper/rnf,mem:tdmChilada,pDQM082,pDQM082:315,casper/rnf × mem:tdmChilada,tdmChilada,2xLynk,,MGCO-01,mStayGold,2Xcox8A,"mStayGold,tdmChilada",,2xCox8A:mSG,,,2025-08-20,casper/rnf,mem:tdmChilada,X:\abcabc\Aang_Foundation\20250821_mem_mito
/clusterfs/vast/abcabc/Aang_Foundation/20250821_mem_mito/fish6_24hpf_roi1,20250821_mem_mito,fish6_24hpf_roi1,fish6_24hpf_roi1,2025-08-20,casper/rnf,mem:tdmChilada,pDQM082,pDQM082:315,casper/rnf × mem:tdmChilada,tdmChilada,2xLynk,,MGCO-01,mStayGold,2Xcox8A,"mStayGold,tdmChilada",,2xCox8A:mSG,,,2025-08-20,casper/rnf,mem:tdmChilada,X:\abcabc\Aang_Foundation\20250821_mem_mito
/clusterfs/vast/abcabc/Aang_Foundation/20250821_mem_mito/fish6_24hpf_roi2,20250821_mem_mito,fish6_24hpf_roi2,fish6_24hpf_roi2,2025-08-20,casper/rnf,mem:tdmChilada,pDQM082,pDQM082:315,casper/rnf × mem:tdmChilada,tdmChilada,2xLynk,,MGCO-01,mStayGold,2Xcox8A,"mStayGold,tdmChilada",,2xCox8A:mSG,,,2025-08-20,casper/rnf,mem:tdmChilada,X:\abcabc\Aang_Foundation\20250821_mem_mito
/clusterfs/vast/abcabc/Aang_Foundation/20250821_mem_mito/fish7_48hpf_roi1,20250821_mem_mito,fish7_48hpf_roi1,fish7_48hpf_roi1,2025-08-20,casper/rnf,mem:tdmChilada,pDQM082,pDQM082:315,casper/rnf × mem:tdmChilada,tdmChilada,2xLynk,,MGCO-01,mStayGold,2Xcox8A,"mStayGold,tdmChilada",,2xCox8A:mSG,,,2025-08-20,casper/rnf,mem:tdmChilada,X:\abcabc\Aang_Foundation\20250821_mem_mito
/clusterfs/vast/abcabc/Aang_Foundation/20250821_mem_mito/fish7_48hpf_roi2,20250821_mem_mito,fish7_48hpf_roi2,fish7_48hpf_roi2,2025-08-20,casper/rnf,mem:tdmChilada,pDQM082,pDQM082:315,casper/rnf × mem:tdmChilada,tdmChilada,2xLynk,,MGCO-01,mStayGold,2Xcox8A,"mStayGold,tdmChilada",,2xCox8A:mSG,,,2025-08-20,casper/rnf,mem:tdmChilada,X:\abcabc\Aang_Foundation\20250821_mem_mito
/clusterfs/vast/abcabc/Aang_Foundation/20250821_mem_mito/fish8_48hpf_roi1,20250821_mem_mito,fish8_48hpf_roi1,fish8_48hpf_roi1,2025-08-20,casper/rnf,mem:tdmChilada,pDQM082,pDQM082:315,casper/rnf × mem:tdmChilada,tdmChilada,2xLynk,,MGCO-01,mStayGold,2Xcox8A,"mStayGold,tdmChilada",,2xCox8A:mSG,,,2025-08-20,casper/rnf,mem:tdmChilada,X:\abcabc\Aang_Foundation\20250821_mem_mito
/clusterfs/vast/abcabc/Aang_Foundation/20250821_mem_mito/fish8_48hpf_roi2,20250821_mem_mito,fish8_48hpf_roi2,fish8_48hpf_roi2,2025-08-20,casper/rnf,mem:tdmChilada,pDQM082,pDQM082:315,casper/rnf × mem:tdmChilada,tdmChilada,2xLynk,,MGCO-01,mStayGold,2Xcox8A,"mStayGold,tdmChilada",,2xCox8A:mSG,,,2025-08-20,casper/rnf,mem:tdmChilada,X:\abcabc\Aang_Foundation\20250821_mem_mito
/clusterfs/vast/abcabc/Aang_Foundation/20250821_mem_mito/fish8_48hpf_roi3,20250821_mem_mito,fish8_48hpf_roi3,fish8_48hpf_roi3,2025-08-20,casper/rnf,mem:tdmChilada,pDQM082,pDQM082:315,casper/rnf × mem:tdmChilada,tdmChilada,2xLynk,,MGCO-01,mStayGold,2Xcox8A,"mStayGold,tdmChilada",,2xCox8A:mSG,,,2025-08-20,casper/rnf,mem:tdmChilada,X:\abcabc\Aang_Foundation\20250821_mem_mito
/clusterfs/vast/abcabc/Aang_Foundation/20250826_mem_actin/fish1_24hpf_roi1,20250826_mem_actin,fish1_24hpf_roi1,fish1_24hpf_roi1,2025-08-25,casper/rnf,mem:tdmChilada,pDQM082,pDQM082:315,casper/rnf × mem:tdmChilada,tdmChilada,2xLynk,,MGCO-23,mStayGold,lifeact,"mStayGold,tdmChilada",,Lifeact:mSG,,,2025-08-25,casper/rnf,mem:tdmChilada,X:\abcabc\Aang_Foundation\20250826_mem_actin
/clusterfs/vast/abcabc/Aang_Foundation/20250826_mem_actin/fish1_24hpf_roi2,20250826_mem_actin,fish1_24hpf_roi2,fish1_24hpf_roi2,2025-08-25,casper/rnf,mem:tdmChilada,pDQM082,pDQM082:315,casper/rnf × mem:tdmChilada,tdmChilada,2xLynk,,MGCO-23,mStayGold,lifeact,"mStayGold,tdmChilada",,Lifeact:mSG,,,2025-08-25,casper/rnf,mem:tdmChilada,X:\abcabc\Aang_Foundation\20250826_mem_actin
/clusterfs/vast/abcabc/Aang_Foundation/20250826_mem_actin/fish2_24hpf_roi1,20250826_mem_actin,fish2_24hpf_roi1,fish2_24hpf_roi1,2025-08-25,casper/rnf,mem:tdmChilada,pDQM082,pDQM082:315,casper/rnf × mem:tdmChilada,tdmChilada,2xLynk,,MGCO-23,mStayGold,lifeact,"mStayGold,tdmChilada",,Lifeact:mSG,,,2025-08-25,casper/rnf,mem:tdmChilada,X:\abcabc\Aang_Foundation\20250826_mem_actin
/clusterfs/vast/abcabc/Aang_Foundation/20250826_mem_actin/fish3_24hpf_roi1,20250826_mem_actin,fish3_24hpf_roi1,fish3_24hpf_roi1,2025-08-25,casper/rnf,mem:tdmChilada,pDQM082,pDQM082:315,casper/rnf × mem:tdmChilada,tdmChilada,2xLynk,,MGCO-23,mStayGold,lifeact,"mStayGold,tdmChilada",,Lifeact:mSG,,,2025-08-25,casper/rnf,mem:tdmChilada,X:\abcabc\Aang_Foundation\20250826_mem_actin
/clusterfs/vast/abcabc/Aang_Foundation/20250826_mem_actin/fish3_24hpf_roi2,20250826_mem_actin,fish3_24hpf_roi2,fish3_24hpf_roi2,2025-08-25,casper/rnf,mem:tdmChilada,pDQM082,pDQM082:315,casper/rnf × mem:tdmChilada,tdmChilada,2xLynk,,MGCO-23,mStayGold,lifeact,"mStayGold,tdmChilada",,Lifeact:mSG,,,2025-08-25,casper/rnf,mem:tdmChilada,X:\abcabc\Aang_Foundation\20250826_mem_actin
/clusterfs/vast/abcabc/Aang_Foundation/20250826_mem_actin/fish5_24hpf_roi1,20250826_mem_actin,fish5_24hpf_roi1,fish5_24hpf_roi1,2025-08-25,casper/rnf,mem:tdmChilada,pDQM082,pDQM082:315,casper/rnf × mem:tdmChilada,tdmChilada,2xLynk,,MGCO-23,mStayGold,lifeact,"mStayGold,tdmChilada",,Lifeact:mSG,,,2025-08-25,casper/rnf,mem:tdmChilada,X:\abcabc\Aang_Foundation\20250826_mem_actin
/clusterfs/vast/abcabc/Aang_Foundation/20250826_mem_actin/fish5_24hpf_roi2,20250826_mem_actin,fish5_24hpf_roi2,fish5_24hpf_roi2,2025-08-25,casper/rnf,mem:tdmChilada,pDQM082,pDQM082:315,casper/rnf × mem:tdmChilada,tdmChilada,2xLynk,,MGCO-23,mStayGold,lifeact,"mStayGold,tdmChilada",,Lifeact:mSG,,,2025-08-25,casper/rnf,mem:tdmChilada,X:\abcabc\Aang_Foundation\20250826_mem_actin
/clusterfs/vast/abcabc/Aang_Foundation/20250826_mem_actin/fish6_24hpf_roi1,20250826_mem_actin,fish6_24hpf_roi1,fish6_24hpf_roi1,2025-08-25,casper/rnf,mem:tdmChilada,pDQM082,pDQM082:315,casper/rnf × mem:tdmChilada,tdmChilada,2xLynk,,MGCO-23,mStayGold,lifeact,"mStayGold,tdmChilada",,Lifeact:mSG,,,2025-08-25,casper/rnf,mem:tdmChilada,X:\abcabc\Aang_Foundation\20250826_mem_actin
/clusterfs/vast/abcabc/Aang_Foundation/20250827_mem_actin/fish3_48hpf_roi1,20250827_mem_actin,fish3_48hpf_roi1,fish3_48hpf_roi1,2025-08-25,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,pDQM082:315,casper/rnf × ef1a:2xLynk:tdmChilada (F1 of allele 315),tdmChilada,2xLynk,,MGCO-23,mStayGold,lifeact,"mStayGold,tdmChilada",,Lifeact:mSG,,,2025-08-25,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),X:\abcabc\Aang_Foundation\20250827_mem_actin
/clusterfs/vast/abcabc/Aang_Foundation/20250827_mem_actin/fish3_48hpf_roi2,20250827_mem_actin,fish3_48hpf_roi2,fish3_48hpf_roi2,2025-08-25,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,pDQM082:315,casper/rnf × ef1a:2xLynk:tdmChilada (F1 of allele 315),tdmChilada,2xLynk,,MGCO-23,mStayGold,lifeact,"mStayGold,tdmChilada",,Lifeact:mSG,,,2025-08-25,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),X:\abcabc\Aang_Foundation\20250827_mem_actin
/clusterfs/vast/abcabc/Aang_Foundation/20250827_mem_actin/fish5_48hpf_roi1,20250827_mem_actin,fish5_48hpf_roi1,fish5_48hpf_roi1,2025-08-25,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,pDQM082:315,casper/rnf × ef1a:2xLynk:tdmChilada (F1 of allele 315),tdmChilada,2xLynk,,MGCO-23,mStayGold,lifeact,"mStayGold,tdmChilada",,Lifeact:mSG,,,2025-08-25,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),X:\abcabc\Aang_Foundation\20250827_mem_actin
/clusterfs/vast/abcabc/Aang_Foundation/20250827_mem_actin/fish5_48hpf_roi2,20250827_mem_actin,fish5_48hpf_roi2,fish5_48hpf_roi2,2025-08-25,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,pDQM082:315,casper/rnf × ef1a:2xLynk:tdmChilada (F1 of allele 315),tdmChilada,2xLynk,,MGCO-23,mStayGold,lifeact,"mStayGold,tdmChilada",,Lifeact:mSG,,,2025-08-25,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),X:\abcabc\Aang_Foundation\20250827_mem_actin
/clusterfs/vast/abcabc/Aang_Foundation/20250827_mem_actin/fish5_48hpf_roi3,20250827_mem_actin,fish5_48hpf_roi3,fish5_48hpf_roi3,2025-08-25,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,pDQM082:315,casper/rnf × ef1a:2xLynk:tdmChilada (F1 of allele 315),tdmChilada,2xLynk,,MGCO-23,mStayGold,lifeact,"mStayGold,tdmChilada",,Lifeact:mSG,,,2025-08-25,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),X:\abcabc\Aang_Foundation\20250827_mem_actin
/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish1_24hpf_roi1,20250828_mem_actin,fish1_24hpf_roi1,fish1_24hpf_roi1,2025-08-27,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,pDQM082:315,casper/rnf × ef1a:2xLynk:tdmChilada (F1 of allele 315),tdmChilada,2xLynk,,MGCO-23,mStayGold,lifeact,"mStayGold,tdmChilada",,Lifeact:mSG,,,2025-08-27,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),X:\abcabc\Aang_Foundation\20250828_mem_actin
/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish1_24hpf_roi1-2,20250828_mem_actin,fish1_24hpf_roi1-2,fish1_24hpf_roi1-2,2025-08-27,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,pDQM082:315,casper/rnf × ef1a:2xLynk:tdmChilada (F1 of allele 315),tdmChilada,2xLynk,,MGCO-23,mStayGold,lifeact,"mStayGold,tdmChilada",,Lifeact:mSG,,,2025-08-27,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),X:\abcabc\Aang_Foundation\20250828_mem_actin
/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish1_24hpf_roi2,20250828_mem_actin,fish1_24hpf_roi2,fish1_24hpf_roi2,2025-08-27,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,pDQM082:315,casper/rnf × ef1a:2xLynk:tdmChilada (F1 of allele 315),tdmChilada,2xLynk,,MGCO-23,mStayGold,lifeact,"mStayGold,tdmChilada",,Lifeact:mSG,,,2025-08-27,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),X:\abcabc\Aang_Foundation\20250828_mem_actin
/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish1_24hpf_roi3,20250828_mem_actin,fish1_24hpf_roi3,fish1_24hpf_roi3,2025-08-27,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,pDQM082:315,casper/rnf × ef1a:2xLynk:tdmChilada (F1 of allele 315),tdmChilada,2xLynk,,MGCO-23,mStayGold,lifeact,"mStayGold,tdmChilada",,Lifeact:mSG,,,2025-08-27,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),X:\abcabc\Aang_Foundation\20250828_mem_actin
/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish2_24hpf_roi1,20250828_mem_actin,fish2_24hpf_roi1,fish2_24hpf_roi1,2025-08-27,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,pDQM082:315,casper/rnf × ef1a:2xLynk:tdmChilada (F1 of allele 315),tdmChilada,2xLynk,,MGCO-23,mStayGold,lifeact,"mStayGold,tdmChilada",,Lifeact:mSG,,,2025-08-27,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),X:\abcabc\Aang_Foundation\20250828_mem_actin
/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish2_24hpf_roi2,20250828_mem_actin,fish2_24hpf_roi2,fish2_24hpf_roi2,2025-08-27,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,pDQM082:315,casper/rnf × ef1a:2xLynk:tdmChilada (F1 of allele 315),tdmChilada,2xLynk,,MGCO-23,mStayGold,lifeact,"mStayGold,tdmChilada",,Lifeact:mSG,,,2025-08-27,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),X:\abcabc\Aang_Foundation\20250828_mem_actin
/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish2_24hpf_roi2-2,20250828_mem_actin,fish2_24hpf_roi2-2,fish2_24hpf_roi2-2,2025-08-27,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,pDQM082:315,casper/rnf × ef1a:2xLynk:tdmChilada (F1 of allele 315),tdmChilada,2xLynk,,MGCO-23,mStayGold,lifeact,"mStayGold,tdmChilada",,Lifeact:mSG,,,2025-08-27,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),X:\abcabc\Aang_Foundation\20250828_mem_actin
/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish4_24hpf_roi1,20250828_mem_actin,fish4_24hpf_roi1,fish4_24hpf_roi1,2025-08-27,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,pDQM082:315,casper/rnf × ef1a:2xLynk:tdmChilada (F1 of allele 315),tdmChilada,2xLynk,,MGCO-23,mStayGold,lifeact,"mStayGold,tdmChilada",,Lifeact:mSG,,,2025-08-27,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),X:\abcabc\Aang_Foundation\20250828_mem_actin
/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish4_24hpf_roi2,20250828_mem_actin,fish4_24hpf_roi2,fish4_24hpf_roi2,2025-08-27,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,pDQM082:315,casper/rnf × ef1a:2xLynk:tdmChilada (F1 of allele 315),tdmChilada,2xLynk,,MGCO-23,mStayGold,lifeact,"mStayGold,tdmChilada",,Lifeact:mSG,,,2025-08-27,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),X:\abcabc\Aang_Foundation\20250828_mem_actin
/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish5_24hpf_roi1,20250828_mem_actin,fish5_24hpf_roi1,fish5_24hpf_roi1,2025-08-27,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,pDQM082:315,casper/rnf × ef1a:2xLynk:tdmChilada (F1 of allele 315),tdmChilada,2xLynk,,MGCO-23,mStayGold,lifeact,"mStayGold,tdmChilada",,Lifeact:mSG,,,2025-08-27,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),X:\abcabc\Aang_Foundation\20250828_mem_actin
/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish5_24hpf_roi2,20250828_mem_actin,fish5_24hpf_roi2,fish5_24hpf_roi2,2025-08-27,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,pDQM082:315,casper/rnf × ef1a:2xLynk:tdmChilada (F1 of allele 315),tdmChilada,2xLynk,,MGCO-23,mStayGold,lifeact,"mStayGold,tdmChilada",,Lifeact:mSG,,,2025-08-27,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),X:\abcabc\Aang_Foundation\20250828_mem_actin
/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish5_24hpf_roi3,20250828_mem_actin,fish5_24hpf_roi3,fish5_24hpf_roi3,2025-08-27,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,pDQM082:315,casper/rnf × ef1a:2xLynk:tdmChilada (F1 of allele 315),tdmChilada,2xLynk,,MGCO-23,mStayGold,lifeact,"mStayGold,tdmChilada",,Lifeact:mSG,,,2025-08-27,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),X:\abcabc\Aang_Foundation\20250828_mem_actin
/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish6_24hpf_roi1,20250828_mem_actin,fish6_24hpf_roi1,fish6_24hpf_roi1,2025-08-27,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,pDQM082:315,casper/rnf × ef1a:2xLynk:tdmChilada (F1 of allele 315),tdmChilada,2xLynk,,MGCO-23,mStayGold,lifeact,"mStayGold,tdmChilada",,Lifeact:mSG,,,2025-08-27,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),X:\abcabc\Aang_Foundation\20250828_mem_actin
/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish6_24hpf_roi2,20250828_mem_actin,fish6_24hpf_roi2,fish6_24hpf_roi2,2025-08-27,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,pDQM082:315,casper/rnf × ef1a:2xLynk:tdmChilada (F1 of allele 315),tdmChilada,2xLynk,,MGCO-23,mStayGold,lifeact,"mStayGold,tdmChilada",,Lifeact:mSG,,,2025-08-27,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),X:\abcabc\Aang_Foundation\20250828_mem_actin
/clusterfs/vast/abcabc/Aang_Foundation/20250903_lifeact-mSG/fish1_24hpf_roi1,20250903_lifeact-mSG,fish1_24hpf_roi1,fish1_24hpf_roi1,2025-09-02,casper/rnf,mem:tdmChilada,pDQM082,pDQM082:315,casper/rnf × mem:tdmChilada,tdmChilada,2xLynk,,HC-9,mStayGold,lifeact,"mStayGold,tdmChilada",,HC-9 Lifeact:mStayGold,,,2025-09-02,casper/rnf,mem:tdmChilada,X:\abcabc\Aang_Foundation\20250903_lifeact-mSG
/clusterfs/vast/abcabc/Aang_Foundation/20250903_lifeact-mSG/fish1_24hpf_roi2,20250903_lifeact-mSG,fish1_24hpf_roi2,fish1_24hpf_roi2,2025-09-02,casper/rnf,mem:tdmChilada,pDQM082,pDQM082:315,casper/rnf × mem:tdmChilada,tdmChilada,2xLynk,,HC-9,mStayGold,lifeact,"mStayGold,tdmChilada",,HC-9 Lifeact:mStayGold,,,2025-09-02,casper/rnf,mem:tdmChilada,X:\abcabc\Aang_Foundation\20250903_lifeact-mSG
/clusterfs/vast/abcabc/Aang_Foundation/20250903_lifeact-mSG/fish1_24hpf_roi3,20250903_lifeact-mSG,fish1_24hpf_roi3,fish1_24hpf_roi3,2025-09-02,casper/rnf,mem:tdmChilada,pDQM082,pDQM082:315,casper/rnf × mem:tdmChilada,tdmChilada,2xLynk,,HC-9,mStayGold,lifeact,"mStayGold,tdmChilada",,HC-9 Lifeact:mStayGold,,,2025-09-02,casper/rnf,mem:tdmChilada,X:\abcabc\Aang_Foundation\20250903_lifeact-mSG
/clusterfs/vast/abcabc/Aang_Foundation/20250903_lifeact-mSG/fish1_24hpf_roi3_2,20250903_lifeact-mSG,fish1_24hpf_roi3_2,fish1_24hpf_roi3_2,2025-09-02,casper/rnf,mem:tdmChilada,pDQM082,pDQM082:315,casper/rnf × mem:tdmChilada,tdmChilada,2xLynk,,HC-9,mStayGold,lifeact,"mStayGold,tdmChilada",,HC-9 Lifeact:mStayGold,,,2025-09-02,casper/rnf,mem:tdmChilada,X:\abcabc\Aang_Foundation\20250903_lifeact-mSG
/clusterfs/vast/abcabc/Aang_Foundation/20250903_lifeact-mSG/fish2_24hpf_roi1,20250903_lifeact-mSG,fish2_24hpf_roi1,fish2_24hpf_roi1,2025-09-02,casper/rnf,mem:tdmChilada,pDQM082,pDQM082:315,casper/rnf × mem:tdmChilada,tdmChilada,2xLynk,,HC-9,mStayGold,lifeact,"mStayGold,tdmChilada",,HC-9 Lifeact:mStayGold,,,2025-09-02,casper/rnf,mem:tdmChilada,X:\abcabc\Aang_Foundation\20250903_lifeact-mSG
/clusterfs/vast/abcabc/Aang_Foundation/20250903_lifeact-mSG/fish2_24hpf_roi2,20250903_lifeact-mSG,fish2_24hpf_roi2,fish2_24hpf_roi2,2025-09-02,casper/rnf,mem:tdmChilada,pDQM082,pDQM082:315,casper/rnf × mem:tdmChilada,tdmChilada,2xLynk,,HC-9,mStayGold,lifeact,"mStayGold,tdmChilada",,HC-9 Lifeact:mStayGold,,,2025-09-02,casper/rnf,mem:tdmChilada,X:\abcabc\Aang_Foundation\20250903_lifeact-mSG
/clusterfs/vast/abcabc/Aang_Foundation/20250904_lifeact-mSG/fish1_24hpf_roi1,20250904_lifeact-mSG,fish1_24hpf_roi1,fish1_24hpf_roi1,2025-09-03,casper/rnf,ef1a-extended:2xLynk:tdmScarlet3-S2-tol2 (F1 of allele 325),pDQM136,pDQM136:325,casper/rnf × ef1a-extended:2xLynk:tdmScarlet3-S2-tol2 (F1 of allele 325),tdmScarlet3,2xLynk,,HC-9,mStayGold,lifeact,"mStayGold,tdmScarlet3",,HC-9 Lifeact:mStayGold,,,2025-09-03,casper/rnf,ef1a-extended:2xLynk:tdmScarlet3-S2-tol2 (F1 of allele 325),X:\abcabc\Aang_Foundation\20250904_lifeact-mSG
