date_experiment,fish_label,roi_rel,roi_name,roi_tiffs,roi_dir,dataset,experiment_name,mount_row_index_scored,date_mount,mount_id,zf_female_genotype,zf_male_genotype,additional_plasmids_injected,additional_mrnas_injected,additonal_dye_and_chemicals,data_location,female_plasmid_base_code,female_allele,male_plasmid_base_code,male_allele,additional_plasmids_plasmid_base_code,additional_mrnas_plasmid_base_code
20250618_skittlez,fish7_roi1,fish7_roi1,fish7_roi1,72,/clusterfs/vast/abcabc/Korra_Foundation/20250618_skittlez/fish7_roi1,korra,skittlez,131.0,6/18/25,,Ben (F2 of allele 310),Abe (F2 of allele 309),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250618_skittlez,,310,pDQM034,309,,
20250618_skittlez,fish7_roi2,fish7_roi2,fish7_roi2,72,/clusterfs/vast/abcabc/Korra_Foundation/20250618_skittlez/fish7_roi2,korra,skittlez,131.0,6/18/25,,Ben (F2 of allele 310),Abe (F2 of allele 309),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250618_skittlez,,310,pDQM034,309,,
20250618_skittlez,fish7_roi3,fish7_roi3,fish7_roi3,48,/clusterfs/vast/abcabc/Korra_Foundation/20250618_skittlez/fish7_roi3,korra,skittlez,131.0,6/18/25,,Ben (F2 of allele 310),Abe (F2 of allele 309),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250618_skittlez,,310,pDQM034,309,,
20250618_skittlez,fish7_roi4,fish7_roi4,fish7_roi4,48,/clusterfs/vast/abcabc/Korra_Foundation/20250618_skittlez/fish7_roi4,korra,skittlez,131.0,6/18/25,,Ben (F2 of allele 310),Abe (F2 of allele 309),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250618_skittlez,,310,pDQM034,309,,
20250618_skittlez,fish8_roi1,fish8_roi1,fish8_roi1,48,/clusterfs/vast/abcabc/Korra_Foundation/20250618_skittlez/fish8_roi1,korra,skittlez,131.0,6/18/25,,Ben (F2 of allele 310),Abe (F2 of allele 309),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250618_skittlez,,310,pDQM034,309,,
20250618_skittlez,fish8_roi2,fish8_roi2,fish8_roi2,48,/clusterfs/vast/abcabc/Korra_Foundation/20250618_skittlez/fish8_roi2,korra,skittlez,131.0,6/18/25,,Ben (F2 of allele 310),Abe (F2 of allele 309),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250618_skittlez,,310,pDQM034,309,,
20250618_skittlez,fish8_roi3,fish8_roi3,fish8_roi3,48,/clusterfs/vast/abcabc/Korra_Foundation/20250618_skittlez/fish8_roi3,korra,skittlez,131.0,6/18/25,,Ben (F2 of allele 310),Abe (F2 of allele 309),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250618_skittlez,,310,pDQM034,309,,
20250618_skittlez,fish8_roi4,fish8_roi4,fish8_roi4,48,/clusterfs/vast/abcabc/Korra_Foundation/20250618_skittlez/fish8_roi4,korra,skittlez,131.0,6/18/25,,Ben (F2 of allele 310),Abe (F2 of allele 309),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250618_skittlez,,310,pDQM034,309,,
20250618_skittlez,fish9_roi1,fish9_roi1,fish9_roi1,48,/clusterfs/vast/abcabc/Korra_Foundation/20250618_skittlez/fish9_roi1,korra,skittlez,131.0,6/18/25,,Ben (F2 of allele 310),Abe (F2 of allele 309),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250618_skittlez,,310,pDQM034,309,,
20250618_skittlez,fish9_roi2,fish9_roi2,fish9_roi2,48,/clusterfs/vast/abcabc/Korra_Foundation/20250618_skittlez/fish9_roi2,korra,skittlez,131.0,6/18/25,,Ben (F2 of allele 310),Abe (F2 of allele 309),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250618_skittlez,,310,pDQM034,309,,
20250619_skittlez,fish1_roi1,fish1_roi1,fish1_roi1,72,/clusterfs/vast/abcabc/Korra_Foundation/20250619_skittlez/fish1_roi1,korra,skittlez,130.0,6/19/25,,Dennis (F2 of allele 318),Abe (F2 of allele 309),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250619_skittlez,,381,pDQM034,309,,
20250619_skittlez,fish1_roi2,fish1_roi2,fish1_roi2,72,/clusterfs/vast/abcabc/Korra_Foundation/20250619_skittlez/fish1_roi2,korra,skittlez,130.0,6/19/25,,Dennis (F2 of allele 318),Abe (F2 of allele 309),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250619_skittlez,,381,pDQM034,309,,
20250619_skittlez,fish2_roi1,fish2_roi1,fish2_roi1,72,/clusterfs/vast/abcabc/Korra_Foundation/20250619_skittlez/fish2_roi1,korra,skittlez,130.0,6/19/25,,Dennis (F2 of allele 318),Abe (F2 of allele 309),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250619_skittlez,,381,pDQM034,309,,
20250619_skittlez,fish3_roi1,fish3_roi1,fish3_roi1,72,/clusterfs/vast/abcabc/Korra_Foundation/20250619_skittlez/fish3_roi1,korra,skittlez,130.0,6/19/25,,Dennis (F2 of allele 318),Abe (F2 of allele 309),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250619_skittlez,,381,pDQM034,309,,
20250619_skittlez,fish3_roi2,fish3_roi2,fish3_roi2,72,/clusterfs/vast/abcabc/Korra_Foundation/20250619_skittlez/fish3_roi2,korra,skittlez,130.0,6/19/25,,Dennis (F2 of allele 318),Abe (F2 of allele 309),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250619_skittlez,,381,pDQM034,309,,
20250619_skittlez,fish4_roi1,fish4_roi1,fish4_roi1,108,/clusterfs/vast/abcabc/Korra_Foundation/20250619_skittlez/fish4_roi1,korra,skittlez,130.0,6/19/25,,Dennis (F2 of allele 318),Abe (F2 of allele 309),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250619_skittlez,,381,pDQM034,309,,
20250619_skittlez,fish5_roi1,fish5_roi1,fish5_roi1,72,/clusterfs/vast/abcabc/Korra_Foundation/20250619_skittlez/fish5_roi1,korra,skittlez,130.0,6/19/25,,Dennis (F2 of allele 318),Abe (F2 of allele 309),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250619_skittlez,,381,pDQM034,309,,
20250619_skittlez,fish5_roi2,fish5_roi2,fish5_roi2,72,/clusterfs/vast/abcabc/Korra_Foundation/20250619_skittlez/fish5_roi2,korra,skittlez,130.0,6/19/25,,Dennis (F2 of allele 318),Abe (F2 of allele 309),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250619_skittlez,,381,pDQM034,309,,
20250620_mitomSG,fish1_roi1,fish1_roi1,fish1_roi1,705,/clusterfs/vast/abcabc/Korra_Foundation/20250620_mitomSG/fish1_roi1,korra,mitomSG,130.0,6/19/25,,Dennis (F2 of allele 318),Abe (F2 of allele 309),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250619_skittlez,,381,pDQM034,309,,
20250624_skittlez_Chris_x_Liam,fish2_roi1,fish2_roi1,fish2_roi1,72,/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish2_roi1,korra,skittlez_Chris_x_Liam,129.0,6/24/25,,Liam (F2 of allele 321),Chris (F1 of allele 317),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250624_skittlez_Chris_x_Liam,,321,pDQM034,317,,
20250624_skittlez_Chris_x_Liam,fish3_roi1,fish3_roi1,fish3_roi1,72,/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish3_roi1,korra,skittlez_Chris_x_Liam,129.0,6/24/25,,Liam (F2 of allele 321),Chris (F1 of allele 317),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250624_skittlez_Chris_x_Liam,,321,pDQM034,317,,
20250624_skittlez_Chris_x_Liam,fish3_roi2,fish3_roi2,fish3_roi2,72,/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish3_roi2,korra,skittlez_Chris_x_Liam,129.0,6/24/25,,Liam (F2 of allele 321),Chris (F1 of allele 317),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250624_skittlez_Chris_x_Liam,,321,pDQM034,317,,
20250624_skittlez_Chris_x_Liam,fish3_roi3,fish3_roi3,fish3_roi3,72,/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish3_roi3,korra,skittlez_Chris_x_Liam,129.0,6/24/25,,Liam (F2 of allele 321),Chris (F1 of allele 317),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250624_skittlez_Chris_x_Liam,,321,pDQM034,317,,
20250624_skittlez_Chris_x_Liam,fish4_roi1,fish4_roi1,fish4_roi1,72,/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish4_roi1,korra,skittlez_Chris_x_Liam,129.0,6/24/25,,Liam (F2 of allele 321),Chris (F1 of allele 317),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250624_skittlez_Chris_x_Liam,,321,pDQM034,317,,
20250624_skittlez_Chris_x_Liam,fish4_roi2,fish4_roi2,fish4_roi2,72,/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish4_roi2,korra,skittlez_Chris_x_Liam,129.0,6/24/25,,Liam (F2 of allele 321),Chris (F1 of allele 317),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250624_skittlez_Chris_x_Liam,,321,pDQM034,317,,
20250624_skittlez_Chris_x_Liam,fish4_roi3,fish4_roi3,fish4_roi3,72,/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish4_roi3,korra,skittlez_Chris_x_Liam,129.0,6/24/25,,Liam (F2 of allele 321),Chris (F1 of allele 317),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250624_skittlez_Chris_x_Liam,,321,pDQM034,317,,
20250624_skittlez_Chris_x_Liam,fish4_roi4,fish4_roi4,fish4_roi4,72,/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish4_roi4,korra,skittlez_Chris_x_Liam,129.0,6/24/25,,Liam (F2 of allele 321),Chris (F1 of allele 317),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250624_skittlez_Chris_x_Liam,,321,pDQM034,317,,
20250624_skittlez_Chris_x_Liam,fish5_roi1,fish5_roi1,fish5_roi1,2,/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish5_roi1,korra,skittlez_Chris_x_Liam,129.0,6/24/25,,Liam (F2 of allele 321),Chris (F1 of allele 317),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250624_skittlez_Chris_x_Liam,,321,pDQM034,317,,
20250624_skittlez_Chris_x_Liam,fish5_roi1-1,fish5_roi1-1,fish5_roi1-1,48,/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish5_roi1-1,korra,skittlez_Chris_x_Liam,129.0,6/24/25,,Liam (F2 of allele 321),Chris (F1 of allele 317),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250624_skittlez_Chris_x_Liam,,321,pDQM034,317,,
20250624_skittlez_Chris_x_Liam,fish6_roi1,fish6_roi1,fish6_roi1,48,/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish6_roi1,korra,skittlez_Chris_x_Liam,129.0,6/24/25,,Liam (F2 of allele 321),Chris (F1 of allele 317),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250624_skittlez_Chris_x_Liam,,321,pDQM034,317,,
20250624_skittlez_Chris_x_Liam,fish6_roi2,fish6_roi2,fish6_roi2,48,/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish6_roi2,korra,skittlez_Chris_x_Liam,129.0,6/24/25,,Liam (F2 of allele 321),Chris (F1 of allele 317),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250624_skittlez_Chris_x_Liam,,321,pDQM034,317,,
20250624_skittlez_Chris_x_Liam,fish6_roi3,fish6_roi3,fish6_roi3,48,/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish6_roi3,korra,skittlez_Chris_x_Liam,129.0,6/24/25,,Liam (F2 of allele 321),Chris (F1 of allele 317),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250624_skittlez_Chris_x_Liam,,321,pDQM034,317,,
20250624_skittlez_Chris_x_Liam,fish7_roi1,fish7_roi1,fish7_roi1,48,/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish7_roi1,korra,skittlez_Chris_x_Liam,129.0,6/24/25,,Liam (F2 of allele 321),Chris (F1 of allele 317),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250624_skittlez_Chris_x_Liam,,321,pDQM034,317,,
20250624_skittlez_Chris_x_Liam,fish7_roi2,fish7_roi2,fish7_roi2,48,/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish7_roi2,korra,skittlez_Chris_x_Liam,129.0,6/24/25,,Liam (F2 of allele 321),Chris (F1 of allele 317),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250624_skittlez_Chris_x_Liam,,321,pDQM034,317,,
20250624_skittlez_Chris_x_Liam,fish7_roi3,fish7_roi3,fish7_roi3,48,/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish7_roi3,korra,skittlez_Chris_x_Liam,129.0,6/24/25,,Liam (F2 of allele 321),Chris (F1 of allele 317),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250624_skittlez_Chris_x_Liam,,321,pDQM034,317,,
20250624_skittlez_Chris_x_Liam,fish7_roi4,fish7_roi4,fish7_roi4,48,/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish7_roi4,korra,skittlez_Chris_x_Liam,129.0,6/24/25,,Liam (F2 of allele 321),Chris (F1 of allele 317),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250624_skittlez_Chris_x_Liam,,321,pDQM034,317,,
20250624_skittlez_Issac_x_Ken,fish1_roi1,fish1_roi1,fish1_roi1,54,/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Issac_x_Ken/fish1_roi1,korra,skittlez_Issac_x_Ken,128.0,6/24/25,,Ken (F2 of allele 320),Isaac (F2 of allele 314),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250624_skittlez_Issac_x_Ken,,320,pDQM064,314,,
20250624_skittlez_Issac_x_Ken,fish2_roi1,fish2_roi1,fish2_roi1,72,/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Issac_x_Ken/fish2_roi1,korra,skittlez_Issac_x_Ken,128.0,6/24/25,,Ken (F2 of allele 320),Isaac (F2 of allele 314),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250624_skittlez_Issac_x_Ken,,320,pDQM064,314,,
20250624_skittlez_Issac_x_Ken,fish2_roi2,fish2_roi2,fish2_roi2,72,/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Issac_x_Ken/fish2_roi2,korra,skittlez_Issac_x_Ken,128.0,6/24/25,,Ken (F2 of allele 320),Isaac (F2 of allele 314),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250624_skittlez_Issac_x_Ken,,320,pDQM064,314,,
20250624_skittlez_Issac_x_Ken,fish3_roi1,fish3_roi1,fish3_roi1,60,/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Issac_x_Ken/fish3_roi1,korra,skittlez_Issac_x_Ken,128.0,6/24/25,,Ken (F2 of allele 320),Isaac (F2 of allele 314),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250624_skittlez_Issac_x_Ken,,320,pDQM064,314,,
20250624_skittlez_Issac_x_Ken,fish4_roi1,fish4_roi1,fish4_roi1,72,/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Issac_x_Ken/fish4_roi1,korra,skittlez_Issac_x_Ken,128.0,6/24/25,,Ken (F2 of allele 320),Isaac (F2 of allele 314),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250624_skittlez_Issac_x_Ken,,320,pDQM064,314,,
20250625_skittlez,fish1_roi1,fish1_roi1,fish1_roi1,72,/clusterfs/vast/abcabc/Korra_Foundation/20250625_skittlez/fish1_roi1,korra,skittlez,124.0,6/27/25,,Jim (F2 of allele 316),Ben (F2 of allele 310),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250627_skittlez and 20250625_skittlez,,316,,310,,
20250625_skittlez,fish1_roi2,fish1_roi2,fish1_roi2,72,/clusterfs/vast/abcabc/Korra_Foundation/20250625_skittlez/fish1_roi2,korra,skittlez,124.0,6/27/25,,Jim (F2 of allele 316),Ben (F2 of allele 310),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250627_skittlez and 20250625_skittlez,,316,,310,,
20250625_skittlez,fish3_roi1,fish3_roi1,fish3_roi1,90,/clusterfs/vast/abcabc/Korra_Foundation/20250625_skittlez/fish3_roi1,korra,skittlez,124.0,6/27/25,,Jim (F2 of allele 316),Ben (F2 of allele 310),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250627_skittlez and 20250625_skittlez,,316,,310,,
20250625_skittlez,fish4_roi1,fish4_roi1,fish4_roi1,72,/clusterfs/vast/abcabc/Korra_Foundation/20250625_skittlez/fish4_roi1,korra,skittlez,124.0,6/27/25,,Jim (F2 of allele 316),Ben (F2 of allele 310),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250627_skittlez and 20250625_skittlez,,316,,310,,
20250625_skittlez,fish5_roi1,fish5_roi1,fish5_roi1,72,/clusterfs/vast/abcabc/Korra_Foundation/20250625_skittlez/fish5_roi1,korra,skittlez,124.0,6/27/25,,Jim (F2 of allele 316),Ben (F2 of allele 310),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250627_skittlez and 20250625_skittlez,,316,,310,,
20250625_skittlez,fish5_roi2,fish5_roi2,fish5_roi2,72,/clusterfs/vast/abcabc/Korra_Foundation/20250625_skittlez/fish5_roi2,korra,skittlez,124.0,6/27/25,,Jim (F2 of allele 316),Ben (F2 of allele 310),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250627_skittlez and 20250625_skittlez,,316,,310,,
20250625_skittlez,fish7_roi1,fish7_roi1,fish7_roi1,90,/clusterfs/vast/abcabc/Korra_Foundation/20250625_skittlez/fish7_roi1,korra,skittlez,124.0,6/27/25,,Jim (F2 of allele 316),Ben (F2 of allele 310),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250627_skittlez and 20250625_skittlez,,316,,310,,
20250625_skittlez,fish8_roi1,fish8_roi1,fish8_roi1,72,/clusterfs/vast/abcabc/Korra_Foundation/20250625_skittlez/fish8_roi1,korra,skittlez,124.0,6/27/25,,Jim (F2 of allele 316),Ben (F2 of allele 310),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250627_skittlez and 20250625_skittlez,,316,,310,,
20250625_skittlez,fish8_roi2,fish8_roi2,fish8_roi2,72,/clusterfs/vast/abcabc/Korra_Foundation/20250625_skittlez/fish8_roi2,korra,skittlez,124.0,6/27/25,,Jim (F2 of allele 316),Ben (F2 of allele 310),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250627_skittlez and 20250625_skittlez,,316,,310,,
20250625_skittlez,fish9_roi1,fish9_roi1,fish9_roi1,90,/clusterfs/vast/abcabc/Korra_Foundation/20250625_skittlez/fish9_roi1,korra,skittlez,124.0,6/27/25,,Jim (F2 of allele 316),Ben (F2 of allele 310),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250627_skittlez and 20250625_skittlez,,316,,310,,
20250627_skittlez,fish10_roi1,fish10_roi1,fish10_roi1,108,/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish10_roi1,korra,skittlez,124.0,6/27/25,,Jim (F2 of allele 316),Ben (F2 of allele 310),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250627_skittlez and 20250625_skittlez,,316,,310,,
20250627_skittlez,fish1_roi1,fish1_roi1,fish1_roi1,72,/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish1_roi1,korra,skittlez,124.0,6/27/25,,Jim (F2 of allele 316),Ben (F2 of allele 310),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250627_skittlez and 20250625_skittlez,,316,,310,,
20250627_skittlez,fish1_roi2,fish1_roi2,fish1_roi2,72,/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish1_roi2,korra,skittlez,124.0,6/27/25,,Jim (F2 of allele 316),Ben (F2 of allele 310),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250627_skittlez and 20250625_skittlez,,316,,310,,
20250627_skittlez,fish1_roi3,fish1_roi3,fish1_roi3,72,/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish1_roi3,korra,skittlez,124.0,6/27/25,,Jim (F2 of allele 316),Ben (F2 of allele 310),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250627_skittlez and 20250625_skittlez,,316,,310,,
20250627_skittlez,fish2_roi1,fish2_roi1,fish2_roi1,72,/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish2_roi1,korra,skittlez,124.0,6/27/25,,Jim (F2 of allele 316),Ben (F2 of allele 310),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250627_skittlez and 20250625_skittlez,,316,,310,,
20250627_skittlez,fish3_roi1,fish3_roi1,fish3_roi1,90,/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish3_roi1,korra,skittlez,124.0,6/27/25,,Jim (F2 of allele 316),Ben (F2 of allele 310),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250627_skittlez and 20250625_skittlez,,316,,310,,
20250627_skittlez,fish4_roi1,fish4_roi1,fish4_roi1,72,/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish4_roi1,korra,skittlez,124.0,6/27/25,,Jim (F2 of allele 316),Ben (F2 of allele 310),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250627_skittlez and 20250625_skittlez,,316,,310,,
20250627_skittlez,fish4_roi2,fish4_roi2,fish4_roi2,72,/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish4_roi2,korra,skittlez,124.0,6/27/25,,Jim (F2 of allele 316),Ben (F2 of allele 310),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250627_skittlez and 20250625_skittlez,,316,,310,,
20250627_skittlez,fish5_roi1,fish5_roi1,fish5_roi1,90,/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish5_roi1,korra,skittlez,124.0,6/27/25,,Jim (F2 of allele 316),Ben (F2 of allele 310),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250627_skittlez and 20250625_skittlez,,316,,310,,
20250627_skittlez,fish7_roi1,fish7_roi1,fish7_roi1,90,/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish7_roi1,korra,skittlez,124.0,6/27/25,,Jim (F2 of allele 316),Ben (F2 of allele 310),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250627_skittlez and 20250625_skittlez,,316,,310,,
20250627_skittlez,fish8_roi1,fish8_roi1,fish8_roi1,90,/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish8_roi1,korra,skittlez,124.0,6/27/25,,Jim (F2 of allele 316),Ben (F2 of allele 310),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250627_skittlez and 20250625_skittlez,,316,,310,,
20250627_skittlez,fish9_roi1,fish9_roi1,fish9_roi1,108,/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish9_roi1,korra,skittlez,124.0,6/27/25,,Jim (F2 of allele 316),Ben (F2 of allele 310),,"phiC-NLS, 2xLynk:mSG",,X:\abcabc\Korra_Foundation\20250627_skittlez and 20250625_skittlez,,316,,310,,
20250715_mem_organelle,fish1_mem_sg_mito_msc3,roi1,roi1,384,/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish1_mem_sg_mito_msc3/roi1,korra,mem_organelle,122.0,7/15/25,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a-extended:2xCox8A:mScarlet3S2,ef1a-extended:Halo:sec61b,JF 635,X:\abcabc\Korra_Foundation\20250715_mem_organelle,pDQM005,301,pDQM005,301,MGCO-35,MGCO-40
20250715_mem_organelle,fish1_mem_sg_mito_msc3,roi2,roi2,640,/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish1_mem_sg_mito_msc3/roi2,korra,mem_organelle,122.0,7/15/25,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a-extended:2xCox8A:mScarlet3S2,ef1a-extended:Halo:sec61b,JF 635,X:\abcabc\Korra_Foundation\20250715_mem_organelle,pDQM005,301,pDQM005,301,MGCO-35,MGCO-40
20250715_mem_organelle,fish2_24hpf_mem_mito_msc3_er_halo,roi1_eye,roi1_eye,1922,/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish2_24hpf_mem_mito_msc3_er_halo/roi1_eye,korra,mem_organelle,122.0,7/15/25,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a-extended:2xCox8A:mScarlet3S2,ef1a-extended:Halo:sec61b,JF 635,X:\abcabc\Korra_Foundation\20250715_mem_organelle,pDQM005,301,pDQM005,301,MGCO-35,MGCO-40
20250715_mem_organelle,fish3_24hpf_mem_mito_msc3_er_halo,roi1,roi1,960,/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish3_24hpf_mem_mito_msc3_er_halo/roi1,korra,mem_organelle,122.0,7/15/25,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a-extended:2xCox8A:mScarlet3S2,ef1a-extended:Halo:sec61b,JF 635,X:\abcabc\Korra_Foundation\20250715_mem_organelle,pDQM005,301,pDQM005,301,MGCO-35,MGCO-40
