roi_dir,date_experiment,fish,roi_name,date_born,parent_female,parent_male,genotype_base_codes,genotype_allele_codes,genotype_pretty,genotype_marker_fluor_codes,genotype_marker_tag_codes,treatment_plasmid_base_codes,treatment_rna_base_codes,treatment_marker_fluor_codes,treatment_marker_tag_codes,all_marker_fluor_codes,additional plasmids injected,additional mRNAs injected,additonal proteins injected,additonal dye and chemicals,Date born,ZF female genotype,ZF male genotype,Data location
/clusterfs/vast/abcabc/Aang_Foundation/20251003_mem_tester/fish1_48hpf_xscan_roi3_spine_muscle_tail,20251003_mem_tester,fish1_48hpf_xscan_roi3_spine_muscle_tail,fish1_48hpf_xscan_roi3_spine_muscle_tail,,,,,,,,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Aang_Foundation/20251003_mem_tester/fish1_48hpf_xscan_roi4_spine_muscle_tail,20251003_mem_tester,fish1_48hpf_xscan_roi4_spine_muscle_tail,fish1_48hpf_xscan_roi4_spine_muscle_tail,,,,,,,,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Aang_Foundation/20251003_mem_tester/fish1_48hpf_xscan_roi5_spine_muscle_tail,20251003_mem_tester,fish1_48hpf_xscan_roi5_spine_muscle_tail,fish1_48hpf_xscan_roi5_spine_muscle_tail,,,,,,,,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Aang_Foundation/20251003_mem_tester/fish1_48hpf_xscan_roi6_spine_muscle_tail,20251003_mem_tester,fish1_48hpf_xscan_roi6_spine_muscle_tail,fish1_48hpf_xscan_roi6_spine_muscle_tail,,,,,,,,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Aang_Foundation/20251003_mem_tester/fish1_48hpf_xscan_roi7_spine_muscle_tail,20251003_mem_tester,fish1_48hpf_xscan_roi7_spine_muscle_tail,fish1_48hpf_xscan_roi7_spine_muscle_tail,,,,,,,,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Aang_Foundation/20251006_mem_histone/fish1_24hpf_roi1,20251006_mem_histone,fish1_24hpf_roi1,fish1_24hpf_roi1,,,,,,,,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Aang_Foundation/20251006_mem_histone/fish1_24hpf_roi2,20251006_mem_histone,fish1_24hpf_roi2,fish1_24hpf_roi2,,,,,,,,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Aang_Foundation/20251006_mem_histone/fish1_24hpf_roi3,20251006_mem_histone,fish1_24hpf_roi3,fish1_24hpf_roi3,,,,,,,,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Aang_Foundation/20251006_mem_histone/fish1_24hpf_roi4,20251006_mem_histone,fish1_24hpf_roi4,fish1_24hpf_roi4,,,,,,,,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Aang_Foundation/20251006_mem_histone/fish3_24hpf_roi1,20251006_mem_histone,fish3_24hpf_roi1,fish3_24hpf_roi1,,,,,,,,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Aang_Foundation/20251006_mem_histone/fish3_24hpf_roi2,20251006_mem_histone,fish3_24hpf_roi2,fish3_24hpf_roi2,,,,,,,,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Aang_Foundation/20251006_mem_histone/fish4_24hpf_roi1,20251006_mem_histone,fish4_24hpf_roi1,fish4_24hpf_roi1,,,,,,,,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Aang_Foundation/20251006_mem_histone/fish4_24hpf_roi2,20251006_mem_histone,fish4_24hpf_roi2,fish4_24hpf_roi2,,,,,,,,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Aang_Foundation/20251006_mem_histone/fish4_24hpf_roi3,20251006_mem_histone,fish4_24hpf_roi3,fish4_24hpf_roi3,,,,,,,,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Aang_Foundation/20251006_mem_histone/fish6_24hpf_roi1,20251006_mem_histone,fish6_24hpf_roi1,fish6_24hpf_roi1,,,,,,,,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Aang_Foundation/20251006_mem_histone/fish6_24hpf_roi2,20251006_mem_histone,fish6_24hpf_roi2,fish6_24hpf_roi2,,,,,,,,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Aang_Foundation/20251007_mem_histone/fish2_48hpf_roi1,20251007_mem_histone,fish2_48hpf_roi1,fish2_48hpf_roi1,,,,,,,,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Aang_Foundation/20251007_mem_histone/fish2_48hpf_roi2,20251007_mem_histone,fish2_48hpf_roi2,fish2_48hpf_roi2,,,,,,,,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Aang_Foundation/20251007_mem_histone/fish2_48hpf_roi2_test,20251007_mem_histone,fish2_48hpf_roi2_test,fish2_48hpf_roi2_test,,,,,,,,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Aang_Foundation/20251007_mem_histone/fish2_48hpf_roi3,20251007_mem_histone,fish2_48hpf_roi3,fish2_48hpf_roi3,,,,,,,,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Aang_Foundation/20251007_mem_histone/fish2_48hpf_roi4,20251007_mem_histone,fish2_48hpf_roi4,fish2_48hpf_roi4,,,,,,,,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Aang_Foundation/20251007_mem_histone/fish2_48hpf_roi5,20251007_mem_histone,fish2_48hpf_roi5,fish2_48hpf_roi5,,,,,,,,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Aang_Foundation/20251007_mem_histone/fish3_48hpf_roi1,20251007_mem_histone,fish3_48hpf_roi1,fish3_48hpf_roi1,,,,,,,,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Aang_Foundation/20251009_mem-mito/fish3_48hpf_roi1,20251009_mem-mito,fish3_48hpf_roi1,fish3_48hpf_roi1,,,,,,,,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Aang_Foundation/20251009_mem-mito/fish3_48hpf_roi2,20251009_mem-mito,fish3_48hpf_roi2,fish3_48hpf_roi2,,,,,,,,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Aang_Foundation/20251009_mem-mito/fish3_48hpf_roi3,20251009_mem-mito,fish3_48hpf_roi3,fish3_48hpf_roi3,,,,,,,,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Aang_Foundation/20251009_mem-mito/fish3_48hpf_roi4,20251009_mem-mito,fish3_48hpf_roi4,fish3_48hpf_roi4,,,,,,,,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Aang_Foundation/20251107_mem-kinectocore/fish1_72hpf_roi1,20251107_mem-kinectocore,fish1_72hpf_roi1,fish1_72hpf_roi1,,,,,,,,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Aang_Foundation/Denoising/20251028_peroxi/roi1_560_10ms,Denoising,20251028_peroxi,roi1_560_10ms,,,,,,,,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Aang_Foundation/Denoising/20251028_peroxi/roi1_560_76ms,Denoising,20251028_peroxi,roi1_560_76ms,,,,,,,,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Aang_Foundation/Denoising/20251029_mem-histone/fish1_roi1,Denoising,20251029_mem-histone,fish1_roi1,,,,,,,,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Aang_Foundation/Denoising/20251029_mem-histone/fish3_roi1,Denoising,20251029_mem-histone,fish3_roi1,,,,,,,,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Aang_Foundation/Denoising/20251029_mem-histone/fish4_roi1,Denoising,20251029_mem-histone,fish4_roi1,,,,,,,,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Aang_Foundation/Denoising/20251029_mem-histone/fish5_roi1,Denoising,20251029_mem-histone,fish5_roi1,,,,,,,,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Aang_Foundation/Denoising/20251029_mem-histone/fish5_roi2,Denoising,20251029_mem-histone,fish5_roi2,,,,,,,,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Aang_Foundation/Denoising/20251029_mem-histone/fish5_roi3,Denoising,20251029_mem-histone,fish5_roi3,,,,,,,,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Aang_Foundation/Denoising/20251029_peroxi/fish1_roi1,Denoising,20251029_peroxi,fish1_roi1,,,,,,,,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Aang_Foundation/Denoising/20251029_peroxi/fish3_roi1,Denoising,20251029_peroxi,fish3_roi1,,,,,,,,,,,,,,,,,,,,,
