roi_dir,mount_dir_norm,date_experiment,date_mount,fish,roi_name,roi_rel,parent_female,parent_male,genotype_base_codes,genotype_allele_codes,genotype_marker_fusion_labels,genotype_marker_localizations,genotype_marker_fluor_loc_labels,genotype_marker_fusion_loc_labels,treatment_plasmid_base_codes,treatment_rna_base_codes,treatment_marker_fusion_labels,treatment_marker_localizations,treatment_marker_fluor_loc_labels,treatment_marker_fusion_loc_labels,all_unique_organelles,all_fluor_organelles
/clusterfs/vast/abcabc/Korra_Foundation/20250618_skittlez/fish9_roi2,/abcabc/Korra_Foundation/20250618_skittlez,20250618_skittlez,2025-06-18,fish9_roi2,fish9_roi2,fish9_roi2,Ben (F2 of allele 310),Abe (F2 of allele 309),pDQM034,"pDQM034:309,pDQM034:310","Electra2,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,mCitrine,mKOK,mKate2,mTFP1","Electra2,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250619_skittlez/fish1_roi1,/abcabc/Korra_Foundation/20250619_skittlez,20250619_skittlez,2025-06-19,fish1_roi1,fish1_roi1,fish1_roi1,Dennis (F2 of allele 318),Abe (F2 of allele 309),"pDQM034,pDQM036","pDQM034:309,pDQM036:318","Electra2,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,mCitrine,mKOK,mKate2,mTFP1","Electra2,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250619_skittlez/fish1_roi2,/abcabc/Korra_Foundation/20250619_skittlez,20250619_skittlez,2025-06-19,fish1_roi2,fish1_roi2,fish1_roi2,Dennis (F2 of allele 318),Abe (F2 of allele 309),"pDQM034,pDQM036","pDQM034:309,pDQM036:318","Electra2,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,mCitrine,mKOK,mKate2,mTFP1","Electra2,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250619_skittlez/fish2_roi1,/abcabc/Korra_Foundation/20250619_skittlez,20250619_skittlez,2025-06-19,fish2_roi1,fish2_roi1,fish2_roi1,Dennis (F2 of allele 318),Abe (F2 of allele 309),"pDQM034,pDQM036","pDQM034:309,pDQM036:318","Electra2,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,mCitrine,mKOK,mKate2,mTFP1","Electra2,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250619_skittlez/fish3_roi1,/abcabc/Korra_Foundation/20250619_skittlez,20250619_skittlez,2025-06-19,fish3_roi1,fish3_roi1,fish3_roi1,Dennis (F2 of allele 318),Abe (F2 of allele 309),"pDQM034,pDQM036","pDQM034:309,pDQM036:318","Electra2,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,mCitrine,mKOK,mKate2,mTFP1","Electra2,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250619_skittlez/fish3_roi2,/abcabc/Korra_Foundation/20250619_skittlez,20250619_skittlez,2025-06-19,fish3_roi2,fish3_roi2,fish3_roi2,Dennis (F2 of allele 318),Abe (F2 of allele 309),"pDQM034,pDQM036","pDQM034:309,pDQM036:318","Electra2,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,mCitrine,mKOK,mKate2,mTFP1","Electra2,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250619_skittlez/fish4_roi1,/abcabc/Korra_Foundation/20250619_skittlez,20250619_skittlez,2025-06-19,fish4_roi1,fish4_roi1,fish4_roi1,Dennis (F2 of allele 318),Abe (F2 of allele 309),"pDQM034,pDQM036","pDQM034:309,pDQM036:318","Electra2,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,mCitrine,mKOK,mKate2,mTFP1","Electra2,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250619_skittlez/fish5_roi1,/abcabc/Korra_Foundation/20250619_skittlez,20250619_skittlez,2025-06-19,fish5_roi1,fish5_roi1,fish5_roi1,Dennis (F2 of allele 318),Abe (F2 of allele 309),"pDQM034,pDQM036","pDQM034:309,pDQM036:318","Electra2,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,mCitrine,mKOK,mKate2,mTFP1","Electra2,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250619_skittlez/fish5_roi2,/abcabc/Korra_Foundation/20250619_skittlez,20250619_skittlez,2025-06-19,fish5_roi2,fish5_roi2,fish5_roi2,Dennis (F2 of allele 318),Abe (F2 of allele 309),"pDQM034,pDQM036","pDQM034:309,pDQM036:318","Electra2,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,mCitrine,mKOK,mKate2,mTFP1","Electra2,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250620_mitomSG/fish1_roi1,/abcabc/Korra_Foundation/20250620_mitomSG,20250620_mitomSG,,fish1_roi1,fish1_roi1,fish1_roi1,pDQM005(302),pDQM005(302),,,,,,,MGCO-01,,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),mitochondria,mStayGold(mitochondria)
/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish2_roi1,/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam,20250624_skittlez_Chris_x_Liam,2025-06-25,fish2_roi1,fish2_roi1,fish2_roi1,Ben (F2 of allele 310),Abe (F2 of allele 309),pDQM034,"pDQM034:309,pDQM034:310","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish2_roi1,/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam,20250624_skittlez_Chris_x_Liam,2025-06-24,fish2_roi1,fish2_roi1,fish2_roi1,Liam (F2 of allele 321),Chris (F1 of allele 317),"pDQM034,pDQM059","pDQM034:317,pDQM059:321","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish3_roi1,/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam,20250624_skittlez_Chris_x_Liam,2025-06-25,fish3_roi1,fish3_roi1,fish3_roi1,Ben (F2 of allele 310),Abe (F2 of allele 309),pDQM034,"pDQM034:309,pDQM034:310","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish3_roi1,/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam,20250624_skittlez_Chris_x_Liam,2025-06-24,fish3_roi1,fish3_roi1,fish3_roi1,Liam (F2 of allele 321),Chris (F1 of allele 317),"pDQM034,pDQM059","pDQM034:317,pDQM059:321","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish3_roi2,/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam,20250624_skittlez_Chris_x_Liam,2025-06-25,fish3_roi2,fish3_roi2,fish3_roi2,Ben (F2 of allele 310),Abe (F2 of allele 309),pDQM034,"pDQM034:309,pDQM034:310","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish3_roi2,/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam,20250624_skittlez_Chris_x_Liam,2025-06-24,fish3_roi2,fish3_roi2,fish3_roi2,Liam (F2 of allele 321),Chris (F1 of allele 317),"pDQM034,pDQM059","pDQM034:317,pDQM059:321","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish3_roi3,/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam,20250624_skittlez_Chris_x_Liam,2025-06-25,fish3_roi3,fish3_roi3,fish3_roi3,Ben (F2 of allele 310),Abe (F2 of allele 309),pDQM034,"pDQM034:309,pDQM034:310","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish3_roi3,/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam,20250624_skittlez_Chris_x_Liam,2025-06-24,fish3_roi3,fish3_roi3,fish3_roi3,Liam (F2 of allele 321),Chris (F1 of allele 317),"pDQM034,pDQM059","pDQM034:317,pDQM059:321","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish4_roi1,/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam,20250624_skittlez_Chris_x_Liam,2025-06-25,fish4_roi1,fish4_roi1,fish4_roi1,Ben (F2 of allele 310),Abe (F2 of allele 309),pDQM034,"pDQM034:309,pDQM034:310","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish4_roi1,/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam,20250624_skittlez_Chris_x_Liam,2025-06-24,fish4_roi1,fish4_roi1,fish4_roi1,Liam (F2 of allele 321),Chris (F1 of allele 317),"pDQM034,pDQM059","pDQM034:317,pDQM059:321","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish4_roi2,/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam,20250624_skittlez_Chris_x_Liam,2025-06-25,fish4_roi2,fish4_roi2,fish4_roi2,Ben (F2 of allele 310),Abe (F2 of allele 309),pDQM034,"pDQM034:309,pDQM034:310","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish4_roi2,/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam,20250624_skittlez_Chris_x_Liam,2025-06-24,fish4_roi2,fish4_roi2,fish4_roi2,Liam (F2 of allele 321),Chris (F1 of allele 317),"pDQM034,pDQM059","pDQM034:317,pDQM059:321","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish4_roi3,/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam,20250624_skittlez_Chris_x_Liam,2025-06-25,fish4_roi3,fish4_roi3,fish4_roi3,Ben (F2 of allele 310),Abe (F2 of allele 309),pDQM034,"pDQM034:309,pDQM034:310","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish4_roi3,/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam,20250624_skittlez_Chris_x_Liam,2025-06-24,fish4_roi3,fish4_roi3,fish4_roi3,Liam (F2 of allele 321),Chris (F1 of allele 317),"pDQM034,pDQM059","pDQM034:317,pDQM059:321","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish4_roi4,/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam,20250624_skittlez_Chris_x_Liam,2025-06-25,fish4_roi4,fish4_roi4,fish4_roi4,Ben (F2 of allele 310),Abe (F2 of allele 309),pDQM034,"pDQM034:309,pDQM034:310","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish4_roi4,/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam,20250624_skittlez_Chris_x_Liam,2025-06-24,fish4_roi4,fish4_roi4,fish4_roi4,Liam (F2 of allele 321),Chris (F1 of allele 317),"pDQM034,pDQM059","pDQM034:317,pDQM059:321","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish5_roi1,/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam,20250624_skittlez_Chris_x_Liam,2025-06-25,fish5_roi1,fish5_roi1,fish5_roi1,Ben (F2 of allele 310),Abe (F2 of allele 309),pDQM034,"pDQM034:309,pDQM034:310","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish5_roi1,/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam,20250624_skittlez_Chris_x_Liam,2025-06-24,fish5_roi1,fish5_roi1,fish5_roi1,Liam (F2 of allele 321),Chris (F1 of allele 317),"pDQM034,pDQM059","pDQM034:317,pDQM059:321","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish5_roi1-1,/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam,20250624_skittlez_Chris_x_Liam,2025-06-25,fish5_roi1-1,fish5_roi1-1,fish5_roi1-1,Ben (F2 of allele 310),Abe (F2 of allele 309),pDQM034,"pDQM034:309,pDQM034:310","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish5_roi1-1,/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam,20250624_skittlez_Chris_x_Liam,2025-06-24,fish5_roi1-1,fish5_roi1-1,fish5_roi1-1,Liam (F2 of allele 321),Chris (F1 of allele 317),"pDQM034,pDQM059","pDQM034:317,pDQM059:321","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish6_roi1,/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam,20250624_skittlez_Chris_x_Liam,2025-06-25,fish6_roi1,fish6_roi1,fish6_roi1,Ben (F2 of allele 310),Abe (F2 of allele 309),pDQM034,"pDQM034:309,pDQM034:310","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish6_roi1,/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam,20250624_skittlez_Chris_x_Liam,2025-06-24,fish6_roi1,fish6_roi1,fish6_roi1,Liam (F2 of allele 321),Chris (F1 of allele 317),"pDQM034,pDQM059","pDQM034:317,pDQM059:321","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish6_roi2,/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam,20250624_skittlez_Chris_x_Liam,2025-06-25,fish6_roi2,fish6_roi2,fish6_roi2,Ben (F2 of allele 310),Abe (F2 of allele 309),pDQM034,"pDQM034:309,pDQM034:310","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish6_roi2,/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam,20250624_skittlez_Chris_x_Liam,2025-06-24,fish6_roi2,fish6_roi2,fish6_roi2,Liam (F2 of allele 321),Chris (F1 of allele 317),"pDQM034,pDQM059","pDQM034:317,pDQM059:321","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish6_roi3,/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam,20250624_skittlez_Chris_x_Liam,2025-06-25,fish6_roi3,fish6_roi3,fish6_roi3,Ben (F2 of allele 310),Abe (F2 of allele 309),pDQM034,"pDQM034:309,pDQM034:310","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish6_roi3,/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam,20250624_skittlez_Chris_x_Liam,2025-06-24,fish6_roi3,fish6_roi3,fish6_roi3,Liam (F2 of allele 321),Chris (F1 of allele 317),"pDQM034,pDQM059","pDQM034:317,pDQM059:321","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish7_roi1,/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam,20250624_skittlez_Chris_x_Liam,2025-06-25,fish7_roi1,fish7_roi1,fish7_roi1,Ben (F2 of allele 310),Abe (F2 of allele 309),pDQM034,"pDQM034:309,pDQM034:310","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish7_roi1,/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam,20250624_skittlez_Chris_x_Liam,2025-06-24,fish7_roi1,fish7_roi1,fish7_roi1,Liam (F2 of allele 321),Chris (F1 of allele 317),"pDQM034,pDQM059","pDQM034:317,pDQM059:321","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish7_roi2,/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam,20250624_skittlez_Chris_x_Liam,2025-06-25,fish7_roi2,fish7_roi2,fish7_roi2,Ben (F2 of allele 310),Abe (F2 of allele 309),pDQM034,"pDQM034:309,pDQM034:310","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish7_roi2,/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam,20250624_skittlez_Chris_x_Liam,2025-06-24,fish7_roi2,fish7_roi2,fish7_roi2,Liam (F2 of allele 321),Chris (F1 of allele 317),"pDQM034,pDQM059","pDQM034:317,pDQM059:321","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish7_roi3,/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam,20250624_skittlez_Chris_x_Liam,2025-06-25,fish7_roi3,fish7_roi3,fish7_roi3,Ben (F2 of allele 310),Abe (F2 of allele 309),pDQM034,"pDQM034:309,pDQM034:310","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish7_roi3,/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam,20250624_skittlez_Chris_x_Liam,2025-06-24,fish7_roi3,fish7_roi3,fish7_roi3,Liam (F2 of allele 321),Chris (F1 of allele 317),"pDQM034,pDQM059","pDQM034:317,pDQM059:321","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish7_roi4,/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam,20250624_skittlez_Chris_x_Liam,2025-06-25,fish7_roi4,fish7_roi4,fish7_roi4,Ben (F2 of allele 310),Abe (F2 of allele 309),pDQM034,"pDQM034:309,pDQM034:310","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish7_roi4,/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam,20250624_skittlez_Chris_x_Liam,2025-06-24,fish7_roi4,fish7_roi4,fish7_roi4,Liam (F2 of allele 321),Chris (F1 of allele 317),"pDQM034,pDQM059","pDQM034:317,pDQM059:321","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
