date_experiment,fish,roi_rel,roi_name,roi_tiffs,roi_dir,dataset,mount_dir_norm,date_mount,mount_id,ZF female genotype,ZF male genotype,additional plasmids injected,additional mRNAs injected,additonal proteins injected,additonal dye and chemicals,Date born,Time mounted,Mounting Orientation,Date screened/Initial feedback,Date imaged,Time placed in scope,Start of imaging time,End of imaging time,Imaged Locations,Unique Targets with blanks,Unique Targets,Data location,parent_female,parent_male,roi_dir_norm,mother_fish_manual,father_fish_manual,injection plasmid,manual_injection_plasmid_codes,genotype_base_codes,genotype_allele_codes,treatment_plasmid_base_codes,treatment_rna_base_codes,treatment_rna_mapping_ambiguous,genotype_marker_fluor_codes,genotype_marker_tag_codes,genotype_marker_fusion_labels,genotype_marker_localizations,genotype_marker_fluor_loc_labels,genotype_marker_fusion_loc_labels,treatment_marker_fluor_codes,treatment_marker_tag_codes,treatment_marker_fusion_labels,treatment_marker_localizations,treatment_marker_fluor_loc_labels,treatment_marker_fusion_loc_labels,genotype_marker_localizations_norm,treatment_marker_localizations_norm,all_unique_organelles,all_fluor_organelles,n_genotype_fusions,n_treatment_fusions,n_total_fusions,n_total_fluor_locs,n_unique_organelles,n_genotype_tags,n_treatment_tags,n_total_tags,fusion_labels_inferred_from_folder
20250922_mem-mito,fish5_72hpf_roi4,fish5_72hpf_roi4,fish5_72hpf_roi4,400,/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish5_72hpf_roi4,aang,/abcabc/Aang_Foundation/20250922_mem-mito,2025-09-22,1,casper/rnf,tdmScarlet3S2 (F1 of allele 325),,2xCox8A:mSG,,,2025-09-19,09:00:00,DH,,2025-09-22,,,,"skin, spinal_cord, hindbrain, brain, muscle",,,X:\abcabc\Aang_Foundation\20250922_mem-mito,casper/rnf,tdmScarlet3S2 (F1 of allele 325),/abcabc/Aang_Foundation/20250922_mem-mito/fish5_72hpf_roi4,,,,,"nan,pDQM136","nan:nan,pDQM136:325",,MGCO-01,False,tdmScarlet3,2xLynk,tdmScarlet3::2xLynk(N),membrane,tdmScarlet3(membrane),tdmScarlet3::2xLynk(N)(membrane),mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),['membrane'],['mitochondria'],"membrane,mitochondria","mStayGold(mitochondria),tdmScarlet3(membrane)",1,1,2,2,2,1,1,2,
20250924_mem-mito,fish1_24hpf_roi1,fish1_24hpf_roi1,fish1_24hpf_roi1,528,/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish1_24hpf_roi1,aang,/abcabc/Aang_Foundation/20250924_mem-mito,2025-09-24,1,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),,2xCox8A:mSG,,,2025-09-23,10:00:00,DH,,2025-09-24,,,,"skin, spinal_cord, hindbrain, brain, muscle",,,X:\abcabc\Aang_Foundation\20250924_mem-mito,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),/abcabc/Aang_Foundation/20250924_mem-mito/fish1_24hpf_roi1,,,,,"Swinburne,nan","Swinburne:Swinburne,nan:nan",,MGCO-01,False,,,,,,,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),[],['mitochondria'],mitochondria,mStayGold(mitochondria),0,1,1,1,1,0,1,1,
20250924_mem-mito,fish1_24hpf_roi2,fish1_24hpf_roi2,fish1_24hpf_roi2,528,/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish1_24hpf_roi2,aang,/abcabc/Aang_Foundation/20250924_mem-mito,2025-09-24,1,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),,2xCox8A:mSG,,,2025-09-23,10:00:00,DH,,2025-09-24,,,,"skin, spinal_cord, hindbrain, brain, muscle",,,X:\abcabc\Aang_Foundation\20250924_mem-mito,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),/abcabc/Aang_Foundation/20250924_mem-mito/fish1_24hpf_roi2,,,,,"Swinburne,nan","Swinburne:Swinburne,nan:nan",,MGCO-01,False,,,,,,,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),[],['mitochondria'],mitochondria,mStayGold(mitochondria),0,1,1,1,1,0,1,1,
20250924_mem-mito,fish1_24hpf_roi3,fish1_24hpf_roi3,fish1_24hpf_roi3,528,/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish1_24hpf_roi3,aang,/abcabc/Aang_Foundation/20250924_mem-mito,2025-09-24,1,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),,2xCox8A:mSG,,,2025-09-23,10:00:00,DH,,2025-09-24,,,,"skin, spinal_cord, hindbrain, brain, muscle",,,X:\abcabc\Aang_Foundation\20250924_mem-mito,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),/abcabc/Aang_Foundation/20250924_mem-mito/fish1_24hpf_roi3,,,,,"Swinburne,nan","Swinburne:Swinburne,nan:nan",,MGCO-01,False,,,,,,,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),[],['mitochondria'],mitochondria,mStayGold(mitochondria),0,1,1,1,1,0,1,1,
20250924_mem-mito,fish1_24hpf_roi4,fish1_24hpf_roi4,fish1_24hpf_roi4,400,/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish1_24hpf_roi4,aang,/abcabc/Aang_Foundation/20250924_mem-mito,2025-09-24,1,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),,2xCox8A:mSG,,,2025-09-23,10:00:00,DH,,2025-09-24,,,,"skin, spinal_cord, hindbrain, brain, muscle",,,X:\abcabc\Aang_Foundation\20250924_mem-mito,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),/abcabc/Aang_Foundation/20250924_mem-mito/fish1_24hpf_roi4,,,,,"Swinburne,nan","Swinburne:Swinburne,nan:nan",,MGCO-01,False,,,,,,,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),[],['mitochondria'],mitochondria,mStayGold(mitochondria),0,1,1,1,1,0,1,1,
20250924_mem-mito,fish1_24hpf_roi5,fish1_24hpf_roi5,fish1_24hpf_roi5,1,/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish1_24hpf_roi5,aang,/abcabc/Aang_Foundation/20250924_mem-mito,2025-09-24,1,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),,2xCox8A:mSG,,,2025-09-23,10:00:00,DH,,2025-09-24,,,,"skin, spinal_cord, hindbrain, brain, muscle",,,X:\abcabc\Aang_Foundation\20250924_mem-mito,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),/abcabc/Aang_Foundation/20250924_mem-mito/fish1_24hpf_roi5,,,,,"Swinburne,nan","Swinburne:Swinburne,nan:nan",,MGCO-01,False,,,,,,,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),[],['mitochondria'],mitochondria,mStayGold(mitochondria),0,1,1,1,1,0,1,1,
20250924_mem-mito,fish1_24hpf_roi6,fish1_24hpf_roi6,fish1_24hpf_roi6,12,/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish1_24hpf_roi6,aang,/abcabc/Aang_Foundation/20250924_mem-mito,2025-09-24,1,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),,2xCox8A:mSG,,,2025-09-23,10:00:00,DH,,2025-09-24,,,,"skin, spinal_cord, hindbrain, brain, muscle",,,X:\abcabc\Aang_Foundation\20250924_mem-mito,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),/abcabc/Aang_Foundation/20250924_mem-mito/fish1_24hpf_roi6,,,,,"Swinburne,nan","Swinburne:Swinburne,nan:nan",,MGCO-01,False,,,,,,,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),[],['mitochondria'],mitochondria,mStayGold(mitochondria),0,1,1,1,1,0,1,1,
20250924_mem-mito,fish2_24hpf_roi1,fish2_24hpf_roi1,fish2_24hpf_roi1,400,/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish2_24hpf_roi1,aang,/abcabc/Aang_Foundation/20250924_mem-mito,2025-09-24,1,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),,2xCox8A:mSG,,,2025-09-23,10:00:00,DH,,2025-09-24,,,,"skin, spinal_cord, hindbrain, brain, muscle",,,X:\abcabc\Aang_Foundation\20250924_mem-mito,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),/abcabc/Aang_Foundation/20250924_mem-mito/fish2_24hpf_roi1,,,,,"Swinburne,nan","Swinburne:Swinburne,nan:nan",,MGCO-01,False,,,,,,,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),[],['mitochondria'],mitochondria,mStayGold(mitochondria),0,1,1,1,1,0,1,1,
20250924_mem-mito,fish2_24hpf_roi2,fish2_24hpf_roi2,fish2_24hpf_roi2,400,/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish2_24hpf_roi2,aang,/abcabc/Aang_Foundation/20250924_mem-mito,2025-09-24,1,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),,2xCox8A:mSG,,,2025-09-23,10:00:00,DH,,2025-09-24,,,,"skin, spinal_cord, hindbrain, brain, muscle",,,X:\abcabc\Aang_Foundation\20250924_mem-mito,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),/abcabc/Aang_Foundation/20250924_mem-mito/fish2_24hpf_roi2,,,,,"Swinburne,nan","Swinburne:Swinburne,nan:nan",,MGCO-01,False,,,,,,,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),[],['mitochondria'],mitochondria,mStayGold(mitochondria),0,1,1,1,1,0,1,1,
20250924_mem-mito,fish3_24hpf_roi1,fish3_24hpf_roi1,fish3_24hpf_roi1,800,/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish3_24hpf_roi1,aang,/abcabc/Aang_Foundation/20250924_mem-mito,2025-09-24,1,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),,2xCox8A:mSG,,,2025-09-23,10:00:00,DH,,2025-09-24,,,,"skin, spinal_cord, hindbrain, brain, muscle",,,X:\abcabc\Aang_Foundation\20250924_mem-mito,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),/abcabc/Aang_Foundation/20250924_mem-mito/fish3_24hpf_roi1,,,,,"Swinburne,nan","Swinburne:Swinburne,nan:nan",,MGCO-01,False,,,,,,,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),[],['mitochondria'],mitochondria,mStayGold(mitochondria),0,1,1,1,1,0,1,1,
20250924_mem-mito,fish3_24hpf_roi1_test,fish3_24hpf_roi1_test,fish3_24hpf_roi1_test,4,/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish3_24hpf_roi1_test,aang,/abcabc/Aang_Foundation/20250924_mem-mito,2025-09-24,1,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),,2xCox8A:mSG,,,2025-09-23,10:00:00,DH,,2025-09-24,,,,"skin, spinal_cord, hindbrain, brain, muscle",,,X:\abcabc\Aang_Foundation\20250924_mem-mito,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),/abcabc/Aang_Foundation/20250924_mem-mito/fish3_24hpf_roi1_test,,,,,"Swinburne,nan","Swinburne:Swinburne,nan:nan",,MGCO-01,False,,,,,,,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),[],['mitochondria'],mitochondria,mStayGold(mitochondria),0,1,1,1,1,0,1,1,
20250924_mem-mito,fish3_24hpf_roi3,fish3_24hpf_roi3,fish3_24hpf_roi3,400,/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish3_24hpf_roi3,aang,/abcabc/Aang_Foundation/20250924_mem-mito,2025-09-24,1,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),,2xCox8A:mSG,,,2025-09-23,10:00:00,DH,,2025-09-24,,,,"skin, spinal_cord, hindbrain, brain, muscle",,,X:\abcabc\Aang_Foundation\20250924_mem-mito,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),/abcabc/Aang_Foundation/20250924_mem-mito/fish3_24hpf_roi3,,,,,"Swinburne,nan","Swinburne:Swinburne,nan:nan",,MGCO-01,False,,,,,,,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),[],['mitochondria'],mitochondria,mStayGold(mitochondria),0,1,1,1,1,0,1,1,
20250924_mem-mito,fish3_24hpf_roi4,fish3_24hpf_roi4,fish3_24hpf_roi4,400,/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish3_24hpf_roi4,aang,/abcabc/Aang_Foundation/20250924_mem-mito,2025-09-24,1,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),,2xCox8A:mSG,,,2025-09-23,10:00:00,DH,,2025-09-24,,,,"skin, spinal_cord, hindbrain, brain, muscle",,,X:\abcabc\Aang_Foundation\20250924_mem-mito,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),/abcabc/Aang_Foundation/20250924_mem-mito/fish3_24hpf_roi4,,,,,"Swinburne,nan","Swinburne:Swinburne,nan:nan",,MGCO-01,False,,,,,,,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),[],['mitochondria'],mitochondria,mStayGold(mitochondria),0,1,1,1,1,0,1,1,
20250924_mem-mito,fish3_24hpf_roi5,fish3_24hpf_roi5,fish3_24hpf_roi5,400,/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish3_24hpf_roi5,aang,/abcabc/Aang_Foundation/20250924_mem-mito,2025-09-24,1,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),,2xCox8A:mSG,,,2025-09-23,10:00:00,DH,,2025-09-24,,,,"skin, spinal_cord, hindbrain, brain, muscle",,,X:\abcabc\Aang_Foundation\20250924_mem-mito,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),/abcabc/Aang_Foundation/20250924_mem-mito/fish3_24hpf_roi5,,,,,"Swinburne,nan","Swinburne:Swinburne,nan:nan",,MGCO-01,False,,,,,,,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),[],['mitochondria'],mitochondria,mStayGold(mitochondria),0,1,1,1,1,0,1,1,
20250924_mem-mito,fish3_24hpf_roi6,fish3_24hpf_roi6,fish3_24hpf_roi6,400,/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish3_24hpf_roi6,aang,/abcabc/Aang_Foundation/20250924_mem-mito,2025-09-24,1,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),,2xCox8A:mSG,,,2025-09-23,10:00:00,DH,,2025-09-24,,,,"skin, spinal_cord, hindbrain, brain, muscle",,,X:\abcabc\Aang_Foundation\20250924_mem-mito,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),/abcabc/Aang_Foundation/20250924_mem-mito/fish3_24hpf_roi6,,,,,"Swinburne,nan","Swinburne:Swinburne,nan:nan",,MGCO-01,False,,,,,,,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),[],['mitochondria'],mitochondria,mStayGold(mitochondria),0,1,1,1,1,0,1,1,
20250924_mem-mito,fish3_24hpf_roi7,fish3_24hpf_roi7,fish3_24hpf_roi7,400,/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish3_24hpf_roi7,aang,/abcabc/Aang_Foundation/20250924_mem-mito,2025-09-24,1,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),,2xCox8A:mSG,,,2025-09-23,10:00:00,DH,,2025-09-24,,,,"skin, spinal_cord, hindbrain, brain, muscle",,,X:\abcabc\Aang_Foundation\20250924_mem-mito,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),/abcabc/Aang_Foundation/20250924_mem-mito/fish3_24hpf_roi7,,,,,"Swinburne,nan","Swinburne:Swinburne,nan:nan",,MGCO-01,False,,,,,,,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),[],['mitochondria'],mitochondria,mStayGold(mitochondria),0,1,1,1,1,0,1,1,
20250924_mem-mito,fish4_24hpf_roi1,fish4_24hpf_roi1,fish4_24hpf_roi1,400,/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish4_24hpf_roi1,aang,/abcabc/Aang_Foundation/20250924_mem-mito,2025-09-24,1,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),,2xCox8A:mSG,,,2025-09-23,10:00:00,DH,,2025-09-24,,,,"skin, spinal_cord, hindbrain, brain, muscle",,,X:\abcabc\Aang_Foundation\20250924_mem-mito,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),/abcabc/Aang_Foundation/20250924_mem-mito/fish4_24hpf_roi1,,,,,"Swinburne,nan","Swinburne:Swinburne,nan:nan",,MGCO-01,False,,,,,,,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),[],['mitochondria'],mitochondria,mStayGold(mitochondria),0,1,1,1,1,0,1,1,
20250924_mem-mito,fish4_24hpf_roi2,fish4_24hpf_roi2,fish4_24hpf_roi2,400,/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish4_24hpf_roi2,aang,/abcabc/Aang_Foundation/20250924_mem-mito,2025-09-24,1,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),,2xCox8A:mSG,,,2025-09-23,10:00:00,DH,,2025-09-24,,,,"skin, spinal_cord, hindbrain, brain, muscle",,,X:\abcabc\Aang_Foundation\20250924_mem-mito,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),/abcabc/Aang_Foundation/20250924_mem-mito/fish4_24hpf_roi2,,,,,"Swinburne,nan","Swinburne:Swinburne,nan:nan",,MGCO-01,False,,,,,,,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),[],['mitochondria'],mitochondria,mStayGold(mitochondria),0,1,1,1,1,0,1,1,
20250924_mem-mito,fish4_24hpf_roi3,fish4_24hpf_roi3,fish4_24hpf_roi3,458,/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish4_24hpf_roi3,aang,/abcabc/Aang_Foundation/20250924_mem-mito,2025-09-24,1,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),,2xCox8A:mSG,,,2025-09-23,10:00:00,DH,,2025-09-24,,,,"skin, spinal_cord, hindbrain, brain, muscle",,,X:\abcabc\Aang_Foundation\20250924_mem-mito,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),/abcabc/Aang_Foundation/20250924_mem-mito/fish4_24hpf_roi3,,,,,"Swinburne,nan","Swinburne:Swinburne,nan:nan",,MGCO-01,False,,,,,,,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),[],['mitochondria'],mitochondria,mStayGold(mitochondria),0,1,1,1,1,0,1,1,
20250925_mem-mito,fish1_48hpf_roi1,fish1_48hpf_roi1,fish1_48hpf_roi1,600,/clusterfs/vast/abcabc/Aang_Foundation/20250925_mem-mito/fish1_48hpf_roi1,aang,/abcabc/Aang_Foundation/20250925_mem-mito,2025-09-25,2,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),,2xCox8A:mSG,,,2025-09-23,09:00:00,DH,,2025-09-25,,,,"skin, spinal_cord, hindbrain, brain, muscle",,,X:\abcabc\Aang_Foundation\20250925_mem-mito,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),/abcabc/Aang_Foundation/20250925_mem-mito/fish1_48hpf_roi1,,,,,"Swinburne,nan","Swinburne:Swinburne,nan:nan",,MGCO-01,False,,,,,,,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),[],['mitochondria'],mitochondria,mStayGold(mitochondria),0,1,1,1,1,0,1,1,
20250925_mem-mito,fish1_48hpf_roi2,fish1_48hpf_roi2,fish1_48hpf_roi2,600,/clusterfs/vast/abcabc/Aang_Foundation/20250925_mem-mito/fish1_48hpf_roi2,aang,/abcabc/Aang_Foundation/20250925_mem-mito,2025-09-25,2,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),,2xCox8A:mSG,,,2025-09-23,09:00:00,DH,,2025-09-25,,,,"skin, spinal_cord, hindbrain, brain, muscle",,,X:\abcabc\Aang_Foundation\20250925_mem-mito,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),/abcabc/Aang_Foundation/20250925_mem-mito/fish1_48hpf_roi2,,,,,"Swinburne,nan","Swinburne:Swinburne,nan:nan",,MGCO-01,False,,,,,,,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),[],['mitochondria'],mitochondria,mStayGold(mitochondria),0,1,1,1,1,0,1,1,
20250925_mem-mito,fish1_48hpf_roi3,fish1_48hpf_roi3,fish1_48hpf_roi3,600,/clusterfs/vast/abcabc/Aang_Foundation/20250925_mem-mito/fish1_48hpf_roi3,aang,/abcabc/Aang_Foundation/20250925_mem-mito,2025-09-25,2,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),,2xCox8A:mSG,,,2025-09-23,09:00:00,DH,,2025-09-25,,,,"skin, spinal_cord, hindbrain, brain, muscle",,,X:\abcabc\Aang_Foundation\20250925_mem-mito,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),/abcabc/Aang_Foundation/20250925_mem-mito/fish1_48hpf_roi3,,,,,"Swinburne,nan","Swinburne:Swinburne,nan:nan",,MGCO-01,False,,,,,,,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),[],['mitochondria'],mitochondria,mStayGold(mitochondria),0,1,1,1,1,0,1,1,
20250925_mem-mito,fish3_48hpf_roi1,fish3_48hpf_roi1,fish3_48hpf_roi1,600,/clusterfs/vast/abcabc/Aang_Foundation/20250925_mem-mito/fish3_48hpf_roi1,aang,/abcabc/Aang_Foundation/20250925_mem-mito,2025-09-25,2,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),,2xCox8A:mSG,,,2025-09-23,09:00:00,DH,,2025-09-25,,,,"skin, spinal_cord, hindbrain, brain, muscle",,,X:\abcabc\Aang_Foundation\20250925_mem-mito,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),/abcabc/Aang_Foundation/20250925_mem-mito/fish3_48hpf_roi1,,,,,"Swinburne,nan","Swinburne:Swinburne,nan:nan",,MGCO-01,False,,,,,,,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),[],['mitochondria'],mitochondria,mStayGold(mitochondria),0,1,1,1,1,0,1,1,
20250925_mem-mito,fish3_48hpf_roi2,fish3_48hpf_roi2,fish3_48hpf_roi2,600,/clusterfs/vast/abcabc/Aang_Foundation/20250925_mem-mito/fish3_48hpf_roi2,aang,/abcabc/Aang_Foundation/20250925_mem-mito,2025-09-25,2,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),,2xCox8A:mSG,,,2025-09-23,09:00:00,DH,,2025-09-25,,,,"skin, spinal_cord, hindbrain, brain, muscle",,,X:\abcabc\Aang_Foundation\20250925_mem-mito,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),/abcabc/Aang_Foundation/20250925_mem-mito/fish3_48hpf_roi2,,,,,"Swinburne,nan","Swinburne:Swinburne,nan:nan",,MGCO-01,False,,,,,,,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),[],['mitochondria'],mitochondria,mStayGold(mitochondria),0,1,1,1,1,0,1,1,
20250925_mem-mito,fish3_48hpf_roi3,fish3_48hpf_roi3,fish3_48hpf_roi3,600,/clusterfs/vast/abcabc/Aang_Foundation/20250925_mem-mito/fish3_48hpf_roi3,aang,/abcabc/Aang_Foundation/20250925_mem-mito,2025-09-25,2,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),,2xCox8A:mSG,,,2025-09-23,09:00:00,DH,,2025-09-25,,,,"skin, spinal_cord, hindbrain, brain, muscle",,,X:\abcabc\Aang_Foundation\20250925_mem-mito,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),/abcabc/Aang_Foundation/20250925_mem-mito/fish3_48hpf_roi3,,,,,"Swinburne,nan","Swinburne:Swinburne,nan:nan",,MGCO-01,False,,,,,,,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),[],['mitochondria'],mitochondria,mStayGold(mitochondria),0,1,1,1,1,0,1,1,
20250925_mem-mito,fish3_48hpf_roi4,fish3_48hpf_roi4,fish3_48hpf_roi4,600,/clusterfs/vast/abcabc/Aang_Foundation/20250925_mem-mito/fish3_48hpf_roi4,aang,/abcabc/Aang_Foundation/20250925_mem-mito,2025-09-25,2,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),,2xCox8A:mSG,,,2025-09-23,09:00:00,DH,,2025-09-25,,,,"skin, spinal_cord, hindbrain, brain, muscle",,,X:\abcabc\Aang_Foundation\20250925_mem-mito,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),/abcabc/Aang_Foundation/20250925_mem-mito/fish3_48hpf_roi4,,,,,"Swinburne,nan","Swinburne:Swinburne,nan:nan",,MGCO-01,False,,,,,,,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),[],['mitochondria'],mitochondria,mStayGold(mitochondria),0,1,1,1,1,0,1,1,
