date_experiment,fish,roi_rel,roi_name,roi_tiffs,roi_dir,dataset,date_mount,mount_id,ZF female genotype,ZF male genotype,additional plasmids injected,additional mRNAs injected,additonal proteins injected,additonal dye and chemicals,Date born,Time mounted,Mounting Orientation,Date screened/Initial feedback,Date imaged,Time placed in scope,Start of imaging time,End of imaging time,Imaged Locations,Unique Targets with blanks,Unique Targets,Data location
20250606_skittlez,fish15_roi2,fish15_roi2,fish15_roi2,72,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish15_roi2,korra,2025-05-01,,membrane Halo,membrane Halo,ef1a:mGold2s,,,,2025-04-29,,DT,2025-04-30 00:00:00,2025-05-01,,,,"hindbrain, spinal_cord, skin, muscle, notochord, blood vessel",cytosol,cytosol,X:\abcabc\Korra_Foundation\20250429_mem_cytosol\fish4_mem-halo_48hpf
20250606_skittlez,fish15_roi3,fish15_roi3,fish15_roi3,72,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish15_roi3,korra,2025-04-30,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:mGold2s,,,,2025-04-28,,DH,2025-04-29 00:00:00,2025-04-30,23:30:00,12:00:00,17:00:00,"hindbrain, spinal_cord, skin, muscle",cytosol,cytosol,X:\abcabc\Korra_Foundation\20250429_mem_cytosol\fish2_48hpf
20250606_skittlez,fish1_roi1,fish1_roi1,fish1_roi1,48,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish1_roi1,korra,2025-04-30,,membrane Halo,membrane Halo,ef1a:mGold2s,,,,2025-04-29,,DH,2025-04-30 00:00:00,2025-04-30,17:30:00,18:30:00,,"spinal_cord, skin, muscle, notochord, hindbrain",cytosol,cytosol,X:\abcabc\Korra_Foundation\20250429_mem_cytosol\fish3_mem-halo_24hpf
20250606_skittlez,fish2_roi1,fish2_roi1,fish2_roi1,48,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish2_roi1,korra,2025-04-29,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:mGold2s,,,,2025-04-28,,VHUHD,2025-04-29 00:00:00,2025-04-29,12:45:00,13:00:00,10:20 AM (day+1),brain,cytosol,cytosol,X:\abcabc\Korra_Foundation\20250429_mem_cytosol\fish1_24hpf
20250606_skittlez,fish3_roi1,fish3_roi1,fish3_roi1,48,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish3_roi1,korra,2025-04-28,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),,mScarlet3-S2:H2B,,,2025-04-26,,DT,2025-04-27 00:00:00,2025-04-28,12:30:00,14:30:00,,"spinal_cord, skin, muscle, tail, notochord, hindbrain, blood vessel",nuclei,nuclei,X:\abcabc\Korra_Foundation\20250428_mem_histone\fish1_72hpf
20250606_skittlez,fish4_roi1,fish4_roi1,fish4_roi1,48,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish4_roi1,korra,2025-04-24,,casper/rnf,casper/rnf,ef1a:mGold2s,,,,2025-04-22,,DT,2025-04-21 00:00:00,2025-04-24,,mGold2 cytosolic test (140),,,cytosol,cytosol,U:\Data\20240911_Korra_Foundation\20250424_mGold2_cytosolic
20250606_skittlez,fish6_roi1,fish6_roi1,fish6_roi1,48,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish6_roi1,korra,2025-04-24,,casper/rnf,casper/rnf,ef1a:mGold2t,,,,2025-04-22,,DT,2025-04-21 00:00:00,2025-04-24,00:00:00,mGold2 cytosolic test (141),,,cytosol,cytosol,U:\Data\20240911_Korra_Foundation\20250424_mGold2_cytosolic
20250606_skittlez,fish7_roi1,fish7_roi1,fish7_roi1,48,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish7_roi1,korra,2025-04-24,,casper/rnf,casper/rnf,ef1a:mGold2t,,,,2025-04-22,,DT,2025-04-21 00:00:00,2025-04-24,17:00:00,17:20:00,,"hindbrain, spinal_cord, skin, muscle, notochord, tail",cytosol,cytosol,U:\Data\20240911_Korra_Foundation\20250424_mGold2_cytosolic\141_largeFOV
20250606_skittlez,fish7_roi2,fish7_roi2,fish7_roi2,48,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish7_roi2,korra,2025-04-23,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),,mScarlet3-S2:H2B,,,2025-04-21,,DT,,2025-04-23,00:00:00,00:15:00,,"spinal_cord, skin, muscle, notochord, tail",nuclei,nuclei,U:\Data\20240911_Korra_Foundation\20250421_mem_histone\fish4_48hpf
20250606_skittlez,fish8_roi1,fish8_roi1,fish8_roi1,48,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish8_roi1,korra,2025-04-22,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),,mScarlet3-S2:H2B,,,2025-04-21,,DT,,2025-04-22,13:00:00,13:15:00,21:45:00,"hindbrain, spinal_cord, skin, muscle, notochord",nuclei,nuclei,U:\Data\20240911_Korra_Foundation\20250421_mem_histone\fish2_24hpf
20250606_skittlez,fish9_roi1,fish9_roi1,fish9_roi1,72,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish9_roi1,korra,2025-04-22,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),,mScarlet3-S2:H2B,,,2025-04-21,,DT,,2025-04-22,13:00:00,22:00:00,11:30:00 AM (day+1),"hindbrain, spinal_cord, skin, muscle, notochord, tail",nuclei,nuclei,U:\Data\20240911_Korra_Foundation\20250421_mem_histone\fish3_24hpf
20250606_skittlez,fish9_roi2,fish9_roi2,fish9_roi2,72,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish9_roi2,korra,2025-04-21,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),,mScarlet3-S2:H2B,,,2025-04-18,,DH,2025-04-19 00:00:00,2025-04-21,,16:00:00,9:40 AM (day+1),"skin, muscle, tail, blood vessel, notochord",nuclei,nuclei,U:\Data\20240911_Korra_Foundation\20250421_mem_histone\fish1_72hpf
20250609_mem-histone,fish11_72hpf_roi1,fish11_72hpf_roi1,fish11_72hpf_roi1,8168,/clusterfs/vast/abcabc/Korra_Foundation/20250609_mem-histone/fish11_72hpf_roi1,korra,2025-04-18,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),,mScarlet3-S2:H2B,,,2025-04-17,2025-04-18 00:00:00,DT,,2025-04-18,13:00:00,,,,nuclei,nuclei,U:\Data\20240911_Korra_Foundation\20250418_mem_histone\fish1_newLLStest
20250609_mem-histone,fish2_24hpf_roi1,fish2_24hpf_roi1,fish2_24hpf_roi1,2880,/clusterfs/vast/abcabc/Korra_Foundation/20250609_mem-histone/fish2_24hpf_roi1,korra,2025-04-15,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),,mScarlet3-S2:H2B,,,2025-04-14,,VHUHD,,2025-04-15,13:00:00,14:00:00,,"hindbrain, brain, spinal_cord, skin",nuclei,nuclei,
20250609_mem-histone,fish2_24hpf_roi2,fish2_24hpf_roi2,fish2_24hpf_roi2,3520,/clusterfs/vast/abcabc/Korra_Foundation/20250609_mem-histone/fish2_24hpf_roi2,korra,2025-04-14,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),,mScarlet3-S2:H2B,,,2025-04-11,2025-04-14 00:00:00,DT,,2025-04-14,12:00:00,12:30:00,10:15:00,"skin, muscle, tail, blood vessel, notochord",nuclei,nuclei,U:\Data\20240911_Korra_Foundation\20250414_mem_histone\fish1_72hpf
20250609_mem-histone,fish3_24hpf_roi1,fish3_24hpf_roi1,fish3_24hpf_roi1,4000,/clusterfs/vast/abcabc/Korra_Foundation/20250609_mem-histone/fish3_24hpf_roi1,korra,2025-04-11,,casper/rnf,casper/rnf,,"2xCox8A:mSG, 2xLynk:mChilada",,,2025-04-09,2025-04-11 00:00:00,DT,,2025-04-11,12:00:00,12:45:00,00:10:00,"hindbrain, brain, skin, spinal_cord, muscle","membrane,Mitochondria","membrane,Mitochondria","U:\Data\20240911_Korra_Foundation\20250410_organelle\fish4-5,, mitochondria"
20250609_mem-histone,fish4_24hpf_roi1,fish4_24hpf_roi1,fish4_24hpf_roi1,2560,/clusterfs/vast/abcabc/Korra_Foundation/20250609_mem-histone/fish4_24hpf_roi1,korra,2025-04-10,,casper/rnf,casper/rnf,,"LAMP1:mSG, 2xLynk:mChilada",,,2025-04-09,2025-04-10 00:00:00,DH,,2025-04-10,13:00:00,14:00:00,17:00:00,"hindbrain, brain, skin, spinal_cord, muscle","Lysosomes,membrane","Lysosomes,membrane","U:\Data\20240911_Korra_Foundation\20250410_organelle\fish1-fish3, lysosome"
20250609_mem-histone,fish5_24hpf_roi1,fish5_24hpf_roi1,fish5_24hpf_roi1,2560,/clusterfs/vast/abcabc/Korra_Foundation/20250609_mem-histone/fish5_24hpf_roi1,korra,2025-04-08,,casper/rnf,casper/rnf,,"LAMP1:mSG, 2xLynk:mChilada",,,,,DH,,2025-04-08,14:00:00,14:30:00,18:30:00,"skin, spinal_cord, muscle","csp,male C - ~10% frequency exorH:GFP (+) embryos,405,445,Lysosomes,membrane","csp,male C - ~10% frequency exorH:GFP (+) embryos,405,445,Lysosomes,membrane",
20250609_mem-histone,fish5_48hpf_roi2,fish5_48hpf_roi2,fish5_48hpf_roi2,2560,/clusterfs/vast/abcabc/Korra_Foundation/20250609_mem-histone/fish5_48hpf_roi2,korra,2025-04-08,,casper/rnf,casper/rnf,,"LAMP1:mSG, 2xLynk:mChilada",,,,,DT,,2025-04-08,14:00:00,14:30:00,18:30:00,"skin, spinal_cord, muscle","Lysosomes,membrane","Lysosomes,membrane",
20250609_mem-histone,fish6_48hpf_roi1,fish6_48hpf_roi1,fish6_48hpf_roi1,2080,/clusterfs/vast/abcabc/Korra_Foundation/20250609_mem-histone/fish6_48hpf_roi1,korra,2025-04-07,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:<exorh:GFP>mKate2/mCitrine/Electra2/mKOK/mTFP1 (F1 of allele 313),,"phiC-NLS, phiC",,,2025-04-03,,VHUHD,2025-04-04 00:00:00,2025-04-07,12:00:00,13:00:00,18:30:00,"skin, spinal_cord, muscle, notochord",",csp,male C - ~10% frequency exorH:GFP (+) embryos,405,445","csp,male C - ~10% frequency exorH:GFP (+) embryos,405,445",U:\Data\20240911_Korra_Foundation\20250401_mem_skittles\fish1_96hpf
20250609_mem-histone,fish6_48hpf_roi2,fish6_48hpf_roi2,fish6_48hpf_roi2,1600,/clusterfs/vast/abcabc/Korra_Foundation/20250609_mem-histone/fish6_48hpf_roi2,korra,2025-04-04,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:<exorh:GFP>mKate2/mCitrine/Electra2/mKOK/mTFP1 (F1 of allele 313),,phiC-NLS,,,2025-04-03,,DH,2025-04-04 00:00:00,2025-04-04,00:00:00,00:15:00,23:30:00,"skin, spinal_cord, muscle",",csp,male C - ~10% frequency exorH:GFP (+) embryos,405,445","csp,male C - ~10% frequency exorH:GFP (+) embryos,405,445",U:\Data\20240911_Korra_Foundation\20250401_mem_skittles\fish1_24hpf\roi1
20250612_skittlez,fish1_roi1,fish1_roi1,fish1_roi1,300,/clusterfs/vast/abcabc/Korra_Foundation/20250612_skittlez/fish1_roi1,korra,2025-04-03,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),,mScarlet3-S2:H2B,,,,10:30:00,LHDH,,2025-04-03,11:00:00,11:20:00,11:30 AM (day+1),"skin, spinal_cord, muscle, notochord, blood vessel",nuclei,nuclei,U:\Data\20240911_Korra_Foundation\20250401_mem_histone\fish2_72hpf
20250612_skittlez,fish2_roi1,fish2_roi1,fish2_roi1,120,/clusterfs/vast/abcabc/Korra_Foundation/20250612_skittlez/fish2_roi1,korra,2025-04-01,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),,mScarlet3-S2:H2B,,,2025-03-31,2025-04-01 11:30:00,DT,2025-04-01 00:00:00,2025-04-01,11:50:00,12:00:00,6 PM (day+1),"hindbrain, brain, skin, spinal_cord, muscle, tail",nuclei,nuclei,U:\Data\20240911_Korra_Foundation\20250401_mem_histone\fish1_24hpf
20250612_skittlez,fish3_roi1,fish3_roi1,fish3_roi1,150,/clusterfs/vast/abcabc/Korra_Foundation/20250612_skittlez/fish3_roi1,korra,2025-03-31,,casper/rnf,ef1a:2xLynk:tdmSG(J) (F1 of allele 308),,mScarlet3-S2:H2B,,,2025-03-28,2025-03-31 10:30:00,LHDH,2025-03-30 00:00:00,2025-03-31,all fish extremely dim and mosaic,,,,"csp,male #19 - bright, low frequency transmission (<10%),488,nuclei","csp,male #19 - bright, low frequency transmission (<10%),488,nuclei",
20250612_skittlez,fish4_roi1,fish4_roi1,fish4_roi1,270,/clusterfs/vast/abcabc/Korra_Foundation/20250612_skittlez/fish4_roi1,korra,2025-03-28,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:<exorh:GFP>mKate2/mCitrine/Electra2/mKOK/mTFP1 (F1 of allele 313),,phiC,,,2025-03-26,2025-03-27 15:26:00,VHUHD,2025-03-27 00:00:00,2025-03-28,10:30:00,11:00:00,14:35:00,brain,",csp,male C - ~10% frequency exorH:GFP (+) embryos,405,445","csp,male C - ~10% frequency exorH:GFP (+) embryos,405,445",U:\Data\20240911_Korra_Foundation\20250327_mem_skittles\fish3_48hpf
20250612_skittlez,fish5_roi1,fish5_roi1,fish5_roi1,120,/clusterfs/vast/abcabc/Korra_Foundation/20250612_skittlez/fish5_roi1,korra,2025-03-28,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:<exorh:GFP>mKate2/mCitrine/Electra2/mKOK/mTFP1 (F1 of allele 313),,phiC,,,2025-03-26,2025-03-27 15:26:00,VHUHD,2025-03-27 00:00:00,2025-03-28,10:30:00,15:00:00,18:45:00,brain,",csp,male C - ~10% frequency exorH:GFP (+) embryos,405,445","csp,male C - ~10% frequency exorH:GFP (+) embryos,405,445",U:\Data\20240911_Korra_Foundation\20250327_mem_skittles\fish4_48hpf
20250612_skittlez,fish5_roi2,fish5_roi2,fish5_roi2,120,/clusterfs/vast/abcabc/Korra_Foundation/20250612_skittlez/fish5_roi2,korra,2025-03-27,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:<exorh:GFP>mKate2/mCitrine/Electra2/mKOK/mTFP1 (F1 of allele 313),,phiC,,,2025-03-26,2025-03-27 11:50:00,DT,2025-03-27 00:00:00,2025-03-28,19:00:00,19:15:00,12:30:00,"skin, spinal_cord, muscle",",csp,male C - ~10% frequency exorH:GFP (+) embryos,405,445","csp,male C - ~10% frequency exorH:GFP (+) embryos,405,445",U:\Data\20240911_Korra_Foundation\20250327_mem_skittles\fish5_48hpf
20250612_skittlez,fish5_roi3,fish5_roi3,fish5_roi3,120,/clusterfs/vast/abcabc/Korra_Foundation/20250612_skittlez/fish5_roi3,korra,2025-03-27,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:<exorh:GFP>mKate2/mCitrine/Electra2/mKOK/mTFP1 (F1 of allele 313),,phiC,,,2025-03-26,2025-03-27 15:15:00,LHDH,2025-03-27 00:00:00,2025-03-27,15:30:00,15:45:00,18:20:00,"eye, brain",",csp,male C - ~10% frequency exorH:GFP (+) embryos,405,445","csp,male C - ~10% frequency exorH:GFP (+) embryos,405,445",U:\Data\20240911_Korra_Foundation\20250327_mem_skittles\fish1_24hpf
20250612_skittlez,fish6_roi1,fish6_roi1,fish6_roi1,120,/clusterfs/vast/abcabc/Korra_Foundation/20250612_skittlez/fish6_roi1,korra,2025-03-27,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:<exorh:GFP>mKate2/mCitrine/Electra2/mKOK/mTFP1 (F1 of allele 313),,phiC,,,2025-03-26,2025-03-27 15:15:00,LHDH,2025-03-27 00:00:00,2025-03-27,15:30:00,18:30:00,1:30 AM (day+1),"eye, brain",",csp,male C - ~10% frequency exorH:GFP (+) embryos,405,445","csp,male C - ~10% frequency exorH:GFP (+) embryos,405,445",U:\Data\20240911_Korra_Foundation\20250327_mem_skittles\fish2_24hpf
20250612_skittlez,fish7_roi1,fish7_roi1,fish7_roi1,90,/clusterfs/vast/abcabc/Korra_Foundation/20250612_skittlez/fish7_roi1,korra,2025-03-26,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),,mScarlet3-S2:H2B,,,2025-03-24,2025-03-25 12:55:00,DT,2025-03-25 00:00:00,2025-03-26,14:00:00,10:15:00,5:40 AM (day+1),"skin, spinal_cord, muscle",nuclei,nuclei,U:\Data\20240911_Korra_Foundation\20250324_mem_histone\fish4_24hpf
20250612_skittlez,fish8_roi1,fish8_roi1,fish8_roi1,180,/clusterfs/vast/abcabc/Korra_Foundation/20250612_skittlez/fish8_roi1,korra,2025-03-25,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),,mScarlet3-S2:H2B,,,2025-03-24,2025-03-25 12:55:00,DT,2025-03-25 00:00:00,2025-03-25,14:00:00,14:40:00,10:15 AM (day+1),"hindbrain, brain, skin, spinal_cord, muscle",nuclei,nuclei,U:\Data\20240911_Korra_Foundation\20250324_mem_histone\fish3_24hpf
20250613_skittlez,fish10_roi1,fish10_roi1,fish10_roi1,120,/clusterfs/vast/abcabc/Korra_Foundation/20250613_skittlez/fish10_roi1,korra,2025-03-24,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),,mScarlet3-S2:H2B,,,2025-03-21,2025-03-24 23:30:00,DH,2025-03-24 00:00:00,2025-03-24,11:40:00,17:45:00,9:40 AM (day+1),"spinal_cord, skin, muscle, hindbrain",nuclei,nuclei,U:\Data\20240911_Korra_Foundation\20250324_mem_histone\fish1_72hpf
20250613_skittlez,fish11_roi1,fish11_roi1,fish11_roi1,180,/clusterfs/vast/abcabc/Korra_Foundation/20250613_skittlez/fish11_roi1,korra,2025-03-24,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),,mScarlet3-S2:H2B,,,2025-03-21,2025-03-24 23:30:00,LHUH,2025-03-24 00:00:00,2025-03-24,11:40:00,11:50:00,9:40 AM (day+1),"skin, muscle, neuromast",nuclei,nuclei,U:\Data\20240911_Korra_Foundation\20250324_mem_histone\fish2_72hpf
20250613_skittlez,fish12_roi1,fish12_roi1,fish12_roi1,150,/clusterfs/vast/abcabc/Korra_Foundation/20250613_skittlez/fish12_roi1,korra,2025-03-21,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),casper/rnf,,mScarlet3-S2:H2B,,,2025-03-17,2025-03-20 10:35:00,DH,2025-03-19 00:00:00,2025-03-21,15:45:00,membrane dim,50 counts over bk at max power,,nuclei,nuclei,
20250613_skittlez,fish1_roi1,fish1_roi1,fish1_roi1,144,/clusterfs/vast/abcabc/Korra_Foundation/20250613_skittlez/fish1_roi1,korra,2025-03-21,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),casper/rnf,,mScarlet3-S2:H2B,,,2025-03-17,2025-03-20 10:35:00,DH,2025-03-19 00:00:00,2025-03-21,15:45:00,membrane dim,50 counts over bk at max power,,nuclei,nuclei,
20250613_skittlez,fish2_roi1,fish2_roi1,fish2_roi1,108,/clusterfs/vast/abcabc/Korra_Foundation/20250613_skittlez/fish2_roi1,korra,2025-03-21,,casper/rnf,ef1a:<exorh:GFP>mKate2/mCitrine/Electra2/mKOK/mTFP1 (F1 of allele 313),,phiC,,,2025-03-19,2025-03-20 12:35:00,DT,2025-03-20 00:00:00,2025-03-21,10:20:00,10:30:00,18:00:00,skittles test (6 fish tested),",csp,male C - ~10% frequency exorH:GFP (+) embryos,405,445","csp,male C - ~10% frequency exorH:GFP (+) embryos,405,445",U:\Data\20240911_Korra_Foundation\20250321_skittle\
20250613_skittlez,fish3_roi1,fish3_roi1,fish3_roi1,72,/clusterfs/vast/abcabc/Korra_Foundation/20250613_skittlez/fish3_roi1,korra,2025-03-20,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),casper/rnf,,mScarlet3-S2:H2B,,,2025-03-17,2025-03-19 14:15:00,DT,2025-03-18 00:00:00,2025-03-20,10:30:00,10:40:00,16:50:00,"spinal_cord, skin, muscle, tail",nuclei,nuclei,U:\Data\20240911_Korra_Foundation\20250317_mem_histone\fish7_48hpf
20250613_skittlez,fish4_roi1,fish4_roi1,fish4_roi1,72,/clusterfs/vast/abcabc/Korra_Foundation/20250613_skittlez/fish4_roi1,korra,2025-03-20,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),casper/rnf,,mScarlet3-S2:H2B,,,2025-03-17,2025-03-19 14:15:00,DT,2025-03-18 00:00:00,2025-03-20,10:30:00,10:40:00,3:50 AM (day+1),"spinal_cord, skin, muscle, tail",nuclei,nuclei,U:\Data\20240911_Korra_Foundation\20250317_mem_histone\fish8_48hpf
20250613_skittlez,fish5_roi1,fish5_roi1,fish5_roi1,90,/clusterfs/vast/abcabc/Korra_Foundation/20250613_skittlez/fish5_roi1,korra,2025-03-19,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),casper/rnf,,mScarlet3-S2:H2B,,,2025-03-17,2025-03-18 15:25:00,DH,2025-03-18 00:00:00,2025-03-19,10:00:00,10:30:00,17:45:00,"spinal_cord, skin, muscle, tail",nuclei,nuclei,U:\Data\20240911_Korra_Foundation\20250317_mem_histone\fish5_48hpf
20250613_skittlez,fish6_roi1,fish6_roi1,fish6_roi1,60,/clusterfs/vast/abcabc/Korra_Foundation/20250613_skittlez/fish6_roi1,korra,2025-03-19,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),casper/rnf,,mScarlet3-S2:H2B,,,2025-03-17,2025-03-18 15:25:00,DH,2025-03-18 00:00:00,2025-03-19,10:00:00,18:00:00,10:10:00,"spinal_cord, skin, muscle, tail",nuclei,nuclei,U:\Data\20240911_Korra_Foundation\20250317_mem_histone\fish6_48hpf
20250613_skittlez,fish7_roi,fish7_roi,fish7_roi,108,/clusterfs/vast/abcabc/Korra_Foundation/20250613_skittlez/fish7_roi,korra,2025-03-18,,casper/rnf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),,mScarlet3-S2:H2B,,,2025-03-14,2025-03-17 17:15:00,LHDH,2025-03-16 00:00:00,2025-03-18,09:40:00,10:00:00,13:30:00,"skin, muscle",nuclei,nuclei,U:\Data\20240911_Korra_Foundation\20250317_mem_histone\fish3_96hpf
20250613_skittlez,fish8_roi1,fish8_roi1,fish8_roi1,90,/clusterfs/vast/abcabc/Korra_Foundation/20250613_skittlez/fish8_roi1,korra,2025-03-18,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),casper/rnf,,mScarlet3-S2:H2B,,,2025-03-17,2025-03-18 12:30:00,LHUH,2025-03-18 00:00:00,2025-03-18,13:40:00,14:00:00,19:00:00,"eye, brain",nuclei,nuclei,U:\Data\20240911_Korra_Foundation\20250317_mem_histone\fish4_24hpf
20250613_skittlez,fish9_roi1,fish9_roi1,fish9_roi1,240,/clusterfs/vast/abcabc/Korra_Foundation/20250613_skittlez/fish9_roi1,korra,2025-03-18,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),casper/rnf,,mScarlet3-S2:H2B,,,2025-03-17,2025-03-18 12:30:00,LHUH,2025-03-18 00:00:00,2025-03-18,13:40:00,fish not healthy,,,nuclei,nuclei,
20250616_mem-histone,fish1_24hpf_roi1_brain,fish1_24hpf_roi1_brain,fish1_24hpf_roi1_brain,1812,/clusterfs/vast/abcabc/Korra_Foundation/20250616_mem-histone/fish1_24hpf_roi1_brain,korra,2025-03-17,,casper/rnf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),,mScarlet3-S2:H2B,,,2025-03-14,2025-03-17 12:15:00,LHDH,2025-03-16 00:00:00,2025-03-17,12:30:00,12:45:00,6:20 AM (day+1),"skin, muscle",nuclei,nuclei,U:\Data\20240911_Korra_Foundation\20250317_mem_histone\fish1_72hpf
20250616_mem-histone,fish1_72hpf_roi1-ear,fish1_72hpf_roi1-ear,fish1_72hpf_roi1-ear,1144,/clusterfs/vast/abcabc/Korra_Foundation/20250616_mem-histone/fish1_72hpf_roi1-ear,korra,2025-03-17,,casper/rnf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),,mScarlet3-S2:H2B,,,2025-03-14,2025-03-17 12:15:00,LHDH,2025-03-16 00:00:00,2025-03-17,12:30:00,12:45:00,6:20 AM (day+1),"skin, muscle",nuclei,nuclei,U:\Data\20240911_Korra_Foundation\20250317_mem_histone\fish2_72hpf
20250616_mem-histone,fish1_72hpf_roi2_muscle,fish1_72hpf_roi2_muscle,fish1_72hpf_roi2_muscle,8600,/clusterfs/vast/abcabc/Korra_Foundation/20250616_mem-histone/fish1_72hpf_roi2_muscle,korra,2025-03-14,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:<cryaa:mSc>mKate2/mCitrine/Electra2/mKOK/mTFP1 (F1 of allele 309),,phiC,,,2025-03-12,2025-03-13 15:26:00,DH,2025-03-13 00:00:00,2025-03-14,10:00:00,10:30:00,12:00:00,"spinal_cord, skin, muscle",",csp,male #5 25%+ positive rate - currently best founder (but 2 alleles, one dim one bright(er)?,405,445","csp,male #5 25%+ positive rate - currently best founder (but 2 alleles, one dim one bright(er)?,405,445",U:\Data\20240911_Korra_Foundation\20250313_mSG_skittles\fish3_24hpf
20250616_mem-histone,fish2_24hpf_roi1_brain,fish2_24hpf_roi1_brain,fish2_24hpf_roi1_brain,3248,/clusterfs/vast/abcabc/Korra_Foundation/20250616_mem-histone/fish2_24hpf_roi1_brain,korra,2025-03-14,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:<cryaa:mSc>mKate2/mCitrine/Electra2/mKOK/mTFP1 (F1 of allele 309),,phiC,,,2025-03-12,2025-03-13 15:26:00,DH,2025-03-13 00:00:00,2025-03-14,10:00:00,12:10:00,15:50:00,"spinal_cord, skin, muscle",",csp,male #5 25%+ positive rate - currently best founder (but 2 alleles, one dim one bright(er)?,405,445","csp,male #5 25%+ positive rate - currently best founder (but 2 alleles, one dim one bright(er)?,405,445",U:\Data\20240911_Korra_Foundation\20250313_mSG_skittles\fish4_24hpf
