date_experiment,fish,roi_rel,roi_name,roi_tiffs,roi_dir,dataset,date_mount,mount_id,ZF female genotype,ZF male genotype,additional plasmids injected,additional mRNAs injected,additonal proteins injected,additonal dye and chemicals,Date born,Time mounted,Mounting Orientation,Date screened/Initial feedback,Date imaged,Time placed in scope,Start of imaging time,End of imaging time,Imaged Locations,Unique Targets with blanks,Unique Targets,Data location
20250917_mem-mito,fish3_48hpf_roi1,fish3_48hpf_roi1,fish3_48hpf_roi1,400,/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish3_48hpf_roi1,aang,,,,,,,,,,,,,,,,,,,,
20250917_mem-mito,fish3_48hpf_roi2,fish3_48hpf_roi2,fish3_48hpf_roi2,400,/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish3_48hpf_roi2,aang,,,,,,,,,,,,,,,,,,,,
20250917_mem-mito,fish3_48hpf_roi3,fish3_48hpf_roi3,fish3_48hpf_roi3,350,/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish3_48hpf_roi3,aang,,,,,,,,,,,,,,,,,,,,
20250917_mem-mito,fish3_48hpf_roi4,fish3_48hpf_roi4,fish3_48hpf_roi4,300,/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish3_48hpf_roi4,aang,,,,,,,,,,,,,,,,,,,,
20250917_mem-mito,fish4_48hpf_roi1,fish4_48hpf_roi1,fish4_48hpf_roi1,250,/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish4_48hpf_roi1,aang,,,,,,,,,,,,,,,,,,,,
20250917_mem-mito,fish4_48hpf_roi2,fish4_48hpf_roi2,fish4_48hpf_roi2,250,/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish4_48hpf_roi2,aang,,,,,,,,,,,,,,,,,,,,
20250917_mem-mito,fish4_48hpf_roi3,fish4_48hpf_roi3,fish4_48hpf_roi3,300,/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish4_48hpf_roi3,aang,,,,,,,,,,,,,,,,,,,,
20250917_mem-mito,fish4_48hpf_roi4,fish4_48hpf_roi4,fish4_48hpf_roi4,200,/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish4_48hpf_roi4,aang,,,,,,,,,,,,,,,,,,,,
20250917_mem-mito,fish4_48hpf_roi5,fish4_48hpf_roi5,fish4_48hpf_roi5,400,/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish4_48hpf_roi5,aang,,,,,,,,,,,,,,,,,,,,
20250917_mem-mito,fish4_48hpf_roi6,fish4_48hpf_roi6,fish4_48hpf_roi6,400,/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish4_48hpf_roi6,aang,,,,,,,,,,,,,,,,,,,,
20250917_mem-mito,fish5_48hpf_roi1,fish5_48hpf_roi1,fish5_48hpf_roi1,300,/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish5_48hpf_roi1,aang,,,,,,,,,,,,,,,,,,,,
20250917_mem-mito,fish5_48hpf_roi2,fish5_48hpf_roi2,fish5_48hpf_roi2,150,/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish5_48hpf_roi2,aang,,,,,,,,,,,,,,,,,,,,
20250917_mem-mito,fish5_48hpf_roi3,fish5_48hpf_roi3,fish5_48hpf_roi3,150,/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish5_48hpf_roi3,aang,,,,,,,,,,,,,,,,,,,,
20250917_mem-mito,fish5_48hpf_roi4,fish5_48hpf_roi4,fish5_48hpf_roi4,400,/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish5_48hpf_roi4,aang,,,,,,,,,,,,,,,,,,,,
20250917_mem-mito,fish5_48hpf_roi5,fish5_48hpf_roi5,fish5_48hpf_roi5,200,/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish5_48hpf_roi5,aang,,,,,,,,,,,,,,,,,,,,
20250917_mem-mito,fish6_48hpf_roi1,fish6_48hpf_roi1,fish6_48hpf_roi1,400,/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish6_48hpf_roi1,aang,,,,,,,,,,,,,,,,,,,,
20250917_mem-mito,fish6_48hpf_roi2,fish6_48hpf_roi2,fish6_48hpf_roi2,350,/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish6_48hpf_roi2,aang,,,,,,,,,,,,,,,,,,,,
20250918_mem-mito,fish1_72hpf_roi1,fish1_72hpf_roi1,fish1_72hpf_roi1,400,/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish1_72hpf_roi1,aang,,,,,,,,,,,,,,,,,,,,
20250918_mem-mito,fish1_72hpf_roi2,fish1_72hpf_roi2,fish1_72hpf_roi2,350,/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish1_72hpf_roi2,aang,,,,,,,,,,,,,,,,,,,,
20250918_mem-mito,fish1_72hpf_roi3,fish1_72hpf_roi3,fish1_72hpf_roi3,350,/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish1_72hpf_roi3,aang,,,,,,,,,,,,,,,,,,,,
20250918_mem-mito,fish1_72hpf_roi4,fish1_72hpf_roi4,fish1_72hpf_roi4,250,/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish1_72hpf_roi4,aang,,,,,,,,,,,,,,,,,,,,
20250918_mem-mito,fish1_72hpf_roi5,fish1_72hpf_roi5,fish1_72hpf_roi5,200,/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish1_72hpf_roi5,aang,,,,,,,,,,,,,,,,,,,,
20250918_mem-mito,fish1_72hpf_roi6,fish1_72hpf_roi6,fish1_72hpf_roi6,400,/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish1_72hpf_roi6,aang,,,,,,,,,,,,,,,,,,,,
20250918_mem-mito,fish2_72hpf_roi1,fish2_72hpf_roi1,fish2_72hpf_roi1,350,/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish2_72hpf_roi1,aang,,,,,,,,,,,,,,,,,,,,
20250918_mem-mito,fish2_72hpf_roi2,fish2_72hpf_roi2,fish2_72hpf_roi2,350,/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish2_72hpf_roi2,aang,,,,,,,,,,,,,,,,,,,,
20250918_mem-mito,fish2_72hpf_roi3,fish2_72hpf_roi3,fish2_72hpf_roi3,250,/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish2_72hpf_roi3,aang,,,,,,,,,,,,,,,,,,,,
20250918_mem-mito,fish2_72hpf_roi4,fish2_72hpf_roi4,fish2_72hpf_roi4,300,/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish2_72hpf_roi4,aang,,,,,,,,,,,,,,,,,,,,
20250918_mem-mito,fish3_72hpf_roi1,fish3_72hpf_roi1,fish3_72hpf_roi1,400,/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish3_72hpf_roi1,aang,,,,,,,,,,,,,,,,,,,,
20250918_mem-mito,fish3_72hpf_roi10,fish3_72hpf_roi10,fish3_72hpf_roi10,400,/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish3_72hpf_roi10,aang,,,,,,,,,,,,,,,,,,,,
20250918_mem-mito,fish3_72hpf_roi11,fish3_72hpf_roi11,fish3_72hpf_roi11,400,/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish3_72hpf_roi11,aang,,,,,,,,,,,,,,,,,,,,
20250918_mem-mito,fish3_72hpf_roi2,fish3_72hpf_roi2,fish3_72hpf_roi2,200,/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish3_72hpf_roi2,aang,,,,,,,,,,,,,,,,,,,,
20250918_mem-mito,fish3_72hpf_roi3,fish3_72hpf_roi3,fish3_72hpf_roi3,300,/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish3_72hpf_roi3,aang,,,,,,,,,,,,,,,,,,,,
20250918_mem-mito,fish3_72hpf_roi4,fish3_72hpf_roi4,fish3_72hpf_roi4,200,/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish3_72hpf_roi4,aang,,,,,,,,,,,,,,,,,,,,
20250918_mem-mito,fish3_72hpf_roi5,fish3_72hpf_roi5,fish3_72hpf_roi5,400,/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish3_72hpf_roi5,aang,,,,,,,,,,,,,,,,,,,,
20250918_mem-mito,fish3_72hpf_roi6,fish3_72hpf_roi6,fish3_72hpf_roi6,250,/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish3_72hpf_roi6,aang,,,,,,,,,,,,,,,,,,,,
20250918_mem-mito,fish3_72hpf_roi7,fish3_72hpf_roi7,fish3_72hpf_roi7,400,/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish3_72hpf_roi7,aang,,,,,,,,,,,,,,,,,,,,
20250918_mem-mito,fish3_72hpf_roi8,fish3_72hpf_roi8,fish3_72hpf_roi8,350,/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish3_72hpf_roi8,aang,,,,,,,,,,,,,,,,,,,,
20250918_mem-mito,fish3_72hpf_roi9,fish3_72hpf_roi9,fish3_72hpf_roi9,400,/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish3_72hpf_roi9,aang,,,,,,,,,,,,,,,,,,,,
20250918_mem-mito,fish5_72hpf_roi1,fish5_72hpf_roi1,fish5_72hpf_roi1,400,/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish5_72hpf_roi1,aang,,,,,,,,,,,,,,,,,,,,
20250918_mem-mito,fish5_72hpf_roi2,fish5_72hpf_roi2,fish5_72hpf_roi2,300,/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish5_72hpf_roi2,aang,,,,,,,,,,,,,,,,,,,,
20250918_mem-mito,fish5_72hpf_roi3,fish5_72hpf_roi3,fish5_72hpf_roi3,250,/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish5_72hpf_roi3,aang,,,,,,,,,,,,,,,,,,,,
20250918_mem-mito,fish5_72hpf_roi4,fish5_72hpf_roi4,fish5_72hpf_roi4,200,/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish5_72hpf_roi4,aang,,,,,,,,,,,,,,,,,,,,
20250918_mem-mito,fish6_72hpf_roi1,fish6_72hpf_roi1,fish6_72hpf_roi1,400,/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish6_72hpf_roi1,aang,,,,,,,,,,,,,,,,,,,,
20250919_mem-mito,fish1_24hpf_roi1,fish1_24hpf_roi1,fish1_24hpf_roi1,626,/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish1_24hpf_roi1,aang,,,,,,,,,,,,,,,,,,,,
20250919_mem-mito,fish1_24hpf_roi2,fish1_24hpf_roi2,fish1_24hpf_roi2,528,/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish1_24hpf_roi2,aang,,,,,,,,,,,,,,,,,,,,
20250919_mem-mito,fish1_24hpf_roi3,fish1_24hpf_roi3,fish1_24hpf_roi3,462,/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish1_24hpf_roi3,aang,,,,,,,,,,,,,,,,,,,,
20250919_mem-mito,fish2_24hpf_roi1,fish2_24hpf_roi1,fish2_24hpf_roi1,528,/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish2_24hpf_roi1,aang,,,,,,,,,,,,,,,,,,,,
20250919_mem-mito,fish2_24hpf_roi2,fish2_24hpf_roi2,fish2_24hpf_roi2,462,/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish2_24hpf_roi2,aang,,,,,,,,,,,,,,,,,,,,
20250919_mem-mito,fish2_24hpf_roi3,fish2_24hpf_roi3,fish2_24hpf_roi3,528,/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish2_24hpf_roi3,aang,,,,,,,,,,,,,,,,,,,,
20250919_mem-mito,fish4_24hpf_roi1,fish4_24hpf_roi1,fish4_24hpf_roi1,528,/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish4_24hpf_roi1,aang,,,,,,,,,,,,,,,,,,,,
20250919_mem-mito,fish4_24hpf_roi2,fish4_24hpf_roi2,fish4_24hpf_roi2,462,/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish4_24hpf_roi2,aang,,,,,,,,,,,,,,,,,,,,
20250919_mem-mito,fish4_24hpf_roi3,fish4_24hpf_roi3,fish4_24hpf_roi3,330,/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish4_24hpf_roi3,aang,,,,,,,,,,,,,,,,,,,,
20250919_mem-mito,fish5_24hpf_roi1,fish5_24hpf_roi1,fish5_24hpf_roi1,462,/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish5_24hpf_roi1,aang,,,,,,,,,,,,,,,,,,,,
20250919_mem-mito,fish5_24hpf_roi2,fish5_24hpf_roi2,fish5_24hpf_roi2,528,/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish5_24hpf_roi2,aang,,,,,,,,,,,,,,,,,,,,
20250919_mem-mito,fish5_24hpf_roi3,fish5_24hpf_roi3,fish5_24hpf_roi3,330,/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish5_24hpf_roi3,aang,,,,,,,,,,,,,,,,,,,,
20250919_mem-mito,fish5_24hpf_roi4,fish5_24hpf_roi4,fish5_24hpf_roi4,330,/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish5_24hpf_roi4,aang,,,,,,,,,,,,,,,,,,,,
20250919_mem-mito,fish7_24hpf_roi1,fish7_24hpf_roi1,fish7_24hpf_roi1,528,/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish7_24hpf_roi1,aang,,,,,,,,,,,,,,,,,,,,
20250919_mem-mito,fish7_24hpf_roi2,fish7_24hpf_roi2,fish7_24hpf_roi2,462,/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish7_24hpf_roi2,aang,,,,,,,,,,,,,,,,,,,,
20250919_mem-mito,fish7_24hpf_roi3,fish7_24hpf_roi3,fish7_24hpf_roi3,528,/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish7_24hpf_roi3,aang,,,,,,,,,,,,,,,,,,,,
20250919_mem-mito,fish7_24hpf_roi4,fish7_24hpf_roi4,fish7_24hpf_roi4,330,/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish7_24hpf_roi4,aang,,,,,,,,,,,,,,,,,,,,
20250919_mem-mito,fish7_24hpf_roi5,fish7_24hpf_roi5,fish7_24hpf_roi5,264,/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish7_24hpf_roi5,aang,,,,,,,,,,,,,,,,,,,,
20250919_mem-mito,fish8_24hpf_roi1,fish8_24hpf_roi1,fish8_24hpf_roi1,462,/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish8_24hpf_roi1,aang,,,,,,,,,,,,,,,,,,,,
20250919_mem-mito,fish8_24hpf_roi2,fish8_24hpf_roi2,fish8_24hpf_roi2,462,/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish8_24hpf_roi2,aang,,,,,,,,,,,,,,,,,,,,
20250919_mem-mito,fish8_24hpf_roi3,fish8_24hpf_roi3,fish8_24hpf_roi3,330,/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish8_24hpf_roi3,aang,,,,,,,,,,,,,,,,,,,,
20250919_mem-mito,fish8_24hpf_roi4,fish8_24hpf_roi4,fish8_24hpf_roi4,330,/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish8_24hpf_roi4,aang,,,,,,,,,,,,,,,,,,,,
20250919_mem-mito,fish8_24hpf_roi5,fish8_24hpf_roi5,fish8_24hpf_roi5,396,/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish8_24hpf_roi5,aang,,,,,,,,,,,,,,,,,,,,
20250922_mem-mito,fish1_72hpf_roi1,fish1_72hpf_roi1,fish1_72hpf_roi1,400,/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish1_72hpf_roi1,aang,,,,,,,,,,,,,,,,,,,,
20250922_mem-mito,fish1_72hpf_roi2,fish1_72hpf_roi2,fish1_72hpf_roi2,400,/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish1_72hpf_roi2,aang,,,,,,,,,,,,,,,,,,,,
20250922_mem-mito,fish1_72hpf_roi3,fish1_72hpf_roi3,fish1_72hpf_roi3,400,/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish1_72hpf_roi3,aang,,,,,,,,,,,,,,,,,,,,
20250922_mem-mito,fish1_72hpf_roi4,fish1_72hpf_roi4,fish1_72hpf_roi4,400,/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish1_72hpf_roi4,aang,,,,,,,,,,,,,,,,,,,,
20250922_mem-mito,fish1_72hpf_roi5,fish1_72hpf_roi5,fish1_72hpf_roi5,100,/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish1_72hpf_roi5,aang,,,,,,,,,,,,,,,,,,,,
20250922_mem-mito,fish1_72hpf_roi6,fish1_72hpf_roi6,fish1_72hpf_roi6,400,/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish1_72hpf_roi6,aang,,,,,,,,,,,,,,,,,,,,
20250922_mem-mito,fish1_72hpf_roi7,fish1_72hpf_roi7,fish1_72hpf_roi7,400,/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish1_72hpf_roi7,aang,,,,,,,,,,,,,,,,,,,,
20250922_mem-mito,fish1_72hpf_roi8,fish1_72hpf_roi8,fish1_72hpf_roi8,400,/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish1_72hpf_roi8,aang,,,,,,,,,,,,,,,,,,,,
20250922_mem-mito,fish2_72hpf_roi1,fish2_72hpf_roi1,fish2_72hpf_roi1,400,/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish2_72hpf_roi1,aang,,,,,,,,,,,,,,,,,,,,
20250922_mem-mito,fish2_72hpf_roi2,fish2_72hpf_roi2,fish2_72hpf_roi2,400,/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish2_72hpf_roi2,aang,,,,,,,,,,,,,,,,,,,,
20250922_mem-mito,fish2_72hpf_roi3,fish2_72hpf_roi3,fish2_72hpf_roi3,400,/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish2_72hpf_roi3,aang,,,,,,,,,,,,,,,,,,,,
20250922_mem-mito,fish2_72hpf_roi4,fish2_72hpf_roi4,fish2_72hpf_roi4,400,/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish2_72hpf_roi4,aang,,,,,,,,,,,,,,,,,,,,
20250922_mem-mito,fish4_72hpf_roi1,fish4_72hpf_roi1,fish4_72hpf_roi1,400,/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish4_72hpf_roi1,aang,,,,,,,,,,,,,,,,,,,,
20250922_mem-mito,fish5_72hpf_roi1,fish5_72hpf_roi1,fish5_72hpf_roi1,400,/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish5_72hpf_roi1,aang,,,,,,,,,,,,,,,,,,,,
20250922_mem-mito,fish5_72hpf_roi2,fish5_72hpf_roi2,fish5_72hpf_roi2,400,/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish5_72hpf_roi2,aang,,,,,,,,,,,,,,,,,,,,
20250922_mem-mito,fish5_72hpf_roi3,fish5_72hpf_roi3,fish5_72hpf_roi3,400,/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish5_72hpf_roi3,aang,,,,,,,,,,,,,,,,,,,,
20250922_mem-mito,fish5_72hpf_roi4,fish5_72hpf_roi4,fish5_72hpf_roi4,400,/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish5_72hpf_roi4,aang,,,,,,,,,,,,,,,,,,,,
20250924_mem-mito,fish1_24hpf_roi1,fish1_24hpf_roi1,fish1_24hpf_roi1,528,/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish1_24hpf_roi1,aang,,,,,,,,,,,,,,,,,,,,
20250924_mem-mito,fish1_24hpf_roi2,fish1_24hpf_roi2,fish1_24hpf_roi2,528,/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish1_24hpf_roi2,aang,,,,,,,,,,,,,,,,,,,,
20250924_mem-mito,fish1_24hpf_roi3,fish1_24hpf_roi3,fish1_24hpf_roi3,528,/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish1_24hpf_roi3,aang,,,,,,,,,,,,,,,,,,,,
20250924_mem-mito,fish1_24hpf_roi4,fish1_24hpf_roi4,fish1_24hpf_roi4,400,/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish1_24hpf_roi4,aang,,,,,,,,,,,,,,,,,,,,
20250924_mem-mito,fish1_24hpf_roi5,fish1_24hpf_roi5,fish1_24hpf_roi5,1,/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish1_24hpf_roi5,aang,,,,,,,,,,,,,,,,,,,,
20250924_mem-mito,fish1_24hpf_roi6,fish1_24hpf_roi6,fish1_24hpf_roi6,12,/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish1_24hpf_roi6,aang,,,,,,,,,,,,,,,,,,,,
20250924_mem-mito,fish2_24hpf_roi1,fish2_24hpf_roi1,fish2_24hpf_roi1,400,/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish2_24hpf_roi1,aang,,,,,,,,,,,,,,,,,,,,
20250924_mem-mito,fish2_24hpf_roi2,fish2_24hpf_roi2,fish2_24hpf_roi2,400,/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish2_24hpf_roi2,aang,,,,,,,,,,,,,,,,,,,,
20250924_mem-mito,fish3_24hpf_roi1,fish3_24hpf_roi1,fish3_24hpf_roi1,800,/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish3_24hpf_roi1,aang,,,,,,,,,,,,,,,,,,,,
20250924_mem-mito,fish3_24hpf_roi1_test,fish3_24hpf_roi1_test,fish3_24hpf_roi1_test,4,/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish3_24hpf_roi1_test,aang,,,,,,,,,,,,,,,,,,,,
20250924_mem-mito,fish3_24hpf_roi3,fish3_24hpf_roi3,fish3_24hpf_roi3,400,/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish3_24hpf_roi3,aang,,,,,,,,,,,,,,,,,,,,
20250924_mem-mito,fish3_24hpf_roi4,fish3_24hpf_roi4,fish3_24hpf_roi4,400,/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish3_24hpf_roi4,aang,,,,,,,,,,,,,,,,,,,,
20250924_mem-mito,fish3_24hpf_roi5,fish3_24hpf_roi5,fish3_24hpf_roi5,400,/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish3_24hpf_roi5,aang,,,,,,,,,,,,,,,,,,,,
20250924_mem-mito,fish3_24hpf_roi6,fish3_24hpf_roi6,fish3_24hpf_roi6,400,/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish3_24hpf_roi6,aang,,,,,,,,,,,,,,,,,,,,
20250924_mem-mito,fish3_24hpf_roi7,fish3_24hpf_roi7,fish3_24hpf_roi7,400,/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish3_24hpf_roi7,aang,,,,,,,,,,,,,,,,,,,,
20250924_mem-mito,fish4_24hpf_roi1,fish4_24hpf_roi1,fish4_24hpf_roi1,400,/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish4_24hpf_roi1,aang,,,,,,,,,,,,,,,,,,,,
20250924_mem-mito,fish4_24hpf_roi2,fish4_24hpf_roi2,fish4_24hpf_roi2,400,/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish4_24hpf_roi2,aang,,,,,,,,,,,,,,,,,,,,
20250924_mem-mito,fish4_24hpf_roi3,fish4_24hpf_roi3,fish4_24hpf_roi3,458,/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish4_24hpf_roi3,aang,,,,,,,,,,,,,,,,,,,,
20250925_mem-mito,fish1_48hpf_roi1,fish1_48hpf_roi1,fish1_48hpf_roi1,600,/clusterfs/vast/abcabc/Aang_Foundation/20250925_mem-mito/fish1_48hpf_roi1,aang,,,,,,,,,,,,,,,,,,,,
20250925_mem-mito,fish1_48hpf_roi2,fish1_48hpf_roi2,fish1_48hpf_roi2,600,/clusterfs/vast/abcabc/Aang_Foundation/20250925_mem-mito/fish1_48hpf_roi2,aang,,,,,,,,,,,,,,,,,,,,
20250925_mem-mito,fish1_48hpf_roi3,fish1_48hpf_roi3,fish1_48hpf_roi3,600,/clusterfs/vast/abcabc/Aang_Foundation/20250925_mem-mito/fish1_48hpf_roi3,aang,,,,,,,,,,,,,,,,,,,,
20250925_mem-mito,fish3_48hpf_roi1,fish3_48hpf_roi1,fish3_48hpf_roi1,600,/clusterfs/vast/abcabc/Aang_Foundation/20250925_mem-mito/fish3_48hpf_roi1,aang,,,,,,,,,,,,,,,,,,,,
20250925_mem-mito,fish3_48hpf_roi2,fish3_48hpf_roi2,fish3_48hpf_roi2,600,/clusterfs/vast/abcabc/Aang_Foundation/20250925_mem-mito/fish3_48hpf_roi2,aang,,,,,,,,,,,,,,,,,,,,
20250925_mem-mito,fish3_48hpf_roi3,fish3_48hpf_roi3,fish3_48hpf_roi3,600,/clusterfs/vast/abcabc/Aang_Foundation/20250925_mem-mito/fish3_48hpf_roi3,aang,,,,,,,,,,,,,,,,,,,,
20250925_mem-mito,fish3_48hpf_roi4,fish3_48hpf_roi4,fish3_48hpf_roi4,600,/clusterfs/vast/abcabc/Aang_Foundation/20250925_mem-mito/fish3_48hpf_roi4,aang,,,,,,,,,,,,,,,,,,,,
20250926_mem-mito,fish1_48hpf_roi1,fish1_48hpf_roi1,fish1_48hpf_roi1,335,/clusterfs/vast/abcabc/Aang_Foundation/20250926_mem-mito/fish1_48hpf_roi1,aang,,,,,,,,,,,,,,,,,,,,
20250926_mem-mito,fish1_48hpf_roi2,fish1_48hpf_roi2,fish1_48hpf_roi2,600,/clusterfs/vast/abcabc/Aang_Foundation/20250926_mem-mito/fish1_48hpf_roi2,aang,,,,,,,,,,,,,,,,,,,,
20250926_mem-mito,fish1_48hpf_roi3,fish1_48hpf_roi3,fish1_48hpf_roi3,600,/clusterfs/vast/abcabc/Aang_Foundation/20250926_mem-mito/fish1_48hpf_roi3,aang,,,,,,,,,,,,,,,,,,,,
20250926_mem-mito,fish1_48hpf_roi4,fish1_48hpf_roi4,fish1_48hpf_roi4,600,/clusterfs/vast/abcabc/Aang_Foundation/20250926_mem-mito/fish1_48hpf_roi4,aang,,,,,,,,,,,,,,,,,,,,
20250926_mem-mito,fish2_48hpf_roi1,fish2_48hpf_roi1,fish2_48hpf_roi1,600,/clusterfs/vast/abcabc/Aang_Foundation/20250926_mem-mito/fish2_48hpf_roi1,aang,,,,,,,,,,,,,,,,,,,,
20250926_mem-mito,fish2_48hpf_roi2,fish2_48hpf_roi2,fish2_48hpf_roi2,600,/clusterfs/vast/abcabc/Aang_Foundation/20250926_mem-mito/fish2_48hpf_roi2,aang,,,,,,,,,,,,,,,,,,,,
