roi_dir,date_experiment,date_mount,parent_female,parent_male,genotype_base_codes,genotype_allele_codes,genotype_marker_fusion_labels,genotype_marker_localizations,genotype_marker_fluor_loc_labels,genotype_marker_fusion_loc_labels,treatment_plasmid_base_codes,treatment_rna_base_codes,treatment_marker_fusion_labels,treatment_marker_localizations,treatment_marker_fluor_loc_labels,treatment_marker_fusion_loc_labels,all_unique_organelles,all_fluor_organelles
/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish4_roi1,20250603_skittlez,2025-06-24,Liam (F2 of allele 321),Chris (F1 of allele 317),pDQM059,pDQM059:321,gfp,,gfp,gfp,,,,,,,,gfp
/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish6_roi1,20250603_skittlez,2025-06-19,Dennis (F2 of allele 318),Abe (F2 of allele 309),pDQM036,pDQM036:318,,,,,,,,,,,,
/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish7_roi1,20250603_skittlez,2025-06-18,Ben (F2 of allele 310),Abe (F2 of allele 309),pDQM034,pDQM034:310,"Electra2,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,mCitrine,mKOK,mKate2,mTFP1","Electra2,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish8_roi1,20250603_skittlez,2025-06-17,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,pDQM005:301,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,pDQM117,mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"histone,membrane","tdmSG(membrane),mScarlet3S2(histone)"
/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish9_roi1,20250603_skittlez,2025-06-16,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,pDQM005:301,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,pDQM117,mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"histone,membrane","tdmSG(membrane),mScarlet3S2(histone)"
/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish9_roi2,20250603_skittlez,2025-06-13,Jim (F2 of allele 316),Dennis (F2 of allele 318),pDQM059,pDQM059:316,gfp,,gfp,gfp,,,,,,,,gfp
/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish9_roi3,20250603_skittlez,2025-06-12,Dennis (F2 of allele 318),Abe (F2 of allele 309),pDQM036,pDQM036:318,,,,,,,,,,,,
/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish10_roi1,20250605_skittlez,2025-06-10,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,pDQM005:301,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,pDQM117,mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"histone,membrane","tdmSG(membrane),mScarlet3S2(histone)"
/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish10_roi2,20250605_skittlez,2025-06-10,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,pDQM005:301,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,pDQM117,mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"histone,membrane","tdmSG(membrane),mScarlet3S2(histone)"
/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish11_roi1,20250605_skittlez,2025-06-09,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,pDQM005:301,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,pDQM117,mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"histone,membrane","tdmSG(membrane),mScarlet3S2(histone)"
/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish11_roi2,20250605_skittlez,2025-06-06,Jim (F2 of allele 316),Ben (F2 of allele 310),pDQM059,pDQM059:316,gfp,,gfp,gfp,,,,,,,,gfp
/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish12_roi1,20250605_skittlez,2025-06-05,Dennis (F2 of allele 318),Abe (F2 of allele 309),pDQM036,pDQM036:318,,,,,,,,,,,,
/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish13_roi1,20250605_skittlez,2025-06-03,Liam (F2 of allele 321),Chris (F1 of allele 317),pDQM059,pDQM059:321,gfp,,gfp,gfp,,,,,,,,gfp
/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish13_roi2,20250605_skittlez,2025-06-02,casper/rnf,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),pDQM005,pDQM005:302,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,,,,,,membrane,tdmSG(membrane)
/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish14_roi1,20250605_skittlez,2025-05-30,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),ef1a:2xLynk:tdmSG(J) (F2 of allele 302),pDQM005,pDQM005:302,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,pDQM117,mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"histone,membrane","tdmSG(membrane),mScarlet3S2(histone)"
/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish1_roi1,20250605_skittlez,2025-05-29,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),ef1a:2xLynk:tdmSG(J) (F2 of allele 302),pDQM005,pDQM005:302,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,pDQM117,mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"histone,membrane","tdmSG(membrane),mScarlet3S2(histone)"
/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish2_roi1,20250605_skittlez,2025-05-29,Jim (F2 of allele 316),Ben (F2 of allele 310),pDQM059,pDQM059:316,gfp,,gfp,gfp,,,,,,,,gfp
/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish2_roi12,20250605_skittlez,2025-05-28,,,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish3_roi12,20250605_skittlez,2025-05-28,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),ef1a:2xLynk:tdmSG(J) (F2 of allele 302),pDQM005,pDQM005:302,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,pDQM117,mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"histone,membrane","tdmSG(membrane),mScarlet3S2(histone)"
/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish3_roi2,20250605_skittlez,2025-05-28,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),ef1a:2xLynk:tdmSG(J) (F2 of allele 302),pDQM005,pDQM005:302,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,pDQM117,mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"histone,membrane","tdmSG(membrane),mScarlet3S2(histone)"
/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish4_roi1,20250605_skittlez,2025-05-23,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),ef1a:2xLynk:tdmSG(J) (F2 of allele 302),pDQM005,pDQM005:302,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,pDQM117,mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"histone,membrane","tdmSG(membrane),mScarlet3S2(histone)"
/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish5_roi1,20250605_skittlez,2025-05-23,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),ef1a:2xLynk:tdmSG(J) (F2 of allele 302),pDQM005,pDQM005:302,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,pDQM117,mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"histone,membrane","tdmSG(membrane),mScarlet3S2(histone)"
/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish5_roi2,20250605_skittlez,2025-05-22,,,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish6_roi1,20250605_skittlez,2025-05-21,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,pDQM005:301,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,pDQM117,mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"histone,membrane","tdmSG(membrane),mScarlet3S2(histone)"
/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish7_roi1,20250605_skittlez,2025-05-21,Dennis (F2 of allele 318),Abe (F2 of allele 309),pDQM036,pDQM036:318,,,,,,,,,,,,
/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish8_roi1,20250605_skittlez,2025-05-20,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,pDQM005:301,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,pDQM117,mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"histone,membrane","tdmSG(membrane),mScarlet3S2(histone)"
/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish9_roi1,20250605_skittlez,2025-05-20,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,pDQM005:301,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,pDQM117,mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"histone,membrane","tdmSG(membrane),mScarlet3S2(histone)"
/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish9_roi2,20250605_skittlez,2025-05-20,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,pDQM005:301,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,pDQM117,mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"histone,membrane","tdmSG(membrane),mScarlet3S2(histone)"
/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish10_roi1,20250606_skittlez,2025-05-15,,,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish11_roi1,20250606_skittlez,2025-05-14,,,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish11_roi2,20250606_skittlez,2025-05-13,,,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish12_roi1,20250606_skittlez,2025-05-09,casper/rnf,casper/rnf,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish12_roi2,20250606_skittlez,2025-05-09,casper/rnf,casper/rnf,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish13_roi1,20250606_skittlez,2025-05-08,casper/rnf,casper/rnf,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish13_roi2,20250606_skittlez,2025-05-08,casper/rnf,casper/rnf,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish14_roi1,20250606_skittlez,2025-05-07,casper/rnf,casper/rnf,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish14_roi2,20250606_skittlez,2025-05-06,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,pDQM005:301,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,MGCO-15,mStayGold::LAMP1(N),lysosome,mStayGold(lysosome),mStayGold::LAMP1(N)(lysosome),"lysosome,membrane","tdmSG(membrane),mStayGold(lysosome)"
/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish14_roi3,20250606_skittlez,2025-05-06,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,pDQM005:301,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,MGCO-22,Halo,,Halo,Halo,membrane,"tdmSG(membrane),Halo"
/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish15_roi1,20250606_skittlez,2025-05-05,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,pDQM005:301,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,pDQM117,mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"histone,membrane","tdmSG(membrane),mScarlet3S2(histone)"
/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish15_roi2,20250606_skittlez,2025-05-01,membrane Halo,membrane Halo,Swinburne,Swinburne:Swinburne,,,,,pDQM140,,mGold2s,,mGold2s,mGold2s,,mGold2s
/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish15_roi3,20250606_skittlez,2025-04-30,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,pDQM005:301,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),pDQM140,,mGold2s,,mGold2s,mGold2s,membrane,"tdmSG(membrane),mGold2s"
/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish1_roi1,20250606_skittlez,2025-04-30,membrane Halo,membrane Halo,Swinburne,Swinburne:Swinburne,,,,,pDQM140,,mGold2s,,mGold2s,mGold2s,,mGold2s
/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish2_roi1,20250606_skittlez,2025-04-29,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,pDQM005:301,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),pDQM140,,mGold2s,,mGold2s,mGold2s,membrane,"tdmSG(membrane),mGold2s"
/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish3_roi1,20250606_skittlez,2025-04-28,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,pDQM005:301,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,pDQM117,mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"histone,membrane","tdmSG(membrane),mScarlet3S2(histone)"
/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish4_roi1,20250606_skittlez,2025-04-24,casper/rnf,casper/rnf,,,,,,,pDQM140,,mGold2s,,mGold2s,mGold2s,,mGold2s
/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish6_roi1,20250606_skittlez,2025-04-24,casper/rnf,casper/rnf,,,,,,,pDQM141,,mGold2t,,mGold2t,mGold2t,,mGold2t
/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish7_roi1,20250606_skittlez,2025-04-24,casper/rnf,casper/rnf,,,,,,,pDQM141,,mGold2t,,mGold2t,mGold2t,,mGold2t
/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish7_roi2,20250606_skittlez,2025-04-23,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,pDQM005:301,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,pDQM117,mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"histone,membrane","tdmSG(membrane),mScarlet3S2(histone)"
/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish8_roi1,20250606_skittlez,2025-04-22,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,pDQM005:301,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,pDQM117,mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"histone,membrane","tdmSG(membrane),mScarlet3S2(histone)"
/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish9_roi1,20250606_skittlez,2025-04-22,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,pDQM005:301,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,pDQM117,mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"histone,membrane","tdmSG(membrane),mScarlet3S2(histone)"
/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish9_roi2,20250606_skittlez,2025-04-21,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,pDQM005:301,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,pDQM117,mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"histone,membrane","tdmSG(membrane),mScarlet3S2(histone)"
/clusterfs/vast/abcabc/Korra_Foundation/20250609_mem-histone/fish11_72hpf_roi1,20250609_mem-histone,2025-04-18,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,pDQM005:301,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,pDQM117,mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"histone,membrane","tdmSG(membrane),mScarlet3S2(histone)"
/clusterfs/vast/abcabc/Korra_Foundation/20250609_mem-histone/fish2_24hpf_roi1,20250609_mem-histone,2025-04-15,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,pDQM005:301,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,pDQM117,mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"histone,membrane","tdmSG(membrane),mScarlet3S2(histone)"
/clusterfs/vast/abcabc/Korra_Foundation/20250609_mem-histone/fish2_24hpf_roi2,20250609_mem-histone,2025-04-14,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,pDQM005:301,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,pDQM117,mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"histone,membrane","tdmSG(membrane),mScarlet3S2(histone)"
/clusterfs/vast/abcabc/Korra_Foundation/20250609_mem-histone/fish3_24hpf_roi1,20250609_mem-histone,2025-04-11,casper/rnf,casper/rnf,,,,,,,,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"histone,membrane,mitochondria",mStayGold(mitochondria)
/clusterfs/vast/abcabc/Korra_Foundation/20250609_mem-histone/fish4_24hpf_roi1,20250609_mem-histone,2025-04-10,casper/rnf,casper/rnf,,,,,,,,MGCO-15,mStayGold::LAMP1(N),lysosome,mStayGold(lysosome),mStayGold::LAMP1(N)(lysosome),"histone,lysosome,membrane",mStayGold(lysosome)
/clusterfs/vast/abcabc/Korra_Foundation/20250609_mem-histone/fish5_24hpf_roi1,20250609_mem-histone,2025-04-08,casper/rnf,casper/rnf,,,,,,,,MGCO-15,mStayGold::LAMP1(N),lysosome,mStayGold(lysosome),mStayGold::LAMP1(N)(lysosome),"histone,lysosome,membrane",mStayGold(lysosome)
/clusterfs/vast/abcabc/Korra_Foundation/20250609_mem-histone/fish5_48hpf_roi2,20250609_mem-histone,2025-04-08,casper/rnf,casper/rnf,,,,,,,,MGCO-15,mStayGold::LAMP1(N),lysosome,mStayGold(lysosome),mStayGold::LAMP1(N)(lysosome),"histone,lysosome,membrane",mStayGold(lysosome)
/clusterfs/vast/abcabc/Korra_Foundation/20250609_mem-histone/fish6_48hpf_roi1,20250609_mem-histone,2025-04-07,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:<exorh:GFP>mKate2/mCitrine/Electra2/mKOK/mTFP1 (F1 of allele 313),pDQM005,pDQM005:301,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,,,,,,"histone,membrane",tdmSG(membrane)
/clusterfs/vast/abcabc/Korra_Foundation/20250609_mem-histone/fish6_48hpf_roi2,20250609_mem-histone,2025-04-04,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:<exorh:GFP>mKate2/mCitrine/Electra2/mKOK/mTFP1 (F1 of allele 313),pDQM005,pDQM005:301,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,,,,,,"histone,membrane",tdmSG(membrane)
/clusterfs/vast/abcabc/Korra_Foundation/20250612_skittlez/fish1_roi1,20250612_skittlez,2025-04-03,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,pDQM005:301,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,pDQM117,mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"histone,membrane","tdmSG(membrane),mScarlet3S2(histone)"
/clusterfs/vast/abcabc/Korra_Foundation/20250612_skittlez/fish2_roi1,20250612_skittlez,2025-04-01,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,pDQM005:301,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,pDQM117,mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"histone,membrane","tdmSG(membrane),mScarlet3S2(histone)"
/clusterfs/vast/abcabc/Korra_Foundation/20250612_skittlez/fish3_roi1,20250612_skittlez,2025-03-31,casper/rnf,ef1a:2xLynk:tdmSG(J) (F1 of allele 308),pDQM005,pDQM005:308,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,pDQM117,mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"histone,membrane","tdmSG(membrane),mScarlet3S2(histone)"
/clusterfs/vast/abcabc/Korra_Foundation/20250612_skittlez/fish4_roi1,20250612_skittlez,2025-03-28,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:<exorh:GFP>mKate2/mCitrine/Electra2/mKOK/mTFP1 (F1 of allele 313),pDQM005,pDQM005:301,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,,,,,,membrane,tdmSG(membrane)
/clusterfs/vast/abcabc/Korra_Foundation/20250612_skittlez/fish5_roi1,20250612_skittlez,2025-03-28,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:<exorh:GFP>mKate2/mCitrine/Electra2/mKOK/mTFP1 (F1 of allele 313),pDQM005,pDQM005:301,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,,,,,,membrane,tdmSG(membrane)
/clusterfs/vast/abcabc/Korra_Foundation/20250612_skittlez/fish5_roi2,20250612_skittlez,2025-03-27,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:<exorh:GFP>mKate2/mCitrine/Electra2/mKOK/mTFP1 (F1 of allele 313),pDQM005,pDQM005:301,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,,,,,,membrane,tdmSG(membrane)
/clusterfs/vast/abcabc/Korra_Foundation/20250612_skittlez/fish5_roi3,20250612_skittlez,2025-03-27,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:<exorh:GFP>mKate2/mCitrine/Electra2/mKOK/mTFP1 (F1 of allele 313),pDQM005,pDQM005:301,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,,,,,,membrane,tdmSG(membrane)
/clusterfs/vast/abcabc/Korra_Foundation/20250612_skittlez/fish6_roi1,20250612_skittlez,2025-03-27,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:<exorh:GFP>mKate2/mCitrine/Electra2/mKOK/mTFP1 (F1 of allele 313),pDQM005,pDQM005:301,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,,,,,,membrane,tdmSG(membrane)
/clusterfs/vast/abcabc/Korra_Foundation/20250612_skittlez/fish7_roi1,20250612_skittlez,2025-03-26,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,pDQM005:301,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,pDQM117,mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"histone,membrane","tdmSG(membrane),mScarlet3S2(histone)"
/clusterfs/vast/abcabc/Korra_Foundation/20250612_skittlez/fish8_roi1,20250612_skittlez,2025-03-25,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,pDQM005:301,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,pDQM117,mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"histone,membrane","tdmSG(membrane),mScarlet3S2(histone)"
