roi_dir,date_experiment,date_mount,parent_female,parent_male,genotype_base_codes,genotype_allele_codes,genotype_marker_fusion_labels,genotype_marker_localizations,genotype_marker_fluor_loc_labels,genotype_marker_fusion_loc_labels,treatment_plasmid_base_codes,treatment_rna_base_codes,treatment_marker_fusion_labels,treatment_marker_localizations,treatment_marker_fluor_loc_labels,treatment_marker_fusion_loc_labels,all_unique_organelles,all_fluor_organelles
/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish7_roi1,20250627_skittlez,2025-01-31,casper/rnf,casper/rnf,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish8_roi1,20250627_skittlez,2025-01-31,casper/rnf,casper/rnf,,,,,,,,pDQM105,mYH::h2b(N),,mYH,mYH::h2b(N),,mYH
/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish9_roi1,20250627_skittlez,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),casper/rnf,pDQM005,pDQM005:301,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),"pDQM087,pDQM089,pDQM106",,"mChilada,mTFP1,miRFP670",,"mChilada,mTFP1,miRFP670","mChilada,mTFP1,miRFP670",membrane,"tdmSG(membrane),mChilada,mTFP1,miRFP670"
/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish1_mem_sg_mito_msc3/roi1,20250715_mem_organelle,,casper/rnf,ef1a:2xLynk:tdmSG(J) (F1 of allele 304),pDQM005,pDQM005:304,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),"pDQM087,pDQM089,pDQM106",,"mChilada,mTFP1,miRFP670",,"mChilada,mTFP1,miRFP670","mChilada,mTFP1,miRFP670","membrane,mitochondria","tdmSG(membrane),mChilada,mTFP1,miRFP670"
/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish1_mem_sg_mito_msc3/roi2,20250715_mem_organelle,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),casper/rnf,pDQM005,pDQM005:301,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,pDQM104,mchilada,,mchilada,mchilada,"membrane,mitochondria","tdmSG(membrane),mchilada"
/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish2_24hpf_mem_mito_msc3_er_halo/roi1_eye,20250715_mem_organelle,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),casper/rnf,pDQM005,pDQM005:301,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,pDQM105,mYH::h2b(N),,mYH,mYH::h2b(N),"membrane,mitochondria","tdmSG(membrane),mYH"
/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish3_24hpf_mem_mito_msc3_er_halo/roi1,20250715_mem_organelle,,casper/rnf,ef1a:2xLynk:tdmSG(J) (F1 of allele 305),pDQM005,pDQM005:305,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,pDQM104,mchilada,,mchilada,mchilada,"membrane,mitochondria","tdmSG(membrane),mchilada"
/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish3_24hpf_mem_mito_msc3_er_halo/roi2,20250715_mem_organelle,,casper/rnf,ef1a:2xLynk:tdmSG(J) (F1 of allele 305),pDQM005,pDQM005:305,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,pDQM105,mYH::h2b(N),,mYH,mYH::h2b(N),"membrane,mitochondria","tdmSG(membrane),mYH"
/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish4_24hpf_mem_mito_msc3_er_halo/roi1,20250715_mem_organelle,,casper/rnf,ef1a:2xLynk:tdmSG(J) (F1 of allele 305),pDQM005,pDQM005:305,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),"pDQM087,pDQM089,pDQM106",,"mChilada,mTFP1,miRFP670",,"mChilada,mTFP1,miRFP670","mChilada,mTFP1,miRFP670","membrane,mitochondria","tdmSG(membrane),mChilada,mTFP1,miRFP670"
/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish4_24hpf_mem_mito_msc3_er_halo/roi2,20250715_mem_organelle,,casper/rnf,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),pDQM005,pDQM005:301,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,pDQM104,mchilada,,mchilada,mchilada,"membrane,mitochondria","tdmSG(membrane),mchilada"
/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish4_24hpf_mem_mito_msc3_er_halo/roi3,20250715_mem_organelle,,casper/rnf,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),pDQM005,pDQM005:301,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,pDQM104,mchilada,,mchilada,mchilada,"membrane,mitochondria","tdmSG(membrane),mchilada"
/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish5_48hpf_mem_mito_halo_er_msc2/roi1,20250715_mem_organelle,,casper/rnf,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),pDQM005,pDQM005:301,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,pDQM104,mchilada,,mchilada,mchilada,"membrane,mitochondria","tdmSG(membrane),mchilada"
/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish5_48hpf_mem_mito_halo_er_msc2/roi2,20250715_mem_organelle,,casper/rnf,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),pDQM005,pDQM005:301,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,pDQM104,mchilada,,mchilada,mchilada,"membrane,mitochondria","tdmSG(membrane),mchilada"
/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish5_48hpf_mem_mito_halo_er_msc2/roi3,20250715_mem_organelle,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish5_48hpf_mem_mito_halo_er_msc2/roi4,20250715_mem_organelle,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish6_48hpf_mem_mito_halo_er_msc2/roi1,20250715_mem_organelle,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:<cryaa:mSc>mKate2/mCitrine/Electra2/mKOK/mTFP1 (F1 of allele 309),pDQM005,pDQM005:301,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,,,,,,"membrane,mitochondria",tdmSG(membrane)
/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish6_48hpf_mem_mito_halo_er_msc2/roi2,20250715_mem_organelle,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish6_48hpf_mem_mito_halo_er_msc2/roi3,20250715_mem_organelle,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish6_48hpf_mem_mito_halo_er_msc2/roi4,20250715_mem_organelle,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish6_48hpf_mem_mito_halo_er_msc2/roi5,20250715_mem_organelle,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish7_48hpf_mem_mito_halo_er_msc2/roi1,20250715_mem_organelle,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish8_72hpf_mem_mito_msc3_er_halo/roi1,20250715_mem_organelle,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish8_72hpf_mem_mito_msc3_er_halo/roi2,20250715_mem_organelle,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish8_72hpf_mem_mito_msc3_er_halo/roi3,20250715_mem_organelle,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Korra_Foundation/20250723_mem-halo_ER-mSG/fish3_48hpf/roi1_mb,20250723_mem-halo_ER-mSG,,,,,,,,,,,,,,,,membrane,
/clusterfs/vast/abcabc/Korra_Foundation/20250723_mem-halo_ER-mSG/fish3_48hpf/roi2,20250723_mem-halo_ER-mSG,,,,,,,,,,,,,,,,membrane,
/clusterfs/vast/abcabc/Korra_Foundation/20250723_mem-halo_ER-mSG/fish3_48hpf/roi3,20250723_mem-halo_ER-mSG,,,,,,,,,,,,,,,,membrane,
/clusterfs/vast/abcabc/Korra_Foundation/20250723_mem-halo_ER-mSG/fish3_48hpf/roi4,20250723_mem-halo_ER-mSG,,,,,,,,,,,,,,,,membrane,
/clusterfs/vast/abcabc/Korra_Foundation/20250723_mem-halo_ER-mSG/fish3_48hpf/roi5,20250723_mem-halo_ER-mSG,,,,,,,,,,,,,,,,membrane,
/clusterfs/vast/abcabc/Korra_Foundation/20250723_mem-halo_ER-mSG/fish3_48hpf/roi6,20250723_mem-halo_ER-mSG,,,,,,,,,,,,,,,,membrane,
/clusterfs/vast/abcabc/Korra_Foundation/20250724_mem-mchilada_er-mSG/fish1_24hpf/roi1,20250724_mem-mchilada_er-mSG,,,,,,,,,,,,,,,,membrane,
/clusterfs/vast/abcabc/Korra_Foundation/20250724_mem-mchilada_er-mSG/fish1_24hpf/roi1_2,20250724_mem-mchilada_er-mSG,,,,,,,,,,,,,,,,membrane,
/clusterfs/vast/abcabc/Korra_Foundation/20250724_mem-mchilada_er-mSG/fish1_24hpf/roi1_3,20250724_mem-mchilada_er-mSG,,,,,,,,,,,,,,,,membrane,
/clusterfs/vast/abcabc/Korra_Foundation/20250724_mem-mchilada_er-mSG/fish1_24hpf/roi2,20250724_mem-mchilada_er-mSG,,,,,,,,,,,,,,,,membrane,
/clusterfs/vast/abcabc/Korra_Foundation/20250728_mem-histone/fish1_roi1,20250728_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20250728_mem-histone/fish1_roi2,20250728_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20250801_mem-PCNA/fish1_roi1,20250801_mem-PCNA,,,,,,,,,,,,,,,,membrane,
/clusterfs/vast/abcabc/Korra_Foundation/20250801_mem-PCNA/fish2_roi1,20250801_mem-PCNA,,,,,,,,,,,,,,,,membrane,
/clusterfs/vast/abcabc/Korra_Foundation/20250801_mem-PCNA/fish3_72hpf_roi1,20250801_mem-PCNA,,,,,,,,,,,,,,,,membrane,
/clusterfs/vast/abcabc/Korra_Foundation/20250801_mem-histone/fish1_roi1,20250801_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251007_mem-histone/fish1_48hpf_roi1,20251007_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251007_mem-histone/fish1_48hpf_roi1_test,20251007_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251007_mem-histone/fish1_48hpf_roi1test,20251007_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251007_mem-histone/fish3_48hpf_roi1,20251007_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251007_mem-histone/fish3_48hpf_roi1_test,20251007_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251007_mem-histone/fish3_48hpf_roi2,20251007_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251007_mem-histone/fish3_48hpf_roi2_test,20251007_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251009_skittlez/fish1_roi1,20251009_skittlez,,,,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Korra_Foundation/20251010_mem-histone/fish1_24hpf_roi1,20251010_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251013_mem-histone/fish1_96hpf_roi0_test,20251013_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251013_mem-histone/fish1_96hpf_roi1,20251013_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251013_mem-histone/fish1_96hpf_roi2,20251013_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251013_mem-histone/fish1_96hpf_roi3,20251013_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251013_mem-histone/fish2_96hpf_roi1,20251013_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251013_mem-histone/fish2_96hpf_roi2,20251013_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251013_mem-histone/fish3_96hpf_roi1,20251013_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251013_mem-histone/fish3_96hpf_roi2,20251013_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251013_mem-histone/fish3_96hpf_roi3,20251013_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251015_mem-histone/fish1_48hpf_roi1,20251015_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251015_mem-histone/fish2_48hpf_roi1,20251015_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251015_mem-histone/fish3_48hpf_roi1,20251015_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251015_mem-histone/fish3_48hpf_roi2,20251015_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251015_mem-histone/fish4_48hpf_roi1,20251015_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251016_mem-histone/fish1_72hpf_roi1,20251016_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251016_mem-histone/fish2_72hpf_roi1,20251016_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251016_mem-histone/fish2_72hpf_roi2,20251016_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251016_mem-histone/fish2_72hpf_roi3,20251016_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251016_mem-histone/fish3_72hpf_roi1,20251016_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251016_mem-histone/fish3_72hpf_roi2,20251016_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251017_microtubules/fish2_24hpf_roi1_test,20251017_microtubules,,,,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Korra_Foundation/20251020_mem-histone/fish1_72hpf_roi1,20251020_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251020_mem-histone/fish1_72hpf_roi2,20251020_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251020_mem-histone/fish1_72hpf_roi3,20251020_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251020_mem-histone/fish1_72hpf_roi4,20251020_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251020_mem-histone/fish1_72hpf_roi5,20251020_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251020_mem-histone/fish2_72hpf_roi1,20251020_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251020_mem-histone/fish2_72hpf_roi2,20251020_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251020_mem-histone/fish2_72hpf_roi3,20251020_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251022_mem-histone/fish1_24hpf_roi2,20251022_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251022_mem-histone/fish1_24hpf_roi3,20251022_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251022_mem-histone/fish2_24hpf_roi1,20251022_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251022_mem-histone/fish2_24hpf_roi2,20251022_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251022_mem-histone/fish2_24hpf_roi3,20251022_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251022_mem-histone/fish3_24hpf_roi1,20251022_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251022_mem-histone/fish3_24hpf_roi2,20251022_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251022_mem-histone/fish4_24hpf_roi1,20251022_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251022_mem-histone/fish4_24hpf_roi2,20251022_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251022_mem-histone/fish4_24hpf_roi3,20251022_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251024_mem-histone/fish2_72hpf_roi1,20251024_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251024_mem-histone/fish2_72hpf_roi2,20251024_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251024_mem-histone/fish2_72hpf_roi3,20251024_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251024_mem-histone/fish3_72hpf_roi1,20251024_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251024_mem-histone/fish3_72hpf_roi2,20251024_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251024_mem-histone/fish3_72hpf_roi3,20251024_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251024_mem-histone/fish3_72hpf_roi4,20251024_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251024_mem-histone/fish3_72hpf_roi5,20251024_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251027_mem-histone/fish3_72hpf_roi1,20251027_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251027_mem-histone/fish3_72hpf_roi2,20251027_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251027_mem-histone/fish3_72hpf_roi3,20251027_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251027_mem-histone/fish3_72hpf_roi4,20251027_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251029_mem-histone/fish2_24hpf_roi1,20251029_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251029_mem-histone/fish3_24hpf_roi1,20251029_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251029_mem-histone/fish5_24hpf_roi1,20251029_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251029_mem-histone/fish5_24hpf_roi2,20251029_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251106_mem-mito/fish1_48hpf_roi1,20251106_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Korra_Foundation/20251106_mem-mito/fish1_48hpf_roi2,20251106_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Korra_Foundation/20251106_mem-mito/fish1_48hpf_roi3,20251106_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Korra_Foundation/20251106_mem-mito/fish1_48hpf_roi4,20251106_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Korra_Foundation/20251106_mem-mito/fish1_48hpf_roi5,20251106_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Korra_Foundation/20251106_mem-mito/fish2_48hpf_roi1,20251106_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Korra_Foundation/20251106_mem-mito/fish2_48hpf_roi2,20251106_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Korra_Foundation/20251106_mem-mito/fish2_48hpf_roi3,20251106_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Korra_Foundation/20251106_mem-mito/fish2_48hpf_roi4,20251106_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Korra_Foundation/20251106_mem-mito/fish2_48hpf_roi5,20251106_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Korra_Foundation/20251110_mem-histone/fish1_48hpf_roi1,20251110_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251110_mem-histone/fish1_48hpf_roi2,20251110_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251110_mem-histone/fish2_48hpf_roi1,20251110_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251110_mem-histone/fish2_48hpf_roi1-2,20251110_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251110_mem-histone/fish3_48hpf_roi1,20251110_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251110_mem-histone/fish4_48hpf_roi1,20251110_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Korra_Foundation/20251112_mem-mito/fish2_48hpf_roi1,20251112_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Korra_Foundation/20251112_mem-mito/fish2_48hpf_roi2,20251112_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Korra_Foundation/20251112_mem-mito/fish2_48hpf_roi3,20251112_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Korra_Foundation/20251112_mem-mito/fish3_48hpf_roi1,20251112_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Korra_Foundation/20251112_mem-mito/fish3_48hpf_roi2,20251112_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Korra_Foundation/20251112_mem-mito/fish3_48hpf_roi3,20251112_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Korra_Foundation/20251112_mem-mito/fish3_48hpf_roi4,20251112_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Korra_Foundation/20251112_mem-mito/fish4_48hpf_roi1,20251112_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Korra_Foundation/20251112_mem-mito/fish4_48hpf_roi2,20251112_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Korra_Foundation/analysis_test/fish1_roi1,analysis_test,,,,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Aang_Foundation/20250721_72hpf_mrna_mSG_organelle_LLS-SIM/er_roi1,20250721_72hpf_mrna_mSG_organelle_LLS-SIM,,,,,,,,,,,,,,,,ER,
/clusterfs/vast/abcabc/Aang_Foundation/20250721_72hpf_mrna_mSG_organelle_LLS-SIM/er_roi2,20250721_72hpf_mrna_mSG_organelle_LLS-SIM,,,,,,,,,,,,,,,,ER,
/clusterfs/vast/abcabc/Aang_Foundation/20250721_72hpf_mrna_mSG_organelle_LLS-SIM/er_roi3,20250721_72hpf_mrna_mSG_organelle_LLS-SIM,,,,,,,,,,,,,,,,ER,
/clusterfs/vast/abcabc/Aang_Foundation/20250721_72hpf_mrna_mSG_organelle_LLS-SIM/mito_roi1,20250721_72hpf_mrna_mSG_organelle_LLS-SIM,,,,,,,,,,,,,,,,mitochondria,
/clusterfs/vast/abcabc/Aang_Foundation/20250721_72hpf_mrna_mSG_organelle_LLS-SIM/mito_roi2,20250721_72hpf_mrna_mSG_organelle_LLS-SIM,,,,,,,,,,,,,,,,mitochondria,
/clusterfs/vast/abcabc/Aang_Foundation/20250722_mem-halo_er-mSG/fish1_24hpf_roi1,20250722_mem-halo_er-mSG,,,,,,,,,,,,,,,,membrane,
/clusterfs/vast/abcabc/Aang_Foundation/20250722_mem-halo_er-mSG/fish1_24hpf_roi2,20250722_mem-halo_er-mSG,,,,,,,,,,,,,,,,membrane,
/clusterfs/vast/abcabc/Aang_Foundation/20250722_mem-halo_er-mSG/fish1_24hpf_roi3,20250722_mem-halo_er-mSG,,,,,,,,,,,,,,,,membrane,
/clusterfs/vast/abcabc/Aang_Foundation/20250722_mem-halo_er-mSG/fish1_24hpf_roi4,20250722_mem-halo_er-mSG,,,,,,,,,,,,,,,,membrane,
/clusterfs/vast/abcabc/Aang_Foundation/20250722_mem-halo_er-mSG/fish1_24hpf_roi5,20250722_mem-halo_er-mSG,,,,,,,,,,,,,,,,membrane,
