date_mount,date_mount_yyyymmdd,sheet_row_index,mount_id,Data location,mount_key,slot_index_global,plateN,slotM,plate_id_filled,slot_id_filled
2025-08-08,20250808,72,,X:\abcabc\Aang_Foundation\20250808_mem_organelle,20250808_mem_organelle,2,1,2,20250808-plate1,20250808-plate1-slot2
2025-08-12,20250812,70,,9,,1,1,1,20250812-plate1,20250812-plate1-slot1
2025-08-19,20250819,68,,X:\abcabc\Aang_Foundation\20250819_mem_mito,20250819_mem_mito,1,1,1,20250819-plate1,20250819-plate1-slot1
2025-08-19,20250819,69,,X:\abcabc\Aang_Foundation\20250819_mem_ER,20250819_mem_ER,2,1,2,20250819-plate1,20250819-plate1-slot2
2025-08-20,20250820,67,,X:\abcabc\Aang_Foundation\20250819_mem_mito,20250819_mem_mito,1,1,1,20250820-plate1,20250820-plate1-slot1
2025-08-21,20250821,65,,X:\abcabc\Aang_Foundation\20250821_mem_mito,20250821_mem_mito,1,1,1,20250821-plate1,20250821-plate1-slot1
2025-08-21,20250821,66,,X:\abcabc\Janelia_Fish\20250821_tubulin-mSG,20250821_tubulin-mSG,2,1,2,20250821-plate1,20250821-plate1-slot2
2025-08-22,20250822,63,,X:\abcabc\Aang_Foundation\20250821_mem_mito,20250821_mem_mito,1,1,1,20250822-plate1,20250822-plate1-slot1
2025-08-22,20250822,64,,X:\abcabc\Exploratory_fish\20250822_PDQM145,20250822_PDQM145,2,1,2,20250822-plate1,20250822-plate1-slot2
2025-08-25,20250825,59,,X:\abcabc\Exploratory_fish\20250825_mgco28_mito-mSG,20250825_mgco28_mito-mSG,1,1,1,20250825-plate1,20250825-plate1-slot1
2025-08-25,20250825,60,,X:\abcabc\Exploratory_fish\20250825_pqdm065_mem-histone,20250825_pqdm065_mem-histone,2,1,2,20250825-plate1,20250825-plate1-slot2
2025-08-25,20250825,61,,X:\abcabc\Exploratory_fish\20250825_pqdm094_mem-histone,20250825_pqdm094_mem-histone,3,1,3,20250825-plate1,20250825-plate1-slot3
2025-08-25,20250825,62,,X:\abcabc\Exploratory_fish\20250825_mgco29_er-msg,20250825_mgco29_er-msg,4,1,4,20250825-plate1,20250825-plate1-slot4
2025-08-26,20250826,58,,X:\abcabc\Aang_Foundation\20250826_mem_actin,20250826_mem_actin,1,1,1,20250826-plate1,20250826-plate1-slot1
2025-08-27,20250827,57,2025-W35-3,X:\abcabc\Aang_Foundation\20250827_mem_actin,20250827_mem_actin,1,1,1,20250827-plate1,20250827-plate1-slot1
2025-08-28,20250828,56,2025-W35-6,X:\abcabc\Aang_Foundation\20250828_mem_actin,20250828_mem_actin,1,1,1,20250828-plate1,20250828-plate1-slot1
2025-08-29,20250829,55,2025-W35-7,X:\abcabc\Janelia_Fish\20250903_lifeact-mSG,20250903_lifeact-mSG,1,1,1,20250829-plate1,20250829-plate1-slot1
2025-09-03,20250903,54,2025-W36-1,X:\abcabc\Aang_Foundation\20250903_lifeact-mSG,20250903_lifeact-mSG,1,1,1,20250903-plate1,20250903-plate1-slot1
2025-09-04,20250904,53,3,X:\abcabc\Aang_Foundation\20250904_lifeact-mSG,20250904_lifeact-mSG,1,1,1,20250904-plate1,20250904-plate1-slot1
2025-09-05,20250905,52,2,X:\abcabc\Aang_Foundation\20250905_lifeact-mSG,20250905_lifeact-mSG,1,1,1,20250905-plate1,20250905-plate1-slot1
2025-09-08,20250908,51,1,X:\abcabc\Aang_Foundation\20250908_mem-mito,20250908_mem-mito,1,1,1,20250908-plate1,20250908-plate1-slot1
2025-09-10,20250910,50,1,X:\abcabc\Aang_Foundation\20250908_mem-mito,20250908_mem-mito,1,1,1,20250910-plate1,20250910-plate1-slot1
2025-09-11,20250911,49,1,X:\abcabc\Aang_Foundation\20250911_mem-mito,20250911_mem-mito,1,1,1,20250911-plate1,20250911-plate1-slot1
2025-09-12,20250912,48,2,X:\abcabc\Aang_Foundation\20250912_mem-mito,20250912_mem-mito,1,1,1,20250912-plate1,20250912-plate1-slot1
2025-09-15,20250915,47,1,X:\abcabc\Aang_Foundation\20250915_mem-mito,20250915_mem-mito,1,1,1,20250915-plate1,20250915-plate1-slot1
2025-09-16,20250916,45,top,X:\abcabc\Aang_Foundation\20250917_mem-mito,20250917_mem-mito,1,1,1,20250916-plate1,20250916-plate1-slot1
2025-09-16,20250916,46,bottom,X:\abcabc\Aang_Foundation\20250917_mem-mito,20250917_mem-mito,2,1,2,20250916-plate1,20250916-plate1-slot2
2025-09-18,20250918,44,1,X:\abcabc\Aang_Foundation\20250918_mem-mito,20250918_mem-mito,1,1,1,20250918-plate1,20250918-plate1-slot1
2025-09-19,20250919,43,1,X:\abcabc\Aang_Foundation\20250919_mem-mito,20250919_mem-mito,1,1,1,20250919-plate1,20250919-plate1-slot1
2025-09-22,20250922,42,1,X:\abcabc\Aang_Foundation\20250922_mem-mito,20250922_mem-mito,1,1,1,20250922-plate1,20250922-plate1-slot1
2025-09-24,20250924,41,1,X:\abcabc\Aang_Foundation\20250924_mem-mito,20250924_mem-mito,1,1,1,20250924-plate1,20250924-plate1-slot1
2025-09-25,20250925,40,2,X:\abcabc\Aang_Foundation\20250925_mem-mito,20250925_mem-mito,1,1,1,20250925-plate1,20250925-plate1-slot1
2025-09-26,20250926,39,1,X:\abcabc\Aang_Foundation\20250926_mem-mito,20250926_mem-mito,1,1,1,20250926-plate1,20250926-plate1-slot1
2025-10-01,20251001,38,2,X:\abcabc\Aang_Foundation\20251001_mem-histone,20251001_mem-histone,1,1,1,20251001-plate1,20251001-plate1-slot1
2025-10-09,20251009,37,1,X:\abcabc\Aang_Foundation\20251010_mem-mito,20251010_mem-mito,1,1,1,20251009-plate1,20251009-plate1-slot1
2025-10-10,20251010,36,2,X:\abcabc\Korra_Foundation\20251010_mem-histone,20251010_mem-histone,1,1,1,20251010-plate1,20251010-plate1-slot1
2025-10-13,20251013,34,1,X:\abcabc\Aang_Foundation\20251013_mem-histone,20251013_mem-histone,1,1,1,20251013-plate1,20251013-plate1-slot1
2025-10-13,20251013,35,2,X:\abcabc\Korra_Foundation\20251013_mem-histone,20251013_mem-histone,2,1,2,20251013-plate1,20251013-plate1-slot2
2025-10-14,20251014,32,1,X:\abcabc\Aang_Foundation\20251015_mem-histone,20251015_mem-histone,1,1,1,20251014-plate1,20251014-plate1-slot1
2025-10-14,20251014,33,2,X:\abcabc\Aang_Foundation\20251016_mem-mito,20251016_mem-mito,2,1,2,20251014-plate1,20251014-plate1-slot2
2025-10-15,20251015,31,1,X:\abcabc\Korra_Foundation\20251015_mem-histone,20251015_mem-histone,1,1,1,20251015-plate1,20251015-plate1-slot1
2025-10-16,20251016,29,1,X:\abcabc\Korra_Foundation\20251016_mem-histone,20251016_mem-histone,1,1,1,20251016-plate1,20251016-plate1-slot1
2025-10-16,20251016,30,2,X:\abcabc\Aang_Foundation\20251016_mem-mito_v2,20251016_mem-mito_v2,2,1,2,20251016-plate1,20251016-plate1-slot2
2025-10-17,20251017,27,1,X:\abcabc\Korra_Foundation\20251017_microtubules,20251017_microtubules,1,1,1,20251017-plate1,20251017-plate1-slot1
2025-10-17,20251017,28,2,X:\abcabc\Aang_Foundation\20251017_nuclear_envelope,20251017_nuclear_envelope,2,1,2,20251017-plate1,20251017-plate1-slot2
2025-10-20,20251020,25,1,X:\abcabc\Aang_Foundation\20251020_mem-histone,20251020_mem-histone,1,1,1,20251020-plate1,20251020-plate1-slot1
2025-10-20,20251020,26,2,X:\abcabc\Korra_Foundation\20251020_mem-histone,20251020_mem-histone,2,1,2,20251020-plate1,20251020-plate1-slot2
2025-10-21,20251021,23,1,X:\abcabc\Aang_Foundation\20251021_mem-mito,20251021_mem-mito,1,1,1,20251021-plate1,20251021-plate1-slot1
2025-10-21,20251021,24,2,X:\abcabc\Aang_Foundation\20251021_mem-mito_v2,20251021_mem-mito_v2,2,1,2,20251021-plate1,20251021-plate1-slot2
2025-10-22,20251022,20,1,X:\abcabc\Korra_Foundation\20251022_mem-histone,20251022_mem-histone,1,1,1,20251022-plate1,20251022-plate1-slot1
2025-10-22,20251022,21,2,X:\abcabc\Aang_Foundation\20251022_mem-mito,20251022_mem-mito,2,1,2,20251022-plate1,20251022-plate1-slot2
2025-10-22,20251022,22,3,X:\abcabc\Exploratory_fish\20251023_mScarlet3S2_2Xcox8A,20251023_mScarlet3S2_2Xcox8A,3,1,3,20251022-plate1,20251022-plate1-slot3
2025-10-23,20251023,19,1,X:\abcabc\Aang_Foundation\20251023_mem-mito,20251023_mem-mito,1,1,1,20251023-plate1,20251023-plate1-slot1
2025-10-24,20251024,16,1,X:\abcabc\Exploratory_fish\20251025_er,20251025_er,1,1,1,20251024-plate1,20251024-plate1-slot1
2025-10-24,20251024,17,2,X:\abcabc\Exploratory_fish\20251025_lamellipodia_F-actin,20251025_lamellipodia_F-actin,2,1,2,20251024-plate1,20251024-plate1-slot2
2025-10-24,20251024,18,3,X:\abcabc\Korra_Foundation\20251024_mem-histone,20251024_mem-histone,3,1,3,20251024-plate1,20251024-plate1-slot3
2025-10-27,20251027,14,1,X:\abcabc\Korra_Foundation\20251027_mem-histone,20251027_mem-histone,1,1,1,20251027-plate1,20251027-plate1-slot1
2025-10-27,20251027,15,2,X:\abcabc\Aang_Foundation\20251027_mem-histone,20251027_mem-histone,2,1,2,20251027-plate1,20251027-plate1-slot2
2025-10-28,20251028,11,1,X:\abcabc\Aang_Foundation\20251028_mem-mito,20251028_mem-mito,1,1,1,20251028-plate1,20251028-plate1-slot1
2025-10-28,20251028,12,2,X:\abcabc\Aang_Foundation\20251028_mem-peroxi,20251028_mem-peroxi,2,1,2,20251028-plate1,20251028-plate1-slot2
2025-10-28,20251028,13,3,X:\abcabc\Aang_Foundation\20251028_mem-peroxi2,20251028_mem-peroxi2,3,1,3,20251028-plate1,20251028-plate1-slot3
2025-10-29,20251029,9,1,X:\abcabc\Korra_Foundation\20251029_mem-histone,20251029_mem-histone,1,1,1,20251029-plate1,20251029-plate1-slot1
2025-10-29,20251029,10,2,X:\abcabc\Aang_Foundation\20251029_peroxi,20251029_peroxi,2,1,2,20251029-plate1,20251029-plate1-slot2
2025-11-05,20251105,7,1,X:\abcabc\Aang_Foundation\20251105_mem-mito,20251105_mem-mito,1,1,1,20251105-plate1,20251105-plate1-slot1
2025-11-05,20251105,8,1,X:\abcabc\Korra_Foundation\20251106_mem-mito,20251106_mem-mito,2,1,2,20251105-plate1,20251105-plate1-slot2
2025-11-06,20251106,6,1.1,X:\abcabc\Aang_Foundation\20251106_mem-mito,20251106_mem-mito,1,1,1,20251106-plate1,20251106-plate1-slot1
2025-11-10,20251110,5,1,X:\abcabc\Korra_Foundation\20251110_mem-histone,20251110_mem-histone,1,1,1,20251110-plate1,20251110-plate1-slot1
2025-11-11,20251111,4,1,X:\abcabc\Aang_Foundation\20251107_mem-mito,20251107_mem-mito,1,1,1,20251111-plate1,20251111-plate1-slot1
2025-11-12,20251112,2,1,X:\abcabc\Korra_Foundation\20251112_mem-mito,20251112_mem-mito,1,1,1,20251112-plate1,20251112-plate1-slot1
2025-11-12,20251112,3,2,X:\abcabc\Exploratory_fish\20251112_mem-moesin,20251112_mem-moesin,2,1,2,20251112-plate1,20251112-plate1-slot2
