dataset_source,clutch_code,clutch_date,genotype_cross_label,genotype_base_codes,genotype_allele_codes,genotype_pretty,genotype_marker_fluor_codes,genotype_marker_tag_codes,treat_code,treat_text,treatment_plasmid_base_codes,treatment_rna_base_codes,treatment_dye_base_codes,treatment_marker_fluor_codes,treatment_marker_tag_codes,all_marker_fluor_codes,sheet_row_index,date_born,zf_female_genotype_text,zf_male_genotype_text,date_mount,mount_id,experimental_plate_id,experimental_slot_id,data_location,roi_index,roi_name,data_path
cluster_linked,IMG_CLT_20250303_01,2025-03-03,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_009,mYH:H2B,"","","",,,"tdmSG,tdmStayGold",237,,,,2025-03-04,,20250304-plate1,20250304-plate1-slot2,U:\Data\20240911_Korra_Foundation\20250303_mem_histone\fish5_24hpf,,,
cluster_linked,IMG_CLT_20250305_01,2025-03-05,pDQM034_310,pDQM034,pDQM034:310,pDQM034(310),"Electra2,mCitrine,mKate2,mKOK,mTFP1","",IMG_TRT_010,2xLynk:mSG; phiC,"","","",,,"Electra2,mCitrine,mKate2,mKOK,mTFP1",231,,,,2025-03-06,,20250306-plate1,20250306-plate1-slot3,U:\Data\20240911_Korra_Foundation\20250306_skittle_mem-mSG\fish1_24hpf,,,
cluster_linked,IMG_CLT_20250310_01,2025-03-10,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_011,ef1a:mTFP1 and ef1a:mBeRFP,"","","",,,"tdmSG,tdmStayGold",220,,,,2025-03-12,,20250312-plate1,20250312-plate1-slot1,U:\Data\20240911_Korra_Foundation\20250311_mem_histone\fish3_48hpf,,,
cluster_linked,IMG_CLT_20250310_01,2025-03-10,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_011,ef1a:mTFP1 and ef1a:mBeRFP,"","","",,,"tdmSG,tdmStayGold",221,,,,2025-03-12,,20250312-plate1,20250312-plate1-slot4,,,,
cluster_linked,IMG_CLT_20250310_01,2025-03-10,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_011,ef1a:mTFP1 and ef1a:mBeRFP,"","","",,,"tdmSG,tdmStayGold",222,,,,2025-03-12,,20250312-plate1,20250312-plate1-slot5,,,,
cluster_linked,IMG_CLT_20250310_01,2025-03-10,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_011,ef1a:mTFP1 and ef1a:mBeRFP,"","","",,,"tdmSG,tdmStayGold",223,,,,2025-03-12,,20250312-plate1,20250312-plate1-slot2,U:\Data\20240911_Korra_Foundation\20250311_mem_histone\fish4_72hpf,,,
cluster_linked,IMG_CLT_20250310_01,2025-03-10,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_011,ef1a:mTFP1 and ef1a:mBeRFP,"","","",,,"tdmSG,tdmStayGold",224,,,,2025-03-12,,20250312-plate1,20250312-plate1-slot3,U:\Data\20240911_Korra_Foundation\20250311_mem_histone\fish5_72hpf,,,
cluster_linked,IMG_CLT_20250310_01,2025-03-10,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_011,ef1a:mTFP1 and ef1a:mBeRFP,"","","",,,"tdmSG,tdmStayGold",225,,,,2025-03-11,,20250311-plate1,20250311-plate1-slot1,U:\Data\20240911_Korra_Foundation\20250311_mem_histone\fish1_24hpf,,,
cluster_linked,IMG_CLT_20250310_01,2025-03-10,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_011,ef1a:mTFP1 and ef1a:mBeRFP,"","","",,,"tdmSG,tdmStayGold",226,,,,2025-03-11,,20250311-plate1,20250311-plate1-slot2,U:\Data\20240911_Korra_Foundation\20250311_mem_histone\fish2_24hpf,,,
cluster_linked,IMG_CLT_20250310_01,2025-03-10,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_011,ef1a:mTFP1 and ef1a:mBeRFP,"","","",,,"tdmSG,tdmStayGold",227,,,,2025-03-10,,20250310-plate1,20250310-plate1-slot1,U:\Data\20240911_Korra_Foundation\20250310_mem,,,
cluster_linked,IMG_CLT_20250312_01,2025-03-12,pDQM005_301_310,"pDQM005,pDQM034","pDQM005:301,pDQM034:310",pDQM005(301)/pDQM034(310),"Electra2,mCitrine,mKate2,mKOK,mTFP1,tdmSG,tdmStayGold","",IMG_TRT_012,phiC,"","","",,,"Electra2,mCitrine,mKate2,mKOK,mTFP1,tdmSG,tdmStayGold",214,,,,2025-03-14,,20250314-plate1,20250314-plate1-slot1,U:\Data\20240911_Korra_Foundation\20250313_mSG_skittles\fish3_24hpf,,,
cluster_linked,IMG_CLT_20250312_01,2025-03-12,pDQM005_301_310,"pDQM005,pDQM034","pDQM005:301,pDQM034:310",pDQM005(301)/pDQM034(310),"Electra2,mCitrine,mKate2,mKOK,mTFP1,tdmSG,tdmStayGold","",IMG_TRT_012,phiC,"","","",,,"Electra2,mCitrine,mKate2,mKOK,mTFP1,tdmSG,tdmStayGold",215,,,,2025-03-14,,20250314-plate1,20250314-plate1-slot2,U:\Data\20240911_Korra_Foundation\20250313_mSG_skittles\fish4_24hpf,,,
cluster_linked,IMG_CLT_20250312_01,2025-03-12,pDQM005_301_310,"pDQM005,pDQM034","pDQM005:301,pDQM034:310",pDQM005(301)/pDQM034(310),"Electra2,mCitrine,mKate2,mKOK,mTFP1,tdmSG,tdmStayGold","",IMG_TRT_012,phiC,"","","",,,"Electra2,mCitrine,mKate2,mKOK,mTFP1,tdmSG,tdmStayGold",218,,,,2025-03-13,,20250313-plate1,20250313-plate1-slot1,U:\Data\20240911_Korra_Foundation\20250313_mSG_skittles\fish1_24hpf,,,
cluster_linked,IMG_CLT_20250312_01,2025-03-12,pDQM005_301_310,"pDQM005,pDQM034","pDQM005:301,pDQM034:310",pDQM005(301)/pDQM034(310),"Electra2,mCitrine,mKate2,mKOK,mTFP1,tdmSG,tdmStayGold","",IMG_TRT_012,phiC,"","","",,,"Electra2,mCitrine,mKate2,mKOK,mTFP1,tdmSG,tdmStayGold",219,,,,2025-03-13,,20250313-plate1,20250313-plate1-slot2,U:\Data\20240911_Korra_Foundation\20250313_mSG_skittles\fish2_24hpf,,,
cluster_linked,IMG_CLT_20250313_01,2025-03-13,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_013,mScarlet3-S2:H2B,"","","",,,"tdmSG,tdmStayGold",216,,,,2025-03-14,,20250314-plate1,20250314-plate1-slot3,U:\Data\20240911_Korra_Foundation\20250314_mem_histone\fish1_24hpf,,,
cluster_linked,IMG_CLT_20250313_01,2025-03-13,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_013,mScarlet3-S2:H2B,"","","",,,"tdmSG,tdmStayGold",217,,,,2025-03-14,,20250314-plate1,20250314-plate1-slot4,U:\Data\20240911_Korra_Foundation\20250314_mem_histone\fish2_24hpf,,,
cluster_linked,IMG_CLT_20250314_01,2025-03-14,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_013,mScarlet3-S2:H2B,"","","",,,"tdmSG,tdmStayGold",209,,,,2025-03-18,,20250318-plate1,20250318-plate1-slot1,U:\Data\20240911_Korra_Foundation\20250317_mem_histone\fish3_96hpf,,,
cluster_linked,IMG_CLT_20250314_01,2025-03-14,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_013,mScarlet3-S2:H2B,"","","",,,"tdmSG,tdmStayGold",212,,,,2025-03-17,,20250317-plate1,20250317-plate1-slot1,U:\Data\20240911_Korra_Foundation\20250317_mem_histone\fish1_72hpf,,,
cluster_linked,IMG_CLT_20250314_01,2025-03-14,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_013,mScarlet3-S2:H2B,"","","",,,"tdmSG,tdmStayGold",213,,,,2025-03-17,,20250317-plate1,20250317-plate1-slot2,U:\Data\20240911_Korra_Foundation\20250317_mem_histone\fish2_72hpf,,,
cluster_linked,IMG_CLT_20250317_01,2025-03-17,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_013,mScarlet3-S2:H2B,"","","",,,"tdmSG,tdmStayGold",202,,,,2025-03-21,,20250321-plate1,20250321-plate1-slot3,,,,
cluster_linked,IMG_CLT_20250317_01,2025-03-17,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_013,mScarlet3-S2:H2B,"","","",,,"tdmSG,tdmStayGold",203,,,,2025-03-21,,20250321-plate1,20250321-plate1-slot2,,,,
cluster_linked,IMG_CLT_20250317_01,2025-03-17,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_013,mScarlet3-S2:H2B,"","","",,,"tdmSG,tdmStayGold",205,,,,2025-03-20,,20250320-plate1,20250320-plate1-slot1,U:\Data\20240911_Korra_Foundation\20250317_mem_histone\fish7_48hpf,,,
cluster_linked,IMG_CLT_20250317_01,2025-03-17,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_013,mScarlet3-S2:H2B,"","","",,,"tdmSG,tdmStayGold",206,,,,2025-03-20,,20250320-plate1,20250320-plate1-slot2,U:\Data\20240911_Korra_Foundation\20250317_mem_histone\fish8_48hpf,,,
cluster_linked,IMG_CLT_20250317_01,2025-03-17,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_013,mScarlet3-S2:H2B,"","","",,,"tdmSG,tdmStayGold",207,,,,2025-03-19,,20250319-plate1,20250319-plate1-slot1,U:\Data\20240911_Korra_Foundation\20250317_mem_histone\fish5_48hpf,,,
cluster_linked,IMG_CLT_20250317_01,2025-03-17,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_013,mScarlet3-S2:H2B,"","","",,,"tdmSG,tdmStayGold",208,,,,2025-03-19,,20250319-plate1,20250319-plate1-slot2,U:\Data\20240911_Korra_Foundation\20250317_mem_histone\fish6_48hpf,,,
cluster_linked,IMG_CLT_20250317_01,2025-03-17,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_013,mScarlet3-S2:H2B,"","","",,,"tdmSG,tdmStayGold",210,,,,2025-03-18,,20250318-plate1,20250318-plate1-slot2,U:\Data\20240911_Korra_Foundation\20250317_mem_histone\fish4_24hpf,,,
cluster_linked,IMG_CLT_20250317_01,2025-03-17,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_013,mScarlet3-S2:H2B,"","","",,,"tdmSG,tdmStayGold",211,,,,2025-03-18,,20250318-plate1,20250318-plate1-slot3,,,,
cluster_linked,IMG_CLT_20250321_01,2025-03-21,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_013,mScarlet3-S2:H2B,"","","",,,"tdmSG,tdmStayGold",200,,,,2025-03-24,,20250324-plate1,20250324-plate1-slot1,U:\Data\20240911_Korra_Foundation\20250324_mem_histone\fish1_72hpf,,,
cluster_linked,IMG_CLT_20250321_01,2025-03-21,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_013,mScarlet3-S2:H2B,"","","",,,"tdmSG,tdmStayGold",201,,,,2025-03-24,,20250324-plate1,20250324-plate1-slot2,U:\Data\20240911_Korra_Foundation\20250324_mem_histone\fish2_72hpf,,,
cluster_linked,IMG_CLT_20250324_01,2025-03-24,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_013,mScarlet3-S2:H2B,"","","",,,"tdmSG,tdmStayGold",198,,,,2025-03-26,,20250326-plate1,20250326-plate1-slot1,U:\Data\20240911_Korra_Foundation\20250324_mem_histone\fish4_24hpf,,,
cluster_linked,IMG_CLT_20250324_01,2025-03-24,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_013,mScarlet3-S2:H2B,"","","",,,"tdmSG,tdmStayGold",199,,,,2025-03-25,,20250325-plate1,20250325-plate1-slot1,U:\Data\20240911_Korra_Foundation\20250324_mem_histone\fish3_24hpf,,,
cluster_linked,IMG_CLT_20250326_01,2025-03-26,pDQM005_301_318,"pDQM005,pDQM036","pDQM005:301,pDQM036:318",pDQM005(301)/pDQM036(318),"tdmSG,tdmStayGold","",IMG_TRT_012,phiC,"","","",,,"tdmSG,tdmStayGold",193,,,,2025-03-28,,20250328-plate1,20250328-plate1-slot1,U:\Data\20240911_Korra_Foundation\20250327_mem_skittles\fish3_48hpf,,,
cluster_linked,IMG_CLT_20250326_01,2025-03-26,pDQM005_301_318,"pDQM005,pDQM036","pDQM005:301,pDQM036:318",pDQM005(301)/pDQM036(318),"tdmSG,tdmStayGold","",IMG_TRT_012,phiC,"","","",,,"tdmSG,tdmStayGold",194,,,,2025-03-28,,20250328-plate1,20250328-plate1-slot2,U:\Data\20240911_Korra_Foundation\20250327_mem_skittles\fish4_48hpf,,,
cluster_linked,IMG_CLT_20250326_01,2025-03-26,pDQM005_301_318,"pDQM005,pDQM036","pDQM005:301,pDQM036:318",pDQM005(301)/pDQM036(318),"tdmSG,tdmStayGold","",IMG_TRT_012,phiC,"","","",,,"tdmSG,tdmStayGold",195,,,,2025-03-27,,20250327-plate1,20250327-plate1-slot3,U:\Data\20240911_Korra_Foundation\20250327_mem_skittles\fish5_48hpf,,,
cluster_linked,IMG_CLT_20250326_01,2025-03-26,pDQM005_301_318,"pDQM005,pDQM036","pDQM005:301,pDQM036:318",pDQM005(301)/pDQM036(318),"tdmSG,tdmStayGold","",IMG_TRT_012,phiC,"","","",,,"tdmSG,tdmStayGold",196,,,,2025-03-27,,20250327-plate1,20250327-plate1-slot1,U:\Data\20240911_Korra_Foundation\20250327_mem_skittles\fish1_24hpf,,,
cluster_linked,IMG_CLT_20250326_01,2025-03-26,pDQM005_301_318,"pDQM005,pDQM036","pDQM005:301,pDQM036:318",pDQM005(301)/pDQM036(318),"tdmSG,tdmStayGold","",IMG_TRT_012,phiC,"","","",,,"tdmSG,tdmStayGold",197,,,,2025-03-27,,20250327-plate1,20250327-plate1-slot2,U:\Data\20240911_Korra_Foundation\20250327_mem_skittles\fish2_24hpf,,,
cluster_linked,IMG_CLT_20250328_01,2025-03-28,pDQM005_308,pDQM005,pDQM005:308,pDQM005(308),"tdmSG,tdmStayGold","",IMG_TRT_013,mScarlet3-S2:H2B,"","","",,,"tdmSG,tdmStayGold",192,,,,2025-03-31,,20250331-plate1,20250331-plate1-slot1,,,,
cluster_linked,IMG_CLT_20250331_01,2025-03-31,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_013,mScarlet3-S2:H2B,"","","",,,"tdmSG,tdmStayGold",191,,,,2025-04-01,,20250401-plate1,20250401-plate1-slot1,U:\Data\20240911_Korra_Foundation\20250401_mem_histone\fish1_24hpf,,,
cluster_linked,IMG_CLT_20250403_01,2025-04-03,pDQM005_301_318,"pDQM005,pDQM036","pDQM005:301,pDQM036:318",pDQM005(301)/pDQM036(318),"tdmSG,tdmStayGold","",IMG_TRT_014,phiC; phiC-NLS,"","","",,,"tdmSG,tdmStayGold",188,,,,2025-04-07,,20250407-plate1,20250407-plate1-slot1,U:\Data\20240911_Korra_Foundation\20250401_mem_skittles\fish1_96hpf,,,
cluster_linked,IMG_CLT_20250403_01,2025-04-03,pDQM005_301_318,"pDQM005,pDQM036","pDQM005:301,pDQM036:318",pDQM005(301)/pDQM036(318),"tdmSG,tdmStayGold","",IMG_TRT_014,phiC; phiC-NLS,"","","",,,"tdmSG,tdmStayGold",189,,,,2025-04-04,,20250404-plate1,20250404-plate1-slot1,U:\Data\20240911_Korra_Foundation\20250401_mem_skittles\fish1_24hpf\roi1,,,
cluster_linked,IMG_CLT_20250409_01,2025-04-09,,,,,,,IMG_TRT_015,2xCox8A:mSG; 2xLynk:mChilada; LAMP1:mSG,MGCO-15,"","",mStayGold,LAMP1,mStayGold,184,,,,2025-04-11,,20250411-plate1,20250411-plate1-slot1,"U:\Data\20240911_Korra_Foundation\20250410_organelle\fish4-5,, mitochondria",,,
cluster_linked,IMG_CLT_20250409_01,2025-04-09,,,,,,,IMG_TRT_015,2xCox8A:mSG; 2xLynk:mChilada; LAMP1:mSG,MGCO-15,"","",mStayGold,LAMP1,mStayGold,185,,,,2025-04-10,,20250410-plate1,20250410-plate1-slot1,"U:\Data\20240911_Korra_Foundation\20250410_organelle\fish1-fish3, lysosome",,,
cluster_linked,IMG_CLT_20250411_01,2025-04-11,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_013,mScarlet3-S2:H2B,"","","",,,"tdmSG,tdmStayGold",183,,,,2025-04-14,,20250414-plate1,20250414-plate1-slot1,U:\Data\20240911_Korra_Foundation\20250414_mem_histone\fish1_72hpf,,,
cluster_linked,IMG_CLT_20250414_01,2025-04-14,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_013,mScarlet3-S2:H2B,"","","",,,"tdmSG,tdmStayGold",182,,,,2025-04-15,,20250415-plate1,20250415-plate1-slot1,,,,
cluster_linked,IMG_CLT_20250417_01,2025-04-17,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_013,mScarlet3-S2:H2B,"","","",,,"tdmSG,tdmStayGold",181,,,,2025-04-18,,20250418-plate1,20250418-plate1-slot1,U:\Data\20240911_Korra_Foundation\20250418_mem_histone\fish1_newLLStest,,,
cluster_linked,IMG_CLT_20250418_01,2025-04-18,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_013,mScarlet3-S2:H2B,"","","",,,"tdmSG,tdmStayGold",180,,,,2025-04-21,,20250421-plate1,20250421-plate1-slot1,U:\Data\20240911_Korra_Foundation\20250421_mem_histone\fish1_72hpf,,,
cluster_linked,IMG_CLT_20250421_01,2025-04-21,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_013,mScarlet3-S2:H2B,"","","",,,"tdmSG,tdmStayGold",177,,,,2025-04-23,,20250423-plate1,20250423-plate1-slot1,U:\Data\20240911_Korra_Foundation\20250421_mem_histone\fish4_48hpf,,,
cluster_linked,IMG_CLT_20250421_01,2025-04-21,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_013,mScarlet3-S2:H2B,"","","",,,"tdmSG,tdmStayGold",178,,,,2025-04-22,,20250422-plate1,20250422-plate1-slot1,U:\Data\20240911_Korra_Foundation\20250421_mem_histone\fish2_24hpf,,,
cluster_linked,IMG_CLT_20250421_01,2025-04-21,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_013,mScarlet3-S2:H2B,"","","",,,"tdmSG,tdmStayGold",179,,,,2025-04-22,,20250422-plate1,20250422-plate1-slot2,U:\Data\20240911_Korra_Foundation\20250421_mem_histone\fish3_24hpf,,,
cluster_linked,IMG_CLT_20250426_01,2025-04-26,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_013,mScarlet3-S2:H2B,"","","",,,"tdmSG,tdmStayGold",173,,,,2025-04-28,,20250428-plate1,20250428-plate1-slot1,X:\abcabc\Korra_Foundation\20250428_mem_histone\fish1_72hpf,,,
cluster_linked,IMG_CLT_20250428_01,2025-04-28,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_017,ef1a:mGold2s,"","","",,,"tdmSG,tdmStayGold",170,,,,2025-04-30,,20250430-plate1,20250430-plate1-slot1,X:\abcabc\Korra_Foundation\20250429_mem_cytosol\fish2_48hpf,,,
cluster_linked,IMG_CLT_20250428_01,2025-04-28,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_017,ef1a:mGold2s,"","","",,,"tdmSG,tdmStayGold",172,,,,2025-04-29,,20250429-plate1,20250429-plate1-slot1,X:\abcabc\Korra_Foundation\20250429_mem_cytosol\fish1_24hpf,,,
cluster_linked,IMG_CLT_20250504_01,2025-05-04,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_013,mScarlet3-S2:H2B,"","","",,,"tdmSG,tdmStayGold",168,,,,2025-05-05,,20250505-plate1,20250505-plate1-slot1,X:\abcabc\Korra_Foundation\20250505_fish_transplant\0505_fish1_14somite,,,
cluster_linked,IMG_CLT_20250505_01,2025-05-05,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_018,2xLynk:mScarlet3-S2; LAMP1:mSG; Vimentin:Halo,MGCO-15,"","",mStayGold,LAMP1,"tdmSG,tdmStayGold,mStayGold",166,,,,2025-05-06,,20250506-plate1,20250506-plate1-slot1,X:\abcabc\Korra_Foundation\20250505_fish_transplant\0506_fish1_memSG_lamp-SG_transmSC_14somite,,,
cluster_linked,IMG_CLT_20250505_01,2025-05-05,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_018,2xLynk:mScarlet3-S2; LAMP1:mSG; Vimentin:Halo,MGCO-15,"","",mStayGold,LAMP1,"tdmSG,tdmStayGold,mStayGold",167,,,,2025-05-06,,20250506-plate1,20250506-plate1-slot2,X:\abcabc\Korra_Foundation\20250505_fish_transplant\0506_fish2_memSG_vemHalo_transmSC,,,
cluster_linked,IMG_CLT_20250520_01,2025-05-20,pDQM034_309_318,"pDQM034,pDQM036","pDQM036:318,pDQM034:309",pDQM036(318)/pDQM034(309),"Electra2,mCitrine,mKate2,mKOK,mTFP1","",IMG_TRT_022,phiC-NLS,"","","",,,"Electra2,mCitrine,mKate2,mKOK,mTFP1",154,,,,2025-05-21,,20250521-plate1,20250521-plate1-slot1,X:\abcabc\Korra_Foundation\20250521_skittles_no-membrane,,,
cluster_linked,IMG_CLT_20250522_01,2025-05-22,pDQM005_302,pDQM005,pDQM005:302,pDQM005(302),"tdmSG,tdmStayGold","",IMG_TRT_013,mScarlet3-S2:H2B,"","","",,,"tdmSG,tdmStayGold",151,,,,2025-05-23,,20250523-plate1,20250523-plate1-slot1,X:\abcabc\Korra_Foundation\20250523_mem_histone\fish1-4,,,
cluster_linked,IMG_CLT_20250527_01,2025-05-27,pDQM005_302,pDQM005,pDQM005:302,pDQM005(302),"tdmSG,tdmStayGold","",IMG_TRT_013,mScarlet3-S2:H2B,"","","",,,"tdmSG,tdmStayGold",145,,,,2025-05-29,,20250529-plate1,20250529-plate1-slot1,X:\abcabc\Korra_Foundation\20250528_mem-histone\fish1,,,
cluster_linked,IMG_CLT_20250527_01,2025-05-27,pDQM005_302,pDQM005,pDQM005:302,pDQM005(302),"tdmSG,tdmStayGold","",IMG_TRT_013,mScarlet3-S2:H2B,"","","",,,"tdmSG,tdmStayGold",148,,,,2025-05-28,,20250528-plate1,20250528-plate1-slot1,X:\abcabc\Korra_Foundation\20250528_mem-histone\fish2,,,
cluster_linked,IMG_CLT_20250527_01,2025-05-27,pDQM005_302,pDQM005,pDQM005:302,pDQM005(302),"tdmSG,tdmStayGold","",IMG_TRT_013,mScarlet3-S2:H2B,"","","",,,"tdmSG,tdmStayGold",149,,,,2025-05-28,,20250528-plate1,20250528-plate1-slot2,X:\abcabc\Korra_Foundation\20250528_mem-histone\fish3,,,
cluster_linked,IMG_CLT_20250528_01,2025-05-28,pDQM034_310_316,"pDQM034,pDQM059","pDQM059:316,pDQM034:310",pDQM059(316)/pDQM034(310),"Electra2,gfp,GFP,mCitrine,mKate2,mKOK,mTFP1","",IMG_TRT_024,2xLynk:mSG; mChilada:H2B; phiC-NLS,"","","",,,"Electra2,gfp,GFP,mCitrine,mKate2,mKOK,mTFP1",146,,,,2025-05-29,,20250529-plate1,20250529-plate1-slot2,X:\abcabc\Korra_Foundation\20250529_skittlez,,,
cluster_linked,IMG_CLT_20250528_02,2025-05-28,pDQM005_302,pDQM005,pDQM005:302,pDQM005(302),"tdmSG,tdmStayGold","",IMG_TRT_013,mScarlet3-S2:H2B,"","","",,,"tdmSG,tdmStayGold",144,,,,2025-05-30,,20250530-plate1,20250530-plate1-slot1,X:\abcabc\Korra_Foundation\20250530_mem-histone\,,,
cluster_linked,IMG_CLT_20250530_01,2025-05-30,pDQM005_302,pDQM005,pDQM005:302,pDQM005(302),"tdmSG,tdmStayGold","",IMG_TRT_023,IMG_TRT_023,"","","",,,"tdmSG,tdmStayGold",143,,,,2025-06-02,,20250602-plate1,20250602-plate1-slot1,X:\abcabc\Korra_Foundation\20250602_mem,,,
cluster_linked,IMG_CLT_20250602_01,2025-06-02,pDQM034_317_321,"pDQM034,pDQM059","pDQM059:321,pDQM034:317",pDQM059(321)/pDQM034(317),"Electra2,gfp,GFP,mCitrine,mKate2,mKOK,mTFP1","",IMG_TRT_025,2xLynk:mSG; phiC-NLS,"","","",,,"Electra2,gfp,GFP,mCitrine,mKate2,mKOK,mTFP1",142,,,,2025-06-03,,20250603-plate1,20250603-plate1-slot1,X:\abcabc\Korra_Foundation\20250603_skittlez,,,
cluster_linked,IMG_CLT_20250604_01,2025-06-04,pDQM034_309_318,"pDQM034,pDQM036","pDQM036:318,pDQM034:309",pDQM036(318)/pDQM034(309),"Electra2,mCitrine,mKate2,mKOK,mTFP1","",IMG_TRT_025,2xLynk:mSG; phiC-NLS,"","","",,,"Electra2,mCitrine,mKate2,mKOK,mTFP1",141,,,,2025-06-05,,20250605-plate1,20250605-plate1-slot1,X:\abcabc\Korra_Foundation\20250605_skittlez,,,
cluster_linked,IMG_CLT_20250605_01,2025-06-05,pDQM034_310_316,"pDQM034,pDQM059","pDQM059:316,pDQM034:310",pDQM059(316)/pDQM034(310),"Electra2,gfp,GFP,mCitrine,mKate2,mKOK,mTFP1","",IMG_TRT_025,2xLynk:mSG; phiC-NLS,"","","",,,"Electra2,gfp,GFP,mCitrine,mKate2,mKOK,mTFP1",140,,,,2025-06-06,,20250606-plate1,20250606-plate1-slot1,X:\abcabc\Korra_Foundation\20250606_skittlez,,,
cluster_linked,IMG_CLT_20250606_01,2025-06-06,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_013,mScarlet3-S2:H2B,"","","",,,"tdmSG,tdmStayGold",139,,,,2025-06-09,,20250609-plate1,20250609-plate1-slot1,X:\abcabc\Korra_Foundation\20250609_mem-histone\fish11_72hpf_roi1,,,
cluster_linked,IMG_CLT_20250609_01,2025-06-09,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_013,mScarlet3-S2:H2B,"","","",,,"tdmSG,tdmStayGold",137,,,,2025-06-10,,20250610-plate1,20250610-plate1-slot1,X:\abcabc\Korra_Foundation\20250609_mem-histone\fish2_24hpf_roi1-2,,,
