dataset_source,clutch_code,clutch_date,genotype_cross_label,genotype_base_codes,genotype_allele_codes,genotype_pretty,genotype_marker_fluor_codes,genotype_marker_tag_codes,treat_code,treat_text,treatment_plasmid_base_codes,treatment_rna_base_codes,treatment_dye_base_codes,treatment_marker_fluor_codes,treatment_marker_tag_codes,all_marker_fluor_codes,sheet_row_index,birthday_filled,parent_female_filled,parent_male_filled,date_mount,mount_id,plate_id_filled,slot_id_filled,data_location_filled,roi_index,roi_name,data_path
mem_histone,IMG_CLT_20250226_01,2025-02-26,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_006,mYH:H2B (80 and 120 pg),"","","",,,"tdmSG,tdmStayGold",246,2025-02-26,casper/rnf,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),2025-02-27,,SYN_20250227_plate1,SYN_20250227_plate1-slot1,U:\Data\20240911_Korra_Foundation\20250225_mem_histone\fish10_24hpf,1,U:\Data\20240911_Korra_Foundation\20250225_mem_histone\fish10_24hpf,U:\Data\20240911_Korra_Foundation\20250225_mem_histone\fish10_24hpf
mem_histone,IMG_CLT_20250226_01,2025-02-26,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_006,mYH:H2B (80 and 120 pg),"","","",,,"tdmSG,tdmStayGold",247,2025-02-26,casper/rnf,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),2025-02-27,,SYN_20250227_plate1,SYN_20250227_plate1-slot1,U:\Data\20240911_Korra_Foundation\20250225_mem_histone\fish11_24hpf,1,U:\Data\20240911_Korra_Foundation\20250225_mem_histone\fish11_24hpf,U:\Data\20240911_Korra_Foundation\20250225_mem_histone\fish11_24hpf
mem_histone,IMG_CLT_20250226_01,2025-02-26,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_006,mYH:H2B (80 and 120 pg),"","","",,,"tdmSG,tdmStayGold",248,2025-02-26,casper/rnf,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),2025-02-27,,SYN_20250227_plate1,SYN_20250227_plate1-slot1,U:\Data\20240911_Korra_Foundation\20250225_mem_histone\fish12_24hpf,1,U:\Data\20240911_Korra_Foundation\20250225_mem_histone\fish12_24hpf,U:\Data\20240911_Korra_Foundation\20250225_mem_histone\fish12_24hpf
mem_histone,IMG_CLT_20250228_01,2025-02-28,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_006,mYH:H2B (80 and 120 pg),"","","",,,"tdmSG,tdmStayGold",238,2025-02-28,casper/rnf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),2025-03-03,,SYN_20250303_plate1,SYN_20250303_plate1-slot1,U:\Data\20240911_Korra_Foundation\20250303_mem_histone\fish1_72hpf,1,U:\Data\20240911_Korra_Foundation\20250303_mem_histone\fish1_72hpf,U:\Data\20240911_Korra_Foundation\20250303_mem_histone\fish1_72hpf
mem_histone,IMG_CLT_20250228_01,2025-02-28,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_006,mYH:H2B (80 and 120 pg),"","","",,,"tdmSG,tdmStayGold",239,2025-02-28,casper/rnf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),2025-03-03,,SYN_20250303_plate1,SYN_20250303_plate1-slot1,U:\Data\20240911_Korra_Foundation\20250303_mem_histone\fish2_72hpf,1,U:\Data\20240911_Korra_Foundation\20250303_mem_histone\fish2_72hpf,U:\Data\20240911_Korra_Foundation\20250303_mem_histone\fish2_72hpf
mem_histone,IMG_CLT_20250228_01,2025-02-28,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_006,mYH:H2B (80 and 120 pg),"","","",,,"tdmSG,tdmStayGold",240,2025-02-28,casper/rnf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),2025-03-03,,SYN_20250303_plate1,SYN_20250303_plate1-slot1,U:\Data\20240911_Korra_Foundation\20250303_mem_histone\fish3_72hpf,1,U:\Data\20240911_Korra_Foundation\20250303_mem_histone\fish3_72hpf,U:\Data\20240911_Korra_Foundation\20250303_mem_histone\fish3_72hpf
mem_histone,IMG_CLT_20250303_01,2025-03-03,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_009,mYH:H2B,"","","",,,"tdmSG,tdmStayGold",229,2025-03-03,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),2025-03-06,,SYN_20250306_plate1,SYN_20250306_plate1-slot1,U:\Data\20240911_Korra_Foundation\20250303_mem_histone\fish9_48hpf,1,U:\Data\20240911_Korra_Foundation\20250303_mem_histone\fish9_48hpf,U:\Data\20240911_Korra_Foundation\20250303_mem_histone\fish9_48hpf
mem_histone,IMG_CLT_20250303_01,2025-03-03,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_009,mYH:H2B,"","","",,,"tdmSG,tdmStayGold",230,2025-03-03,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),2025-03-06,,SYN_20250306_plate1,SYN_20250306_plate1-slot1,U:\Data\20240911_Korra_Foundation\20250303_mem_histone\fish10_48hpf,1,U:\Data\20240911_Korra_Foundation\20250303_mem_histone\fish10_48hpf,U:\Data\20240911_Korra_Foundation\20250303_mem_histone\fish10_48hpf
mem_histone,IMG_CLT_20250303_01,2025-03-03,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_009,mYH:H2B,"","","",,,"tdmSG,tdmStayGold",232,2025-03-03,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),2025-03-05,,SYN_20250305_plate1,SYN_20250305_plate1-slot1,U:\Data\20240911_Korra_Foundation\20250303_mem_histone\fish6_48hpf,1,U:\Data\20240911_Korra_Foundation\20250303_mem_histone\fish6_48hpf,U:\Data\20240911_Korra_Foundation\20250303_mem_histone\fish6_48hpf
mem_histone,IMG_CLT_20250303_01,2025-03-03,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_009,mYH:H2B,"","","",,,"tdmSG,tdmStayGold",234,2025-03-03,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),2025-03-05,,SYN_20250305_plate1,SYN_20250305_plate1-slot1,U:\Data\20240911_Korra_Foundation\20250303_mem_histone\fish7_48hpf,1,U:\Data\20240911_Korra_Foundation\20250303_mem_histone\fish7_48hpf,U:\Data\20240911_Korra_Foundation\20250303_mem_histone\fish7_48hpf
mem_histone,IMG_CLT_20250303_01,2025-03-03,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_009,mYH:H2B,"","","",,,"tdmSG,tdmStayGold",235,2025-03-03,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),2025-03-05,,SYN_20250305_plate1,SYN_20250305_plate1-slot1,U:\Data\20240911_Korra_Foundation\20250303_mem_histone\fish8_48hpf,1,U:\Data\20240911_Korra_Foundation\20250303_mem_histone\fish8_48hpf,U:\Data\20240911_Korra_Foundation\20250303_mem_histone\fish8_48hpf
mem_histone,IMG_CLT_20250303_01,2025-03-03,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_009,mYH:H2B,"","","",,,"tdmSG,tdmStayGold",236,2025-03-03,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),2025-03-04,,SYN_20250304_plate1,SYN_20250304_plate1-slot1,U:\Data\20240911_Korra_Foundation\20250303_mem_histone\fish4_24hpf,1,U:\Data\20240911_Korra_Foundation\20250303_mem_histone\fish4_24hpf,U:\Data\20240911_Korra_Foundation\20250303_mem_histone\fish4_24hpf
mem_histone,IMG_CLT_20250303_01,2025-03-03,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_009,mYH:H2B,"","","",,,"tdmSG,tdmStayGold",237,2025-03-03,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),2025-03-04,,SYN_20250304_plate1,SYN_20250304_plate1-slot1,U:\Data\20240911_Korra_Foundation\20250303_mem_histone\fish5_24hpf,1,U:\Data\20240911_Korra_Foundation\20250303_mem_histone\fish5_24hpf,U:\Data\20240911_Korra_Foundation\20250303_mem_histone\fish5_24hpf
mem_histone,IMG_CLT_20250305_01,2025-03-05,pDQM034_310,pDQM034,pDQM034:310,pDQM034(310),"Electra2,mCitrine,mKate2,mKOK,mTFP1","",IMG_TRT_010,2xLynk:mSG; phiC,"","","",,,"Electra2,mCitrine,mKate2,mKOK,mTFP1",231,2025-03-05,casper/rnf,ef1a:<cryaa:mSc>mKate2/mCitrine/Electra2/mKOK/mTFP1 (F1 of allele 309),2025-03-06,,SYN_20250306_plate1,SYN_20250306_plate1-slot1,U:\Data\20240911_Korra_Foundation\20250306_skittle_mem-mSG\fish1_24hpf,1,U:\Data\20240911_Korra_Foundation\20250306_skittle_mem-mSG\fish1_24hpf,U:\Data\20240911_Korra_Foundation\20250306_skittle_mem-mSG\fish1_24hpf
mem_histone,IMG_CLT_20250310_01,2025-03-10,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_011,ef1a:mTFP1 and ef1a:mBeRFP,"","","",,,"tdmSG,tdmStayGold",220,2025-03-10,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),2025-03-12,,SYN_20250312_plate1,SYN_20250312_plate1-slot1,U:\Data\20240911_Korra_Foundation\20250311_mem_histone\fish3_48hpf,1,U:\Data\20240911_Korra_Foundation\20250311_mem_histone\fish3_48hpf,U:\Data\20240911_Korra_Foundation\20250311_mem_histone\fish3_48hpf
mem_histone,IMG_CLT_20250310_01,2025-03-10,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_011,ef1a:mTFP1 and ef1a:mBeRFP,"","","",,,"tdmSG,tdmStayGold",223,2025-03-10,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),2025-03-12,,SYN_20250312_plate1,SYN_20250312_plate1-slot1,U:\Data\20240911_Korra_Foundation\20250311_mem_histone\fish4_72hpf,1,U:\Data\20240911_Korra_Foundation\20250311_mem_histone\fish4_72hpf,U:\Data\20240911_Korra_Foundation\20250311_mem_histone\fish4_72hpf
mem_histone,IMG_CLT_20250310_01,2025-03-10,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_011,ef1a:mTFP1 and ef1a:mBeRFP,"","","",,,"tdmSG,tdmStayGold",224,2025-03-10,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),2025-03-12,,SYN_20250312_plate1,SYN_20250312_plate1-slot1,U:\Data\20240911_Korra_Foundation\20250311_mem_histone\fish5_72hpf,1,U:\Data\20240911_Korra_Foundation\20250311_mem_histone\fish5_72hpf,U:\Data\20240911_Korra_Foundation\20250311_mem_histone\fish5_72hpf
mem_histone,IMG_CLT_20250310_01,2025-03-10,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_011,ef1a:mTFP1 and ef1a:mBeRFP,"","","",,,"tdmSG,tdmStayGold",225,2025-03-10,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),2025-03-11,,SYN_20250311_plate1,SYN_20250311_plate1-slot1,U:\Data\20240911_Korra_Foundation\20250311_mem_histone\fish1_24hpf,1,U:\Data\20240911_Korra_Foundation\20250311_mem_histone\fish1_24hpf,U:\Data\20240911_Korra_Foundation\20250311_mem_histone\fish1_24hpf
mem_histone,IMG_CLT_20250310_01,2025-03-10,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_011,ef1a:mTFP1 and ef1a:mBeRFP,"","","",,,"tdmSG,tdmStayGold",226,2025-03-10,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),2025-03-11,,SYN_20250311_plate1,SYN_20250311_plate1-slot1,U:\Data\20240911_Korra_Foundation\20250311_mem_histone\fish2_24hpf,1,U:\Data\20240911_Korra_Foundation\20250311_mem_histone\fish2_24hpf,U:\Data\20240911_Korra_Foundation\20250311_mem_histone\fish2_24hpf
mem_histone,IMG_CLT_20250310_01,2025-03-10,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_011,ef1a:mTFP1 and ef1a:mBeRFP,"","","",,,"tdmSG,tdmStayGold",227,2025-03-10,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),2025-03-10,,SYN_20250310_plate1,SYN_20250310_plate1-slot1,U:\Data\20240911_Korra_Foundation\20250310_mem,1,U:\Data\20240911_Korra_Foundation\20250310_mem,U:\Data\20240911_Korra_Foundation\20250310_mem
mem_histone,IMG_CLT_20250312_01,2025-03-12,pDQM005_301_310,"pDQM005,pDQM034","pDQM005:301,pDQM034:310",pDQM005(301)/pDQM034(310),"Electra2,mCitrine,mKate2,mKOK,mTFP1,tdmSG,tdmStayGold","",IMG_TRT_012,phiC,"","","",,,"Electra2,mCitrine,mKate2,mKOK,mTFP1,tdmSG,tdmStayGold",214,2025-03-12,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:<cryaa:mSc>mKate2/mCitrine/Electra2/mKOK/mTFP1 (F1 of allele 309),2025-03-14,,SYN_20250314_plate1,SYN_20250314_plate1-slot1,U:\Data\20240911_Korra_Foundation\20250313_mSG_skittles\fish3_24hpf,1,U:\Data\20240911_Korra_Foundation\20250313_mSG_skittles\fish3_24hpf,U:\Data\20240911_Korra_Foundation\20250313_mSG_skittles\fish3_24hpf
mem_histone,IMG_CLT_20250312_01,2025-03-12,pDQM005_301_310,"pDQM005,pDQM034","pDQM005:301,pDQM034:310",pDQM005(301)/pDQM034(310),"Electra2,mCitrine,mKate2,mKOK,mTFP1,tdmSG,tdmStayGold","",IMG_TRT_012,phiC,"","","",,,"Electra2,mCitrine,mKate2,mKOK,mTFP1,tdmSG,tdmStayGold",215,2025-03-12,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:<cryaa:mSc>mKate2/mCitrine/Electra2/mKOK/mTFP1 (F1 of allele 309),2025-03-14,,SYN_20250314_plate1,SYN_20250314_plate1-slot1,U:\Data\20240911_Korra_Foundation\20250313_mSG_skittles\fish4_24hpf,1,U:\Data\20240911_Korra_Foundation\20250313_mSG_skittles\fish4_24hpf,U:\Data\20240911_Korra_Foundation\20250313_mSG_skittles\fish4_24hpf
mem_histone,IMG_CLT_20250312_01,2025-03-12,pDQM005_301_310,"pDQM005,pDQM034","pDQM005:301,pDQM034:310",pDQM005(301)/pDQM034(310),"Electra2,mCitrine,mKate2,mKOK,mTFP1,tdmSG,tdmStayGold","",IMG_TRT_012,phiC,"","","",,,"Electra2,mCitrine,mKate2,mKOK,mTFP1,tdmSG,tdmStayGold",218,2025-03-12,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:<cryaa:mSc>mKate2/mCitrine/Electra2/mKOK/mTFP1 (F1 of allele 309),2025-03-13,,SYN_20250313_plate1,SYN_20250313_plate1-slot1,U:\Data\20240911_Korra_Foundation\20250313_mSG_skittles\fish1_24hpf,1,U:\Data\20240911_Korra_Foundation\20250313_mSG_skittles\fish1_24hpf,U:\Data\20240911_Korra_Foundation\20250313_mSG_skittles\fish1_24hpf
mem_histone,IMG_CLT_20250312_01,2025-03-12,pDQM005_301_310,"pDQM005,pDQM034","pDQM005:301,pDQM034:310",pDQM005(301)/pDQM034(310),"Electra2,mCitrine,mKate2,mKOK,mTFP1,tdmSG,tdmStayGold","",IMG_TRT_012,phiC,"","","",,,"Electra2,mCitrine,mKate2,mKOK,mTFP1,tdmSG,tdmStayGold",219,2025-03-12,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:<cryaa:mSc>mKate2/mCitrine/Electra2/mKOK/mTFP1 (F1 of allele 309),2025-03-13,,SYN_20250313_plate1,SYN_20250313_plate1-slot1,U:\Data\20240911_Korra_Foundation\20250313_mSG_skittles\fish2_24hpf,1,U:\Data\20240911_Korra_Foundation\20250313_mSG_skittles\fish2_24hpf,U:\Data\20240911_Korra_Foundation\20250313_mSG_skittles\fish2_24hpf
mem_histone,IMG_CLT_20250313_01,2025-03-13,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_013,mScarlet3-S2:H2B,"","","",,,"tdmSG,tdmStayGold",216,2025-03-13,casper/rnf,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),2025-03-14,,SYN_20250314_plate1,SYN_20250314_plate1-slot1,U:\Data\20240911_Korra_Foundation\20250314_mem_histone\fish1_24hpf,1,U:\Data\20240911_Korra_Foundation\20250314_mem_histone\fish1_24hpf,U:\Data\20240911_Korra_Foundation\20250314_mem_histone\fish1_24hpf
mem_histone,IMG_CLT_20250313_01,2025-03-13,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_013,mScarlet3-S2:H2B,"","","",,,"tdmSG,tdmStayGold",217,2025-03-13,casper/rnf,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),2025-03-14,,SYN_20250314_plate1,SYN_20250314_plate1-slot1,U:\Data\20240911_Korra_Foundation\20250314_mem_histone\fish2_24hpf,1,U:\Data\20240911_Korra_Foundation\20250314_mem_histone\fish2_24hpf,U:\Data\20240911_Korra_Foundation\20250314_mem_histone\fish2_24hpf
mem_histone,IMG_CLT_20250314_01,2025-03-14,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_013,mScarlet3-S2:H2B,"","","",,,"tdmSG,tdmStayGold",209,2025-03-14,casper/rnf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),2025-03-18,,SYN_20250318_plate1,SYN_20250318_plate1-slot1,U:\Data\20240911_Korra_Foundation\20250317_mem_histone\fish3_96hpf,1,U:\Data\20240911_Korra_Foundation\20250317_mem_histone\fish3_96hpf,U:\Data\20240911_Korra_Foundation\20250317_mem_histone\fish3_96hpf
mem_histone,IMG_CLT_20250314_01,2025-03-14,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_013,mScarlet3-S2:H2B,"","","",,,"tdmSG,tdmStayGold",212,2025-03-14,casper/rnf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),2025-03-17,,SYN_20250317_plate1,SYN_20250317_plate1-slot1,U:\Data\20240911_Korra_Foundation\20250317_mem_histone\fish1_72hpf,1,U:\Data\20240911_Korra_Foundation\20250317_mem_histone\fish1_72hpf,U:\Data\20240911_Korra_Foundation\20250317_mem_histone\fish1_72hpf
mem_histone,IMG_CLT_20250314_01,2025-03-14,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_013,mScarlet3-S2:H2B,"","","",,,"tdmSG,tdmStayGold",213,2025-03-14,casper/rnf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),2025-03-17,,SYN_20250317_plate1,SYN_20250317_plate1-slot1,U:\Data\20240911_Korra_Foundation\20250317_mem_histone\fish2_72hpf,1,U:\Data\20240911_Korra_Foundation\20250317_mem_histone\fish2_72hpf,U:\Data\20240911_Korra_Foundation\20250317_mem_histone\fish2_72hpf
mem_histone,IMG_CLT_20250317_01,2025-03-17,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_013,mScarlet3-S2:H2B,"","","",,,"tdmSG,tdmStayGold",205,2025-03-17,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),casper/rnf,2025-03-20,,SYN_20250320_plate1,SYN_20250320_plate1-slot1,U:\Data\20240911_Korra_Foundation\20250317_mem_histone\fish7_48hpf,1,U:\Data\20240911_Korra_Foundation\20250317_mem_histone\fish7_48hpf,U:\Data\20240911_Korra_Foundation\20250317_mem_histone\fish7_48hpf
mem_histone,IMG_CLT_20250317_01,2025-03-17,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_013,mScarlet3-S2:H2B,"","","",,,"tdmSG,tdmStayGold",206,2025-03-17,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),casper/rnf,2025-03-20,,SYN_20250320_plate1,SYN_20250320_plate1-slot1,U:\Data\20240911_Korra_Foundation\20250317_mem_histone\fish8_48hpf,1,U:\Data\20240911_Korra_Foundation\20250317_mem_histone\fish8_48hpf,U:\Data\20240911_Korra_Foundation\20250317_mem_histone\fish8_48hpf
mem_histone,IMG_CLT_20250317_01,2025-03-17,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_013,mScarlet3-S2:H2B,"","","",,,"tdmSG,tdmStayGold",207,2025-03-17,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),casper/rnf,2025-03-19,,SYN_20250319_plate1,SYN_20250319_plate1-slot1,U:\Data\20240911_Korra_Foundation\20250317_mem_histone\fish5_48hpf,1,U:\Data\20240911_Korra_Foundation\20250317_mem_histone\fish5_48hpf,U:\Data\20240911_Korra_Foundation\20250317_mem_histone\fish5_48hpf
mem_histone,IMG_CLT_20250317_01,2025-03-17,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_013,mScarlet3-S2:H2B,"","","",,,"tdmSG,tdmStayGold",208,2025-03-17,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),casper/rnf,2025-03-19,,SYN_20250319_plate1,SYN_20250319_plate1-slot1,U:\Data\20240911_Korra_Foundation\20250317_mem_histone\fish6_48hpf,1,U:\Data\20240911_Korra_Foundation\20250317_mem_histone\fish6_48hpf,U:\Data\20240911_Korra_Foundation\20250317_mem_histone\fish6_48hpf
mem_histone,IMG_CLT_20250317_01,2025-03-17,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_013,mScarlet3-S2:H2B,"","","",,,"tdmSG,tdmStayGold",210,2025-03-17,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),casper/rnf,2025-03-18,,SYN_20250318_plate1,SYN_20250318_plate1-slot1,U:\Data\20240911_Korra_Foundation\20250317_mem_histone\fish4_24hpf,1,U:\Data\20240911_Korra_Foundation\20250317_mem_histone\fish4_24hpf,U:\Data\20240911_Korra_Foundation\20250317_mem_histone\fish4_24hpf
mem_histone,IMG_CLT_20250319_01,2025-03-19,pDQM036_318,pDQM036,pDQM036:318,pDQM036(318),,,IMG_TRT_012,phiC,"","","",,,"",204,2025-03-19,casper/rnf,ef1a:<exorh:GFP>mKate2/mCitrine/Electra2/mKOK/mTFP1 (F1 of allele 313),2025-03-21,,SYN_20250321_plate1,SYN_20250321_plate1-slot1,U:\Data\20240911_Korra_Foundation\20250321_skittle\,1,U:\Data\20240911_Korra_Foundation\20250321_skittle\,U:\Data\20240911_Korra_Foundation\20250321_skittle\
mem_histone,IMG_CLT_20250321_01,2025-03-21,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_013,mScarlet3-S2:H2B,"","","",,,"tdmSG,tdmStayGold",200,2025-03-21,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),2025-03-24,,SYN_20250324_plate1,SYN_20250324_plate1-slot1,U:\Data\20240911_Korra_Foundation\20250324_mem_histone\fish1_72hpf,1,U:\Data\20240911_Korra_Foundation\20250324_mem_histone\fish1_72hpf,U:\Data\20240911_Korra_Foundation\20250324_mem_histone\fish1_72hpf
mem_histone,IMG_CLT_20250321_01,2025-03-21,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_013,mScarlet3-S2:H2B,"","","",,,"tdmSG,tdmStayGold",201,2025-03-21,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),2025-03-24,,SYN_20250324_plate1,SYN_20250324_plate1-slot1,U:\Data\20240911_Korra_Foundation\20250324_mem_histone\fish2_72hpf,1,U:\Data\20240911_Korra_Foundation\20250324_mem_histone\fish2_72hpf,U:\Data\20240911_Korra_Foundation\20250324_mem_histone\fish2_72hpf
mem_histone,IMG_CLT_20250324_01,2025-03-24,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_013,mScarlet3-S2:H2B,"","","",,,"tdmSG,tdmStayGold",198,2025-03-24,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),2025-03-26,,SYN_20250326_plate1,SYN_20250326_plate1-slot1,U:\Data\20240911_Korra_Foundation\20250324_mem_histone\fish4_24hpf,1,U:\Data\20240911_Korra_Foundation\20250324_mem_histone\fish4_24hpf,U:\Data\20240911_Korra_Foundation\20250324_mem_histone\fish4_24hpf
mem_histone,IMG_CLT_20250324_01,2025-03-24,pDQM005_301,pDQM005,pDQM005:301,pDQM005(301),"tdmSG,tdmStayGold","",IMG_TRT_013,mScarlet3-S2:H2B,"","","",,,"tdmSG,tdmStayGold",199,2025-03-24,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),2025-03-25,,SYN_20250325_plate1,SYN_20250325_plate1-slot1,U:\Data\20240911_Korra_Foundation\20250324_mem_histone\fish3_24hpf,1,U:\Data\20240911_Korra_Foundation\20250324_mem_histone\fish3_24hpf,U:\Data\20240911_Korra_Foundation\20250324_mem_histone\fish3_24hpf
mem_histone,IMG_CLT_20250326_01,2025-03-26,pDQM005_301_318,"pDQM005,pDQM036","pDQM005:301,pDQM036:318",pDQM005(301)/pDQM036(318),"tdmSG,tdmStayGold","",IMG_TRT_012,phiC,"","","",,,"tdmSG,tdmStayGold",193,2025-03-26,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:<exorh:GFP>mKate2/mCitrine/Electra2/mKOK/mTFP1 (F1 of allele 313),2025-03-28,,SYN_20250328_plate1,SYN_20250328_plate1-slot1,U:\Data\20240911_Korra_Foundation\20250327_mem_skittles\fish3_48hpf,1,U:\Data\20240911_Korra_Foundation\20250327_mem_skittles\fish3_48hpf,U:\Data\20240911_Korra_Foundation\20250327_mem_skittles\fish3_48hpf
