roi_dir,bruker_roi_id,plate_date,plate_id_filled,slot_id_filled,roi_index_within_slot,dataset_slug,experiment_folder,fish_id,fish_number,fish_age_hpf,roi_anatomy,roi_tiffs,date_experiment,Date imaged,date_mount,ZF female genotype,ZF male genotype,genotype_base_codes,genotype_allele_codes,treatment_plasmid_base_codes,treatment_rna_base_codes,genotype_marker_fluor_codes,genotype_marker_tag_codes,genotype_marker_localizations,genotype_marker_fusion_labels,all_unique_organelles,all_fluor_organelles,link_source,treatment_plasmid_names_sheet,treatment_rna_names_sheet,treatment_protein_names_sheet,treatment_dye_names_sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250821_mem_mito/fish8_48hpf_roi1,20250821-plate76-slot1-roi1,20250821,76,1,1,20250821_mem_mito,20250821_mem_mito,fish8,8.0,48.0,,1500,20250821_mem_mito,2025-08-21,2025-08-21,casper/rnf,mem:tdmChilada,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada::2xLynk,membrane,tdmChilada(membrane)|mStayGold(mitochondria),sheet,,2xCox8A:mSG,,
/clusterfs/vast/abcabc/Aang_Foundation/20250821_mem_mito/fish8_48hpf_roi2,20250821-plate76-slot1-roi2,20250821,76,1,2,20250821_mem_mito,20250821_mem_mito,fish8,8.0,48.0,,1500,20250821_mem_mito,2025-08-21,2025-08-21,casper/rnf,mem:tdmChilada,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada::2xLynk,membrane,tdmChilada(membrane)|mStayGold(mitochondria),sheet,,2xCox8A:mSG,,
/clusterfs/vast/abcabc/Aang_Foundation/20250821_mem_mito/fish8_48hpf_roi3,20250821-plate76-slot1-roi3,20250821,76,1,3,20250821_mem_mito,20250821_mem_mito,fish8,8.0,48.0,,1500,20250821_mem_mito,2025-08-21,2025-08-21,casper/rnf,mem:tdmChilada,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada::2xLynk,membrane,tdmChilada(membrane)|mStayGold(mitochondria),sheet,,2xCox8A:mSG,,
/clusterfs/vast/abcabc/Aang_Foundation/20250826_mem_actin/fish1_24hpf_roi1,20250826-plate77-slot1-roi1,20250826,77,1,1,20250826_mem_actin,20250826_mem_actin,fish1,1.0,24.0,,1850,20250826_mem_actin,2025-08-26,2025-08-26,casper/rnf,mem:tdmChilada,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada::2xLynk,membrane,tdmChilada(membrane)|mStayGold(actin),sheet,,Lifeact:mSG,,
/clusterfs/vast/abcabc/Aang_Foundation/20250826_mem_actin/fish1_24hpf_roi2,20250826-plate77-slot1-roi2,20250826,77,1,2,20250826_mem_actin,20250826_mem_actin,fish1,1.0,24.0,,1200,20250826_mem_actin,2025-08-26,2025-08-26,casper/rnf,mem:tdmChilada,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada::2xLynk,membrane,tdmChilada(membrane)|mStayGold(actin),sheet,,Lifeact:mSG,,
/clusterfs/vast/abcabc/Aang_Foundation/20250826_mem_actin/fish2_24hpf_roi1,20250826-plate77-slot2-roi1,20250826,77,2,1,20250826_mem_actin,20250826_mem_actin,fish2,2.0,24.0,,816,20250826_mem_actin,2025-08-26,2025-08-26,casper/rnf,mem:tdmChilada,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada::2xLynk,membrane,tdmChilada(membrane)|mStayGold(actin),sheet,,Lifeact:mSG,,
/clusterfs/vast/abcabc/Aang_Foundation/20250826_mem_actin/fish3_24hpf_roi1,20250826-plate77-slot3-roi1,20250826,77,3,1,20250826_mem_actin,20250826_mem_actin,fish3,3.0,24.0,,816,20250826_mem_actin,2025-08-26,2025-08-26,casper/rnf,mem:tdmChilada,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada::2xLynk,membrane,tdmChilada(membrane)|mStayGold(actin),sheet,,Lifeact:mSG,,
/clusterfs/vast/abcabc/Aang_Foundation/20250826_mem_actin/fish3_24hpf_roi2,20250826-plate77-slot3-roi2,20250826,77,3,2,20250826_mem_actin,20250826_mem_actin,fish3,3.0,24.0,,818,20250826_mem_actin,2025-08-26,2025-08-26,casper/rnf,mem:tdmChilada,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada::2xLynk,membrane,tdmChilada(membrane)|mStayGold(actin),sheet,,Lifeact:mSG,,
/clusterfs/vast/abcabc/Aang_Foundation/20250826_mem_actin/fish5_24hpf_roi1,20250826-plate77-slot4-roi1,20250826,77,4,1,20250826_mem_actin,20250826_mem_actin,fish5,5.0,24.0,,816,20250826_mem_actin,2025-08-26,2025-08-26,casper/rnf,mem:tdmChilada,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada::2xLynk,membrane,tdmChilada(membrane)|mStayGold(actin),sheet,,Lifeact:mSG,,
/clusterfs/vast/abcabc/Aang_Foundation/20250826_mem_actin/fish5_24hpf_roi2,20250826-plate77-slot4-roi2,20250826,77,4,2,20250826_mem_actin,20250826_mem_actin,fish5,5.0,24.0,,816,20250826_mem_actin,2025-08-26,2025-08-26,casper/rnf,mem:tdmChilada,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada::2xLynk,membrane,tdmChilada(membrane)|mStayGold(actin),sheet,,Lifeact:mSG,,
/clusterfs/vast/abcabc/Aang_Foundation/20250826_mem_actin/fish6_24hpf_roi1,20250826-plate77-slot5-roi1,20250826,77,5,1,20250826_mem_actin,20250826_mem_actin,fish6,6.0,24.0,,816,20250826_mem_actin,2025-08-26,2025-08-26,casper/rnf,mem:tdmChilada,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada::2xLynk,membrane,tdmChilada(membrane)|mStayGold(actin),sheet,,Lifeact:mSG,,
/clusterfs/vast/abcabc/Aang_Foundation/20250827_mem_actin/fish3_48hpf_roi1,20250827-plate78-slot1-roi1,20250827,78,1,1,20250827_mem_actin,20250827_mem_actin,fish3,3.0,48.0,,408,20250827_mem_actin,2025-08-27,2025-08-27,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada::2xLynk,membrane,tdmChilada(membrane)|mStayGold(actin),sheet,,Lifeact:mSG,,
/clusterfs/vast/abcabc/Aang_Foundation/20250827_mem_actin/fish3_48hpf_roi2,20250827-plate78-slot1-roi2,20250827,78,1,2,20250827_mem_actin,20250827_mem_actin,fish3,3.0,48.0,,408,20250827_mem_actin,2025-08-27,2025-08-27,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada::2xLynk,membrane,tdmChilada(membrane)|mStayGold(actin),sheet,,Lifeact:mSG,,
/clusterfs/vast/abcabc/Aang_Foundation/20250827_mem_actin/fish5_48hpf_roi1,20250827-plate78-slot2-roi1,20250827,78,2,1,20250827_mem_actin,20250827_mem_actin,fish5,5.0,48.0,,136,20250827_mem_actin,2025-08-27,2025-08-27,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada::2xLynk,membrane,tdmChilada(membrane)|mStayGold(actin),sheet,,Lifeact:mSG,,
/clusterfs/vast/abcabc/Aang_Foundation/20250827_mem_actin/fish5_48hpf_roi2,20250827-plate78-slot2-roi2,20250827,78,2,2,20250827_mem_actin,20250827_mem_actin,fish5,5.0,48.0,,136,20250827_mem_actin,2025-08-27,2025-08-27,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada::2xLynk,membrane,tdmChilada(membrane)|mStayGold(actin),sheet,,Lifeact:mSG,,
/clusterfs/vast/abcabc/Aang_Foundation/20250827_mem_actin/fish5_48hpf_roi3,20250827-plate78-slot2-roi3,20250827,78,2,3,20250827_mem_actin,20250827_mem_actin,fish5,5.0,48.0,,136,20250827_mem_actin,2025-08-27,2025-08-27,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada::2xLynk,membrane,tdmChilada(membrane)|mStayGold(actin),sheet,,Lifeact:mSG,,
/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish1_24hpf_roi1,20250828-plate79-slot1-roi1,20250828,79,1,1,20250828_mem_actin,20250828_mem_actin,fish1,1.0,24.0,,50,20250828_mem_actin,2025-08-28,2025-08-28,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada::2xLynk,membrane,tdmChilada(membrane)|mStayGold(actin),sheet,,Lifeact:mSG,,
/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish1_24hpf_roi1-2,20250828-plate79-slot1-roi2,20250828,79,1,2,20250828_mem_actin,20250828_mem_actin,fish1,1.0,24.0,fish1|roi1-2,1476,20250828_mem_actin,2025-08-28,2025-08-28,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada::2xLynk,membrane,tdmChilada(membrane)|mStayGold(actin),sheet,,Lifeact:mSG,,
/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish1_24hpf_roi2,20250828-plate79-slot1-roi3,20250828,79,1,3,20250828_mem_actin,20250828_mem_actin,fish1,1.0,24.0,,656,20250828_mem_actin,2025-08-28,2025-08-28,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada::2xLynk,membrane,tdmChilada(membrane)|mStayGold(actin),sheet,,Lifeact:mSG,,
/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish1_24hpf_roi3,20250828-plate79-slot1-roi4,20250828,79,1,4,20250828_mem_actin,20250828_mem_actin,fish1,1.0,24.0,,656,20250828_mem_actin,2025-08-28,2025-08-28,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada::2xLynk,membrane,tdmChilada(membrane)|mStayGold(actin),sheet,,Lifeact:mSG,,
/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish2_24hpf_roi1,20250828-plate79-slot2-roi1,20250828,79,2,1,20250828_mem_actin,20250828_mem_actin,fish2,2.0,24.0,,1925,20250828_mem_actin,2025-08-28,2025-08-28,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada::2xLynk,membrane,tdmChilada(membrane)|mStayGold(actin),sheet,,Lifeact:mSG,,
/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish2_24hpf_roi2,20250828-plate79-slot2-roi2,20250828,79,2,2,20250828_mem_actin,20250828_mem_actin,fish2,2.0,24.0,,1726,20250828_mem_actin,2025-08-28,2025-08-28,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada::2xLynk,membrane,tdmChilada(membrane)|mStayGold(actin),sheet,,Lifeact:mSG,,
/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish2_24hpf_roi2-2,20250828-plate79-slot2-roi3,20250828,79,2,3,20250828_mem_actin,20250828_mem_actin,fish2,2.0,24.0,fish2|roi2-2,1968,20250828_mem_actin,2025-08-28,2025-08-28,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada::2xLynk,membrane,tdmChilada(membrane)|mStayGold(actin),sheet,,Lifeact:mSG,,
/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish4_24hpf_roi1,20250828-plate79-slot3-roi1,20250828,79,3,1,20250828_mem_actin,20250828_mem_actin,fish4,4.0,24.0,,1968,20250828_mem_actin,2025-08-28,2025-08-28,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada::2xLynk,membrane,tdmChilada(membrane)|mStayGold(actin),sheet,,Lifeact:mSG,,
/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish4_24hpf_roi2,20250828-plate79-slot3-roi2,20250828,79,3,2,20250828_mem_actin,20250828_mem_actin,fish4,4.0,24.0,,1968,20250828_mem_actin,2025-08-28,2025-08-28,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada::2xLynk,membrane,tdmChilada(membrane)|mStayGold(actin),sheet,,Lifeact:mSG,,
/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish5_24hpf_roi1,20250828-plate79-slot4-roi1,20250828,79,4,1,20250828_mem_actin,20250828_mem_actin,fish5,5.0,24.0,,656,20250828_mem_actin,2025-08-28,2025-08-28,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada::2xLynk,membrane,tdmChilada(membrane)|mStayGold(actin),sheet,,Lifeact:mSG,,
/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish5_24hpf_roi2,20250828-plate79-slot4-roi2,20250828,79,4,2,20250828_mem_actin,20250828_mem_actin,fish5,5.0,24.0,,656,20250828_mem_actin,2025-08-28,2025-08-28,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada::2xLynk,membrane,tdmChilada(membrane)|mStayGold(actin),sheet,,Lifeact:mSG,,
/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish5_24hpf_roi3,20250828-plate79-slot4-roi3,20250828,79,4,3,20250828_mem_actin,20250828_mem_actin,fish5,5.0,24.0,,656,20250828_mem_actin,2025-08-28,2025-08-28,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada::2xLynk,membrane,tdmChilada(membrane)|mStayGold(actin),sheet,,Lifeact:mSG,,
/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish6_24hpf_roi1,20250828-plate79-slot5-roi1,20250828,79,5,1,20250828_mem_actin,20250828_mem_actin,fish6,6.0,24.0,,1968,20250828_mem_actin,2025-08-28,2025-08-28,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada::2xLynk,membrane,tdmChilada(membrane)|mStayGold(actin),sheet,,Lifeact:mSG,,
/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish6_24hpf_roi2,20250828-plate79-slot5-roi2,20250828,79,5,2,20250828_mem_actin,20250828_mem_actin,fish6,6.0,24.0,,1968,20250828_mem_actin,2025-08-28,2025-08-28,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada::2xLynk,membrane,tdmChilada(membrane)|mStayGold(actin),sheet,,Lifeact:mSG,,
/clusterfs/vast/abcabc/Aang_Foundation/20250903_lifeact-mSG/fish1_24hpf_roi1,20250903-plate80-slot1-roi1,20250903,80,1,1,20250903_lifeact-mSG,20250903_lifeact-mSG,fish1,1.0,24.0,,400,20250903_lifeact-mSG,2025-09-03,2025-09-03,,,,,,,,,,,,,inferred,,,,
/clusterfs/vast/abcabc/Aang_Foundation/20250903_lifeact-mSG/fish1_24hpf_roi2,20250903-plate80-slot1-roi2,20250903,80,1,2,20250903_lifeact-mSG,20250903_lifeact-mSG,fish1,1.0,24.0,,656,20250903_lifeact-mSG,2025-09-03,2025-09-03,,,,,,,,,,,,,inferred,,,,
/clusterfs/vast/abcabc/Aang_Foundation/20250903_lifeact-mSG/fish1_24hpf_roi3,20250903-plate80-slot1-roi3,20250903,80,1,3,20250903_lifeact-mSG,20250903_lifeact-mSG,fish1,1.0,24.0,,82,20250903_lifeact-mSG,2025-09-03,2025-09-03,,,,,,,,,,,,,inferred,,,,
/clusterfs/vast/abcabc/Aang_Foundation/20250903_lifeact-mSG/fish1_24hpf_roi3_2,20250903-plate80-slot1-roi4,20250903,80,1,4,20250903_lifeact-mSG,20250903_lifeact-mSG,fish1,1.0,24.0,,1312,20250903_lifeact-mSG,2025-09-03,2025-09-03,,,,,,,,,,,,,inferred,,,,
/clusterfs/vast/abcabc/Aang_Foundation/20250903_lifeact-mSG/fish2_24hpf_roi1,20250903-plate80-slot2-roi1,20250903,80,2,1,20250903_lifeact-mSG,20250903_lifeact-mSG,fish2,2.0,24.0,,656,20250903_lifeact-mSG,2025-09-03,2025-09-03,,,,,,,,,,,,,inferred,,,,
/clusterfs/vast/abcabc/Aang_Foundation/20250903_lifeact-mSG/fish2_24hpf_roi2,20250903-plate80-slot2-roi2,20250903,80,2,2,20250903_lifeact-mSG,20250903_lifeact-mSG,fish2,2.0,24.0,,656,20250903_lifeact-mSG,2025-09-03,2025-09-03,,,,,,,,,,,,,inferred,,,,
/clusterfs/vast/abcabc/Aang_Foundation/20250904_lifeact-mSG/fish1_24hpf_roi1,20250904-plate81-slot1-roi1,20250904,81,1,1,20250904_lifeact-mSG,20250904_lifeact-mSG,fish1,1.0,24.0,,656,20250904_lifeact-mSG,2025-09-04,2025-09-04,casper/rnf,ef1a-extended:2xLynk:tdmScarlet3-S2-tol2 (F1 of allele 325),pDQM136,325,,,tdmScarlet3,2xLynk,membrane,tdmScarlet3::2xLynk,membrane,tdmScarlet3(membrane)|mStayGold(actin),sheet,,HC-9 Lifeact:mStayGold,,
/clusterfs/vast/abcabc/Aang_Foundation/20250904_lifeact-mSG/fish1_24hpf_roi2,20250904-plate81-slot1-roi2,20250904,81,1,2,20250904_lifeact-mSG,20250904_lifeact-mSG,fish1,1.0,24.0,,25,20250904_lifeact-mSG,2025-09-04,2025-09-04,casper/rnf,ef1a-extended:2xLynk:tdmScarlet3-S2-tol2 (F1 of allele 325),pDQM136,325,,,tdmScarlet3,2xLynk,membrane,tdmScarlet3::2xLynk,membrane,tdmScarlet3(membrane)|mStayGold(actin),sheet,,HC-9 Lifeact:mStayGold,,
/clusterfs/vast/abcabc/Aang_Foundation/20250904_lifeact-mSG/fish1_24hpf_roi3,20250904-plate81-slot1-roi3,20250904,81,1,3,20250904_lifeact-mSG,20250904_lifeact-mSG,fish1,1.0,24.0,,656,20250904_lifeact-mSG,2025-09-04,2025-09-04,casper/rnf,ef1a-extended:2xLynk:tdmScarlet3-S2-tol2 (F1 of allele 325),pDQM136,325,,,tdmScarlet3,2xLynk,membrane,tdmScarlet3::2xLynk,membrane,tdmScarlet3(membrane)|mStayGold(actin),sheet,,HC-9 Lifeact:mStayGold,,
/clusterfs/vast/abcabc/Aang_Foundation/20250904_lifeact-mSG/fish1_24hpf_roi4,20250904-plate81-slot1-roi4,20250904,81,1,4,20250904_lifeact-mSG,20250904_lifeact-mSG,fish1,1.0,24.0,,656,20250904_lifeact-mSG,2025-09-04,2025-09-04,casper/rnf,ef1a-extended:2xLynk:tdmScarlet3-S2-tol2 (F1 of allele 325),pDQM136,325,,,tdmScarlet3,2xLynk,membrane,tdmScarlet3::2xLynk,membrane,tdmScarlet3(membrane)|mStayGold(actin),sheet,,HC-9 Lifeact:mStayGold,,
/clusterfs/vast/abcabc/Aang_Foundation/20250904_lifeact-mSG/fish1_24hpf_roi5,20250904-plate81-slot1-roi5,20250904,81,1,5,20250904_lifeact-mSG,20250904_lifeact-mSG,fish1,1.0,24.0,,656,20250904_lifeact-mSG,2025-09-04,2025-09-04,casper/rnf,ef1a-extended:2xLynk:tdmScarlet3-S2-tol2 (F1 of allele 325),pDQM136,325,,,tdmScarlet3,2xLynk,membrane,tdmScarlet3::2xLynk,membrane,tdmScarlet3(membrane)|mStayGold(actin),sheet,,HC-9 Lifeact:mStayGold,,
/clusterfs/vast/abcabc/Aang_Foundation/20250905_lifeact-mSG/fish2_72hpf_roi1,20250905-plate82-slot1-roi1,20250905,82,1,1,20250905_lifeact-mSG,20250905_lifeact-mSG,fish2,2.0,72.0,,656,20250905_lifeact-mSG,2025-09-05,2025-09-05,casper/rnf,mem:tdmChilada,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada::2xLynk,membrane,tdmChilada(membrane)|mStayGold(actin),sheet,,HC-9 Lifeact:mStayGold,,
/clusterfs/vast/abcabc/Aang_Foundation/20250905_lifeact-mSG/fish2_72hpf_roi2,20250905-plate82-slot1-roi2,20250905,82,1,2,20250905_lifeact-mSG,20250905_lifeact-mSG,fish2,2.0,72.0,,257,20250905_lifeact-mSG,2025-09-05,2025-09-05,casper/rnf,mem:tdmChilada,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada::2xLynk,membrane,tdmChilada(membrane)|mStayGold(actin),sheet,,HC-9 Lifeact:mStayGold,,
/clusterfs/vast/abcabc/Aang_Foundation/20250905_lifeact-mSG/fish2_72hpf_roi3,20250905-plate82-slot1-roi3,20250905,82,1,3,20250905_lifeact-mSG,20250905_lifeact-mSG,fish2,2.0,72.0,,816,20250905_lifeact-mSG,2025-09-05,2025-09-05,casper/rnf,mem:tdmChilada,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada::2xLynk,membrane,tdmChilada(membrane)|mStayGold(actin),sheet,,HC-9 Lifeact:mStayGold,,
/clusterfs/vast/abcabc/Aang_Foundation/20250905_lifeact-mSG/fish2_72hpf_roi4,20250905-plate82-slot1-roi4,20250905,82,1,4,20250905_lifeact-mSG,20250905_lifeact-mSG,fish2,2.0,72.0,,816,20250905_lifeact-mSG,2025-09-05,2025-09-05,casper/rnf,mem:tdmChilada,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada::2xLynk,membrane,tdmChilada(membrane)|mStayGold(actin),sheet,,HC-9 Lifeact:mStayGold,,
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish1_24hpf_roi1,20250908-plate83-slot1-roi1,20250908,83,1,1,20250908_mem-mito,20250908_mem-mito,fish1,1.0,24.0,,332,20250908_mem-mito,2025-09-08,2025-09-08,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada::2xLynk,membrane,tdmChilada(membrane)|mStayGold(mitochondria),sheet,,2xCox8A:mSG,,
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish1_24hpf_roi2,20250908-plate83-slot1-roi2,20250908,83,1,2,20250908_mem-mito,20250908_mem-mito,fish1,1.0,24.0,,1188,20250908_mem-mito,2025-09-08,2025-09-08,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada::2xLynk,membrane,tdmChilada(membrane)|mStayGold(mitochondria),sheet,,2xCox8A:mSG,,
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish1_24hpf_roi3,20250908-plate83-slot1-roi3,20250908,83,1,3,20250908_mem-mito,20250908_mem-mito,fish1,1.0,24.0,,450,20250908_mem-mito,2025-09-08,2025-09-08,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada::2xLynk,membrane,tdmChilada(membrane)|mStayGold(mitochondria),sheet,,2xCox8A:mSG,,
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish1_24hpf_roi4,20250908-plate83-slot1-roi4,20250908,83,1,4,20250908_mem-mito,20250908_mem-mito,fish1,1.0,24.0,,450,20250908_mem-mito,2025-09-08,2025-09-08,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada::2xLynk,membrane,tdmChilada(membrane)|mStayGold(mitochondria),sheet,,2xCox8A:mSG,,
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_24hpf_roi1,20250908-plate83-slot2-roi1,20250908,83,2,1,20250908_mem-mito,20250908_mem-mito,fish2,2.0,24.0,,450,20250908_mem-mito,2025-09-08,2025-09-08,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada::2xLynk,membrane,tdmChilada(membrane)|mStayGold(mitochondria),sheet,,2xCox8A:mSG,,
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_24hpf_roi2,20250908-plate83-slot2-roi2,20250908,83,2,2,20250908_mem-mito,20250908_mem-mito,fish2,2.0,24.0,,300,20250908_mem-mito,2025-09-08,2025-09-08,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada::2xLynk,membrane,tdmChilada(membrane)|mStayGold(mitochondria),sheet,,2xCox8A:mSG,,
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_24hpf_roi3,20250908-plate83-slot2-roi3,20250908,83,2,3,20250908_mem-mito,20250908_mem-mito,fish2,2.0,24.0,,4,20250908_mem-mito,2025-09-08,2025-09-08,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada::2xLynk,membrane,tdmChilada(membrane)|mStayGold(mitochondria),sheet,,2xCox8A:mSG,,
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi1,20250908-plate83-slot2-roi4,20250908,83,2,4,20250908_mem-mito,20250908_mem-mito,fish2,2.0,72.0,,2000,20250908_mem-mito,2025-09-08,2025-09-08,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada::2xLynk,membrane,tdmChilada(membrane)|mStayGold(mitochondria),sheet,,2xCox8A:mSG,,
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi2,20250908-plate83-slot2-roi5,20250908,83,2,5,20250908_mem-mito,20250908_mem-mito,fish2,2.0,72.0,,1200,20250908_mem-mito,2025-09-08,2025-09-08,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada::2xLynk,membrane,tdmChilada(membrane)|mStayGold(mitochondria),sheet,,2xCox8A:mSG,,
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi3,20250908-plate83-slot2-roi6,20250908,83,2,6,20250908_mem-mito,20250908_mem-mito,fish2,2.0,72.0,,1200,20250908_mem-mito,2025-09-08,2025-09-08,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada::2xLynk,membrane,tdmChilada(membrane)|mStayGold(mitochondria),sheet,,2xCox8A:mSG,,
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi4,20250908-plate83-slot2-roi7,20250908,83,2,7,20250908_mem-mito,20250908_mem-mito,fish2,2.0,72.0,,1200,20250908_mem-mito,2025-09-08,2025-09-08,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada::2xLynk,membrane,tdmChilada(membrane)|mStayGold(mitochondria),sheet,,2xCox8A:mSG,,
