roi_dir,bruker_roi_id,plate_date,plate_id_filled,slot_id_filled,roi_index_within_slot,dataset_slug,experiment_folder,fish_id,fish_number,fish_age_hpf,roi_anatomy,roi_tiffs,date_experiment,Date imaged,date_mount,ZF female genotype,ZF male genotype,genotype_base_codes,genotype_allele_codes,treatment_plasmid_base_codes,treatment_rna_base_codes,genotype_marker_fluor_codes,genotype_marker_tag_codes,genotype_marker_localizations,genotype_marker_fusion_labels,all_unique_organelles,all_fluor_organelles,link_source,treatment_plasmid_names_sheet,treatment_rna_names_sheet,treatment_protein_names_sheet,treatment_dye_names_sheet
/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish6_roi1,20250624-plate37-slot5-roi1,20250624,37,5,1,20250624_skittlez_Chris_x_Liam,20250624_skittlez_Chris_x_Liam,fish6,6.0,,,48,20250624_skittlez_Chris_x_Liam,2025-06-24,2025-06-24,Liam (F2 of allele 321),Chris (F1 of allele 317),pDQM059|pDQM034,321|317,,,gfp|mKate2|mCitrine|Electra2|mKOK|mTFP1,nan,nan,,nan,,sheet,,"phiC-NLS, 2xLynk:mSG","this cross is high in 514, which causes difficulty for mSG channel",
/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish6_roi2,20250624-plate37-slot5-roi2,20250624,37,5,2,20250624_skittlez_Chris_x_Liam,20250624_skittlez_Chris_x_Liam,fish6,6.0,,,48,20250624_skittlez_Chris_x_Liam,2025-06-24,2025-06-24,Liam (F2 of allele 321),Chris (F1 of allele 317),pDQM059|pDQM034,321|317,,,gfp|mKate2|mCitrine|Electra2|mKOK|mTFP1,nan,nan,,nan,,sheet,,"phiC-NLS, 2xLynk:mSG","this cross is high in 514, which causes difficulty for mSG channel",
/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish6_roi3,20250624-plate37-slot5-roi3,20250624,37,5,3,20250624_skittlez_Chris_x_Liam,20250624_skittlez_Chris_x_Liam,fish6,6.0,,,48,20250624_skittlez_Chris_x_Liam,2025-06-24,2025-06-24,Liam (F2 of allele 321),Chris (F1 of allele 317),pDQM059|pDQM034,321|317,,,gfp|mKate2|mCitrine|Electra2|mKOK|mTFP1,nan,nan,,nan,,sheet,,"phiC-NLS, 2xLynk:mSG","this cross is high in 514, which causes difficulty for mSG channel",
/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish7_roi1,20250624-plate37-slot6-roi1,20250624,37,6,1,20250624_skittlez_Chris_x_Liam,20250624_skittlez_Chris_x_Liam,fish7,7.0,,,48,20250624_skittlez_Chris_x_Liam,2025-06-24,2025-06-24,Liam (F2 of allele 321),Chris (F1 of allele 317),pDQM059|pDQM034,321|317,,,gfp|mKate2|mCitrine|Electra2|mKOK|mTFP1,nan,nan,,nan,,sheet,,"phiC-NLS, 2xLynk:mSG","this cross is high in 514, which causes difficulty for mSG channel",
/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish7_roi2,20250624-plate37-slot6-roi2,20250624,37,6,2,20250624_skittlez_Chris_x_Liam,20250624_skittlez_Chris_x_Liam,fish7,7.0,,,48,20250624_skittlez_Chris_x_Liam,2025-06-24,2025-06-24,Liam (F2 of allele 321),Chris (F1 of allele 317),pDQM059|pDQM034,321|317,,,gfp|mKate2|mCitrine|Electra2|mKOK|mTFP1,nan,nan,,nan,,sheet,,"phiC-NLS, 2xLynk:mSG","this cross is high in 514, which causes difficulty for mSG channel",
/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish7_roi3,20250624-plate37-slot6-roi3,20250624,37,6,3,20250624_skittlez_Chris_x_Liam,20250624_skittlez_Chris_x_Liam,fish7,7.0,,,48,20250624_skittlez_Chris_x_Liam,2025-06-24,2025-06-24,Liam (F2 of allele 321),Chris (F1 of allele 317),pDQM059|pDQM034,321|317,,,gfp|mKate2|mCitrine|Electra2|mKOK|mTFP1,nan,nan,,nan,,sheet,,"phiC-NLS, 2xLynk:mSG","this cross is high in 514, which causes difficulty for mSG channel",
/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish7_roi4,20250624-plate37-slot6-roi4,20250624,37,6,4,20250624_skittlez_Chris_x_Liam,20250624_skittlez_Chris_x_Liam,fish7,7.0,,,48,20250624_skittlez_Chris_x_Liam,2025-06-24,2025-06-24,Liam (F2 of allele 321),Chris (F1 of allele 317),pDQM059|pDQM034,321|317,,,gfp|mKate2|mCitrine|Electra2|mKOK|mTFP1,nan,nan,,nan,,sheet,,"phiC-NLS, 2xLynk:mSG","this cross is high in 514, which causes difficulty for mSG channel",
/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Issac_x_Ken/fish1_roi1,20250624-plate38-slot1-roi1,20250624,38,1,1,20250624_skittlez_Issac_x_Ken,20250624_skittlez_Issac_x_Ken,fish1,1.0,,,54,20250624_skittlez_Issac_x_Ken,2025-06-24,2025-06-24,Ken (F2 of allele 320),Isaac (F2 of allele 314),pDQM059|pDQM064,320|314,,,gfp|GFP|mKate2|Electra2|mCitrine|mKoK|mTFP1,nan,nan,,nan,,sheet,,"phiC-NLS, 2xLynk:mSG",,
/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Issac_x_Ken/fish2_roi1,20250624-plate38-slot2-roi1,20250624,38,2,1,20250624_skittlez_Issac_x_Ken,20250624_skittlez_Issac_x_Ken,fish2,2.0,,,72,20250624_skittlez_Issac_x_Ken,2025-06-24,2025-06-24,Ken (F2 of allele 320),Isaac (F2 of allele 314),pDQM059|pDQM064,320|314,,,gfp|GFP|mKate2|Electra2|mCitrine|mKoK|mTFP1,nan,nan,,nan,,sheet,,"phiC-NLS, 2xLynk:mSG",,
/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Issac_x_Ken/fish2_roi2,20250624-plate38-slot2-roi2,20250624,38,2,2,20250624_skittlez_Issac_x_Ken,20250624_skittlez_Issac_x_Ken,fish2,2.0,,,72,20250624_skittlez_Issac_x_Ken,2025-06-24,2025-06-24,Ken (F2 of allele 320),Isaac (F2 of allele 314),pDQM059|pDQM064,320|314,,,gfp|GFP|mKate2|Electra2|mCitrine|mKoK|mTFP1,nan,nan,,nan,,sheet,,"phiC-NLS, 2xLynk:mSG",,
/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Issac_x_Ken/fish3_roi1,20250624-plate38-slot3-roi1,20250624,38,3,1,20250624_skittlez_Issac_x_Ken,20250624_skittlez_Issac_x_Ken,fish3,3.0,,,60,20250624_skittlez_Issac_x_Ken,2025-06-24,2025-06-24,Ken (F2 of allele 320),Isaac (F2 of allele 314),pDQM059|pDQM064,320|314,,,gfp|GFP|mKate2|Electra2|mCitrine|mKoK|mTFP1,nan,nan,,nan,,sheet,,"phiC-NLS, 2xLynk:mSG",,
/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Issac_x_Ken/fish4_roi1,20250624-plate38-slot4-roi1,20250624,38,4,1,20250624_skittlez_Issac_x_Ken,20250624_skittlez_Issac_x_Ken,fish4,4.0,,,72,20250624_skittlez_Issac_x_Ken,2025-06-24,2025-06-24,Ken (F2 of allele 320),Isaac (F2 of allele 314),pDQM059|pDQM064,320|314,,,gfp|GFP|mKate2|Electra2|mCitrine|mKoK|mTFP1,nan,nan,,nan,,sheet,,"phiC-NLS, 2xLynk:mSG",,
/clusterfs/vast/abcabc/Korra_Foundation/20250625_skittlez/fish1_roi1,20250625-plate39-slot1-roi1,20250625,39,1,1,20250625_skittlez,20250625_skittlez,fish1,1.0,,,72,20250625_skittlez,2025-06-25,2025-06-25,,,,,,,,,,,,,inferred,,,,
/clusterfs/vast/abcabc/Korra_Foundation/20250625_skittlez/fish1_roi2,20250625-plate39-slot1-roi2,20250625,39,1,2,20250625_skittlez,20250625_skittlez,fish1,1.0,,,72,20250625_skittlez,2025-06-25,2025-06-25,,,,,,,,,,,,,inferred,,,,
/clusterfs/vast/abcabc/Korra_Foundation/20250625_skittlez/fish3_roi1,20250625-plate39-slot2-roi1,20250625,39,2,1,20250625_skittlez,20250625_skittlez,fish3,3.0,,,90,20250625_skittlez,2025-06-25,2025-06-25,,,,,,,,,,,,,inferred,,,,
/clusterfs/vast/abcabc/Korra_Foundation/20250625_skittlez/fish4_roi1,20250625-plate39-slot3-roi1,20250625,39,3,1,20250625_skittlez,20250625_skittlez,fish4,4.0,,,72,20250625_skittlez,2025-06-25,2025-06-25,,,,,,,,,,,,,inferred,,,,
/clusterfs/vast/abcabc/Korra_Foundation/20250625_skittlez/fish5_roi1,20250625-plate39-slot4-roi1,20250625,39,4,1,20250625_skittlez,20250625_skittlez,fish5,5.0,,,72,20250625_skittlez,2025-06-25,2025-06-25,,,,,,,,,,,,,inferred,,,,
/clusterfs/vast/abcabc/Korra_Foundation/20250625_skittlez/fish5_roi2,20250625-plate39-slot4-roi2,20250625,39,4,2,20250625_skittlez,20250625_skittlez,fish5,5.0,,,72,20250625_skittlez,2025-06-25,2025-06-25,,,,,,,,,,,,,inferred,,,,
/clusterfs/vast/abcabc/Korra_Foundation/20250625_skittlez/fish7_roi1,20250625-plate39-slot5-roi1,20250625,39,5,1,20250625_skittlez,20250625_skittlez,fish7,7.0,,,90,20250625_skittlez,2025-06-25,2025-06-25,,,,,,,,,,,,,inferred,,,,
/clusterfs/vast/abcabc/Korra_Foundation/20250625_skittlez/fish8_roi1,20250625-plate39-slot6-roi1,20250625,39,6,1,20250625_skittlez,20250625_skittlez,fish8,8.0,,,72,20250625_skittlez,2025-06-25,2025-06-25,,,,,,,,,,,,,inferred,,,,
/clusterfs/vast/abcabc/Korra_Foundation/20250625_skittlez/fish8_roi2,20250625-plate39-slot6-roi2,20250625,39,6,2,20250625_skittlez,20250625_skittlez,fish8,8.0,,,72,20250625_skittlez,2025-06-25,2025-06-25,,,,,,,,,,,,,inferred,,,,
/clusterfs/vast/abcabc/Korra_Foundation/20250625_skittlez/fish9_roi1,20250625-plate40-slot1-roi1,20250625,40,1,1,20250625_skittlez,20250625_skittlez,fish9,9.0,,,90,20250625_skittlez,2025-06-25,2025-06-25,,,,,,,,,,,,,inferred,,,,
/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish10_roi1,20250627-plate41-slot2-roi1,20250627,41,2,1,20250627_skittlez,20250627_skittlez,fish10,10.0,,,108,20250627_skittlez,2025-06-27,2025-06-27,Jim (F2 of allele 316),Ben (F2 of allele 310),pDQM059|pDQM034,316|310,,,gfp|mKate2|mCitrine|Electra2|mKOK|mTFP1,nan,nan,,nan,,sheet,,"phiC-NLS, 2xLynk:mSG",,
/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish1_roi1,20250627-plate41-slot1-roi1,20250627,41,1,1,20250627_skittlez,20250627_skittlez,fish1,1.0,,,72,20250627_skittlez,2025-06-27,2025-06-27,Jim (F2 of allele 316),Ben (F2 of allele 310),pDQM059|pDQM034,316|310,,,gfp|mKate2|mCitrine|Electra2|mKOK|mTFP1,nan,nan,,nan,,sheet,,"phiC-NLS, 2xLynk:mSG",,
/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish1_roi2,20250627-plate41-slot1-roi2,20250627,41,1,2,20250627_skittlez,20250627_skittlez,fish1,1.0,,,72,20250627_skittlez,2025-06-27,2025-06-27,Jim (F2 of allele 316),Ben (F2 of allele 310),pDQM059|pDQM034,316|310,,,gfp|mKate2|mCitrine|Electra2|mKOK|mTFP1,nan,nan,,nan,,sheet,,"phiC-NLS, 2xLynk:mSG",,
/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish1_roi3,20250627-plate41-slot1-roi3,20250627,41,1,3,20250627_skittlez,20250627_skittlez,fish1,1.0,,,72,20250627_skittlez,2025-06-27,2025-06-27,Jim (F2 of allele 316),Ben (F2 of allele 310),pDQM059|pDQM034,316|310,,,gfp|mKate2|mCitrine|Electra2|mKOK|mTFP1,nan,nan,,nan,,sheet,,"phiC-NLS, 2xLynk:mSG",,
/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish2_roi1,20250627-plate41-slot3-roi1,20250627,41,3,1,20250627_skittlez,20250627_skittlez,fish2,2.0,,,72,20250627_skittlez,2025-06-27,2025-06-27,Jim (F2 of allele 316),Ben (F2 of allele 310),pDQM059|pDQM034,316|310,,,gfp|mKate2|mCitrine|Electra2|mKOK|mTFP1,nan,nan,,nan,,sheet,,"phiC-NLS, 2xLynk:mSG",,
/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish3_roi1,20250627-plate41-slot4-roi1,20250627,41,4,1,20250627_skittlez,20250627_skittlez,fish3,3.0,,,90,20250627_skittlez,2025-06-27,2025-06-27,Jim (F2 of allele 316),Ben (F2 of allele 310),pDQM059|pDQM034,316|310,,,gfp|mKate2|mCitrine|Electra2|mKOK|mTFP1,nan,nan,,nan,,sheet,,"phiC-NLS, 2xLynk:mSG",,
/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish4_roi1,20250627-plate41-slot5-roi1,20250627,41,5,1,20250627_skittlez,20250627_skittlez,fish4,4.0,,,72,20250627_skittlez,2025-06-27,2025-06-27,Jim (F2 of allele 316),Ben (F2 of allele 310),pDQM059|pDQM034,316|310,,,gfp|mKate2|mCitrine|Electra2|mKOK|mTFP1,nan,nan,,nan,,sheet,,"phiC-NLS, 2xLynk:mSG",,
/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish4_roi2,20250627-plate41-slot5-roi2,20250627,41,5,2,20250627_skittlez,20250627_skittlez,fish4,4.0,,,72,20250627_skittlez,2025-06-27,2025-06-27,Jim (F2 of allele 316),Ben (F2 of allele 310),pDQM059|pDQM034,316|310,,,gfp|mKate2|mCitrine|Electra2|mKOK|mTFP1,nan,nan,,nan,,sheet,,"phiC-NLS, 2xLynk:mSG",,
/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish5_roi1,20250627-plate41-slot6-roi1,20250627,41,6,1,20250627_skittlez,20250627_skittlez,fish5,5.0,,,90,20250627_skittlez,2025-06-27,2025-06-27,Jim (F2 of allele 316),Ben (F2 of allele 310),pDQM059|pDQM034,316|310,,,gfp|mKate2|mCitrine|Electra2|mKOK|mTFP1,nan,nan,,nan,,sheet,,"phiC-NLS, 2xLynk:mSG",,
/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish7_roi1,20250627-plate42-slot1-roi1,20250627,42,1,1,20250627_skittlez,20250627_skittlez,fish7,7.0,,,90,20250627_skittlez,2025-06-27,2025-06-27,Jim (F2 of allele 316),Ben (F2 of allele 310),pDQM059|pDQM034,316|310,,,gfp|mKate2|mCitrine|Electra2|mKOK|mTFP1,nan,nan,,nan,,sheet,,"phiC-NLS, 2xLynk:mSG",,
/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish8_roi1,20250627-plate42-slot2-roi1,20250627,42,2,1,20250627_skittlez,20250627_skittlez,fish8,8.0,,,90,20250627_skittlez,2025-06-27,2025-06-27,Jim (F2 of allele 316),Ben (F2 of allele 310),pDQM059|pDQM034,316|310,,,gfp|mKate2|mCitrine|Electra2|mKOK|mTFP1,nan,nan,,nan,,sheet,,"phiC-NLS, 2xLynk:mSG",,
/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish9_roi1,20250627-plate42-slot3-roi1,20250627,42,3,1,20250627_skittlez,20250627_skittlez,fish9,9.0,,,108,20250627_skittlez,2025-06-27,2025-06-27,Jim (F2 of allele 316),Ben (F2 of allele 310),pDQM059|pDQM034,316|310,,,gfp|mKate2|mCitrine|Electra2|mKOK|mTFP1,nan,nan,,nan,,sheet,,"phiC-NLS, 2xLynk:mSG",,
/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish1_mem_sg_mito_msc3/roi1,20250715-plate43-slot1-roi1,20250715,43,1,1,20250715_mem_organelle,20250715_mem_organelle,fish1,1.0,,,384,20250715_mem_organelle,2025-07-15,2025-07-15,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,301,,,tdmSG,2xLynk,membrane,tdmSG::2xLynk,membrane,tdmSG(membrane)|Halo(ER)|mScarlet3S2(ER)|mScarlet3S2(mitochondria)|Halo(mitochondria),sheet,ef1a-extended:2xCox8A:mScarlet3S2|ef1a-extended:2xCox8A:Halo,ef1a-extended:Halo:sec61b|ef1a-extended:mScarlet3S2:sec61b,,JF 635
/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish1_mem_sg_mito_msc3/roi1,20250715-plate43-slot1-roi2,20250715,43,1,2,20250715_mem_organelle,20250715_mem_organelle,fish1,1.0,,,384,20250715_mem_organelle,2025-07-15,2025-07-15,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,301,,,tdmSG,2xLynk,membrane,tdmSG::2xLynk,membrane,tdmSG(membrane)|Halo(ER)|mScarlet3S2(ER)|mScarlet3S2(mitochondria)|Halo(mitochondria),sheet,ef1a-extended:2xCox8A:mScarlet3S2|ef1a-extended:2xCox8A:Halo,ef1a-extended:Halo:sec61b|ef1a-extended:mScarlet3S2:sec61b,,JF 635
/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish1_mem_sg_mito_msc3/roi2,20250715-plate43-slot1-roi3,20250715,43,1,3,20250715_mem_organelle,20250715_mem_organelle,fish1,1.0,,,640,20250715_mem_organelle,2025-07-15,2025-07-15,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,301,,,tdmSG,2xLynk,membrane,tdmSG::2xLynk,membrane,tdmSG(membrane)|Halo(ER)|mScarlet3S2(ER)|mScarlet3S2(mitochondria)|Halo(mitochondria),sheet,ef1a-extended:2xCox8A:mScarlet3S2|ef1a-extended:2xCox8A:Halo,ef1a-extended:Halo:sec61b|ef1a-extended:mScarlet3S2:sec61b,,JF 635
/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish1_mem_sg_mito_msc3/roi2,20250715-plate43-slot1-roi4,20250715,43,1,4,20250715_mem_organelle,20250715_mem_organelle,fish1,1.0,,,640,20250715_mem_organelle,2025-07-15,2025-07-15,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,301,,,tdmSG,2xLynk,membrane,tdmSG::2xLynk,membrane,tdmSG(membrane)|Halo(ER)|mScarlet3S2(ER)|mScarlet3S2(mitochondria)|Halo(mitochondria),sheet,ef1a-extended:2xCox8A:mScarlet3S2|ef1a-extended:2xCox8A:Halo,ef1a-extended:Halo:sec61b|ef1a-extended:mScarlet3S2:sec61b,,JF 635
/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish2_24hpf_mem_mito_msc3_er_halo/roi1_eye,20250715-plate43-slot2-roi1,20250715,43,2,1,20250715_mem_organelle,20250715_mem_organelle,fish2,2.0,24.0,eye,1922,20250715_mem_organelle,2025-07-15,2025-07-15,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,301,,,tdmSG,2xLynk,membrane,tdmSG::2xLynk,membrane,tdmSG(membrane)|Halo(ER)|mScarlet3S2(ER)|mScarlet3S2(mitochondria)|Halo(mitochondria),sheet,ef1a-extended:2xCox8A:mScarlet3S2|ef1a-extended:2xCox8A:Halo,ef1a-extended:Halo:sec61b|ef1a-extended:mScarlet3S2:sec61b,,JF 635
/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish2_24hpf_mem_mito_msc3_er_halo/roi1_eye,20250715-plate43-slot2-roi2,20250715,43,2,2,20250715_mem_organelle,20250715_mem_organelle,fish2,2.0,24.0,eye,1922,20250715_mem_organelle,2025-07-15,2025-07-15,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,301,,,tdmSG,2xLynk,membrane,tdmSG::2xLynk,membrane,tdmSG(membrane)|Halo(ER)|mScarlet3S2(ER)|mScarlet3S2(mitochondria)|Halo(mitochondria),sheet,ef1a-extended:2xCox8A:mScarlet3S2|ef1a-extended:2xCox8A:Halo,ef1a-extended:Halo:sec61b|ef1a-extended:mScarlet3S2:sec61b,,JF 635
/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish3_24hpf_mem_mito_msc3_er_halo/roi1,20250715-plate43-slot3-roi1,20250715,43,3,1,20250715_mem_organelle,20250715_mem_organelle,fish3,3.0,24.0,,960,20250715_mem_organelle,2025-07-15,2025-07-15,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,301,,,tdmSG,2xLynk,membrane,tdmSG::2xLynk,membrane,tdmSG(membrane)|Halo(ER)|mScarlet3S2(ER)|mScarlet3S2(mitochondria)|Halo(mitochondria),sheet,ef1a-extended:2xCox8A:mScarlet3S2|ef1a-extended:2xCox8A:Halo,ef1a-extended:Halo:sec61b|ef1a-extended:mScarlet3S2:sec61b,,JF 635
/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish3_24hpf_mem_mito_msc3_er_halo/roi1,20250715-plate43-slot3-roi2,20250715,43,3,2,20250715_mem_organelle,20250715_mem_organelle,fish3,3.0,24.0,,960,20250715_mem_organelle,2025-07-15,2025-07-15,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,301,,,tdmSG,2xLynk,membrane,tdmSG::2xLynk,membrane,tdmSG(membrane)|Halo(ER)|mScarlet3S2(ER)|mScarlet3S2(mitochondria)|Halo(mitochondria),sheet,ef1a-extended:2xCox8A:mScarlet3S2|ef1a-extended:2xCox8A:Halo,ef1a-extended:Halo:sec61b|ef1a-extended:mScarlet3S2:sec61b,,JF 635
/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish3_24hpf_mem_mito_msc3_er_halo/roi2,20250715-plate43-slot3-roi3,20250715,43,3,3,20250715_mem_organelle,20250715_mem_organelle,fish3,3.0,24.0,,960,20250715_mem_organelle,2025-07-15,2025-07-15,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,301,,,tdmSG,2xLynk,membrane,tdmSG::2xLynk,membrane,tdmSG(membrane)|Halo(ER)|mScarlet3S2(ER)|mScarlet3S2(mitochondria)|Halo(mitochondria),sheet,ef1a-extended:2xCox8A:mScarlet3S2|ef1a-extended:2xCox8A:Halo,ef1a-extended:Halo:sec61b|ef1a-extended:mScarlet3S2:sec61b,,JF 635
/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish3_24hpf_mem_mito_msc3_er_halo/roi2,20250715-plate43-slot3-roi4,20250715,43,3,4,20250715_mem_organelle,20250715_mem_organelle,fish3,3.0,24.0,,960,20250715_mem_organelle,2025-07-15,2025-07-15,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,301,,,tdmSG,2xLynk,membrane,tdmSG::2xLynk,membrane,tdmSG(membrane)|Halo(ER)|mScarlet3S2(ER)|mScarlet3S2(mitochondria)|Halo(mitochondria),sheet,ef1a-extended:2xCox8A:mScarlet3S2|ef1a-extended:2xCox8A:Halo,ef1a-extended:Halo:sec61b|ef1a-extended:mScarlet3S2:sec61b,,JF 635
/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish4_24hpf_mem_mito_msc3_er_halo/roi1,20250715-plate43-slot4-roi1,20250715,43,4,1,20250715_mem_organelle,20250715_mem_organelle,fish4,4.0,24.0,,960,20250715_mem_organelle,2025-07-15,2025-07-15,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,301,,,tdmSG,2xLynk,membrane,tdmSG::2xLynk,membrane,tdmSG(membrane)|Halo(ER)|mScarlet3S2(ER)|mScarlet3S2(mitochondria)|Halo(mitochondria),sheet,ef1a-extended:2xCox8A:mScarlet3S2|ef1a-extended:2xCox8A:Halo,ef1a-extended:Halo:sec61b|ef1a-extended:mScarlet3S2:sec61b,,JF 635
/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish4_24hpf_mem_mito_msc3_er_halo/roi1,20250715-plate43-slot4-roi2,20250715,43,4,2,20250715_mem_organelle,20250715_mem_organelle,fish4,4.0,24.0,,960,20250715_mem_organelle,2025-07-15,2025-07-15,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,301,,,tdmSG,2xLynk,membrane,tdmSG::2xLynk,membrane,tdmSG(membrane)|Halo(ER)|mScarlet3S2(ER)|mScarlet3S2(mitochondria)|Halo(mitochondria),sheet,ef1a-extended:2xCox8A:mScarlet3S2|ef1a-extended:2xCox8A:Halo,ef1a-extended:Halo:sec61b|ef1a-extended:mScarlet3S2:sec61b,,JF 635
/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish4_24hpf_mem_mito_msc3_er_halo/roi2,20250715-plate43-slot4-roi3,20250715,43,4,3,20250715_mem_organelle,20250715_mem_organelle,fish4,4.0,24.0,,960,20250715_mem_organelle,2025-07-15,2025-07-15,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,301,,,tdmSG,2xLynk,membrane,tdmSG::2xLynk,membrane,tdmSG(membrane)|Halo(ER)|mScarlet3S2(ER)|mScarlet3S2(mitochondria)|Halo(mitochondria),sheet,ef1a-extended:2xCox8A:mScarlet3S2|ef1a-extended:2xCox8A:Halo,ef1a-extended:Halo:sec61b|ef1a-extended:mScarlet3S2:sec61b,,JF 635
/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish4_24hpf_mem_mito_msc3_er_halo/roi2,20250715-plate43-slot4-roi4,20250715,43,4,4,20250715_mem_organelle,20250715_mem_organelle,fish4,4.0,24.0,,960,20250715_mem_organelle,2025-07-15,2025-07-15,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,301,,,tdmSG,2xLynk,membrane,tdmSG::2xLynk,membrane,tdmSG(membrane)|Halo(ER)|mScarlet3S2(ER)|mScarlet3S2(mitochondria)|Halo(mitochondria),sheet,ef1a-extended:2xCox8A:mScarlet3S2|ef1a-extended:2xCox8A:Halo,ef1a-extended:Halo:sec61b|ef1a-extended:mScarlet3S2:sec61b,,JF 635
/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish4_24hpf_mem_mito_msc3_er_halo/roi3,20250715-plate43-slot4-roi5,20250715,43,4,5,20250715_mem_organelle,20250715_mem_organelle,fish4,4.0,24.0,,960,20250715_mem_organelle,2025-07-15,2025-07-15,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005,301,,,tdmSG,2xLynk,membrane,tdmSG::2xLynk,membrane,tdmSG(membrane)|Halo(ER)|mScarlet3S2(ER)|mScarlet3S2(mitochondria)|Halo(mitochondria),sheet,ef1a-extended:2xCox8A:mScarlet3S2|ef1a-extended:2xCox8A:Halo,ef1a-extended:Halo:sec61b|ef1a-extended:mScarlet3S2:sec61b,,JF 635
