roi_dir,dataset_slug,experiment_folder,roi_path_date_yyyymmdd,date_mount,Date imaged,mount_id,plate_date,mount_id_inferred,mount_id_source,plate_id_filled,slot_id_filled,roi_index_within_slot,bruker_roi_id,link_source
/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish1/roi1,20250522_skittlez,20250522_skittlez,20250522.0,2025-05-22,2025-05-22,,20250522.0,1.0,inferred,8.0,1.0,1.0,20250522-plate8-slot1-roi1,sheet
/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish1/roi2,20250522_skittlez,20250522_skittlez,20250522.0,2025-05-22,2025-05-22,,20250522.0,1.0,inferred,8.0,1.0,2.0,20250522-plate8-slot1-roi2,sheet
/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish2/roi1,20250522_skittlez,20250522_skittlez,20250522.0,2025-05-22,2025-05-22,,20250522.0,1.0,inferred,8.0,2.0,1.0,20250522-plate8-slot2-roi1,sheet
/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish2/roi2,20250522_skittlez,20250522_skittlez,20250522.0,2025-05-22,2025-05-22,,20250522.0,1.0,inferred,8.0,2.0,2.0,20250522-plate8-slot2-roi2,sheet
/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish3/roi1,20250522_skittlez,20250522_skittlez,20250522.0,2025-05-22,2025-05-22,,20250522.0,1.0,inferred,8.0,3.0,1.0,20250522-plate8-slot3-roi1,sheet
/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish3/roi2,20250522_skittlez,20250522_skittlez,20250522.0,2025-05-22,2025-05-22,,20250522.0,1.0,inferred,8.0,3.0,2.0,20250522-plate8-slot3-roi2,sheet
/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish3/roi3,20250522_skittlez,20250522_skittlez,20250522.0,2025-05-22,2025-05-22,,20250522.0,1.0,inferred,8.0,3.0,3.0,20250522-plate8-slot3-roi3,sheet
/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish4/roi1,20250522_skittlez,20250522_skittlez,20250522.0,2025-05-22,2025-05-22,,20250522.0,1.0,inferred,8.0,4.0,1.0,20250522-plate8-slot4-roi1,sheet
/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish4/roi2,20250522_skittlez,20250522_skittlez,20250522.0,2025-05-22,2025-05-22,,20250522.0,1.0,inferred,8.0,4.0,2.0,20250522-plate8-slot4-roi2,sheet
/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish5/roi1,20250522_skittlez,20250522_skittlez,20250522.0,2025-05-22,2025-05-22,,20250522.0,1.0,inferred,8.0,5.0,1.0,20250522-plate8-slot5-roi1,sheet
/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish6/roi1,20250522_skittlez,20250522_skittlez,20250522.0,2025-05-22,2025-05-22,,20250522.0,1.0,inferred,8.0,6.0,1.0,20250522-plate8-slot6-roi1,sheet
/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish6/roi2,20250522_skittlez,20250522_skittlez,20250522.0,2025-05-22,2025-05-22,,20250522.0,1.0,inferred,8.0,6.0,2.0,20250522-plate8-slot6-roi2,sheet
/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish7/roi1,20250522_skittlez,20250522_skittlez,20250522.0,2025-05-22,2025-05-22,,20250522.0,2.0,inferred,9.0,1.0,1.0,20250522-plate9-slot1-roi1,sheet
/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish7/roi2,20250522_skittlez,20250522_skittlez,20250522.0,2025-05-22,2025-05-22,,20250522.0,2.0,inferred,9.0,1.0,2.0,20250522-plate9-slot1-roi2,sheet
