dataset,legacy_fish_label,imaging_nickname,suggested_fish_code,final_fish_code,notes
aang,fish4_48hpf_roi1,mem_mito,FSH_LEGACY_aang_fish4_48hpf_roi1,FSH_LEGACY_aang_fish4_48hpf_roi1,from imaging_slots_standard_from_legacy
korra,fish1_96hpf_roi1,mem-histone,FSH_LEGACY_korra_fish1_96hpf_roi1,FSH_LEGACY_korra_fish1_96hpf_roi1,from imaging_slots_standard_from_legacy
korra,fish13_roi2,skittlez,FSH_LEGACY_korra_fish13_roi2,FSH_LEGACY_korra_fish13_roi2,from imaging_slots_standard_from_legacy
aang,fish1_72hpf_roi2,mem-histone,FSH_LEGACY_aang_fish1_72hpf_roi2,FSH_LEGACY_aang_fish1_72hpf_roi2,from imaging_slots_standard_from_legacy
aang,fish1_24hpf_roi1,lifeact-mSG,FSH_LEGACY_aang_fish1_24hpf_roi1,FSH_LEGACY_aang_fish1_24hpf_roi1,from imaging_slots_standard_from_legacy
aang,fish11_24hpf_roi3,mem_mito,FSH_LEGACY_aang_fish11_24hpf_roi3,FSH_LEGACY_aang_fish11_24hpf_roi3,from imaging_slots_standard_from_legacy
korra,fish3_48hpf_roi4,mem-mito,FSH_LEGACY_korra_fish3_48hpf_roi4,FSH_LEGACY_korra_fish3_48hpf_roi4,from imaging_slots_standard_from_legacy
korra,fish3_roi12,skittlez,FSH_LEGACY_korra_fish3_roi12,FSH_LEGACY_korra_fish3_roi12,from imaging_slots_standard_from_legacy
korra,fish4_24hpf_roi3,mem-histone,FSH_LEGACY_korra_fish4_24hpf_roi3,FSH_LEGACY_korra_fish4_24hpf_roi3,from imaging_slots_standard_from_legacy
korra,fish7_roi4,skittlez_Chris_x_Liam,FSH_LEGACY_korra_fish7_roi4,FSH_LEGACY_korra_fish7_roi4,from imaging_slots_standard_from_legacy
korra,fish3_96hpf_roi3,mem-histone,FSH_LEGACY_korra_fish3_96hpf_roi3,FSH_LEGACY_korra_fish3_96hpf_roi3,from imaging_slots_standard_from_legacy
korra,fish4_roi1,skittlez_Issac_x_Ken,FSH_LEGACY_korra_fish4_roi1,FSH_LEGACY_korra_fish4_roi1,from imaging_slots_standard_from_legacy
korra,fish15_roi1,skittlez,FSH_LEGACY_korra_fish15_roi1,FSH_LEGACY_korra_fish15_roi1,from imaging_slots_standard_from_legacy
korra,fish4_roi2,skittlez_Chris_x_Liam,FSH_LEGACY_korra_fish4_roi2,FSH_LEGACY_korra_fish4_roi2,from imaging_slots_standard_from_legacy
aang,fish2_48hpf_roi3,mem-mito,FSH_LEGACY_aang_fish2_48hpf_roi3,FSH_LEGACY_aang_fish2_48hpf_roi3,from imaging_slots_standard_from_legacy
aang,fish2_48hpf_roi2,mem_histone,FSH_LEGACY_aang_fish2_48hpf_roi2,FSH_LEGACY_aang_fish2_48hpf_roi2,from imaging_slots_standard_from_legacy
aang,fish3_24hpf_roi1,mem_histone,FSH_LEGACY_aang_fish3_24hpf_roi1,FSH_LEGACY_aang_fish3_24hpf_roi1,from imaging_slots_standard_from_legacy
aang,fish1_24hpf_roi1,mem-halo_er-mSG,FSH_LEGACY_aang_fish1_24hpf_roi1,FSH_LEGACY_aang_fish1_24hpf_roi1,from imaging_slots_standard_from_legacy
aang,fish2_24hpf_roi1,mem-mito_v2,FSH_LEGACY_aang_fish2_24hpf_roi1,FSH_LEGACY_aang_fish2_24hpf_roi1,from imaging_slots_standard_from_legacy
aang,fish4_24hpf_roi1,mem-histone,FSH_LEGACY_aang_fish4_24hpf_roi1,FSH_LEGACY_aang_fish4_24hpf_roi1,from imaging_slots_standard_from_legacy
aang,fish2_24hpf_mem-mchilada_lyso-mSG,mem_organelle,FSH_LEGACY_aang_fish2_24hpf_mem_mchilada_lyso_mSG,FSH_LEGACY_aang_fish2_24hpf_mem_mchilada_lyso_mSG,from imaging_slots_standard_from_legacy
aang,fish6_24hpf_roi2,mem-mito,FSH_LEGACY_aang_fish6_24hpf_roi2,FSH_LEGACY_aang_fish6_24hpf_roi2,from imaging_slots_standard_from_legacy
korra,fish2,skittles,FSH_LEGACY_korra_fish2,FSH_LEGACY_korra_fish2,from imaging_slots_standard_from_legacy
aang,fish2_24hpf_roi3,mem_ER,FSH_LEGACY_aang_fish2_24hpf_roi3,FSH_LEGACY_aang_fish2_24hpf_roi3,from imaging_slots_standard_from_legacy
korra,fish6,skittlez,FSH_LEGACY_korra_fish6,FSH_LEGACY_korra_fish6,from imaging_slots_standard_from_legacy
aang,fish3_72hpf_roi2,mem-histone,FSH_LEGACY_aang_fish3_72hpf_roi2,FSH_LEGACY_aang_fish3_72hpf_roi2,from imaging_slots_standard_from_legacy
aang,fish2_24hpf_roi1,mem-histone,FSH_LEGACY_aang_fish2_24hpf_roi1,FSH_LEGACY_aang_fish2_24hpf_roi1,from imaging_slots_standard_from_legacy
aang,fish2_72hpf_roi4,lifeact-mSG,FSH_LEGACY_aang_fish2_72hpf_roi4,FSH_LEGACY_aang_fish2_72hpf_roi4,from imaging_slots_standard_from_legacy
aang,fish4_48hpf_roi2,mem-histone,FSH_LEGACY_aang_fish4_48hpf_roi2,FSH_LEGACY_aang_fish4_48hpf_roi2,from imaging_slots_standard_from_legacy
aang,fish3_48hpf_roi2,mem-histone,FSH_LEGACY_aang_fish3_48hpf_roi2,FSH_LEGACY_aang_fish3_48hpf_roi2,from imaging_slots_standard_from_legacy
aang,fish1_48hpf_xscan_roi4_spine_muscle_tail,mem_tester,FSH_LEGACY_aang_fish1_48hpf_xscan_roi4_spine_muscle_tail,FSH_LEGACY_aang_fish1_48hpf_xscan_roi4_spine_muscle_tail,from imaging_slots_standard_from_legacy
aang,fish1_24hpf_roi2,mem_actin,FSH_LEGACY_aang_fish1_24hpf_roi2,FSH_LEGACY_aang_fish1_24hpf_roi2,from imaging_slots_standard_from_legacy
aang,fish8_48hpf_roi1,mem_mito,FSH_LEGACY_aang_fish8_48hpf_roi1,FSH_LEGACY_aang_fish8_48hpf_roi1,from imaging_slots_standard_from_legacy
aang,fish2_24hpf_roi2,lifeact-mSG,FSH_LEGACY_aang_fish2_24hpf_roi2,FSH_LEGACY_aang_fish2_24hpf_roi2,from imaging_slots_standard_from_legacy
aang,fish4_24hpf_roi1,mem-peroxi2,FSH_LEGACY_aang_fish4_24hpf_roi1,FSH_LEGACY_aang_fish4_24hpf_roi1,from imaging_slots_standard_from_legacy
aang,fish3_48hpf_roi1,mem_histone,FSH_LEGACY_aang_fish3_48hpf_roi1,FSH_LEGACY_aang_fish3_48hpf_roi1,from imaging_slots_standard_from_legacy
korra,fish1_24hpf_roi3,mem-histone,FSH_LEGACY_korra_fish1_24hpf_roi3,FSH_LEGACY_korra_fish1_24hpf_roi3,from imaging_slots_standard_from_legacy
korra,fish2,skittlez,FSH_LEGACY_korra_fish2,FSH_LEGACY_korra_fish2,from imaging_slots_standard_from_legacy
aang,fish3_48hpf_roi1,mem_actin,FSH_LEGACY_aang_fish3_48hpf_roi1,FSH_LEGACY_aang_fish3_48hpf_roi1,from imaging_slots_standard_from_legacy
aang,fish1_48hpf_roi1,mem-histone,FSH_LEGACY_aang_fish1_48hpf_roi1,FSH_LEGACY_aang_fish1_48hpf_roi1,from imaging_slots_standard_from_legacy
aang,fish6_24hpf_roi1,mem-peroxi2,FSH_LEGACY_aang_fish6_24hpf_roi1,FSH_LEGACY_aang_fish6_24hpf_roi1,from imaging_slots_standard_from_legacy
aang,fish3_24hpf_roi2,mem_actin,FSH_LEGACY_aang_fish3_24hpf_roi2,FSH_LEGACY_aang_fish3_24hpf_roi2,from imaging_slots_standard_from_legacy
korra,fish2_roi1,mem,FSH_LEGACY_korra_fish2_roi1,FSH_LEGACY_korra_fish2_roi1,from imaging_slots_standard_from_legacy
korra,fish9,skittles,FSH_LEGACY_korra_fish9,FSH_LEGACY_korra_fish9,from imaging_slots_standard_from_legacy
aang,fish7_24hpf_roi5,mem-mito,FSH_LEGACY_aang_fish7_24hpf_roi5,FSH_LEGACY_aang_fish7_24hpf_roi5,from imaging_slots_standard_from_legacy
korra,fish3_24hpf_roi1_brain,mem-histone,FSH_LEGACY_korra_fish3_24hpf_roi1_brain,FSH_LEGACY_korra_fish3_24hpf_roi1_brain,from imaging_slots_standard_from_legacy
aang,fish1_48hpf_roi3,mem-histone,FSH_LEGACY_aang_fish1_48hpf_roi3,FSH_LEGACY_aang_fish1_48hpf_roi3,from imaging_slots_standard_from_legacy
aang,fish4_48hpf_roi3,mem-histone,FSH_LEGACY_aang_fish4_48hpf_roi3,FSH_LEGACY_aang_fish4_48hpf_roi3,from imaging_slots_standard_from_legacy
aang,fish1_72hpf_roi3,mem-histone,FSH_LEGACY_aang_fish1_72hpf_roi3,FSH_LEGACY_aang_fish1_72hpf_roi3,from imaging_slots_standard_from_legacy
aang,fish2_72hpf_roi2,mem-histone,FSH_LEGACY_aang_fish2_72hpf_roi2,FSH_LEGACY_aang_fish2_72hpf_roi2,from imaging_slots_standard_from_legacy
korra,fish5_roi1,skittlez_Chris_x_Liam,FSH_LEGACY_korra_fish5_roi1,FSH_LEGACY_korra_fish5_roi1,from imaging_slots_standard_from_legacy
aang,fish1_72hpf_roi4,mem-mito,FSH_LEGACY_aang_fish1_72hpf_roi4,FSH_LEGACY_aang_fish1_72hpf_roi4,from imaging_slots_standard_from_legacy
korra,fish6_roi2,skittlez,FSH_LEGACY_korra_fish6_roi2,FSH_LEGACY_korra_fish6_roi2,from imaging_slots_standard_from_legacy
aang,fish3_48hpf_roi1,mrna_mito-mSG_mem-mChilada,FSH_LEGACY_aang_fish3_48hpf_roi1,FSH_LEGACY_aang_fish3_48hpf_roi1,from imaging_slots_standard_from_legacy
aang,fish1_48hpf_roi1,lifeact_mem-halo,FSH_LEGACY_aang_fish1_48hpf_roi1,FSH_LEGACY_aang_fish1_48hpf_roi1,from imaging_slots_standard_from_legacy
korra,fish7_roi,skittlez,FSH_LEGACY_korra_fish7_roi,FSH_LEGACY_korra_fish7_roi,from imaging_slots_standard_from_legacy
aang,fish5_24hpf_roi3,mem_actin,FSH_LEGACY_aang_fish5_24hpf_roi3,FSH_LEGACY_aang_fish5_24hpf_roi3,from imaging_slots_standard_from_legacy
aang,fish4_24hpf_roi1,mem_actin,FSH_LEGACY_aang_fish4_24hpf_roi1,FSH_LEGACY_aang_fish4_24hpf_roi1,from imaging_slots_standard_from_legacy
aang,fish6_72hpf_roi1,mem-mito,FSH_LEGACY_aang_fish6_72hpf_roi1,FSH_LEGACY_aang_fish6_72hpf_roi1,from imaging_slots_standard_from_legacy
aang,fish1_24hpf_roi5,mem_mito,FSH_LEGACY_aang_fish1_24hpf_roi5,FSH_LEGACY_aang_fish1_24hpf_roi5,from imaging_slots_standard_from_legacy
aang,fish1_24hpf_roi4,mem_histone,FSH_LEGACY_aang_fish1_24hpf_roi4,FSH_LEGACY_aang_fish1_24hpf_roi4,from imaging_slots_standard_from_legacy
korra,fish7,skittlez,FSH_LEGACY_korra_fish7,FSH_LEGACY_korra_fish7,from imaging_slots_standard_from_legacy
korra,fish6_48hpf_roi2,mem-histone,FSH_LEGACY_korra_fish6_48hpf_roi2,FSH_LEGACY_korra_fish6_48hpf_roi2,from imaging_slots_standard_from_legacy
korra,fish1_72hpf_roi2_muscle,mem-histone,FSH_LEGACY_korra_fish1_72hpf_roi2_muscle,FSH_LEGACY_korra_fish1_72hpf_roi2_muscle,from imaging_slots_standard_from_legacy
korra,fish15_roi2,skittlez,FSH_LEGACY_korra_fish15_roi2,FSH_LEGACY_korra_fish15_roi2,from imaging_slots_standard_from_legacy
korra,fish1_72hpf_roi1,mem-histone,FSH_LEGACY_korra_fish1_72hpf_roi1,FSH_LEGACY_korra_fish1_72hpf_roi1,from imaging_slots_standard_from_legacy
korra,fish3_48hpf_roi3,mem-mito,FSH_LEGACY_korra_fish3_48hpf_roi3,FSH_LEGACY_korra_fish3_48hpf_roi3,from imaging_slots_standard_from_legacy
aang,fish1_24hpf_roi7,mem_mito,FSH_LEGACY_aang_fish1_24hpf_roi7,FSH_LEGACY_aang_fish1_24hpf_roi7,from imaging_slots_standard_from_legacy
korra,fish3_72hpf_roi3,mem-histone,FSH_LEGACY_korra_fish3_72hpf_roi3,FSH_LEGACY_korra_fish3_72hpf_roi3,from imaging_slots_standard_from_legacy
aang,fish1_48hpf_xscan_roi3_spine_muscle_tail,mem_tester,FSH_LEGACY_aang_fish1_48hpf_xscan_roi3_spine_muscle_tail,FSH_LEGACY_aang_fish1_48hpf_xscan_roi3_spine_muscle_tail,from imaging_slots_standard_from_legacy
aang,fish4_24hpf_roi1,mem_mito,FSH_LEGACY_aang_fish4_24hpf_roi1,FSH_LEGACY_aang_fish4_24hpf_roi1,from imaging_slots_standard_from_legacy
aang,fish2_72hpf_roi2,lifeact-mSG,FSH_LEGACY_aang_fish2_72hpf_roi2,FSH_LEGACY_aang_fish2_72hpf_roi2,from imaging_slots_standard_from_legacy
korra,fish3,skittles,FSH_LEGACY_korra_fish3,FSH_LEGACY_korra_fish3,from imaging_slots_standard_from_legacy
korra,fish4_roi3,skittlez_Chris_x_Liam,FSH_LEGACY_korra_fish4_roi3,FSH_LEGACY_korra_fish4_roi3,from imaging_slots_standard_from_legacy
aang,fish1_24hpf_roi5,mem-halo_er-mSG,FSH_LEGACY_aang_fish1_24hpf_roi5,FSH_LEGACY_aang_fish1_24hpf_roi5,from imaging_slots_standard_from_legacy
korra,fish1_24hpf,mem-mchilada_er-mSG,FSH_LEGACY_korra_fish1_24hpf,FSH_LEGACY_korra_fish1_24hpf,from imaging_slots_standard_from_legacy
aang,fish6_48hpf_roi3,mem_mito,FSH_LEGACY_aang_fish6_48hpf_roi3,FSH_LEGACY_aang_fish6_48hpf_roi3,from imaging_slots_standard_from_legacy
aang,fish1_24hpf_roi4,mem-mito,FSH_LEGACY_aang_fish1_24hpf_roi4,FSH_LEGACY_aang_fish1_24hpf_roi4,from imaging_slots_standard_from_legacy
korra,fish3_72hpf_roi1,mem-PCNA,FSH_LEGACY_korra_fish3_72hpf_roi1,FSH_LEGACY_korra_fish3_72hpf_roi1,from imaging_slots_standard_from_legacy
korra,fish2_24hpf_roi1_test,microtubules,FSH_LEGACY_korra_fish2_24hpf_roi1_test,FSH_LEGACY_korra_fish2_24hpf_roi1_test,from imaging_slots_standard_from_legacy
aang,fish1_24hpf_roi1,mem-mito_v2,FSH_LEGACY_aang_fish1_24hpf_roi1,FSH_LEGACY_aang_fish1_24hpf_roi1,from imaging_slots_standard_from_legacy
korra,fish3_96hpf_roi2,mem-histone,FSH_LEGACY_korra_fish3_96hpf_roi2,FSH_LEGACY_korra_fish3_96hpf_roi2,from imaging_slots_standard_from_legacy
aang,fish6_48hpf_roi2,mem-mito,FSH_LEGACY_aang_fish6_48hpf_roi2,FSH_LEGACY_aang_fish6_48hpf_roi2,from imaging_slots_standard_from_legacy
korra,fish6_roi2,skittlez_Chris_x_Liam,FSH_LEGACY_korra_fish6_roi2,FSH_LEGACY_korra_fish6_roi2,from imaging_slots_standard_from_legacy
korra,fish2_roi1_1,skittlez,FSH_LEGACY_korra_fish2_roi1_1,FSH_LEGACY_korra_fish2_roi1_1,from imaging_slots_standard_from_legacy
aang,fish2_72hpf_roi3,lifeact-mSG,FSH_LEGACY_aang_fish2_72hpf_roi3,FSH_LEGACY_aang_fish2_72hpf_roi3,from imaging_slots_standard_from_legacy
korra,fish11_roi2,skittlez,FSH_LEGACY_korra_fish11_roi2,FSH_LEGACY_korra_fish11_roi2,from imaging_slots_standard_from_legacy
aang,fish3_120hpf_roi6,mem-histone,FSH_LEGACY_aang_fish3_120hpf_roi6,FSH_LEGACY_aang_fish3_120hpf_roi6,from imaging_slots_standard_from_legacy
aang,fish6_48hpf_roi4,mem_mito,FSH_LEGACY_aang_fish6_48hpf_roi4,FSH_LEGACY_aang_fish6_48hpf_roi4,from imaging_slots_standard_from_legacy
aang,fish4_72hpf_roi2,mem-mito,FSH_LEGACY_aang_fish4_72hpf_roi2,FSH_LEGACY_aang_fish4_72hpf_roi2,from imaging_slots_standard_from_legacy
korra,fish3_roi1,skittlez_Chris_x_Liam,FSH_LEGACY_korra_fish3_roi1,FSH_LEGACY_korra_fish3_roi1,from imaging_slots_standard_from_legacy
aang,fish5_24hpf_roi2,mem_mito,FSH_LEGACY_aang_fish5_24hpf_roi2,FSH_LEGACY_aang_fish5_24hpf_roi2,from imaging_slots_standard_from_legacy
aang,fish1_24hpf_roi6,mem-mito,FSH_LEGACY_aang_fish1_24hpf_roi6,FSH_LEGACY_aang_fish1_24hpf_roi6,from imaging_slots_standard_from_legacy
aang,fish2_24hpf_roi1,lifeact-mSG,FSH_LEGACY_aang_fish2_24hpf_roi1,FSH_LEGACY_aang_fish2_24hpf_roi1,from imaging_slots_standard_from_legacy
aang,er_roi1,72hpf_mrna_mSG_organelle_LLS-SIM,FSH_LEGACY_aang_er_roi1,FSH_LEGACY_aang_er_roi1,from imaging_slots_standard_from_legacy
aang,fish5_48hpf_roi3,mem-mito,FSH_LEGACY_aang_fish5_48hpf_roi3,FSH_LEGACY_aang_fish5_48hpf_roi3,from imaging_slots_standard_from_legacy
aang,fish2_48hpf_roi4,mem_histone,FSH_LEGACY_aang_fish2_48hpf_roi4,FSH_LEGACY_aang_fish2_48hpf_roi4,from imaging_slots_standard_from_legacy
aang,fish3_24hpf_roi7,mem-mito,FSH_LEGACY_aang_fish3_24hpf_roi7,FSH_LEGACY_aang_fish3_24hpf_roi7,from imaging_slots_standard_from_legacy
korra,fish3,mem-histone,FSH_LEGACY_korra_fish3,FSH_LEGACY_korra_fish3,from imaging_slots_standard_from_legacy
aang,fish1_24hpf_roi2,mito_mem-halo,FSH_LEGACY_aang_fish1_24hpf_roi2,FSH_LEGACY_aang_fish1_24hpf_roi2,from imaging_slots_standard_from_legacy
aang,fish1_roi3,mrna_mito-mSG_mem-mChilada,FSH_LEGACY_aang_fish1_roi3,FSH_LEGACY_aang_fish1_roi3,from imaging_slots_standard_from_legacy
aang,fish2_48hpf_roi5,mrna_mito-mSG_mem-mChilada,FSH_LEGACY_aang_fish2_48hpf_roi5,FSH_LEGACY_aang_fish2_48hpf_roi5,from imaging_slots_standard_from_legacy
aang,fish2_24hpf_roi4,mem-halo_er-mSG,FSH_LEGACY_aang_fish2_24hpf_roi4,FSH_LEGACY_aang_fish2_24hpf_roi4,from imaging_slots_standard_from_legacy
aang,fish2_48hpf_roi1,mem-histone,FSH_LEGACY_aang_fish2_48hpf_roi1,FSH_LEGACY_aang_fish2_48hpf_roi1,from imaging_slots_standard_from_legacy
aang,roi1_newscripttest,mem_ER,FSH_LEGACY_aang_roi1_newscripttest,FSH_LEGACY_aang_roi1_newscripttest,from imaging_slots_standard_from_legacy
aang,fish4_48hpf_roi8,mem_mito,FSH_LEGACY_aang_fish4_48hpf_roi8,FSH_LEGACY_aang_fish4_48hpf_roi8,from imaging_slots_standard_from_legacy
aang,fish4_24hpf_roi1,mem-mito_v2,FSH_LEGACY_aang_fish4_24hpf_roi1,FSH_LEGACY_aang_fish4_24hpf_roi1,from imaging_slots_standard_from_legacy
aang,fish10_24hpf_roi2,mem_mito,FSH_LEGACY_aang_fish10_24hpf_roi2,FSH_LEGACY_aang_fish10_24hpf_roi2,from imaging_slots_standard_from_legacy
korra,fish2,mem-histone,FSH_LEGACY_korra_fish2,FSH_LEGACY_korra_fish2,from imaging_slots_standard_from_legacy
aang,fish3_72hpf_roi12,mem-mito,FSH_LEGACY_aang_fish3_72hpf_roi12,FSH_LEGACY_aang_fish3_72hpf_roi12,from imaging_slots_standard_from_legacy
korra,fish7_roi2,skittlez_Chris_x_Liam,FSH_LEGACY_korra_fish7_roi2,FSH_LEGACY_korra_fish7_roi2,from imaging_slots_standard_from_legacy
korra,fish5_48hpf_roi2,mem-histone,FSH_LEGACY_korra_fish5_48hpf_roi2,FSH_LEGACY_korra_fish5_48hpf_roi2,from imaging_slots_standard_from_legacy
aang,fish6_24hpf_roi1,mem_actin,FSH_LEGACY_aang_fish6_24hpf_roi1,FSH_LEGACY_aang_fish6_24hpf_roi1,from imaging_slots_standard_from_legacy
korra,fish2_48hpf_roi2,mem-mito,FSH_LEGACY_korra_fish2_48hpf_roi2,FSH_LEGACY_korra_fish2_48hpf_roi2,from imaging_slots_standard_from_legacy
aang,er_roi3,72hpf_mrna_mSG_organelle_LLS-SIM,FSH_LEGACY_aang_er_roi3,FSH_LEGACY_aang_er_roi3,from imaging_slots_standard_from_legacy
aang,fish3_24hpf_roi1_test,mem-mito,FSH_LEGACY_aang_fish3_24hpf_roi1_test,FSH_LEGACY_aang_fish3_24hpf_roi1_test,from imaging_slots_standard_from_legacy
korra,fish5_48hpf_mem_mito_halo_er_msc2,mem_organelle,FSH_LEGACY_korra_fish5_48hpf_mem_mito_halo_er_msc2,FSH_LEGACY_korra_fish5_48hpf_mem_mito_halo_er_msc2,from imaging_slots_standard_from_legacy
aang,fish2_72hpf_roi1,lifeact-mSG,FSH_LEGACY_aang_fish2_72hpf_roi1,FSH_LEGACY_aang_fish2_72hpf_roi1,from imaging_slots_standard_from_legacy
korra,fish1_72hpf_roi2,mem-histone,FSH_LEGACY_korra_fish1_72hpf_roi2,FSH_LEGACY_korra_fish1_72hpf_roi2,from imaging_slots_standard_from_legacy
aang,fish2_72hpf_roi1,mem-mito,FSH_LEGACY_aang_fish2_72hpf_roi1,FSH_LEGACY_aang_fish2_72hpf_roi1,from imaging_slots_standard_from_legacy
korra,fish11_roi1_eye_2,skittlez,FSH_LEGACY_korra_fish11_roi1_eye_2,FSH_LEGACY_korra_fish11_roi1_eye_2,from imaging_slots_standard_from_legacy
aang,fish7_24hpf_roi3,mem-mito,FSH_LEGACY_aang_fish7_24hpf_roi3,FSH_LEGACY_aang_fish7_24hpf_roi3,from imaging_slots_standard_from_legacy
aang,fish2_48hpf_roi1,mem-mito,FSH_LEGACY_aang_fish2_48hpf_roi1,FSH_LEGACY_aang_fish2_48hpf_roi1,from imaging_slots_standard_from_legacy
aang,fish7_24hpf_roi2,mem-mito,FSH_LEGACY_aang_fish7_24hpf_roi2,FSH_LEGACY_aang_fish7_24hpf_roi2,from imaging_slots_standard_from_legacy
aang,fish4_48hpf_roi1,mem-histone,FSH_LEGACY_aang_fish4_48hpf_roi1,FSH_LEGACY_aang_fish4_48hpf_roi1,from imaging_slots_standard_from_legacy
aang,fish3_120hpf_roi7,mem-histone,FSH_LEGACY_aang_fish3_120hpf_roi7,FSH_LEGACY_aang_fish3_120hpf_roi7,from imaging_slots_standard_from_legacy
korra,fish3_roi2,skittlez,FSH_LEGACY_korra_fish3_roi2,FSH_LEGACY_korra_fish3_roi2,from imaging_slots_standard_from_legacy
aang,fish1_24hpf_roi4,mem_ER,FSH_LEGACY_aang_fish1_24hpf_roi4,FSH_LEGACY_aang_fish1_24hpf_roi4,from imaging_slots_standard_from_legacy
aang,fish4_24hpf_roi1,mem-peroxi,FSH_LEGACY_aang_fish4_24hpf_roi1,FSH_LEGACY_aang_fish4_24hpf_roi1,from imaging_slots_standard_from_legacy
aang,fish5_24hpf_roi2,mem-histone,FSH_LEGACY_aang_fish5_24hpf_roi2,FSH_LEGACY_aang_fish5_24hpf_roi2,from imaging_slots_standard_from_legacy
aang,fish1_48hpf_roi5,mem-mito,FSH_LEGACY_aang_fish1_48hpf_roi5,FSH_LEGACY_aang_fish1_48hpf_roi5,from imaging_slots_standard_from_legacy
aang,fish6_48hpf_roi5,mem_mito,FSH_LEGACY_aang_fish6_48hpf_roi5,FSH_LEGACY_aang_fish6_48hpf_roi5,from imaging_slots_standard_from_legacy
korra,fish3_24hpf_mem_mito_msc3_er_halo,mem_organelle,FSH_LEGACY_korra_fish3_24hpf_mem_mito_msc3_er_halo,FSH_LEGACY_korra_fish3_24hpf_mem_mito_msc3_er_halo,from imaging_slots_standard_from_legacy
aang,fish1_24hpf_roi3_2,lifeact-mSG,FSH_LEGACY_aang_fish1_24hpf_roi3_2,FSH_LEGACY_aang_fish1_24hpf_roi3_2,from imaging_slots_standard_from_legacy
aang,fish1_24hpf_roi2,mem_histone,FSH_LEGACY_aang_fish1_24hpf_roi2,FSH_LEGACY_aang_fish1_24hpf_roi2,from imaging_slots_standard_from_legacy
aang,fish2_24hpf_roi3,mito_mem-halo,FSH_LEGACY_aang_fish2_24hpf_roi3,FSH_LEGACY_aang_fish2_24hpf_roi3,from imaging_slots_standard_from_legacy
korra,fish1,mem-histone,FSH_LEGACY_korra_fish1,FSH_LEGACY_korra_fish1,from imaging_slots_standard_from_legacy
aang,fish11_24hpf_roi2,mem_mito,FSH_LEGACY_aang_fish11_24hpf_roi2,FSH_LEGACY_aang_fish11_24hpf_roi2,from imaging_slots_standard_from_legacy
korra,fish2_roi1,mem-PCNA,FSH_LEGACY_korra_fish2_roi1,FSH_LEGACY_korra_fish2_roi1,from imaging_slots_standard_from_legacy
aang,fish12_24hpf_roi4,mem_mito,FSH_LEGACY_aang_fish12_24hpf_roi4,FSH_LEGACY_aang_fish12_24hpf_roi4,from imaging_slots_standard_from_legacy
aang,fish1_48hpf_roi5,lifeact_mem-halo,FSH_LEGACY_aang_fish1_48hpf_roi5,FSH_LEGACY_aang_fish1_48hpf_roi5,from imaging_slots_standard_from_legacy
aang,fish1_48hpf_xscan_roi1_brain,mem_tester,FSH_LEGACY_aang_fish1_48hpf_xscan_roi1_brain,FSH_LEGACY_aang_fish1_48hpf_xscan_roi1_brain,from imaging_slots_standard_from_legacy
korra,fish2_24hpf_roi3,mem-histone,FSH_LEGACY_korra_fish2_24hpf_roi3,FSH_LEGACY_korra_fish2_24hpf_roi3,from imaging_slots_standard_from_legacy
aang,fish1_24hpf_roi1,mem-peroxi,FSH_LEGACY_aang_fish1_24hpf_roi1,FSH_LEGACY_aang_fish1_24hpf_roi1,from imaging_slots_standard_from_legacy
aang,fish5_24hpf_roi1,mem_actin,FSH_LEGACY_aang_fish5_24hpf_roi1,FSH_LEGACY_aang_fish5_24hpf_roi1,from imaging_slots_standard_from_legacy
korra,fish2_48hpf_roi4,mem-mito,FSH_LEGACY_korra_fish2_48hpf_roi4,FSH_LEGACY_korra_fish2_48hpf_roi4,from imaging_slots_standard_from_legacy
aang,fish4_48hpf_roi1,mem-mito,FSH_LEGACY_aang_fish4_48hpf_roi1,FSH_LEGACY_aang_fish4_48hpf_roi1,from imaging_slots_standard_from_legacy
korra,fish3_mem-halo_24hpf,mem_cytosol,FSH_LEGACY_korra_fish3_mem_halo_24hpf,FSH_LEGACY_korra_fish3_mem_halo_24hpf,from imaging_slots_standard_from_legacy
aang,fish7_48hpf_roi1,mem_mito,FSH_LEGACY_aang_fish7_48hpf_roi1,FSH_LEGACY_aang_fish7_48hpf_roi1,from imaging_slots_standard_from_legacy
korra,fish1_roi1_1,skittlez,FSH_LEGACY_korra_fish1_roi1_1,FSH_LEGACY_korra_fish1_roi1_1,from imaging_slots_standard_from_legacy
aang,fish1_96hpf_roi3,mem-histone,FSH_LEGACY_aang_fish1_96hpf_roi3,FSH_LEGACY_aang_fish1_96hpf_roi3,from imaging_slots_standard_from_legacy
aang,fish5_24hpf_roi3,mem_mito,FSH_LEGACY_aang_fish5_24hpf_roi3,FSH_LEGACY_aang_fish5_24hpf_roi3,from imaging_slots_standard_from_legacy
korra,fish4_24hpf_roi1_brain,mem-histone,FSH_LEGACY_korra_fish4_24hpf_roi1_brain,FSH_LEGACY_korra_fish4_24hpf_roi1_brain,from imaging_slots_standard_from_legacy
aang,fish3_72hpf_roi5,mem-mito,FSH_LEGACY_aang_fish3_72hpf_roi5,FSH_LEGACY_aang_fish3_72hpf_roi5,from imaging_slots_standard_from_legacy
korra,fish2_roi1,mem-histone,FSH_LEGACY_korra_fish2_roi1,FSH_LEGACY_korra_fish2_roi1,from imaging_slots_standard_from_legacy
