dataset,legacy_fish_label,imaging_nickname,suggested_fish_code,final_fish_code,notes
aang,fish3_48hpf_roi2,mrna_mito-mSG_mem-mChilada,FSH_LEGACY_aang_fish3_48hpf_roi2,FSH_LEGACY_aang_fish3_48hpf_roi2,from imaging_slots_standard_from_legacy
aang,fish8_24hpf_roi2,mem_mito,FSH_LEGACY_aang_fish8_24hpf_roi2,FSH_LEGACY_aang_fish8_24hpf_roi2,from imaging_slots_standard_from_legacy
korra,fish3_72hpf_roi2,mem-histone,FSH_LEGACY_korra_fish3_72hpf_roi2,FSH_LEGACY_korra_fish3_72hpf_roi2,from imaging_slots_standard_from_legacy
korra,fish13,skittles,FSH_LEGACY_korra_fish13,FSH_LEGACY_korra_fish13,from imaging_slots_standard_from_legacy
korra,fish4,skittles,FSH_LEGACY_korra_fish4,FSH_LEGACY_korra_fish4,from imaging_slots_standard_from_legacy
aang,fish4_24hpf_roi2,mem-mito,FSH_LEGACY_aang_fish4_24hpf_roi2,FSH_LEGACY_aang_fish4_24hpf_roi2,from imaging_slots_standard_from_legacy
korra,fish5_24hpf_roi2,mem-histone,FSH_LEGACY_korra_fish5_24hpf_roi2,FSH_LEGACY_korra_fish5_24hpf_roi2,from imaging_slots_standard_from_legacy
aang,fish4_24hpf_roi4,mem-mito_v2,FSH_LEGACY_aang_fish4_24hpf_roi4,FSH_LEGACY_aang_fish4_24hpf_roi4,from imaging_slots_standard_from_legacy
aang,fish11_24hpf_roi1,mem_mito,FSH_LEGACY_aang_fish11_24hpf_roi1,FSH_LEGACY_aang_fish11_24hpf_roi1,from imaging_slots_standard_from_legacy
aang,fish5_48hpf_roi1,mem-mito,FSH_LEGACY_aang_fish5_48hpf_roi1,FSH_LEGACY_aang_fish5_48hpf_roi1,from imaging_slots_standard_from_legacy
aang,fish3_120hpf_roi5,mem-histone,FSH_LEGACY_aang_fish3_120hpf_roi5,FSH_LEGACY_aang_fish3_120hpf_roi5,from imaging_slots_standard_from_legacy
aang,fish3_96hpf_roi1,mem-histone,FSH_LEGACY_aang_fish3_96hpf_roi1,FSH_LEGACY_aang_fish3_96hpf_roi1,from imaging_slots_standard_from_legacy
aang,fish5_24hpf_roi2,mem_actin,FSH_LEGACY_aang_fish5_24hpf_roi2,FSH_LEGACY_aang_fish5_24hpf_roi2,from imaging_slots_standard_from_legacy
aang,fish2_24hpf_roi3,mem-histone,FSH_LEGACY_aang_fish2_24hpf_roi3,FSH_LEGACY_aang_fish2_24hpf_roi3,from imaging_slots_standard_from_legacy
korra,fish4_48hpf_roi1,mem-histone,FSH_LEGACY_korra_fish4_48hpf_roi1,FSH_LEGACY_korra_fish4_48hpf_roi1,from imaging_slots_standard_from_legacy
korra,fish4_mem-halo_48hpf,mem_cytosol,FSH_LEGACY_korra_fish4_mem_halo_48hpf,FSH_LEGACY_korra_fish4_mem_halo_48hpf,from imaging_slots_standard_from_legacy
korra,fish3_72hpf_roi1,mem-histone,FSH_LEGACY_korra_fish3_72hpf_roi1,FSH_LEGACY_korra_fish3_72hpf_roi1,from imaging_slots_standard_from_legacy
korra,fish8_roi2,skittlez,FSH_LEGACY_korra_fish8_roi2,FSH_LEGACY_korra_fish8_roi2,from imaging_slots_standard_from_legacy
aang,fish1_24hpf_roi1,mem-mito,FSH_LEGACY_aang_fish1_24hpf_roi1,FSH_LEGACY_aang_fish1_24hpf_roi1,from imaging_slots_standard_from_legacy
aang,fish7_24hpf_roi2,mem_mito,FSH_LEGACY_aang_fish7_24hpf_roi2,FSH_LEGACY_aang_fish7_24hpf_roi2,from imaging_slots_standard_from_legacy
aang,fish5_72hpf_roi3,mem-mito,FSH_LEGACY_aang_fish5_72hpf_roi3,FSH_LEGACY_aang_fish5_72hpf_roi3,from imaging_slots_standard_from_legacy
aang,fish4_72hpf_roi1,mem-mito,FSH_LEGACY_aang_fish4_72hpf_roi1,FSH_LEGACY_aang_fish4_72hpf_roi1,from imaging_slots_standard_from_legacy
korra,fish2,mem_histone,FSH_LEGACY_korra_fish2,FSH_LEGACY_korra_fish2,from imaging_slots_standard_from_legacy
korra,fish6_roi3,skittlez_Chris_x_Liam,FSH_LEGACY_korra_fish6_roi3,FSH_LEGACY_korra_fish6_roi3,from imaging_slots_standard_from_legacy
korra,fish7_roi1,skittlez_Chris_x_Liam,FSH_LEGACY_korra_fish7_roi1,FSH_LEGACY_korra_fish7_roi1,from imaging_slots_standard_from_legacy
korra,fish14,skittles,FSH_LEGACY_korra_fish14,FSH_LEGACY_korra_fish14,from imaging_slots_standard_from_legacy
aang,fish5_72hpf_roi2,mem-mito,FSH_LEGACY_aang_fish5_72hpf_roi2,FSH_LEGACY_aang_fish5_72hpf_roi2,from imaging_slots_standard_from_legacy
korra,fish4_24hpf_roi1,mem-histone,FSH_LEGACY_korra_fish4_24hpf_roi1,FSH_LEGACY_korra_fish4_24hpf_roi1,from imaging_slots_standard_from_legacy
aang,fish4_24hpf_roi2,mem-peroxi,FSH_LEGACY_aang_fish4_24hpf_roi2,FSH_LEGACY_aang_fish4_24hpf_roi2,from imaging_slots_standard_from_legacy
korra,fish1_roi1-2,mem-histone,FSH_LEGACY_korra_fish1_roi1_2,FSH_LEGACY_korra_fish1_roi1_2,from imaging_slots_standard_from_legacy
korra,fish1_48hpf_roi2,mem-histone,FSH_LEGACY_korra_fish1_48hpf_roi2,FSH_LEGACY_korra_fish1_48hpf_roi2,from imaging_slots_standard_from_legacy
korra,fish15_roi3,skittlez,FSH_LEGACY_korra_fish15_roi3,FSH_LEGACY_korra_fish15_roi3,from imaging_slots_standard_from_legacy
korra,fish1_96hpf_roi0_test,mem-histone,FSH_LEGACY_korra_fish1_96hpf_roi0_test,FSH_LEGACY_korra_fish1_96hpf_roi0_test,from imaging_slots_standard_from_legacy
aang,fish9_24hpf_roi2,mem_mito,FSH_LEGACY_aang_fish9_24hpf_roi2,FSH_LEGACY_aang_fish9_24hpf_roi2,from imaging_slots_standard_from_legacy
aang,fish1_24hpf_roi3,lifeact-mSG,FSH_LEGACY_aang_fish1_24hpf_roi3,FSH_LEGACY_aang_fish1_24hpf_roi3,from imaging_slots_standard_from_legacy
aang,fish3_72hpf_roi4,mem-mito,FSH_LEGACY_aang_fish3_72hpf_roi4,FSH_LEGACY_aang_fish3_72hpf_roi4,from imaging_slots_standard_from_legacy
aang,fish1_24hpf_roi2,mem-mito,FSH_LEGACY_aang_fish1_24hpf_roi2,FSH_LEGACY_aang_fish1_24hpf_roi2,from imaging_slots_standard_from_legacy
aang,fish3_72hpf_roi1,mem-mito,FSH_LEGACY_aang_fish3_72hpf_roi1,FSH_LEGACY_aang_fish3_72hpf_roi1,from imaging_slots_standard_from_legacy
aang,fish1_24hpf_roi1,mem_mito,FSH_LEGACY_aang_fish1_24hpf_roi1,FSH_LEGACY_aang_fish1_24hpf_roi1,from imaging_slots_standard_from_legacy
aang,fish1_72hpf_roi7,mem-mito,FSH_LEGACY_aang_fish1_72hpf_roi7,FSH_LEGACY_aang_fish1_72hpf_roi7,from imaging_slots_standard_from_legacy
aang,fish3_72hpf_roi6,mem-mito,FSH_LEGACY_aang_fish3_72hpf_roi6,FSH_LEGACY_aang_fish3_72hpf_roi6,from imaging_slots_standard_from_legacy
korra,fish2_24hpf_roi1,mem-histone,FSH_LEGACY_korra_fish2_24hpf_roi1,FSH_LEGACY_korra_fish2_24hpf_roi1,from imaging_slots_standard_from_legacy
korra,fish4_24hpf_mem_mito_msc3_er_halo,mem_organelle,FSH_LEGACY_korra_fish4_24hpf_mem_mito_msc3_er_halo,FSH_LEGACY_korra_fish4_24hpf_mem_mito_msc3_er_halo,from imaging_slots_standard_from_legacy
aang,fish1_24hpf_roi2,mem_ER,FSH_LEGACY_aang_fish1_24hpf_roi2,FSH_LEGACY_aang_fish1_24hpf_roi2,from imaging_slots_standard_from_legacy
aang,fish5_48hpf_roi2,mem-mito,FSH_LEGACY_aang_fish5_48hpf_roi2,FSH_LEGACY_aang_fish5_48hpf_roi2,from imaging_slots_standard_from_legacy
korra,fish9_roi2,skittlez,FSH_LEGACY_korra_fish9_roi2,FSH_LEGACY_korra_fish9_roi2,from imaging_slots_standard_from_legacy
korra,fish1_48hpf_roi4,mem-mito,FSH_LEGACY_korra_fish1_48hpf_roi4,FSH_LEGACY_korra_fish1_48hpf_roi4,from imaging_slots_standard_from_legacy
aang,fish3_120hpf_roi1,mem-histone,FSH_LEGACY_aang_fish3_120hpf_roi1,FSH_LEGACY_aang_fish3_120hpf_roi1,from imaging_slots_standard_from_legacy
aang,fish1_72hpf_roi6,mem-histone,FSH_LEGACY_aang_fish1_72hpf_roi6,FSH_LEGACY_aang_fish1_72hpf_roi6,from imaging_slots_standard_from_legacy
aang,fish3_96hpf_roi2,mem-histone,FSH_LEGACY_aang_fish3_96hpf_roi2,FSH_LEGACY_aang_fish3_96hpf_roi2,from imaging_slots_standard_from_legacy
aang,fish5_24hpf_roi1,mem-peroxi2,FSH_LEGACY_aang_fish5_24hpf_roi1,FSH_LEGACY_aang_fish5_24hpf_roi1,from imaging_slots_standard_from_legacy
aang,fish2_48hpf_roi1,mem_histone,FSH_LEGACY_aang_fish2_48hpf_roi1,FSH_LEGACY_aang_fish2_48hpf_roi1,from imaging_slots_standard_from_legacy
aang,fish6_24hpf_roi3,mem_mito,FSH_LEGACY_aang_fish6_24hpf_roi3,FSH_LEGACY_aang_fish6_24hpf_roi3,from imaging_slots_standard_from_legacy
aang,fish4_72hpf_roi3,mem-mito,FSH_LEGACY_aang_fish4_72hpf_roi3,FSH_LEGACY_aang_fish4_72hpf_roi3,from imaging_slots_standard_from_legacy
aang,fish_48hpf_roi4,mem-mito,FSH_LEGACY_aang_fish_48hpf_roi4,FSH_LEGACY_aang_fish_48hpf_roi4,from imaging_slots_standard_from_legacy
aang,fish1_24hpf_roi3,mem_actin,FSH_LEGACY_aang_fish1_24hpf_roi3,FSH_LEGACY_aang_fish1_24hpf_roi3,from imaging_slots_standard_from_legacy
korra,fish3_roi1,skittlez,FSH_LEGACY_korra_fish3_roi1,FSH_LEGACY_korra_fish3_roi1,from imaging_slots_standard_from_legacy
aang,fish2_24hpf_roi1,mem_mito,FSH_LEGACY_aang_fish2_24hpf_roi1,FSH_LEGACY_aang_fish2_24hpf_roi1,from imaging_slots_standard_from_legacy
aang,fish4_48hpf_roi4,mem-mito,FSH_LEGACY_aang_fish4_48hpf_roi4,FSH_LEGACY_aang_fish4_48hpf_roi4,from imaging_slots_standard_from_legacy
aang,fish1_48hpf_xscan_roi2_spine_muscle,mem_tester,FSH_LEGACY_aang_fish1_48hpf_xscan_roi2_spine_muscle,FSH_LEGACY_aang_fish1_48hpf_xscan_roi2_spine_muscle,from imaging_slots_standard_from_legacy
aang,fish2_24hpf_roi2,mem_mito,FSH_LEGACY_aang_fish2_24hpf_roi2,FSH_LEGACY_aang_fish2_24hpf_roi2,from imaging_slots_standard_from_legacy
korra,fish1_96hpf_roi2,mem-histone,FSH_LEGACY_korra_fish1_96hpf_roi2,FSH_LEGACY_korra_fish1_96hpf_roi2,from imaging_slots_standard_from_legacy
aang,fish1_24hpf_roi2,lifeact-mSG,FSH_LEGACY_aang_fish1_24hpf_roi2,FSH_LEGACY_aang_fish1_24hpf_roi2,from imaging_slots_standard_from_legacy
aang,fish2_48hpf_roi4,mem-mito,FSH_LEGACY_aang_fish2_48hpf_roi4,FSH_LEGACY_aang_fish2_48hpf_roi4,from imaging_slots_standard_from_legacy
korra,fish2_48hpf_roi5,mem-mito,FSH_LEGACY_korra_fish2_48hpf_roi5,FSH_LEGACY_korra_fish2_48hpf_roi5,from imaging_slots_standard_from_legacy
aang,fish5_24hpf_roi3,mem-mito,FSH_LEGACY_aang_fish5_24hpf_roi3,FSH_LEGACY_aang_fish5_24hpf_roi3,from imaging_slots_standard_from_legacy
aang,fish1_24hpf_roi1-2,mem-mito,FSH_LEGACY_aang_fish1_24hpf_roi1_2,FSH_LEGACY_aang_fish1_24hpf_roi1_2,from imaging_slots_standard_from_legacy
aang,fish1_72hpf_roi1,mem-kinectocore,FSH_LEGACY_aang_fish1_72hpf_roi1,FSH_LEGACY_aang_fish1_72hpf_roi1,from imaging_slots_standard_from_legacy
aang,fish3_24hpf_roi1,mem_mito,FSH_LEGACY_aang_fish3_24hpf_roi1,FSH_LEGACY_aang_fish3_24hpf_roi1,from imaging_slots_standard_from_legacy
aang,fish1_48hpf_roi2,mem-histone,FSH_LEGACY_aang_fish1_48hpf_roi2,FSH_LEGACY_aang_fish1_48hpf_roi2,from imaging_slots_standard_from_legacy
korra,fish4_24hpf_roi2,mem-histone,FSH_LEGACY_korra_fish4_24hpf_roi2,FSH_LEGACY_korra_fish4_24hpf_roi2,from imaging_slots_standard_from_legacy
aang,fish1_24hpf_roi1,mem-peroxi2,FSH_LEGACY_aang_fish1_24hpf_roi1,FSH_LEGACY_aang_fish1_24hpf_roi1,from imaging_slots_standard_from_legacy
korra,fish1_48hpf_roi2,mem-mito,FSH_LEGACY_korra_fish1_48hpf_roi2,FSH_LEGACY_korra_fish1_48hpf_roi2,from imaging_slots_standard_from_legacy
korra,fish1_48hpf_roi1test,mem-histone,FSH_LEGACY_korra_fish1_48hpf_roi1test,FSH_LEGACY_korra_fish1_48hpf_roi1test,from imaging_slots_standard_from_legacy
aang,fish1_24hpf_roi1_test_SIM,nuclear_envelope,FSH_LEGACY_aang_fish1_24hpf_roi1_test_SIM,FSH_LEGACY_aang_fish1_24hpf_roi1_test_SIM,from imaging_slots_standard_from_legacy
korra,fish8_72hpf_mem_mito_msc3_er_halo,mem_organelle,FSH_LEGACY_korra_fish8_72hpf_mem_mito_msc3_er_halo,FSH_LEGACY_korra_fish8_72hpf_mem_mito_msc3_er_halo,from imaging_slots_standard_from_legacy
korra,fish1_48hpf_roi3,mem-mito,FSH_LEGACY_korra_fish1_48hpf_roi3,FSH_LEGACY_korra_fish1_48hpf_roi3,from imaging_slots_standard_from_legacy
korra,fish12_roi1,skittlez,FSH_LEGACY_korra_fish12_roi1,FSH_LEGACY_korra_fish12_roi1,from imaging_slots_standard_from_legacy
korra,fish3,mem_histone,FSH_LEGACY_korra_fish3,FSH_LEGACY_korra_fish3,from imaging_slots_standard_from_legacy
aang,fish1_72hpf_roi1,mem-histone,FSH_LEGACY_aang_fish1_72hpf_roi1,FSH_LEGACY_aang_fish1_72hpf_roi1,from imaging_slots_standard_from_legacy
aang,fish2_72hpf_roi5,mem-mito,FSH_LEGACY_aang_fish2_72hpf_roi5,FSH_LEGACY_aang_fish2_72hpf_roi5,from imaging_slots_standard_from_legacy
korra,fish3_72hpf_roi4,mem-histone,FSH_LEGACY_korra_fish3_72hpf_roi4,FSH_LEGACY_korra_fish3_72hpf_roi4,from imaging_slots_standard_from_legacy
korra,fish15,skittles,FSH_LEGACY_korra_fish15,FSH_LEGACY_korra_fish15,from imaging_slots_standard_from_legacy
korra,fish11_roi1_eye,skittlez,FSH_LEGACY_korra_fish11_roi1_eye,FSH_LEGACY_korra_fish11_roi1_eye,from imaging_slots_standard_from_legacy
aang,fish6_24hpf_roi2,mem_mito,FSH_LEGACY_aang_fish6_24hpf_roi2,FSH_LEGACY_aang_fish6_24hpf_roi2,from imaging_slots_standard_from_legacy
aang,fish3_120hpf_roi4,mem-histone,FSH_LEGACY_aang_fish3_120hpf_roi4,FSH_LEGACY_aang_fish3_120hpf_roi4,from imaging_slots_standard_from_legacy
aang,fish3_48hpf_roi4,mrna_mito-mSG_mem-mChilada,FSH_LEGACY_aang_fish3_48hpf_roi4,FSH_LEGACY_aang_fish3_48hpf_roi4,from imaging_slots_standard_from_legacy
korra,fish8_roi3,skittlez,FSH_LEGACY_korra_fish8_roi3,FSH_LEGACY_korra_fish8_roi3,from imaging_slots_standard_from_legacy
aang,fish2_48hpf_roi2_test,mem_histone,FSH_LEGACY_aang_fish2_48hpf_roi2_test,FSH_LEGACY_aang_fish2_48hpf_roi2_test,from imaging_slots_standard_from_legacy
aang,fish2_24hpf_roi2,mem_ER,FSH_LEGACY_aang_fish2_24hpf_roi2,FSH_LEGACY_aang_fish2_24hpf_roi2,from imaging_slots_standard_from_legacy
korra,fish7,skittles,FSH_LEGACY_korra_fish7,FSH_LEGACY_korra_fish7,from imaging_slots_standard_from_legacy
aang,20251028_peroxi,,FSH_LEGACY_aang_20251028_peroxi,FSH_LEGACY_aang_20251028_peroxi,from imaging_slots_standard_from_legacy
aang,fish2_72hpf_roi2,mem-mito,FSH_LEGACY_aang_fish2_72hpf_roi2,FSH_LEGACY_aang_fish2_72hpf_roi2,from imaging_slots_standard_from_legacy
aang,fish1_72hpf_roi5,mem-mito,FSH_LEGACY_aang_fish1_72hpf_roi5,FSH_LEGACY_aang_fish1_72hpf_roi5,from imaging_slots_standard_from_legacy
korra,fish14_roi2,skittlez,FSH_LEGACY_korra_fish14_roi2,FSH_LEGACY_korra_fish14_roi2,from imaging_slots_standard_from_legacy
aang,fish5_24hpf_roi1,mem-peroxi,FSH_LEGACY_aang_fish5_24hpf_roi1,FSH_LEGACY_aang_fish5_24hpf_roi1,from imaging_slots_standard_from_legacy
korra,fish1,skittlez,FSH_LEGACY_korra_fish1,FSH_LEGACY_korra_fish1,from imaging_slots_standard_from_legacy
aang,fish9_24hpf_roi1,mem_mito,FSH_LEGACY_aang_fish9_24hpf_roi1,FSH_LEGACY_aang_fish9_24hpf_roi1,from imaging_slots_standard_from_legacy
korra,fish4,skittles_no-membrane,FSH_LEGACY_korra_fish4,FSH_LEGACY_korra_fish4,from imaging_slots_standard_from_legacy
korra,fish8_roi4,skittlez,FSH_LEGACY_korra_fish8_roi4,FSH_LEGACY_korra_fish8_roi4,from imaging_slots_standard_from_legacy
aang,fish1_48hpf_roi2,lifeact_mem-halo,FSH_LEGACY_aang_fish1_48hpf_roi2,FSH_LEGACY_aang_fish1_48hpf_roi2,from imaging_slots_standard_from_legacy
aang,fish1_24hpf_mem-mchilada_lyso-mSG,mem_organelle,FSH_LEGACY_aang_fish1_24hpf_mem_mchilada_lyso_mSG,FSH_LEGACY_aang_fish1_24hpf_mem_mchilada_lyso_mSG,from imaging_slots_standard_from_legacy
aang,fish3_48hpf_roi3,mrna_mito-mSG_mem-mChilada,FSH_LEGACY_aang_fish3_48hpf_roi3,FSH_LEGACY_aang_fish3_48hpf_roi3,from imaging_slots_standard_from_legacy
korra,fish2_roi1,skittlez,FSH_LEGACY_korra_fish2_roi1,FSH_LEGACY_korra_fish2_roi1,from imaging_slots_standard_from_legacy
aang,fish4_24hpf_roi3,mem-mito,FSH_LEGACY_aang_fish4_24hpf_roi3,FSH_LEGACY_aang_fish4_24hpf_roi3,from imaging_slots_standard_from_legacy
aang,er_roi2,72hpf_mrna_mSG_organelle_LLS-SIM,FSH_LEGACY_aang_er_roi2,FSH_LEGACY_aang_er_roi2,from imaging_slots_standard_from_legacy
aang,fish3_72hpf_roi8,mem-mito,FSH_LEGACY_aang_fish3_72hpf_roi8,FSH_LEGACY_aang_fish3_72hpf_roi8,from imaging_slots_standard_from_legacy
aang,fish4_72hpf_roi6,mem-mito,FSH_LEGACY_aang_fish4_72hpf_roi6,FSH_LEGACY_aang_fish4_72hpf_roi6,from imaging_slots_standard_from_legacy
aang,fish1_72hpf_roi6,mem-mito,FSH_LEGACY_aang_fish1_72hpf_roi6,FSH_LEGACY_aang_fish1_72hpf_roi6,from imaging_slots_standard_from_legacy
aang,fish5_48hpf_roi2,mem_actin,FSH_LEGACY_aang_fish5_48hpf_roi2,FSH_LEGACY_aang_fish5_48hpf_roi2,from imaging_slots_standard_from_legacy
korra,fish1_24hpf_roi2,mem-histone,FSH_LEGACY_korra_fish1_24hpf_roi2,FSH_LEGACY_korra_fish1_24hpf_roi2,from imaging_slots_standard_from_legacy
korra,fish2_roi12,skittlez,FSH_LEGACY_korra_fish2_roi12,FSH_LEGACY_korra_fish2_roi12,from imaging_slots_standard_from_legacy
korra,fish3_48hpf_roi1,mem-histone,FSH_LEGACY_korra_fish3_48hpf_roi1,FSH_LEGACY_korra_fish3_48hpf_roi1,from imaging_slots_standard_from_legacy
aang,fish2_24hpf_roi3,mem-halo_er-mSG,FSH_LEGACY_aang_fish2_24hpf_roi3,FSH_LEGACY_aang_fish2_24hpf_roi3,from imaging_slots_standard_from_legacy
korra,fish5_roi2,skittlez,FSH_LEGACY_korra_fish5_roi2,FSH_LEGACY_korra_fish5_roi2,from imaging_slots_standard_from_legacy
aang,fish4_72hpf_roi5,mem-mito,FSH_LEGACY_aang_fish4_72hpf_roi5,FSH_LEGACY_aang_fish4_72hpf_roi5,from imaging_slots_standard_from_legacy
korra,fish3_roi1,skittlez_Issac_x_Ken,FSH_LEGACY_korra_fish3_roi1,FSH_LEGACY_korra_fish3_roi1,from imaging_slots_standard_from_legacy
aang,fish5_24hpf_roi4,mem-mito,FSH_LEGACY_aang_fish5_24hpf_roi4,FSH_LEGACY_aang_fish5_24hpf_roi4,from imaging_slots_standard_from_legacy
aang,fish1_48hpf_xscan_roi7_spine_muscle_tail,mem_tester,FSH_LEGACY_aang_fish1_48hpf_xscan_roi7_spine_muscle_tail,FSH_LEGACY_aang_fish1_48hpf_xscan_roi7_spine_muscle_tail,from imaging_slots_standard_from_legacy
aang,fish8_48hpf_roi3,mem_mito,FSH_LEGACY_aang_fish8_48hpf_roi3,FSH_LEGACY_aang_fish8_48hpf_roi3,from imaging_slots_standard_from_legacy
korra,fish1_72hpf_roi1-ear,mem-histone,FSH_LEGACY_korra_fish1_72hpf_roi1_ear,FSH_LEGACY_korra_fish1_72hpf_roi1_ear,from imaging_slots_standard_from_legacy
korra,fish2_24hpf_roi2,mem-histone,FSH_LEGACY_korra_fish2_24hpf_roi2,FSH_LEGACY_korra_fish2_24hpf_roi2,from imaging_slots_standard_from_legacy
aang,fish6_24hpf_roi2,mem_actin,FSH_LEGACY_aang_fish6_24hpf_roi2,FSH_LEGACY_aang_fish6_24hpf_roi2,from imaging_slots_standard_from_legacy
korra,fish3,skittles_no-membrane,FSH_LEGACY_korra_fish3,FSH_LEGACY_korra_fish3,from imaging_slots_standard_from_legacy
aang,fish2_48hpf_roi2,mem-mito,FSH_LEGACY_aang_fish2_48hpf_roi2,FSH_LEGACY_aang_fish2_48hpf_roi2,from imaging_slots_standard_from_legacy
aang,fish1_48hpf_xscan_roi6_spine_muscle_tail,mem_tester,FSH_LEGACY_aang_fish1_48hpf_xscan_roi6_spine_muscle_tail,FSH_LEGACY_aang_fish1_48hpf_xscan_roi6_spine_muscle_tail,from imaging_slots_standard_from_legacy
aang,fish1_48hpf_roi3,lifeact_mem-halo,FSH_LEGACY_aang_fish1_48hpf_roi3,FSH_LEGACY_aang_fish1_48hpf_roi3,from imaging_slots_standard_from_legacy
aang,fish8_24hpf_roi2,mem-mito,FSH_LEGACY_aang_fish8_24hpf_roi2,FSH_LEGACY_aang_fish8_24hpf_roi2,from imaging_slots_standard_from_legacy
korra,fish2,skittles_no-membrane,FSH_LEGACY_korra_fish2,FSH_LEGACY_korra_fish2,from imaging_slots_standard_from_legacy
aang,fish1_24hpf_roi1,mem_actin,FSH_LEGACY_aang_fish1_24hpf_roi1,FSH_LEGACY_aang_fish1_24hpf_roi1,from imaging_slots_standard_from_legacy
korra,fish4_roi4,skittlez_Chris_x_Liam,FSH_LEGACY_korra_fish4_roi4,FSH_LEGACY_korra_fish4_roi4,from imaging_slots_standard_from_legacy
korra,fish7_48hpf_mem_mito_halo_er_msc2,mem_organelle,FSH_LEGACY_korra_fish7_48hpf_mem_mito_halo_er_msc2,FSH_LEGACY_korra_fish7_48hpf_mem_mito_halo_er_msc2,from imaging_slots_standard_from_legacy
aang,fish8_48hpf_roi2,mem_mito,FSH_LEGACY_aang_fish8_48hpf_roi2,FSH_LEGACY_aang_fish8_48hpf_roi2,from imaging_slots_standard_from_legacy
aang,fish1_72hpf_roi7,mem-histone,FSH_LEGACY_aang_fish1_72hpf_roi7,FSH_LEGACY_aang_fish1_72hpf_roi7,from imaging_slots_standard_from_legacy
aang,fish3_72hpf_roi1,mem-histone,FSH_LEGACY_aang_fish3_72hpf_roi1,FSH_LEGACY_aang_fish3_72hpf_roi1,from imaging_slots_standard_from_legacy
korra,fish10,skittles,FSH_LEGACY_korra_fish10,FSH_LEGACY_korra_fish10,from imaging_slots_standard_from_legacy
aang,fish1_roi1,peroxi,FSH_LEGACY_aang_fish1_roi1,FSH_LEGACY_aang_fish1_roi1,from imaging_slots_standard_from_legacy
korra,fish1_48hpf_roi5,mem-mito,FSH_LEGACY_korra_fish1_48hpf_roi5,FSH_LEGACY_korra_fish1_48hpf_roi5,from imaging_slots_standard_from_legacy
korra,fish16,skittles,FSH_LEGACY_korra_fish16,FSH_LEGACY_korra_fish16,from imaging_slots_standard_from_legacy
aang,fish7_24hpf_roi1,mem-mito,FSH_LEGACY_aang_fish7_24hpf_roi1,FSH_LEGACY_aang_fish7_24hpf_roi1,from imaging_slots_standard_from_legacy
korra,fish3_roi2,skittlez_Chris_x_Liam,FSH_LEGACY_korra_fish3_roi2,FSH_LEGACY_korra_fish3_roi2,from imaging_slots_standard_from_legacy
korra,fish2_roi1,skittlez_Chris_x_Liam,FSH_LEGACY_korra_fish2_roi1,FSH_LEGACY_korra_fish2_roi1,from imaging_slots_standard_from_legacy
aang,fish_48hpf_roi3,mem-mito,FSH_LEGACY_aang_fish_48hpf_roi3,FSH_LEGACY_aang_fish_48hpf_roi3,from imaging_slots_standard_from_legacy
korra,fish3_24hpf_roi1,mem-histone,FSH_LEGACY_korra_fish3_24hpf_roi1,FSH_LEGACY_korra_fish3_24hpf_roi1,from imaging_slots_standard_from_legacy
aang,fish1_24hpf_roi4,lifeact-mSG,FSH_LEGACY_aang_fish1_24hpf_roi4,FSH_LEGACY_aang_fish1_24hpf_roi4,from imaging_slots_standard_from_legacy
aang,fish2_24hpf_roi2-2,mem_actin,FSH_LEGACY_aang_fish2_24hpf_roi2_2,FSH_LEGACY_aang_fish2_24hpf_roi2_2,from imaging_slots_standard_from_legacy
aang,fish4_48hpf_roi4,mem_mito,FSH_LEGACY_aang_fish4_48hpf_roi4,FSH_LEGACY_aang_fish4_48hpf_roi4,from imaging_slots_standard_from_legacy
aang,fish5_48hpf_roi1,mem-histone,FSH_LEGACY_aang_fish5_48hpf_roi1,FSH_LEGACY_aang_fish5_48hpf_roi1,from imaging_slots_standard_from_legacy
korra,fish5_roi1-1,skittlez_Chris_x_Liam,FSH_LEGACY_korra_fish5_roi1_1,FSH_LEGACY_korra_fish5_roi1_1,from imaging_slots_standard_from_legacy
aang,fish4_24hpf_roi2,mem_histone,FSH_LEGACY_aang_fish4_24hpf_roi2,FSH_LEGACY_aang_fish4_24hpf_roi2,from imaging_slots_standard_from_legacy
aang,fish2_24hpf_roi2,mem-mito_v2,FSH_LEGACY_aang_fish2_24hpf_roi2,FSH_LEGACY_aang_fish2_24hpf_roi2,from imaging_slots_standard_from_legacy
korra,fish1_72hpf_roi5,mem-histone,FSH_LEGACY_korra_fish1_72hpf_roi5,FSH_LEGACY_korra_fish1_72hpf_roi5,from imaging_slots_standard_from_legacy
aang,fish1_24hpf_roi1,mem-histone,FSH_LEGACY_aang_fish1_24hpf_roi1,FSH_LEGACY_aang_fish1_24hpf_roi1,from imaging_slots_standard_from_legacy
aang,fish2_48hpf_roi1,mrna_mito-mSG_mem-mChilada,FSH_LEGACY_aang_fish2_48hpf_roi1,FSH_LEGACY_aang_fish2_48hpf_roi1,from imaging_slots_standard_from_legacy
aang,fish5_72hpf_roi4,mem-mito,FSH_LEGACY_aang_fish5_72hpf_roi4,FSH_LEGACY_aang_fish5_72hpf_roi4,from imaging_slots_standard_from_legacy
