plate_code,slot_code,roi_code,roi_index,roi_name,roi_dir,date_imaged,notes
aang_20250821_mem_mito_mem_mito,fish8_48hpf_roi1,fish8_48hpf_roi1,1,fish8_48hpf_roi1,/clusterfs/vast/abcabc/Aang_Foundation/20250821_mem_mito/fish8_48hpf_roi1,8/21/25,
korra_20250619_skittlez_skittlez,fish1_roi1,fish1_roi1,8,fish1_roi1,/clusterfs/vast/abcabc/Korra_Foundation/20250619_skittlez/fish1_roi1,8/1/25,
aang_20250903_lifeact_mSG_lifeact_mSG,fish2_24hpf_roi2,fish2_24hpf_roi2,7,fish2_24hpf_roi2,/clusterfs/vast/abcabc/Aang_Foundation/20250903_lifeact-mSG/fish2_24hpf_roi2,9/8/25,
aang_20251028_mem_peroxi2_mem_peroxi2,fish4_24hpf_roi1,fish4_24hpf_roi1,12,fish4_24hpf_roi1,/clusterfs/vast/abcabc/Aang_Foundation/20251028_mem-peroxi2/fish4_24hpf_roi1,9/8/25,
korra_20250603_skittlez_skittlez,fish6_roi1,fish6_roi1,2,fish6_roi1,/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish6_roi1,6/3/25,
aang_20251007_mem_histone_mem_histone,fish3_48hpf_roi1,fish3_48hpf_roi1,6,fish3_48hpf_roi1,/clusterfs/vast/abcabc/Aang_Foundation/20251007_mem_histone/fish3_48hpf_roi1,9/26/25,
korra_20251022_mem_histone_mem_histone,fish1_24hpf_roi3,fish1_24hpf_roi3,1,fish1_24hpf_roi3,/clusterfs/vast/abcabc/Korra_Foundation/20251022_mem-histone/fish1_24hpf_roi3,10/22/25,
aang_20250819_mem_mito_mem_mito,fish1_24hpf_roi1,fish1_24hpf_roi1,4,fish1_24hpf_roi1,/clusterfs/vast/abcabc/Aang_Foundation/20250819_mem_mito/fish1_24hpf_roi1,9/8/25,
korra_20250606_skittlez_skittlez,fish10_roi1,fish10_roi1,4,fish10_roi1,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish10_roi1,6/6/25,
korra_20250521_skittles_no_membrane_skittles_no_membrane,fish4,roi1,6,roi1,/clusterfs/vast/abcabc/Korra_Foundation/20250521_skittles_no-membrane/fish4/roi1,5/21/25,
korra_20250522_skittlez_skittlez,fish2,roi2,7,roi2,/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish2/roi2,5/22/25,
aang_20250827_mem_actin_mem_actin,fish3_48hpf_roi1,fish3_48hpf_roi1,2,fish3_48hpf_roi1,/clusterfs/vast/abcabc/Aang_Foundation/20250827_mem_actin/fish3_48hpf_roi1,9/26/25,
aang_20251015_mem_histone_mem_histone,fish1_48hpf_roi1,fish1_48hpf_roi1,6,fish1_48hpf_roi1,/clusterfs/vast/abcabc/Aang_Foundation/20251015_mem-histone/fish1_48hpf_roi1,9/26/25,
korra_20250605_skittlez_skittlez,fish9_roi2,fish9_roi2,3,fish9_roi2,/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish9_roi2,6/5/25,
korra_20250715_mem_organelle_mem_organelle,fish4_24hpf_mem_mito_msc3_er_halo,roi2,2,roi2,/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish4_24hpf_mem_mito_msc3_er_halo/roi2,7/15/25,
korra_20250612_skittlez_skittlez,fish5_roi1,fish5_roi1,3,fish5_roi1,/clusterfs/vast/abcabc/Korra_Foundation/20250612_skittlez/fish5_roi1,6/12/25,
korra_20251110_mem_histone_mem_histone,fish2_48hpf_roi1,fish2_48hpf_roi1,3,fish2_48hpf_roi1,/clusterfs/vast/abcabc/Korra_Foundation/20251110_mem-histone/fish2_48hpf_roi1,11/5/25,
aang_20250918_mem_mito_mem_mito,fish1_72hpf_roi3,fish1_72hpf_roi3,3,fish1_72hpf_roi3,/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish1_72hpf_roi3,9/18/25,
aang_20251028_mem_peroxi2_mem_peroxi2,fish6_24hpf_roi1,fish6_24hpf_roi1,9,fish6_24hpf_roi1,/clusterfs/vast/abcabc/Aang_Foundation/20251028_mem-peroxi2/fish6_24hpf_roi1,9/8/25,
korra_20250606_skittlez_skittlez,fish2_roi1,fish2_roi1,6,fish2_roi1,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish2_roi1,6/6/25,
aang_20250826_mem_actin_mem_actin,fish3_24hpf_roi2,fish3_24hpf_roi2,3,fish3_24hpf_roi2,/clusterfs/vast/abcabc/Aang_Foundation/20250826_mem_actin/fish3_24hpf_roi2,8/26/25,
aang_20250915_mem_mito_mem_mito,fish1_72hpf_roi1,fish1_72hpf_roi1,2,fish1_72hpf_roi1,/clusterfs/vast/abcabc/Aang_Foundation/20250915_mem-mito/fish1_72hpf_roi1,9/22/25,
korra_20250602_mem_mem,fish2_roi1,fish2_roi1,3,fish2_roi1,/clusterfs/vast/abcabc/Korra_Foundation/20250602_mem/fish2_roi1,6/2/25,
aang_20250828_mem_actin_mem_actin,fish1_24hpf_roi2,fish1_24hpf_roi2,7,fish1_24hpf_roi2,/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish1_24hpf_roi2,9/8/25,
korra_20250801_mem_histone_mem_histone,fish1_roi1,fish1_roi1,14,fish1_roi1,/clusterfs/vast/abcabc/Korra_Foundation/20250801_mem-histone/fish1_roi1,8/1/25,
korra_20250513_skittles_skittles,fish9,roi1,1,roi1,/clusterfs/vast/abcabc/Korra_Foundation/20250513_skittles/fish9/roi1,5/22/25,
korra_20251020_mem_histone_mem_histone,fish2_72hpf_roi1,fish2_72hpf_roi1,2,fish2_72hpf_roi1,/clusterfs/vast/abcabc/Korra_Foundation/20251020_mem-histone/fish2_72hpf_roi1,10/24/25,
korra_20251007_mem_histone_mem_histone,fish3_48hpf_roi1,fish3_48hpf_roi1,1,fish3_48hpf_roi1,/clusterfs/vast/abcabc/Korra_Foundation/20251007_mem-histone/fish3_48hpf_roi1,11/12/25,
aang_20250908_mem_mito_mem_mito,fish2_24hpf_roi3,fish2_24hpf_roi3,4,fish2_24hpf_roi3,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_24hpf_roi3,9/8/25,
aang_20250919_mem_mito_mem_mito,fish7_24hpf_roi5,fish7_24hpf_roi5,1,fish7_24hpf_roi5,/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish7_24hpf_roi5,9/19/25,
aang_20251021_mem_mito_mem_mito,fish2_24hpf_roi1,fish2_24hpf_roi1,15,fish2_24hpf_roi1,/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito/fish2_24hpf_roi1,9/8/25,
aang_20250808_mem_organelle_mem_organelle,fish1_24hpf_mem_mchilada_lyso_mSG,roi3,5,roi3,/clusterfs/vast/abcabc/Aang_Foundation/20250808_mem_organelle/fish1_24hpf_mem-mchilada_lyso-mSG/roi3,8/8/25,
korra_20250625_skittlez_skittlez,fish1_roi1,fish1_roi1,11,fish1_roi1,/clusterfs/vast/abcabc/Korra_Foundation/20250625_skittlez/fish1_roi1,6/27/25,
aang_20250925_mem_mito_mem_mito,fish1_48hpf_roi3,fish1_48hpf_roi3,3,fish1_48hpf_roi3,/clusterfs/vast/abcabc/Aang_Foundation/20250925_mem-mito/fish1_48hpf_roi3,9/26/25,
aang_20251021_mem_mito_mem_mito,fish3_24hpf_roi1,fish3_24hpf_roi1,9,fish3_24hpf_roi1,/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito/fish3_24hpf_roi1,10/21/25,
aang_20251107_mem_mito_mem_mito,fish4_24hpf_roi2,fish4_24hpf_roi2,12,fish4_24hpf_roi2,/clusterfs/vast/abcabc/Aang_Foundation/20251107_mem-mito/fish4_24hpf_roi2,11/6/25,
korra_20250723_mem_halo_ER_mSG_mem_halo_ER_mSG,fish3_48hpf,roi5,5,roi5,/clusterfs/vast/abcabc/Korra_Foundation/20250723_mem-halo_ER-mSG/fish3_48hpf/roi5,7/23/25,
aang_20251106_mem_mito_mem_mito,fish2_48hpf_roi3,fish2_48hpf_roi3,5,fish2_48hpf_roi3,/clusterfs/vast/abcabc/Aang_Foundation/20251106_mem-mito/fish2_48hpf_roi3,11/6/25,
aang_20251107_mem_mito_mem_mito,fish4_24hpf_roi1,fish4_24hpf_roi1,14,fish4_24hpf_roi1,/clusterfs/vast/abcabc/Aang_Foundation/20251107_mem-mito/fish4_24hpf_roi1,9/8/25,
korra_20250513_skittles_skittles,fish14,roi1_brain,1,roi1_brain,/clusterfs/vast/abcabc/Korra_Foundation/20250513_skittles/fish14/roi1_brain,5/13/25,
korra_20250616_mem_histone_mem_histone,fish3_24hpf_roi1_brain,fish3_24hpf_roi1_brain,1,fish3_24hpf_roi1_brain,/clusterfs/vast/abcabc/Korra_Foundation/20250616_mem-histone/fish3_24hpf_roi1_brain,6/16/25,
aang_20251015_mem_histone_mem_histone,fish1_48hpf_roi3,fish1_48hpf_roi3,5,fish1_48hpf_roi3,/clusterfs/vast/abcabc/Aang_Foundation/20251015_mem-histone/fish1_48hpf_roi3,9/26/25,
korra_20251027_mem_histone_mem_histone,fish3_72hpf_roi1,fish3_72hpf_roi1,4,fish3_72hpf_roi1,/clusterfs/vast/abcabc/Korra_Foundation/20251027_mem-histone/fish3_72hpf_roi1,8/1/25,
aang_20250925_mem_mito_mem_mito,fish3_48hpf_roi4,fish3_48hpf_roi4,3,fish3_48hpf_roi4,/clusterfs/vast/abcabc/Aang_Foundation/20250925_mem-mito/fish3_48hpf_roi4,9/26/25,
aang_20251015_mem_histone_mem_histone,fish4_48hpf_roi3,fish4_48hpf_roi3,3,fish4_48hpf_roi3,/clusterfs/vast/abcabc/Aang_Foundation/20251015_mem-histone/fish4_48hpf_roi3,9/17/25,
aang_20250912_mem_mito_mem_mito,fish2_72hpf_roi2,fish2_72hpf_roi2,3,fish2_72hpf_roi2,/clusterfs/vast/abcabc/Aang_Foundation/20250912_mem-mito/fish2_72hpf_roi2,9/8/25,
aang_20250808_mem_organelle_mem_organelle,fish3_24hpf_mem_mchilada_mito_mSG,roi1,1,roi1,/clusterfs/vast/abcabc/Aang_Foundation/20250808_mem_organelle/fish3_24hpf_mem-mchilada_mito-mSG/roi1,8/8/25,
korra_20250618_skittlez_skittlez,fish9_roi2,fish9_roi2,5,fish9_roi2,/clusterfs/vast/abcabc/Korra_Foundation/20250618_skittlez/fish9_roi2,6/6/25,
aang_20251020_mem_histone_mem_histone,fish1_72hpf_roi3,fish1_72hpf_roi3,5,fish1_72hpf_roi3,/clusterfs/vast/abcabc/Aang_Foundation/20251020_mem-histone/fish1_72hpf_roi3,10/20/25,
aang_20250918_mem_mito_mem_mito,fish3_72hpf_roi6,fish3_72hpf_roi6,3,fish3_72hpf_roi6,/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish3_72hpf_roi6,9/18/25,
aang_20251020_mem_histone_mem_histone,fish2_72hpf_roi2,fish2_72hpf_roi2,7,fish2_72hpf_roi2,/clusterfs/vast/abcabc/Aang_Foundation/20251020_mem-histone/fish2_72hpf_roi2,10/20/25,
korra_20250624_skittlez_Chris_x_Liam_skittlez_Chris_x_Liam,fish5_roi1,fish5_roi1,7,fish5_roi1,/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish5_roi1,6/5/25,
aang_20250915_mem_mito_mem_mito,fish1_72hpf_roi4,fish1_72hpf_roi4,2,fish1_72hpf_roi4,/clusterfs/vast/abcabc/Aang_Foundation/20250915_mem-mito/fish1_72hpf_roi4,9/22/25,
korra_20250618_skittlez_skittlez,fish6_roi2,fish6_roi2,1,fish6_roi2,/clusterfs/vast/abcabc/Korra_Foundation/20250618_skittlez/fish6_roi2,6/24/25,
aang_20250919_mem_mito_mem_mito,fish5_24hpf_roi3,fish5_24hpf_roi3,3,fish5_24hpf_roi3,/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish5_24hpf_roi3,9/19/25,
aang_20250722_mrna_mito_mSG_mem_mChilada_mrna_mito_mSG_mem_mChilada,fish3_48hpf_roi1,fish3_48hpf_roi1,1,fish3_48hpf_roi1,/clusterfs/vast/abcabc/Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish3_48hpf_roi1,9/26/25,
korra_20251016_mem_histone_mem_histone,fish3_72hpf_roi1,fish3_72hpf_roi1,2,fish3_72hpf_roi1,/clusterfs/vast/abcabc/Korra_Foundation/20251016_mem-histone/fish3_72hpf_roi1,8/1/25,
aang_20250805_lifeact_mem_halo_lifeact_mem_halo,fish1_48hpf_roi1,fish1_48hpf_roi1,1,fish1_48hpf_roi1,/clusterfs/vast/abcabc/Aang_Foundation/20250805_lifeact_mem-halo/fish1_48hpf_roi1,8/6/25,
korra_20250715_mem_organelle_mem_organelle,fish8_72hpf_mem_mito_msc3_er_halo,roi3,3,roi3,/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish8_72hpf_mem_mito_msc3_er_halo/roi3,7/15/25,
korra_20250613_skittlez_skittlez,fish7_roi,fish7_roi,1,fish7_roi,/clusterfs/vast/abcabc/Korra_Foundation/20250613_skittlez/fish7_roi,6/13/25,
aang_20250828_mem_actin_mem_actin,fish5_24hpf_roi3,fish5_24hpf_roi3,1,fish5_24hpf_roi3,/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish5_24hpf_roi3,8/28/25,
korra_20250513_skittles_skittles,fish15,roi2,2,roi2,/clusterfs/vast/abcabc/Korra_Foundation/20250513_skittles/fish15/roi2,5/13/25,
aang_20250918_mem_mito_mem_mito,fish1_72hpf_roi6,fish1_72hpf_roi6,1,fish1_72hpf_roi6,/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish1_72hpf_roi6,9/22/25,
korra_20250625_skittlez_skittlez,fish5_roi2,fish5_roi2,5,fish5_roi2,/clusterfs/vast/abcabc/Korra_Foundation/20250625_skittlez/fish5_roi2,6/5/25,
aang_20250828_mem_actin_mem_actin,fish4_24hpf_roi1,fish4_24hpf_roi1,2,fish4_24hpf_roi1,/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish4_24hpf_roi1,9/8/25,
aang_20250918_mem_mito_mem_mito,fish6_72hpf_roi1,fish6_72hpf_roi1,1,fish6_72hpf_roi1,/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish6_72hpf_roi1,9/18/25,
korra_20250606_skittlez_skittlez,fish9_roi2,fish9_roi2,4,fish9_roi2,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish9_roi2,6/6/25,
aang_20251021_mem_mito_mem_mito,fish2_24hpf_roi2,fish2_24hpf_roi2,14,fish2_24hpf_roi2,/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito/fish2_24hpf_roi2,9/8/25,
aang_20250918_mem_mito_mem_mito,fish5_72hpf_roi1,fish5_72hpf_roi1,2,fish5_72hpf_roi1,/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish5_72hpf_roi1,9/18/25,
korra_20251110_mem_histone_mem_histone,fish3_48hpf_roi1,fish3_48hpf_roi1,3,fish3_48hpf_roi1,/clusterfs/vast/abcabc/Korra_Foundation/20251110_mem-histone/fish3_48hpf_roi1,11/12/25,
aang_20250908_mem_mito_mem_mito,fish1_24hpf_roi1,fish1_24hpf_roi1,10,fish1_24hpf_roi1,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish1_24hpf_roi1,9/8/25,
aang_20250819_mem_mito_mem_mito,fish1_24hpf_roi5,fish1_24hpf_roi5,3,fish1_24hpf_roi5,/clusterfs/vast/abcabc/Aang_Foundation/20250819_mem_mito/fish1_24hpf_roi5,9/4/25,
aang_20251006_mem_histone_mem_histone,fish1_24hpf_roi4,fish1_24hpf_roi4,7,fish1_24hpf_roi4,/clusterfs/vast/abcabc/Aang_Foundation/20251006_mem_histone/fish1_24hpf_roi4,9/8/25,
korra_20251022_mem_histone_mem_histone,fish4_24hpf_roi1,fish4_24hpf_roi1,2,fish4_24hpf_roi1,/clusterfs/vast/abcabc/Korra_Foundation/20251022_mem-histone/fish4_24hpf_roi1,6/9/25,
korra_20250522_skittlez_skittlez,fish7,roi2,4,roi2,/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish7/roi2,5/22/25,
korra_20250609_mem_histone_mem_histone,fish6_48hpf_roi2,fish6_48hpf_roi2,1,fish6_48hpf_roi2,/clusterfs/vast/abcabc/Korra_Foundation/20250609_mem-histone/fish6_48hpf_roi2,6/9/25,
aang_20250908_mem_mito_mem_mito,fish6_24hpf_roi2,fish6_24hpf_roi2,3,fish6_24hpf_roi2,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish6_24hpf_roi2,9/8/25,
korra_20250522_skittlez_skittlez,fish4,roi1,8,roi1,/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish4/roi1,5/22/25,
aang_20250919_mem_mito_mem_mito,fish2_24hpf_roi2,fish2_24hpf_roi2,9,fish2_24hpf_roi2,/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish2_24hpf_roi2,9/19/25,
korra_20250616_mem_histone_mem_histone,fish1_72hpf_roi2_muscle,fish1_72hpf_roi2_muscle,1,fish1_72hpf_roi2_muscle,/clusterfs/vast/abcabc/Korra_Foundation/20250616_mem-histone/fish1_72hpf_roi2_muscle,6/16/25,
aang_20250919_mem_mito_mem_mito,fish4_24hpf_roi3,fish4_24hpf_roi3,2,fish4_24hpf_roi3,/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish4_24hpf_roi3,9/8/25,
korra_20250606_skittlez_skittlez,fish15_roi2,fish15_roi2,1,fish15_roi2,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish15_roi2,6/6/25,
korra_20251016_mem_histone_mem_histone,fish1_72hpf_roi1,fish1_72hpf_roi1,1,fish1_72hpf_roi1,/clusterfs/vast/abcabc/Korra_Foundation/20251016_mem-histone/fish1_72hpf_roi1,10/20/25,
aang_20251107_mem_mito_mem_mito,fish1_24hpf_roi2,fish1_24hpf_roi2,18,fish1_24hpf_roi2,/clusterfs/vast/abcabc/Aang_Foundation/20251107_mem-mito/fish1_24hpf_roi2,9/8/25,
korra_20251112_mem_mito_mem_mito,fish3_48hpf_roi3,fish3_48hpf_roi3,1,fish3_48hpf_roi3,/clusterfs/vast/abcabc/Korra_Foundation/20251112_mem-mito/fish3_48hpf_roi3,11/12/25,
aang_20250926_mem_mito_mem_mito,fish3_48hpf_roi4,fish3_48hpf_roi4,4,fish3_48hpf_roi4,/clusterfs/vast/abcabc/Aang_Foundation/20250926_mem-mito/fish3_48hpf_roi4,9/26/25,
aang_20250819_mem_mito_mem_mito,fish1_24hpf_roi7,fish1_24hpf_roi7,1,fish1_24hpf_roi7,/clusterfs/vast/abcabc/Aang_Foundation/20250819_mem_mito/fish1_24hpf_roi7,8/19/25,
korra_20251024_mem_histone_mem_histone,fish3_72hpf_roi3,fish3_72hpf_roi3,1,fish3_72hpf_roi3,/clusterfs/vast/abcabc/Korra_Foundation/20251024_mem-histone/fish3_72hpf_roi3,10/27/25,
aang_20251003_mem_tester_mem_tester,fish1_48hpf_xscan_roi3_spine_muscle_tail,fish1_48hpf_xscan_roi3_spine_muscle_tail,1,fish1_48hpf_xscan_roi3_spine_muscle_tail,/clusterfs/vast/abcabc/Aang_Foundation/20251003_mem_tester/fish1_48hpf_xscan_roi3_spine_muscle_tail,10/1/25,
aang_20250821_mem_mito_mem_mito,fish4_24hpf_roi1,fish4_24hpf_roi1,1,fish4_24hpf_roi1,/clusterfs/vast/abcabc/Aang_Foundation/20250821_mem_mito/fish4_24hpf_roi1,8/21/25,
aang_20250919_mem_mito_mem_mito,fish4_24hpf_roi2,fish4_24hpf_roi2,4,fish4_24hpf_roi2,/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish4_24hpf_roi2,9/8/25,
korra_20250522_skittlez_skittlez,fish7,roi3,5,roi3,/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish7/roi3,5/22/25,
aang_20251105_mem_mito_mem_mito,fish5_24hpf_roi2,fish5_24hpf_roi2,9,fish5_24hpf_roi2,/clusterfs/vast/abcabc/Aang_Foundation/20251105_mem-mito/fish5_24hpf_roi2,11/5/25,
aang_20250905_lifeact_mSG_lifeact_mSG,fish2_72hpf_roi2,fish2_72hpf_roi2,1,fish2_72hpf_roi2,/clusterfs/vast/abcabc/Aang_Foundation/20250905_lifeact-mSG/fish2_72hpf_roi2,9/8/25,
aang_20250917_mem_mito_mem_mito,fish2_48hpf_roi2,fish2_48hpf_roi2,3,fish2_48hpf_roi2,/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish2_48hpf_roi2,9/26/25,
korra_20250513_skittles_skittles,fish3,roi4,4,roi4,/clusterfs/vast/abcabc/Korra_Foundation/20250513_skittles/fish3/roi4,5/13/25,
korra_20250618_skittlez_skittlez,fish3_roi1,fish3_roi1,5,fish3_roi1,/clusterfs/vast/abcabc/Korra_Foundation/20250618_skittlez/fish3_roi1,6/6/25,
korra_20251022_mem_histone_mem_histone,fish2_24hpf_roi2,fish2_24hpf_roi2,2,fish2_24hpf_roi2,/clusterfs/vast/abcabc/Korra_Foundation/20251022_mem-histone/fish2_24hpf_roi2,6/9/25,
korra_20250624_skittlez_Chris_x_Liam_skittlez_Chris_x_Liam,fish4_roi3,fish4_roi3,1,fish4_roi3,/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish4_roi3,6/24/25,
korra_20250606_skittlez_skittlez,fish7_roi1,fish7_roi1,4,fish7_roi1,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish7_roi1,6/6/25,
korra_20250605_skittlez_skittlez,fish8_roi1,fish8_roi1,3,fish8_roi1,/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish8_roi1,6/6/25,
aang_20250722_mem_halo_er_mSG_mem_halo_er_mSG,fish1_24hpf_roi5,fish1_24hpf_roi5,1,fish1_24hpf_roi5,/clusterfs/vast/abcabc/Aang_Foundation/20250722_mem-halo_er-mSG/fish1_24hpf_roi5,9/4/25,
aang_20250915_mem_mito_mem_mito,fish3_72hpf_roi3,fish3_72hpf_roi3,2,fish3_72hpf_roi3,/clusterfs/vast/abcabc/Aang_Foundation/20250915_mem-mito/fish3_72hpf_roi3,9/15/25,
aang_20250926_mem_mito_mem_mito,fish2_48hpf_roi2,fish2_48hpf_roi2,4,fish2_48hpf_roi2,/clusterfs/vast/abcabc/Aang_Foundation/20250926_mem-mito/fish2_48hpf_roi2,9/26/25,
korra_20250724_mem_mchilada_er_mSG_mem_mchilada_er_mSG,fish1_24hpf,roi1_2,4,roi1_2,/clusterfs/vast/abcabc/Korra_Foundation/20250724_mem-mchilada_er-mSG/fish1_24hpf/roi1_2,7/24/25,
aang_20250819_mem_mito_mem_mito,fish6_48hpf_roi3,fish6_48hpf_roi3,1,fish6_48hpf_roi3,/clusterfs/vast/abcabc/Aang_Foundation/20250819_mem_mito/fish6_48hpf_roi3,8/19/25,
korra_20250609_mem_histone_mem_histone,fish3_24hpf_roi1,fish3_24hpf_roi1,1,fish3_24hpf_roi1,/clusterfs/vast/abcabc/Korra_Foundation/20250609_mem-histone/fish3_24hpf_roi1,6/9/25,
aang_20250908_mem_mito_mem_mito,fish1_24hpf_roi4,fish1_24hpf_roi4,5,fish1_24hpf_roi4,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish1_24hpf_roi4,9/8/25,
aang_20251106_mem_mito_mem_mito,fish3_48hpf_roi1,fish3_48hpf_roi1,10,fish3_48hpf_roi1,/clusterfs/vast/abcabc/Aang_Foundation/20251106_mem-mito/fish3_48hpf_roi1,9/26/25,
korra_20250801_mem_PCNA_mem_PCNA,fish3_72hpf_roi1,fish3_72hpf_roi1,1,fish3_72hpf_roi1,/clusterfs/vast/abcabc/Korra_Foundation/20250801_mem-PCNA/fish3_72hpf_roi1,8/1/25,
korra_20251017_microtubules_microtubules,fish2_24hpf_roi1_test,fish2_24hpf_roi1_test,1,fish2_24hpf_roi1_test,/clusterfs/vast/abcabc/Korra_Foundation/20251017_microtubules/fish2_24hpf_roi1_test,10/17/25,
aang_20251021_mem_mito_v2_mem_mito_v2,fish1_24hpf_roi1,fish1_24hpf_roi1,17,fish1_24hpf_roi1,/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito_v2/fish1_24hpf_roi1,9/8/25,
korra_20251013_mem_histone_mem_histone,fish3_96hpf_roi2,fish3_96hpf_roi2,1,fish3_96hpf_roi2,/clusterfs/vast/abcabc/Korra_Foundation/20251013_mem-histone/fish3_96hpf_roi2,10/13/25,
aang_20250917_mem_mito_mem_mito,fish6_48hpf_roi2,fish6_48hpf_roi2,2,fish6_48hpf_roi2,/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish6_48hpf_roi2,9/17/25,
korra_20250624_skittlez_Chris_x_Liam_skittlez_Chris_x_Liam,fish6_roi2,fish6_roi2,2,fish6_roi2,/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish6_roi2,6/24/25,
aang_20250819_mem_mito_mem_mito,fish3_24hpf_roi1,fish3_24hpf_roi1,2,fish3_24hpf_roi1,/clusterfs/vast/abcabc/Aang_Foundation/20250819_mem_mito/fish3_24hpf_roi1,8/19/25,
aang_20250912_mem_mito_mem_mito,fish3_72hpf_roi9,fish3_72hpf_roi9,1,fish3_72hpf_roi9,/clusterfs/vast/abcabc/Aang_Foundation/20250912_mem-mito/fish3_72hpf_roi9,9/18/25,
aang_20250918_mem_mito_mem_mito,fish2_72hpf_roi4,fish2_72hpf_roi4,4,fish2_72hpf_roi4,/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish2_72hpf_roi4,9/18/25,
aang_20251010_mem_mito_mem_mito,fish2_24hpf_roi2,fish2_24hpf_roi2,12,fish2_24hpf_roi2,/clusterfs/vast/abcabc/Aang_Foundation/20251010_mem-mito/fish2_24hpf_roi2,10/10/25,
aang_20250915_mem_mito_mem_mito,fish1_72hpf_roi5,fish1_72hpf_roi5,1,fish1_72hpf_roi5,/clusterfs/vast/abcabc/Aang_Foundation/20250915_mem-mito/fish1_72hpf_roi5,9/15/25,
korra_20250603_skittlez_skittlez,fish2_roi1_1,fish2_roi1_1,1,fish2_roi1_1,/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish2_roi1_1,6/3/25,
aang_20250905_lifeact_mSG_lifeact_mSG,fish2_72hpf_roi3,fish2_72hpf_roi3,1,fish2_72hpf_roi3,/clusterfs/vast/abcabc/Aang_Foundation/20250905_lifeact-mSG/fish2_72hpf_roi3,9/8/25,
aang_20251107_mem_mito_mem_mito,fish1_24hpf_roi1,fish1_24hpf_roi1,24,fish1_24hpf_roi1,/clusterfs/vast/abcabc/Aang_Foundation/20251107_mem-mito/fish1_24hpf_roi1,9/8/25,
aang_20250917_mem_mito_mem_mito,fish3_48hpf_roi3,fish3_48hpf_roi3,2,fish3_48hpf_roi3,/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish3_48hpf_roi3,9/26/25,
korra_20250605_skittlez_skittlez,fish11_roi2,fish11_roi2,1,fish11_roi2,/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish11_roi2,6/6/25,
aang_20251027_mem_histone_mem_histone,fish3_120hpf_roi6,fish3_120hpf_roi6,1,fish3_120hpf_roi6,/clusterfs/vast/abcabc/Aang_Foundation/20251027_mem-histone/fish3_120hpf_roi6,10/27/25,
