date_experiment,fish,roi_rel,roi_name,roi_tiffs,roi_dir,dataset,dataset_slug_raw,dataset_slug_norm,roi_path_date_yyyymmdd,experiment_folder,fish_folder,roi_folder,fish_number,fish_id,fish_age_token,fish_age_hpf,roi_index_token,roi_index,fish_nickname,roi_anatomy_tokens,roi_anatomy,dataset_slug,sheet_slug_norm,date_mount_yyyymmdd,Data location,ZF female genotype,ZF male genotype,additional plasmids injected,additional mRNAs injected,additonal proteins injected,additonal dye and chemicals,link_source,plate_date,mount_id_inferred,mount_id_source,plate_key,plate_id_filled,slot_id_filled,roi_index_within_slot,bruker_roi_id
20250603_skittlez,fish13_roi1,fish13_roi1,fish13_roi1,96.0,/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish13_roi1,korra,korra,korra,20250603,20250603_skittlez,fish13_roi1,fish13_roi1,13.0,fish13,,,roi1,1.0,,[],,20250603_skittlez,,,,,,,,,,inferred,20250603,1,inferred,20250603::20250603_skittlez::1,21,5,1,20250603-plate21-slot5-roi1
20250603_skittlez,fish14_roi1,fish14_roi1,fish14_roi1,240.0,/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish14_roi1,korra,korra,korra,20250603,20250603_skittlez,fish14_roi1,fish14_roi1,14.0,fish14,,,roi1,1.0,,[],,20250603_skittlez,,,,,,,,,,inferred,20250603,1,inferred,20250603::20250603_skittlez::1,21,6,1,20250603-plate21-slot6-roi1
20250603_skittlez,fish15_roi1,fish15_roi1,fish15_roi1,168.0,/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish15_roi1,korra,korra,korra,20250603,20250603_skittlez,fish15_roi1,fish15_roi1,15.0,fish15,,,roi1,1.0,,[],,20250603_skittlez,,,,,,,,,,inferred,20250603,2,inferred,20250603::20250603_skittlez::2,22,1,1,20250603-plate22-slot1-roi1
20250603_skittlez,fish16_roi1,fish16_roi1,fish16_roi1,120.0,/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish16_roi1,korra,korra,korra,20250603,20250603_skittlez,fish16_roi1,fish16_roi1,16.0,fish16,,,roi1,1.0,,[],,20250603_skittlez,,,,,,,,,,inferred,20250603,2,inferred,20250603::20250603_skittlez::2,22,2,1,20250603-plate22-slot2-roi1
20250603_skittlez,fish1_roi1_1,fish1_roi1_1,fish1_roi1_1,72.0,/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish1_roi1_1,korra,korra,korra,20250603,20250603_skittlez,fish1_roi1_1,fish1_roi1_1,1.0,fish1,,,roi1,1.0,1,[],,20250603_skittlez,,,,,,,,,,inferred,20250603,1,inferred,20250603::20250603_skittlez::1,21,1,1,20250603-plate21-slot1-roi1
20250603_skittlez,fish2_roi1,fish2_roi1,fish2_roi1,6.0,/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish2_roi1,korra,korra,korra,20250603,20250603_skittlez,fish2_roi1,fish2_roi1,2.0,fish2,,,roi1,1.0,,[],,20250603_skittlez,,,,,,,,,,inferred,20250603,2,inferred,20250603::20250603_skittlez::2,22,3,1,20250603-plate22-slot3-roi1
20250603_skittlez,fish2_roi1_1,fish2_roi1_1,fish2_roi1_1,72.0,/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish2_roi1_1,korra,korra,korra,20250603,20250603_skittlez,fish2_roi1_1,fish2_roi1_1,2.0,fish2,,,roi1,1.0,1,[],,20250603_skittlez,,,,,,,,,,inferred,20250603,2,inferred,20250603::20250603_skittlez::2,22,3,2,20250603-plate22-slot3-roi2
20250603_skittlez,fish3_roi1,fish3_roi1,fish3_roi1,90.0,/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish3_roi1,korra,korra,korra,20250603,20250603_skittlez,fish3_roi1,fish3_roi1,3.0,fish3,,,roi1,1.0,,[],,20250603_skittlez,,,,,,,,,,inferred,20250603,2,inferred,20250603::20250603_skittlez::2,22,4,1,20250603-plate22-slot4-roi1
20250603_skittlez,fish4_roi1,fish4_roi1,fish4_roi1,126.0,/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish4_roi1,korra,korra,korra,20250603,20250603_skittlez,fish4_roi1,fish4_roi1,4.0,fish4,,,roi1,1.0,,[],,20250603_skittlez,,,,,,,,,,inferred,20250603,2,inferred,20250603::20250603_skittlez::2,22,5,1,20250603-plate22-slot5-roi1
20250603_skittlez,fish6_roi1,fish6_roi1,fish6_roi1,174.0,/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish6_roi1,korra,korra,korra,20250603,20250603_skittlez,fish6_roi1,fish6_roi1,6.0,fish6,,,roi1,1.0,,[],,20250603_skittlez,,,,,,,,,,inferred,20250603,2,inferred,20250603::20250603_skittlez::2,22,6,1,20250603-plate22-slot6-roi1
20250603_skittlez,fish7_roi1,fish7_roi1,fish7_roi1,108.0,/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish7_roi1,korra,korra,korra,20250603,20250603_skittlez,fish7_roi1,fish7_roi1,7.0,fish7,,,roi1,1.0,,[],,20250603_skittlez,,,,,,,,,,inferred,20250603,3,inferred,20250603::20250603_skittlez::3,23,1,1,20250603-plate23-slot1-roi1
20250603_skittlez,fish8_roi1,fish8_roi1,fish8_roi1,72.0,/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish8_roi1,korra,korra,korra,20250603,20250603_skittlez,fish8_roi1,fish8_roi1,8.0,fish8,,,roi1,1.0,,[],,20250603_skittlez,,,,,,,,,,inferred,20250603,3,inferred,20250603::20250603_skittlez::3,23,2,1,20250603-plate23-slot2-roi1
20250603_skittlez,fish9_roi1,fish9_roi1,fish9_roi1,138.0,/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish9_roi1,korra,korra,korra,20250603,20250603_skittlez,fish9_roi1,fish9_roi1,9.0,fish9,,,roi1,1.0,,[],,20250603_skittlez,,,,,,,,,,inferred,20250603,3,inferred,20250603::20250603_skittlez::3,23,3,1,20250603-plate23-slot3-roi1
20250603_skittlez,fish9_roi2,fish9_roi2,fish9_roi2,48.0,/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish9_roi2,korra,korra,korra,20250603,20250603_skittlez,fish9_roi2,fish9_roi2,9.0,fish9,,,roi2,2.0,,[],,20250603_skittlez,,,,,,,,,,inferred,20250603,3,inferred,20250603::20250603_skittlez::3,23,3,2,20250603-plate23-slot3-roi2
20250603_skittlez,fish9_roi3,fish9_roi3,fish9_roi3,48.0,/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish9_roi3,korra,korra,korra,20250603,20250603_skittlez,fish9_roi3,fish9_roi3,9.0,fish9,,,roi3,3.0,,[],,20250603_skittlez,,,,,,,,,,inferred,20250603,3,inferred,20250603::20250603_skittlez::3,23,3,3,20250603-plate23-slot3-roi3
20250605_skittlez,fish10_roi1,fish10_roi1,fish10_roi1,72.0,/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish10_roi1,korra,korra,korra,20250605,20250605_skittlez,fish10_roi1,fish10_roi1,10.0,fish10,,,roi1,1.0,,[],,20250605_skittlez,,,,,,,,,,inferred,20250605,1,inferred,20250605::20250605_skittlez::1,24,2,1,20250605-plate24-slot2-roi1
20250605_skittlez,fish10_roi2,fish10_roi2,fish10_roi2,72.0,/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish10_roi2,korra,korra,korra,20250605,20250605_skittlez,fish10_roi2,fish10_roi2,10.0,fish10,,,roi2,2.0,,[],,20250605_skittlez,,,,,,,,,,inferred,20250605,1,inferred,20250605::20250605_skittlez::1,24,2,2,20250605-plate24-slot2-roi2
20250605_skittlez,fish11_roi1,fish11_roi1,fish11_roi1,96.0,/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish11_roi1,korra,korra,korra,20250605,20250605_skittlez,fish11_roi1,fish11_roi1,11.0,fish11,,,roi1,1.0,,[],,20250605_skittlez,,,,,,,,,,inferred,20250605,1,inferred,20250605::20250605_skittlez::1,24,3,1,20250605-plate24-slot3-roi1
20250605_skittlez,fish11_roi2,fish11_roi2,fish11_roi2,120.0,/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish11_roi2,korra,korra,korra,20250605,20250605_skittlez,fish11_roi2,fish11_roi2,11.0,fish11,,,roi2,2.0,,[],,20250605_skittlez,,,,,,,,,,inferred,20250605,1,inferred,20250605::20250605_skittlez::1,24,3,2,20250605-plate24-slot3-roi2
20250605_skittlez,fish12_roi1,fish12_roi1,fish12_roi1,96.0,/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish12_roi1,korra,korra,korra,20250605,20250605_skittlez,fish12_roi1,fish12_roi1,12.0,fish12,,,roi1,1.0,,[],,20250605_skittlez,,,,,,,,,,inferred,20250605,1,inferred,20250605::20250605_skittlez::1,24,4,1,20250605-plate24-slot4-roi1
20250605_skittlez,fish13_roi1,fish13_roi1,fish13_roi1,96.0,/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish13_roi1,korra,korra,korra,20250605,20250605_skittlez,fish13_roi1,fish13_roi1,13.0,fish13,,,roi1,1.0,,[],,20250605_skittlez,,,,,,,,,,inferred,20250605,1,inferred,20250605::20250605_skittlez::1,24,5,1,20250605-plate24-slot5-roi1
20250605_skittlez,fish13_roi2,fish13_roi2,fish13_roi2,96.0,/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish13_roi2,korra,korra,korra,20250605,20250605_skittlez,fish13_roi2,fish13_roi2,13.0,fish13,,,roi2,2.0,,[],,20250605_skittlez,,,,,,,,,,inferred,20250605,1,inferred,20250605::20250605_skittlez::1,24,5,2,20250605-plate24-slot5-roi2
20250605_skittlez,fish14_roi1,fish14_roi1,fish14_roi1,96.0,/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish14_roi1,korra,korra,korra,20250605,20250605_skittlez,fish14_roi1,fish14_roi1,14.0,fish14,,,roi1,1.0,,[],,20250605_skittlez,,,,,,,,,,inferred,20250605,1,inferred,20250605::20250605_skittlez::1,24,6,1,20250605-plate24-slot6-roi1
20250605_skittlez,fish1_roi1,fish1_roi1,fish1_roi1,90.0,/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish1_roi1,korra,korra,korra,20250605,20250605_skittlez,fish1_roi1,fish1_roi1,1.0,fish1,,,roi1,1.0,,[],,20250605_skittlez,,,,,,,,,,inferred,20250605,1,inferred,20250605::20250605_skittlez::1,24,1,1,20250605-plate24-slot1-roi1
20250605_skittlez,fish2_roi1,fish2_roi1,fish2_roi1,72.0,/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish2_roi1,korra,korra,korra,20250605,20250605_skittlez,fish2_roi1,fish2_roi1,2.0,fish2,,,roi1,1.0,,[],,20250605_skittlez,,,,,,,,,,inferred,20250605,2,inferred,20250605::20250605_skittlez::2,25,1,1,20250605-plate25-slot1-roi1
20250605_skittlez,fish2_roi12,fish2_roi12,fish2_roi12,72.0,/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish2_roi12,korra,korra,korra,20250605,20250605_skittlez,fish2_roi12,fish2_roi12,2.0,fish2,,,roi12,12.0,,[],,20250605_skittlez,,,,,,,,,,inferred,20250605,2,inferred,20250605::20250605_skittlez::2,25,1,2,20250605-plate25-slot1-roi2
20250605_skittlez,fish3_roi12,fish3_roi12,fish3_roi12,72.0,/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish3_roi12,korra,korra,korra,20250605,20250605_skittlez,fish3_roi12,fish3_roi12,3.0,fish3,,,roi12,12.0,,[],,20250605_skittlez,,,,,,,,,,inferred,20250605,2,inferred,20250605::20250605_skittlez::2,25,2,1,20250605-plate25-slot2-roi1
20250605_skittlez,fish3_roi2,fish3_roi2,fish3_roi2,72.0,/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish3_roi2,korra,korra,korra,20250605,20250605_skittlez,fish3_roi2,fish3_roi2,3.0,fish3,,,roi2,2.0,,[],,20250605_skittlez,,,,,,,,,,inferred,20250605,2,inferred,20250605::20250605_skittlez::2,25,2,2,20250605-plate25-slot2-roi2
20250605_skittlez,fish4_roi1,fish4_roi1,fish4_roi1,72.0,/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish4_roi1,korra,korra,korra,20250605,20250605_skittlez,fish4_roi1,fish4_roi1,4.0,fish4,,,roi1,1.0,,[],,20250605_skittlez,,,,,,,,,,inferred,20250605,2,inferred,20250605::20250605_skittlez::2,25,3,1,20250605-plate25-slot3-roi1
20250605_skittlez,fish5_roi1,fish5_roi1,fish5_roi1,54.0,/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish5_roi1,korra,korra,korra,20250605,20250605_skittlez,fish5_roi1,fish5_roi1,5.0,fish5,,,roi1,1.0,,[],,20250605_skittlez,,,,,,,,,,inferred,20250605,2,inferred,20250605::20250605_skittlez::2,25,4,1,20250605-plate25-slot4-roi1
20250605_skittlez,fish5_roi2,fish5_roi2,fish5_roi2,54.0,/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish5_roi2,korra,korra,korra,20250605,20250605_skittlez,fish5_roi2,fish5_roi2,5.0,fish5,,,roi2,2.0,,[],,20250605_skittlez,,,,,,,,,,inferred,20250605,2,inferred,20250605::20250605_skittlez::2,25,4,2,20250605-plate25-slot4-roi2
20250605_skittlez,fish6_roi1,fish6_roi1,fish6_roi1,72.0,/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish6_roi1,korra,korra,korra,20250605,20250605_skittlez,fish6_roi1,fish6_roi1,6.0,fish6,,,roi1,1.0,,[],,20250605_skittlez,,,,,,,,,,inferred,20250605,2,inferred,20250605::20250605_skittlez::2,25,5,1,20250605-plate25-slot5-roi1
20250605_skittlez,fish7_roi1,fish7_roi1,fish7_roi1,72.0,/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish7_roi1,korra,korra,korra,20250605,20250605_skittlez,fish7_roi1,fish7_roi1,7.0,fish7,,,roi1,1.0,,[],,20250605_skittlez,,,,,,,,,,inferred,20250605,2,inferred,20250605::20250605_skittlez::2,25,6,1,20250605-plate25-slot6-roi1
20250605_skittlez,fish8_roi1,fish8_roi1,fish8_roi1,54.0,/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish8_roi1,korra,korra,korra,20250605,20250605_skittlez,fish8_roi1,fish8_roi1,8.0,fish8,,,roi1,1.0,,[],,20250605_skittlez,,,,,,,,,,inferred,20250605,3,inferred,20250605::20250605_skittlez::3,26,1,1,20250605-plate26-slot1-roi1
20250605_skittlez,fish9_roi1,fish9_roi1,fish9_roi1,72.0,/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish9_roi1,korra,korra,korra,20250605,20250605_skittlez,fish9_roi1,fish9_roi1,9.0,fish9,,,roi1,1.0,,[],,20250605_skittlez,,,,,,,,,,inferred,20250605,3,inferred,20250605::20250605_skittlez::3,26,2,1,20250605-plate26-slot2-roi1
20250605_skittlez,fish9_roi2,fish9_roi2,fish9_roi2,72.0,/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish9_roi2,korra,korra,korra,20250605,20250605_skittlez,fish9_roi2,fish9_roi2,9.0,fish9,,,roi2,2.0,,[],,20250605_skittlez,,,,,,,,,,inferred,20250605,3,inferred,20250605::20250605_skittlez::3,26,2,2,20250605-plate26-slot2-roi2
20250606_skittlez,fish10_roi1,fish10_roi1,fish10_roi1,72.0,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish10_roi1,korra,korra,korra,20250606,20250606_skittlez,fish10_roi1,fish10_roi1,10.0,fish10,,,roi1,1.0,,[],,20250606_skittlez,,,,,,,,,,inferred,20250606,1,inferred,20250606::20250606_skittlez::1,27,2,1,20250606-plate27-slot2-roi1
20250606_skittlez,fish11_roi1,fish11_roi1,fish11_roi1,72.0,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish11_roi1,korra,korra,korra,20250606,20250606_skittlez,fish11_roi1,fish11_roi1,11.0,fish11,,,roi1,1.0,,[],,20250606_skittlez,,,,,,,,,,inferred,20250606,1,inferred,20250606::20250606_skittlez::1,27,3,1,20250606-plate27-slot3-roi1
20250606_skittlez,fish11_roi2,fish11_roi2,fish11_roi2,72.0,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish11_roi2,korra,korra,korra,20250606,20250606_skittlez,fish11_roi2,fish11_roi2,11.0,fish11,,,roi2,2.0,,[],,20250606_skittlez,,,,,,,,,,inferred,20250606,1,inferred,20250606::20250606_skittlez::1,27,3,2,20250606-plate27-slot3-roi2
20250606_skittlez,fish12_roi1,fish12_roi1,fish12_roi1,72.0,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish12_roi1,korra,korra,korra,20250606,20250606_skittlez,fish12_roi1,fish12_roi1,12.0,fish12,,,roi1,1.0,,[],,20250606_skittlez,,,,,,,,,,inferred,20250606,1,inferred,20250606::20250606_skittlez::1,27,4,1,20250606-plate27-slot4-roi1
20250606_skittlez,fish12_roi2,fish12_roi2,fish12_roi2,72.0,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish12_roi2,korra,korra,korra,20250606,20250606_skittlez,fish12_roi2,fish12_roi2,12.0,fish12,,,roi2,2.0,,[],,20250606_skittlez,,,,,,,,,,inferred,20250606,1,inferred,20250606::20250606_skittlez::1,27,4,2,20250606-plate27-slot4-roi2
20250606_skittlez,fish13_roi1,fish13_roi1,fish13_roi1,72.0,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish13_roi1,korra,korra,korra,20250606,20250606_skittlez,fish13_roi1,fish13_roi1,13.0,fish13,,,roi1,1.0,,[],,20250606_skittlez,,,,,,,,,,inferred,20250606,1,inferred,20250606::20250606_skittlez::1,27,5,1,20250606-plate27-slot5-roi1
20250606_skittlez,fish13_roi2,fish13_roi2,fish13_roi2,72.0,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish13_roi2,korra,korra,korra,20250606,20250606_skittlez,fish13_roi2,fish13_roi2,13.0,fish13,,,roi2,2.0,,[],,20250606_skittlez,,,,,,,,,,inferred,20250606,1,inferred,20250606::20250606_skittlez::1,27,5,2,20250606-plate27-slot5-roi2
20250606_skittlez,fish14_roi1,fish14_roi1,fish14_roi1,72.0,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish14_roi1,korra,korra,korra,20250606,20250606_skittlez,fish14_roi1,fish14_roi1,14.0,fish14,,,roi1,1.0,,[],,20250606_skittlez,,,,,,,,,,inferred,20250606,1,inferred,20250606::20250606_skittlez::1,27,6,1,20250606-plate27-slot6-roi1
20250606_skittlez,fish14_roi2,fish14_roi2,fish14_roi2,72.0,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish14_roi2,korra,korra,korra,20250606,20250606_skittlez,fish14_roi2,fish14_roi2,14.0,fish14,,,roi2,2.0,,[],,20250606_skittlez,,,,,,,,,,inferred,20250606,1,inferred,20250606::20250606_skittlez::1,27,6,2,20250606-plate27-slot6-roi2
20250606_skittlez,fish14_roi3,fish14_roi3,fish14_roi3,72.0,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish14_roi3,korra,korra,korra,20250606,20250606_skittlez,fish14_roi3,fish14_roi3,14.0,fish14,,,roi3,3.0,,[],,20250606_skittlez,,,,,,,,,,inferred,20250606,1,inferred,20250606::20250606_skittlez::1,27,6,3,20250606-plate27-slot6-roi3
20250606_skittlez,fish15_roi1,fish15_roi1,fish15_roi1,72.0,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish15_roi1,korra,korra,korra,20250606,20250606_skittlez,fish15_roi1,fish15_roi1,15.0,fish15,,,roi1,1.0,,[],,20250606_skittlez,,,,,,,,,,inferred,20250606,2,inferred,20250606::20250606_skittlez::2,28,1,1,20250606-plate28-slot1-roi1
20250606_skittlez,fish15_roi2,fish15_roi2,fish15_roi2,72.0,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish15_roi2,korra,korra,korra,20250606,20250606_skittlez,fish15_roi2,fish15_roi2,15.0,fish15,,,roi2,2.0,,[],,20250606_skittlez,,,,,,,,,,inferred,20250606,2,inferred,20250606::20250606_skittlez::2,28,1,2,20250606-plate28-slot1-roi2
20250606_skittlez,fish15_roi3,fish15_roi3,fish15_roi3,72.0,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish15_roi3,korra,korra,korra,20250606,20250606_skittlez,fish15_roi3,fish15_roi3,15.0,fish15,,,roi3,3.0,,[],,20250606_skittlez,,,,,,,,,,inferred,20250606,2,inferred,20250606::20250606_skittlez::2,28,1,3,20250606-plate28-slot1-roi3
20250606_skittlez,fish1_roi1,fish1_roi1,fish1_roi1,48.0,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish1_roi1,korra,korra,korra,20250606,20250606_skittlez,fish1_roi1,fish1_roi1,1.0,fish1,,,roi1,1.0,,[],,20250606_skittlez,,,,,,,,,,inferred,20250606,1,inferred,20250606::20250606_skittlez::1,27,1,1,20250606-plate27-slot1-roi1
20250606_skittlez,fish2_roi1,fish2_roi1,fish2_roi1,48.0,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish2_roi1,korra,korra,korra,20250606,20250606_skittlez,fish2_roi1,fish2_roi1,2.0,fish2,,,roi1,1.0,,[],,20250606_skittlez,,,,,,,,,,inferred,20250606,2,inferred,20250606::20250606_skittlez::2,28,2,1,20250606-plate28-slot2-roi1
20250606_skittlez,fish3_roi1,fish3_roi1,fish3_roi1,48.0,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish3_roi1,korra,korra,korra,20250606,20250606_skittlez,fish3_roi1,fish3_roi1,3.0,fish3,,,roi1,1.0,,[],,20250606_skittlez,,,,,,,,,,inferred,20250606,2,inferred,20250606::20250606_skittlez::2,28,3,1,20250606-plate28-slot3-roi1
20250606_skittlez,fish4_roi1,fish4_roi1,fish4_roi1,48.0,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish4_roi1,korra,korra,korra,20250606,20250606_skittlez,fish4_roi1,fish4_roi1,4.0,fish4,,,roi1,1.0,,[],,20250606_skittlez,,,,,,,,,,inferred,20250606,2,inferred,20250606::20250606_skittlez::2,28,4,1,20250606-plate28-slot4-roi1
20250606_skittlez,fish6_roi1,fish6_roi1,fish6_roi1,48.0,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish6_roi1,korra,korra,korra,20250606,20250606_skittlez,fish6_roi1,fish6_roi1,6.0,fish6,,,roi1,1.0,,[],,20250606_skittlez,,,,,,,,,,inferred,20250606,2,inferred,20250606::20250606_skittlez::2,28,5,1,20250606-plate28-slot5-roi1
20250606_skittlez,fish7_roi1,fish7_roi1,fish7_roi1,48.0,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish7_roi1,korra,korra,korra,20250606,20250606_skittlez,fish7_roi1,fish7_roi1,7.0,fish7,,,roi1,1.0,,[],,20250606_skittlez,,,,,,,,,,inferred,20250606,2,inferred,20250606::20250606_skittlez::2,28,6,1,20250606-plate28-slot6-roi1
20250606_skittlez,fish7_roi2,fish7_roi2,fish7_roi2,48.0,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish7_roi2,korra,korra,korra,20250606,20250606_skittlez,fish7_roi2,fish7_roi2,7.0,fish7,,,roi2,2.0,,[],,20250606_skittlez,,,,,,,,,,inferred,20250606,2,inferred,20250606::20250606_skittlez::2,28,6,2,20250606-plate28-slot6-roi2
20250606_skittlez,fish8_roi1,fish8_roi1,fish8_roi1,48.0,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish8_roi1,korra,korra,korra,20250606,20250606_skittlez,fish8_roi1,fish8_roi1,8.0,fish8,,,roi1,1.0,,[],,20250606_skittlez,,,,,,,,,,inferred,20250606,3,inferred,20250606::20250606_skittlez::3,29,1,1,20250606-plate29-slot1-roi1
20250606_skittlez,fish9_roi1,fish9_roi1,fish9_roi1,72.0,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish9_roi1,korra,korra,korra,20250606,20250606_skittlez,fish9_roi1,fish9_roi1,9.0,fish9,,,roi1,1.0,,[],,20250606_skittlez,,,,,,,,,,inferred,20250606,3,inferred,20250606::20250606_skittlez::3,29,2,1,20250606-plate29-slot2-roi1
20250606_skittlez,fish9_roi2,fish9_roi2,fish9_roi2,72.0,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish9_roi2,korra,korra,korra,20250606,20250606_skittlez,fish9_roi2,fish9_roi2,9.0,fish9,,,roi2,2.0,,[],,20250606_skittlez,,,,,,,,,,inferred,20250606,3,inferred,20250606::20250606_skittlez::3,29,2,2,20250606-plate29-slot2-roi2
20250609_mem-histone,fish11_72hpf_roi1,fish11_72hpf_roi1,fish11_72hpf_roi1,8168.0,/clusterfs/vast/abcabc/Korra_Foundation/20250609_mem-histone/fish11_72hpf_roi1,korra,korra,korra,20250609,20250609_mem-histone,fish11_72hpf_roi1,fish11_72hpf_roi1,11.0,fish11,72hpf,72.0,roi1,1.0,,[],,20250609_mem-histone,,,,,,,,,,inferred,20250609,1,inferred,20250609::20250609_mem-histone::1,30,1,1,20250609-plate30-slot1-roi1
20250609_mem-histone,fish2_24hpf_roi1,fish2_24hpf_roi1,fish2_24hpf_roi1,2880.0,/clusterfs/vast/abcabc/Korra_Foundation/20250609_mem-histone/fish2_24hpf_roi1,korra,korra,korra,20250609,20250609_mem-histone,fish2_24hpf_roi1,fish2_24hpf_roi1,2.0,fish2,24hpf,24.0,roi1,1.0,,[],,20250609_mem-histone,,,,,,,,,,inferred,20250609,1,inferred,20250609::20250609_mem-histone::1,30,2,1,20250609-plate30-slot2-roi1
20250609_mem-histone,fish2_24hpf_roi2,fish2_24hpf_roi2,fish2_24hpf_roi2,3520.0,/clusterfs/vast/abcabc/Korra_Foundation/20250609_mem-histone/fish2_24hpf_roi2,korra,korra,korra,20250609,20250609_mem-histone,fish2_24hpf_roi2,fish2_24hpf_roi2,2.0,fish2,24hpf,24.0,roi2,2.0,,[],,20250609_mem-histone,,,,,,,,,,inferred,20250609,1,inferred,20250609::20250609_mem-histone::1,30,2,2,20250609-plate30-slot2-roi2
20250609_mem-histone,fish3_24hpf_roi1,fish3_24hpf_roi1,fish3_24hpf_roi1,4000.0,/clusterfs/vast/abcabc/Korra_Foundation/20250609_mem-histone/fish3_24hpf_roi1,korra,korra,korra,20250609,20250609_mem-histone,fish3_24hpf_roi1,fish3_24hpf_roi1,3.0,fish3,24hpf,24.0,roi1,1.0,,[],,20250609_mem-histone,,,,,,,,,,inferred,20250609,1,inferred,20250609::20250609_mem-histone::1,30,3,1,20250609-plate30-slot3-roi1
20250609_mem-histone,fish4_24hpf_roi1,fish4_24hpf_roi1,fish4_24hpf_roi1,2560.0,/clusterfs/vast/abcabc/Korra_Foundation/20250609_mem-histone/fish4_24hpf_roi1,korra,korra,korra,20250609,20250609_mem-histone,fish4_24hpf_roi1,fish4_24hpf_roi1,4.0,fish4,24hpf,24.0,roi1,1.0,,[],,20250609_mem-histone,,,,,,,,,,inferred,20250609,1,inferred,20250609::20250609_mem-histone::1,30,4,1,20250609-plate30-slot4-roi1
