date_experiment,fish,roi_rel,roi_name,roi_tiffs,roi_dir,dataset,experiment_folder,roi_path_date_yyyymmdd,fish_folder,roi_folder,fish_id,fish_number,fish_age_hpf,fish_nickname,fish_raw_norm,roi_anatomy_tokens,roi_anatomy,fish_folder_patched,dataset_slug,dataset_slug_norm,sheet_slug_norm,date_mount_yyyymmdd,date_mount,Date imaged,mount_id,ZF female genotype,ZF male genotype,additional plasmids injected,additional mRNAs injected,additonal proteins injected,additonal dye and chemicals,Date born,Imaged Locations,Unique Targets with blanks,Unique Targets,Data location,link_source,plate_date,mount_id_inferred,mount_id_source,plate_key,plate_id_filled,slot_id_filled,roi_index_within_slot,bruker_roi_id
20250828_mem_actin,fish5_24hpf_roi2,fish5_24hpf_roi2,fish5_24hpf_roi2,656,/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish5_24hpf_roi2,aang,20250828_mem_actin,20250828,fish5_24hpf_roi2,fish5_24hpf_roi2,fish5,5.0,24.0,,fish5,[],,fish5_24hpf_roi2,20250828_mem_actin,20250828_mem_actin,20250828_mem_actin,20250828,2025-08-28,2025-08-28,2025-W35-6,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),,Lifeact:mSG,,,2025-08-27,"skin, spinal_cord, hindbrain, brain, muscle","Actin,csp,male #1 founder (good percentage ++, multiple alleles),560",,X:\abcabc\Aang_Foundation\20250828_mem_actin,sheet,20250828,1,inferred,20250828::20250828_mem_actin::1,78,4,2,20250828-plate78-slot4-roi2
20250828_mem_actin,fish5_24hpf_roi3,fish5_24hpf_roi3,fish5_24hpf_roi3,656,/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish5_24hpf_roi3,aang,20250828_mem_actin,20250828,fish5_24hpf_roi3,fish5_24hpf_roi3,fish5,5.0,24.0,,fish5,[],,fish5_24hpf_roi3,20250828_mem_actin,20250828_mem_actin,20250828_mem_actin,20250828,2025-08-28,2025-08-28,2025-W35-6,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),,Lifeact:mSG,,,2025-08-27,"skin, spinal_cord, hindbrain, brain, muscle","Actin,csp,male #1 founder (good percentage ++, multiple alleles),560",,X:\abcabc\Aang_Foundation\20250828_mem_actin,sheet,20250828,1,inferred,20250828::20250828_mem_actin::1,78,4,3,20250828-plate78-slot4-roi3
20250828_mem_actin,fish6_24hpf_roi1,fish6_24hpf_roi1,fish6_24hpf_roi1,1968,/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish6_24hpf_roi1,aang,20250828_mem_actin,20250828,fish6_24hpf_roi1,fish6_24hpf_roi1,fish6,6.0,24.0,,fish6,[],,fish6_24hpf_roi1,20250828_mem_actin,20250828_mem_actin,20250828_mem_actin,20250828,2025-08-28,2025-08-28,2025-W35-6,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),,Lifeact:mSG,,,2025-08-27,"skin, spinal_cord, hindbrain, brain, muscle","Actin,csp,male #1 founder (good percentage ++, multiple alleles),560",,X:\abcabc\Aang_Foundation\20250828_mem_actin,sheet,20250828,1,inferred,20250828::20250828_mem_actin::1,78,5,1,20250828-plate78-slot5-roi1
20250828_mem_actin,fish6_24hpf_roi2,fish6_24hpf_roi2,fish6_24hpf_roi2,1968,/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish6_24hpf_roi2,aang,20250828_mem_actin,20250828,fish6_24hpf_roi2,fish6_24hpf_roi2,fish6,6.0,24.0,,fish6,[],,fish6_24hpf_roi2,20250828_mem_actin,20250828_mem_actin,20250828_mem_actin,20250828,2025-08-28,2025-08-28,2025-W35-6,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),,Lifeact:mSG,,,2025-08-27,"skin, spinal_cord, hindbrain, brain, muscle","Actin,csp,male #1 founder (good percentage ++, multiple alleles),560",,X:\abcabc\Aang_Foundation\20250828_mem_actin,sheet,20250828,1,inferred,20250828::20250828_mem_actin::1,78,5,2,20250828-plate78-slot5-roi2
20250903_lifeact-mSG,fish1_24hpf_roi1,fish1_24hpf_roi1,fish1_24hpf_roi1,400,/clusterfs/vast/abcabc/Aang_Foundation/20250903_lifeact-mSG/fish1_24hpf_roi1,aang,20250903_lifeact-mSG,20250903,fish1_24hpf_roi1,fish1_24hpf_roi1,fish1,1.0,24.0,,fish1,[],,fish1_24hpf_roi1,20250903_lifeact-mSG,20250903_lifeact-msg,20250903_lifeact-msg,20250903,2025-09-03,,2025-W36-1,casper/rnf,mem:tdmChilada,,HC-9 Lifeact:mStayGold,,,2025-09-02,,,,X:\abcabc\Aang_Foundation\20250903_lifeact-mSG,sheet,20250903,1,inferred,20250903::20250903_lifeact-mSG::1,79,1,1,20250903-plate79-slot1-roi1
20250903_lifeact-mSG,fish1_24hpf_roi2,fish1_24hpf_roi2,fish1_24hpf_roi2,656,/clusterfs/vast/abcabc/Aang_Foundation/20250903_lifeact-mSG/fish1_24hpf_roi2,aang,20250903_lifeact-mSG,20250903,fish1_24hpf_roi2,fish1_24hpf_roi2,fish1,1.0,24.0,,fish1,[],,fish1_24hpf_roi2,20250903_lifeact-mSG,20250903_lifeact-msg,20250903_lifeact-msg,20250903,2025-09-03,,2025-W36-1,casper/rnf,mem:tdmChilada,,HC-9 Lifeact:mStayGold,,,2025-09-02,,,,X:\abcabc\Aang_Foundation\20250903_lifeact-mSG,sheet,20250903,1,inferred,20250903::20250903_lifeact-mSG::1,79,1,2,20250903-plate79-slot1-roi2
20250903_lifeact-mSG,fish1_24hpf_roi3,fish1_24hpf_roi3,fish1_24hpf_roi3,82,/clusterfs/vast/abcabc/Aang_Foundation/20250903_lifeact-mSG/fish1_24hpf_roi3,aang,20250903_lifeact-mSG,20250903,fish1_24hpf_roi3,fish1_24hpf_roi3,fish1,1.0,24.0,,fish1,[],,fish1_24hpf_roi3,20250903_lifeact-mSG,20250903_lifeact-msg,20250903_lifeact-msg,20250903,2025-09-03,,2025-W36-1,casper/rnf,mem:tdmChilada,,HC-9 Lifeact:mStayGold,,,2025-09-02,,,,X:\abcabc\Aang_Foundation\20250903_lifeact-mSG,sheet,20250903,1,inferred,20250903::20250903_lifeact-mSG::1,79,1,3,20250903-plate79-slot1-roi3
20250903_lifeact-mSG,fish1_24hpf_roi3_2,fish1_24hpf_roi3_2,fish1_24hpf_roi3_2,1312,/clusterfs/vast/abcabc/Aang_Foundation/20250903_lifeact-mSG/fish1_24hpf_roi3_2,aang,20250903_lifeact-mSG,20250903,fish1_24hpf_roi3_2,fish1_24hpf_roi3_2,fish1,1.0,24.0,,fish1,[],,fish1_24hpf_roi3_2,20250903_lifeact-mSG,20250903_lifeact-msg,20250903_lifeact-msg,20250903,2025-09-03,,2025-W36-1,casper/rnf,mem:tdmChilada,,HC-9 Lifeact:mStayGold,,,2025-09-02,,,,X:\abcabc\Aang_Foundation\20250903_lifeact-mSG,sheet,20250903,1,inferred,20250903::20250903_lifeact-mSG::1,79,1,4,20250903-plate79-slot1-roi4
20250903_lifeact-mSG,fish2_24hpf_roi1,fish2_24hpf_roi1,fish2_24hpf_roi1,656,/clusterfs/vast/abcabc/Aang_Foundation/20250903_lifeact-mSG/fish2_24hpf_roi1,aang,20250903_lifeact-mSG,20250903,fish2_24hpf_roi1,fish2_24hpf_roi1,fish2,2.0,24.0,,fish2,[],,fish2_24hpf_roi1,20250903_lifeact-mSG,20250903_lifeact-msg,20250903_lifeact-msg,20250903,2025-09-03,,2025-W36-1,casper/rnf,mem:tdmChilada,,HC-9 Lifeact:mStayGold,,,2025-09-02,,,,X:\abcabc\Aang_Foundation\20250903_lifeact-mSG,sheet,20250903,1,inferred,20250903::20250903_lifeact-mSG::1,79,2,1,20250903-plate79-slot2-roi1
20250903_lifeact-mSG,fish2_24hpf_roi2,fish2_24hpf_roi2,fish2_24hpf_roi2,656,/clusterfs/vast/abcabc/Aang_Foundation/20250903_lifeact-mSG/fish2_24hpf_roi2,aang,20250903_lifeact-mSG,20250903,fish2_24hpf_roi2,fish2_24hpf_roi2,fish2,2.0,24.0,,fish2,[],,fish2_24hpf_roi2,20250903_lifeact-mSG,20250903_lifeact-msg,20250903_lifeact-msg,20250903,2025-09-03,,2025-W36-1,casper/rnf,mem:tdmChilada,,HC-9 Lifeact:mStayGold,,,2025-09-02,,,,X:\abcabc\Aang_Foundation\20250903_lifeact-mSG,sheet,20250903,1,inferred,20250903::20250903_lifeact-mSG::1,79,2,2,20250903-plate79-slot2-roi2
20250904_lifeact-mSG,fish1_24hpf_roi1,fish1_24hpf_roi1,fish1_24hpf_roi1,656,/clusterfs/vast/abcabc/Aang_Foundation/20250904_lifeact-mSG/fish1_24hpf_roi1,aang,20250904_lifeact-mSG,20250904,fish1_24hpf_roi1,fish1_24hpf_roi1,fish1,1.0,24.0,,fish1,[],,fish1_24hpf_roi1,20250904_lifeact-mSG,20250904_lifeact-msg,20250904_lifeact-msg,20250904,2025-09-04,2025-09-04,3,casper/rnf,ef1a-extended:2xLynk:tdmScarlet3-S2-tol2 (F1 of allele 325),,HC-9 Lifeact:mStayGold,,,2025-09-03,"skin, spinal_cord, hindbrain, brain, muscle",,,X:\abcabc\Aang_Foundation\20250904_lifeact-mSG,sheet,20250904,1,inferred,20250904::20250904_lifeact-mSG::1,80,1,1,20250904-plate80-slot1-roi1
20250904_lifeact-mSG,fish1_24hpf_roi2,fish1_24hpf_roi2,fish1_24hpf_roi2,25,/clusterfs/vast/abcabc/Aang_Foundation/20250904_lifeact-mSG/fish1_24hpf_roi2,aang,20250904_lifeact-mSG,20250904,fish1_24hpf_roi2,fish1_24hpf_roi2,fish1,1.0,24.0,,fish1,[],,fish1_24hpf_roi2,20250904_lifeact-mSG,20250904_lifeact-msg,20250904_lifeact-msg,20250904,2025-09-04,2025-09-04,3,casper/rnf,ef1a-extended:2xLynk:tdmScarlet3-S2-tol2 (F1 of allele 325),,HC-9 Lifeact:mStayGold,,,2025-09-03,"skin, spinal_cord, hindbrain, brain, muscle",,,X:\abcabc\Aang_Foundation\20250904_lifeact-mSG,sheet,20250904,1,inferred,20250904::20250904_lifeact-mSG::1,80,1,2,20250904-plate80-slot1-roi2
20250904_lifeact-mSG,fish1_24hpf_roi3,fish1_24hpf_roi3,fish1_24hpf_roi3,656,/clusterfs/vast/abcabc/Aang_Foundation/20250904_lifeact-mSG/fish1_24hpf_roi3,aang,20250904_lifeact-mSG,20250904,fish1_24hpf_roi3,fish1_24hpf_roi3,fish1,1.0,24.0,,fish1,[],,fish1_24hpf_roi3,20250904_lifeact-mSG,20250904_lifeact-msg,20250904_lifeact-msg,20250904,2025-09-04,2025-09-04,3,casper/rnf,ef1a-extended:2xLynk:tdmScarlet3-S2-tol2 (F1 of allele 325),,HC-9 Lifeact:mStayGold,,,2025-09-03,"skin, spinal_cord, hindbrain, brain, muscle",,,X:\abcabc\Aang_Foundation\20250904_lifeact-mSG,sheet,20250904,1,inferred,20250904::20250904_lifeact-mSG::1,80,1,3,20250904-plate80-slot1-roi3
20250904_lifeact-mSG,fish1_24hpf_roi4,fish1_24hpf_roi4,fish1_24hpf_roi4,656,/clusterfs/vast/abcabc/Aang_Foundation/20250904_lifeact-mSG/fish1_24hpf_roi4,aang,20250904_lifeact-mSG,20250904,fish1_24hpf_roi4,fish1_24hpf_roi4,fish1,1.0,24.0,,fish1,[],,fish1_24hpf_roi4,20250904_lifeact-mSG,20250904_lifeact-msg,20250904_lifeact-msg,20250904,2025-09-04,2025-09-04,3,casper/rnf,ef1a-extended:2xLynk:tdmScarlet3-S2-tol2 (F1 of allele 325),,HC-9 Lifeact:mStayGold,,,2025-09-03,"skin, spinal_cord, hindbrain, brain, muscle",,,X:\abcabc\Aang_Foundation\20250904_lifeact-mSG,sheet,20250904,1,inferred,20250904::20250904_lifeact-mSG::1,80,1,4,20250904-plate80-slot1-roi4
20250904_lifeact-mSG,fish1_24hpf_roi5,fish1_24hpf_roi5,fish1_24hpf_roi5,656,/clusterfs/vast/abcabc/Aang_Foundation/20250904_lifeact-mSG/fish1_24hpf_roi5,aang,20250904_lifeact-mSG,20250904,fish1_24hpf_roi5,fish1_24hpf_roi5,fish1,1.0,24.0,,fish1,[],,fish1_24hpf_roi5,20250904_lifeact-mSG,20250904_lifeact-msg,20250904_lifeact-msg,20250904,2025-09-04,2025-09-04,3,casper/rnf,ef1a-extended:2xLynk:tdmScarlet3-S2-tol2 (F1 of allele 325),,HC-9 Lifeact:mStayGold,,,2025-09-03,"skin, spinal_cord, hindbrain, brain, muscle",,,X:\abcabc\Aang_Foundation\20250904_lifeact-mSG,sheet,20250904,1,inferred,20250904::20250904_lifeact-mSG::1,80,1,5,20250904-plate80-slot1-roi5
20250905_lifeact-mSG,fish2_72hpf_roi1,fish2_72hpf_roi1,fish2_72hpf_roi1,656,/clusterfs/vast/abcabc/Aang_Foundation/20250905_lifeact-mSG/fish2_72hpf_roi1,aang,20250905_lifeact-mSG,20250905,fish2_72hpf_roi1,fish2_72hpf_roi1,fish2,2.0,72.0,,fish2,[],,fish2_72hpf_roi1,20250905_lifeact-mSG,20250905_lifeact-msg,20250905_lifeact-msg,20250905,2025-09-05,2025-09-05,2,casper/rnf,mem:tdmChilada,,HC-9 Lifeact:mStayGold,,,2025-09-02,"skin, spinal_cord, hindbrain, brain, muscle",,,X:\abcabc\Aang_Foundation\20250905_lifeact-mSG,sheet,20250905,1,inferred,20250905::20250905_lifeact-mSG::1,81,1,1,20250905-plate81-slot1-roi1
20250905_lifeact-mSG,fish2_72hpf_roi2,fish2_72hpf_roi2,fish2_72hpf_roi2,257,/clusterfs/vast/abcabc/Aang_Foundation/20250905_lifeact-mSG/fish2_72hpf_roi2,aang,20250905_lifeact-mSG,20250905,fish2_72hpf_roi2,fish2_72hpf_roi2,fish2,2.0,72.0,,fish2,[],,fish2_72hpf_roi2,20250905_lifeact-mSG,20250905_lifeact-msg,20250905_lifeact-msg,20250905,2025-09-05,2025-09-05,2,casper/rnf,mem:tdmChilada,,HC-9 Lifeact:mStayGold,,,2025-09-02,"skin, spinal_cord, hindbrain, brain, muscle",,,X:\abcabc\Aang_Foundation\20250905_lifeact-mSG,sheet,20250905,1,inferred,20250905::20250905_lifeact-mSG::1,81,1,2,20250905-plate81-slot1-roi2
20250905_lifeact-mSG,fish2_72hpf_roi3,fish2_72hpf_roi3,fish2_72hpf_roi3,816,/clusterfs/vast/abcabc/Aang_Foundation/20250905_lifeact-mSG/fish2_72hpf_roi3,aang,20250905_lifeact-mSG,20250905,fish2_72hpf_roi3,fish2_72hpf_roi3,fish2,2.0,72.0,,fish2,[],,fish2_72hpf_roi3,20250905_lifeact-mSG,20250905_lifeact-msg,20250905_lifeact-msg,20250905,2025-09-05,2025-09-05,2,casper/rnf,mem:tdmChilada,,HC-9 Lifeact:mStayGold,,,2025-09-02,"skin, spinal_cord, hindbrain, brain, muscle",,,X:\abcabc\Aang_Foundation\20250905_lifeact-mSG,sheet,20250905,1,inferred,20250905::20250905_lifeact-mSG::1,81,1,3,20250905-plate81-slot1-roi3
20250905_lifeact-mSG,fish2_72hpf_roi4,fish2_72hpf_roi4,fish2_72hpf_roi4,816,/clusterfs/vast/abcabc/Aang_Foundation/20250905_lifeact-mSG/fish2_72hpf_roi4,aang,20250905_lifeact-mSG,20250905,fish2_72hpf_roi4,fish2_72hpf_roi4,fish2,2.0,72.0,,fish2,[],,fish2_72hpf_roi4,20250905_lifeact-mSG,20250905_lifeact-msg,20250905_lifeact-msg,20250905,2025-09-05,2025-09-05,2,casper/rnf,mem:tdmChilada,,HC-9 Lifeact:mStayGold,,,2025-09-02,"skin, spinal_cord, hindbrain, brain, muscle",,,X:\abcabc\Aang_Foundation\20250905_lifeact-mSG,sheet,20250905,1,inferred,20250905::20250905_lifeact-mSG::1,81,1,4,20250905-plate81-slot1-roi4
20250908_mem-mito,fish1_24hpf_roi1,fish1_24hpf_roi1,fish1_24hpf_roi1,332,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish1_24hpf_roi1,aang,20250908_mem-mito,20250908,fish1_24hpf_roi1,fish1_24hpf_roi1,fish1,1.0,24.0,,fish1,[],,fish1_24hpf_roi1,20250908_mem-mito,20250908_mem-mito,20250908_mem-mito,20250908,2025-09-08,2025-09-08,1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,,2xCox8A:mSG,,,2025-09-05,"skin, spinal_cord, hindbrain, brain, muscle, neuromast",Mitochondria,,X:\abcabc\Aang_Foundation\20250908_mem-mito,sheet,20250908,1,inferred,20250908::20250908_mem-mito::1,82,1,1,20250908-plate82-slot1-roi1
20250908_mem-mito,fish1_24hpf_roi2,fish1_24hpf_roi2,fish1_24hpf_roi2,1188,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish1_24hpf_roi2,aang,20250908_mem-mito,20250908,fish1_24hpf_roi2,fish1_24hpf_roi2,fish1,1.0,24.0,,fish1,[],,fish1_24hpf_roi2,20250908_mem-mito,20250908_mem-mito,20250908_mem-mito,20250908,2025-09-08,2025-09-08,1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,,2xCox8A:mSG,,,2025-09-05,"skin, spinal_cord, hindbrain, brain, muscle, neuromast",Mitochondria,,X:\abcabc\Aang_Foundation\20250908_mem-mito,sheet,20250908,1,inferred,20250908::20250908_mem-mito::1,82,1,2,20250908-plate82-slot1-roi2
20250908_mem-mito,fish1_24hpf_roi3,fish1_24hpf_roi3,fish1_24hpf_roi3,450,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish1_24hpf_roi3,aang,20250908_mem-mito,20250908,fish1_24hpf_roi3,fish1_24hpf_roi3,fish1,1.0,24.0,,fish1,[],,fish1_24hpf_roi3,20250908_mem-mito,20250908_mem-mito,20250908_mem-mito,20250908,2025-09-08,2025-09-08,1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,,2xCox8A:mSG,,,2025-09-05,"skin, spinal_cord, hindbrain, brain, muscle, neuromast",Mitochondria,,X:\abcabc\Aang_Foundation\20250908_mem-mito,sheet,20250908,1,inferred,20250908::20250908_mem-mito::1,82,1,3,20250908-plate82-slot1-roi3
20250908_mem-mito,fish1_24hpf_roi4,fish1_24hpf_roi4,fish1_24hpf_roi4,450,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish1_24hpf_roi4,aang,20250908_mem-mito,20250908,fish1_24hpf_roi4,fish1_24hpf_roi4,fish1,1.0,24.0,,fish1,[],,fish1_24hpf_roi4,20250908_mem-mito,20250908_mem-mito,20250908_mem-mito,20250908,2025-09-08,2025-09-08,1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,,2xCox8A:mSG,,,2025-09-05,"skin, spinal_cord, hindbrain, brain, muscle, neuromast",Mitochondria,,X:\abcabc\Aang_Foundation\20250908_mem-mito,sheet,20250908,1,inferred,20250908::20250908_mem-mito::1,82,1,4,20250908-plate82-slot1-roi4
20250908_mem-mito,fish2_24hpf_roi1,fish2_24hpf_roi1,fish2_24hpf_roi1,450,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_24hpf_roi1,aang,20250908_mem-mito,20250908,fish2_24hpf_roi1,fish2_24hpf_roi1,fish2,2.0,24.0,,fish2,[],,fish2_24hpf_roi1,20250908_mem-mito,20250908_mem-mito,20250908_mem-mito,20250908,2025-09-08,2025-09-08,1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,,2xCox8A:mSG,,,2025-09-05,"skin, spinal_cord, hindbrain, brain, muscle, neuromast",Mitochondria,,X:\abcabc\Aang_Foundation\20250908_mem-mito,sheet,20250908,1,inferred,20250908::20250908_mem-mito::1,82,2,1,20250908-plate82-slot2-roi1
20250908_mem-mito,fish2_24hpf_roi2,fish2_24hpf_roi2,fish2_24hpf_roi2,300,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_24hpf_roi2,aang,20250908_mem-mito,20250908,fish2_24hpf_roi2,fish2_24hpf_roi2,fish2,2.0,24.0,,fish2,[],,fish2_24hpf_roi2,20250908_mem-mito,20250908_mem-mito,20250908_mem-mito,20250908,2025-09-08,2025-09-08,1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,,2xCox8A:mSG,,,2025-09-05,"skin, spinal_cord, hindbrain, brain, muscle, neuromast",Mitochondria,,X:\abcabc\Aang_Foundation\20250908_mem-mito,sheet,20250908,1,inferred,20250908::20250908_mem-mito::1,82,2,2,20250908-plate82-slot2-roi2
20250908_mem-mito,fish2_24hpf_roi3,fish2_24hpf_roi3,fish2_24hpf_roi3,4,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_24hpf_roi3,aang,20250908_mem-mito,20250908,fish2_24hpf_roi3,fish2_24hpf_roi3,fish2,2.0,24.0,,fish2,[],,fish2_24hpf_roi3,20250908_mem-mito,20250908_mem-mito,20250908_mem-mito,20250908,2025-09-08,2025-09-08,1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,,2xCox8A:mSG,,,2025-09-05,"skin, spinal_cord, hindbrain, brain, muscle, neuromast",Mitochondria,,X:\abcabc\Aang_Foundation\20250908_mem-mito,sheet,20250908,1,inferred,20250908::20250908_mem-mito::1,82,2,3,20250908-plate82-slot2-roi3
20250908_mem-mito,fish2_72hpf_roi1,fish2_72hpf_roi1,fish2_72hpf_roi1,2000,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi1,aang,20250908_mem-mito,20250908,fish2_72hpf_roi1,fish2_72hpf_roi1,fish2,2.0,72.0,,fish2,[],,fish2_72hpf_roi1,20250908_mem-mito,20250908_mem-mito,20250908_mem-mito,20250908,2025-09-08,2025-09-08,1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,,2xCox8A:mSG,,,2025-09-05,"skin, spinal_cord, hindbrain, brain, muscle, neuromast",Mitochondria,,X:\abcabc\Aang_Foundation\20250908_mem-mito,sheet,20250908,1,inferred,20250908::20250908_mem-mito::1,82,2,4,20250908-plate82-slot2-roi4
20250908_mem-mito,fish2_72hpf_roi2,fish2_72hpf_roi2,fish2_72hpf_roi2,1200,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi2,aang,20250908_mem-mito,20250908,fish2_72hpf_roi2,fish2_72hpf_roi2,fish2,2.0,72.0,,fish2,[],,fish2_72hpf_roi2,20250908_mem-mito,20250908_mem-mito,20250908_mem-mito,20250908,2025-09-08,2025-09-08,1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,,2xCox8A:mSG,,,2025-09-05,"skin, spinal_cord, hindbrain, brain, muscle, neuromast",Mitochondria,,X:\abcabc\Aang_Foundation\20250908_mem-mito,sheet,20250908,1,inferred,20250908::20250908_mem-mito::1,82,2,5,20250908-plate82-slot2-roi5
20250908_mem-mito,fish2_72hpf_roi3,fish2_72hpf_roi3,fish2_72hpf_roi3,1200,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi3,aang,20250908_mem-mito,20250908,fish2_72hpf_roi3,fish2_72hpf_roi3,fish2,2.0,72.0,,fish2,[],,fish2_72hpf_roi3,20250908_mem-mito,20250908_mem-mito,20250908_mem-mito,20250908,2025-09-08,2025-09-08,1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,,2xCox8A:mSG,,,2025-09-05,"skin, spinal_cord, hindbrain, brain, muscle, neuromast",Mitochondria,,X:\abcabc\Aang_Foundation\20250908_mem-mito,sheet,20250908,1,inferred,20250908::20250908_mem-mito::1,82,2,6,20250908-plate82-slot2-roi6
20250908_mem-mito,fish2_72hpf_roi4,fish2_72hpf_roi4,fish2_72hpf_roi4,1200,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi4,aang,20250908_mem-mito,20250908,fish2_72hpf_roi4,fish2_72hpf_roi4,fish2,2.0,72.0,,fish2,[],,fish2_72hpf_roi4,20250908_mem-mito,20250908_mem-mito,20250908_mem-mito,20250908,2025-09-08,2025-09-08,1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,,2xCox8A:mSG,,,2025-09-05,"skin, spinal_cord, hindbrain, brain, muscle, neuromast",Mitochondria,,X:\abcabc\Aang_Foundation\20250908_mem-mito,sheet,20250908,1,inferred,20250908::20250908_mem-mito::1,82,2,7,20250908-plate82-slot2-roi7
20250908_mem-mito,fish2_72hpf_roi5,fish2_72hpf_roi5,fish2_72hpf_roi5,1200,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi5,aang,20250908_mem-mito,20250908,fish2_72hpf_roi5,fish2_72hpf_roi5,fish2,2.0,72.0,,fish2,[],,fish2_72hpf_roi5,20250908_mem-mito,20250908_mem-mito,20250908_mem-mito,20250908,2025-09-08,2025-09-08,1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,,2xCox8A:mSG,,,2025-09-05,"skin, spinal_cord, hindbrain, brain, muscle, neuromast",Mitochondria,,X:\abcabc\Aang_Foundation\20250908_mem-mito,sheet,20250908,1,inferred,20250908::20250908_mem-mito::1,82,2,8,20250908-plate82-slot2-roi8
20250908_mem-mito,fish4_24hpf_roi1,fish4_24hpf_roi1,fish4_24hpf_roi1,300,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish4_24hpf_roi1,aang,20250908_mem-mito,20250908,fish4_24hpf_roi1,fish4_24hpf_roi1,fish4,4.0,24.0,,fish4,[],,fish4_24hpf_roi1,20250908_mem-mito,20250908_mem-mito,20250908_mem-mito,20250908,2025-09-08,2025-09-08,1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,,2xCox8A:mSG,,,2025-09-05,"skin, spinal_cord, hindbrain, brain, muscle, neuromast",Mitochondria,,X:\abcabc\Aang_Foundation\20250908_mem-mito,sheet,20250908,1,inferred,20250908::20250908_mem-mito::1,82,3,1,20250908-plate82-slot3-roi1
20250908_mem-mito,fish4_24hpf_roi2,fish4_24hpf_roi2,fish4_24hpf_roi2,300,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish4_24hpf_roi2,aang,20250908_mem-mito,20250908,fish4_24hpf_roi2,fish4_24hpf_roi2,fish4,4.0,24.0,,fish4,[],,fish4_24hpf_roi2,20250908_mem-mito,20250908_mem-mito,20250908_mem-mito,20250908,2025-09-08,2025-09-08,1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,,2xCox8A:mSG,,,2025-09-05,"skin, spinal_cord, hindbrain, brain, muscle, neuromast",Mitochondria,,X:\abcabc\Aang_Foundation\20250908_mem-mito,sheet,20250908,1,inferred,20250908::20250908_mem-mito::1,82,3,2,20250908-plate82-slot3-roi2
20250908_mem-mito,fish4_24hpf_roi3,fish4_24hpf_roi3,fish4_24hpf_roi3,300,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish4_24hpf_roi3,aang,20250908_mem-mito,20250908,fish4_24hpf_roi3,fish4_24hpf_roi3,fish4,4.0,24.0,,fish4,[],,fish4_24hpf_roi3,20250908_mem-mito,20250908_mem-mito,20250908_mem-mito,20250908,2025-09-08,2025-09-08,1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,,2xCox8A:mSG,,,2025-09-05,"skin, spinal_cord, hindbrain, brain, muscle, neuromast",Mitochondria,,X:\abcabc\Aang_Foundation\20250908_mem-mito,sheet,20250908,1,inferred,20250908::20250908_mem-mito::1,82,3,3,20250908-plate82-slot3-roi3
