date_experiment,fish,roi_rel,roi_name,roi_tiffs,roi_dir,dataset,experiment_folder,roi_path_date_yyyymmdd,fish_folder,roi_folder,fish_id,fish_number,fish_age_hpf,fish_nickname,fish_raw_norm,roi_anatomy_tokens,roi_anatomy,fish_folder_patched,dataset_slug,dataset_slug_norm,sheet_slug_norm,date_mount_yyyymmdd,date_mount,Date imaged,mount_id,ZF female genotype,ZF male genotype,additional plasmids injected,additional mRNAs injected,additonal proteins injected,additonal dye and chemicals,Date born,Imaged Locations,Unique Targets with blanks,Unique Targets,Data location,link_source,plate_date,mount_id_inferred,mount_id_source,plate_key,plate_id_filled,slot_id_filled,roi_index_within_slot,bruker_roi_id
20250606_skittlez,fish2_roi1,fish2_roi1,fish2_roi1,48,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish2_roi1,korra,20250606_skittlez,20250606,fish2_roi1,fish2_roi1,fish2,2.0,,,fish2,[],,fish2_roi1,20250606_skittlez,20250606_skittlez,20250606_skittlez,20250606,2025-06-06,2025-06-06,,Jim (F2 of allele 316),Ben (F2 of allele 310),,"phiC-NLS, 2xLynk:mSG",,,2025-06-05,"spinal_cord, skin, muscle, hindbrain, brain, eye, tail",",membrane",membrane,X:\abcabc\Korra_Foundation\20250606_skittlez,sheet,20250606,2,inferred,20250606::20250606_skittlez::2,25,2,1,20250606-plate25-slot2-roi1
20250606_skittlez,fish3_roi1,fish3_roi1,fish3_roi1,48,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish3_roi1,korra,20250606_skittlez,20250606,fish3_roi1,fish3_roi1,fish3,3.0,,,fish3,[],,fish3_roi1,20250606_skittlez,20250606_skittlez,20250606_skittlez,20250606,2025-06-06,2025-06-06,,Jim (F2 of allele 316),Ben (F2 of allele 310),,"phiC-NLS, 2xLynk:mSG",,,2025-06-05,"spinal_cord, skin, muscle, hindbrain, brain, eye, tail",",membrane",membrane,X:\abcabc\Korra_Foundation\20250606_skittlez,sheet,20250606,2,inferred,20250606::20250606_skittlez::2,25,3,1,20250606-plate25-slot3-roi1
20250606_skittlez,fish4_roi1,fish4_roi1,fish4_roi1,48,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish4_roi1,korra,20250606_skittlez,20250606,fish4_roi1,fish4_roi1,fish4,4.0,,,fish4,[],,fish4_roi1,20250606_skittlez,20250606_skittlez,20250606_skittlez,20250606,2025-06-06,2025-06-06,,Jim (F2 of allele 316),Ben (F2 of allele 310),,"phiC-NLS, 2xLynk:mSG",,,2025-06-05,"spinal_cord, skin, muscle, hindbrain, brain, eye, tail",",membrane",membrane,X:\abcabc\Korra_Foundation\20250606_skittlez,sheet,20250606,2,inferred,20250606::20250606_skittlez::2,25,4,1,20250606-plate25-slot4-roi1
20250606_skittlez,fish6_roi1,fish6_roi1,fish6_roi1,48,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish6_roi1,korra,20250606_skittlez,20250606,fish6_roi1,fish6_roi1,fish6,6.0,,,fish6,[],,fish6_roi1,20250606_skittlez,20250606_skittlez,20250606_skittlez,20250606,2025-06-06,2025-06-06,,Jim (F2 of allele 316),Ben (F2 of allele 310),,"phiC-NLS, 2xLynk:mSG",,,2025-06-05,"spinal_cord, skin, muscle, hindbrain, brain, eye, tail",",membrane",membrane,X:\abcabc\Korra_Foundation\20250606_skittlez,sheet,20250606,2,inferred,20250606::20250606_skittlez::2,25,5,1,20250606-plate25-slot5-roi1
20250606_skittlez,fish7_roi1,fish7_roi1,fish7_roi1,48,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish7_roi1,korra,20250606_skittlez,20250606,fish7_roi1,fish7_roi1,fish7,7.0,,,fish7,[],,fish7_roi1,20250606_skittlez,20250606_skittlez,20250606_skittlez,20250606,2025-06-06,2025-06-06,,Jim (F2 of allele 316),Ben (F2 of allele 310),,"phiC-NLS, 2xLynk:mSG",,,2025-06-05,"spinal_cord, skin, muscle, hindbrain, brain, eye, tail",",membrane",membrane,X:\abcabc\Korra_Foundation\20250606_skittlez,sheet,20250606,2,inferred,20250606::20250606_skittlez::2,25,6,1,20250606-plate25-slot6-roi1
20250606_skittlez,fish7_roi2,fish7_roi2,fish7_roi2,48,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish7_roi2,korra,20250606_skittlez,20250606,fish7_roi2,fish7_roi2,fish7,7.0,,,fish7,[],,fish7_roi2,20250606_skittlez,20250606_skittlez,20250606_skittlez,20250606,2025-06-06,2025-06-06,,Jim (F2 of allele 316),Ben (F2 of allele 310),,"phiC-NLS, 2xLynk:mSG",,,2025-06-05,"spinal_cord, skin, muscle, hindbrain, brain, eye, tail",",membrane",membrane,X:\abcabc\Korra_Foundation\20250606_skittlez,sheet,20250606,2,inferred,20250606::20250606_skittlez::2,25,6,2,20250606-plate25-slot6-roi2
20250606_skittlez,fish8_roi1,fish8_roi1,fish8_roi1,48,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish8_roi1,korra,20250606_skittlez,20250606,fish8_roi1,fish8_roi1,fish8,8.0,,,fish8,[],,fish8_roi1,20250606_skittlez,20250606_skittlez,20250606_skittlez,20250606,2025-06-06,2025-06-06,,Jim (F2 of allele 316),Ben (F2 of allele 310),,"phiC-NLS, 2xLynk:mSG",,,2025-06-05,"spinal_cord, skin, muscle, hindbrain, brain, eye, tail",",membrane",membrane,X:\abcabc\Korra_Foundation\20250606_skittlez,sheet,20250606,3,inferred,20250606::20250606_skittlez::3,26,1,1,20250606-plate26-slot1-roi1
20250606_skittlez,fish9_roi1,fish9_roi1,fish9_roi1,72,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish9_roi1,korra,20250606_skittlez,20250606,fish9_roi1,fish9_roi1,fish9,9.0,,,fish9,[],,fish9_roi1,20250606_skittlez,20250606_skittlez,20250606_skittlez,20250606,2025-06-06,2025-06-06,,Jim (F2 of allele 316),Ben (F2 of allele 310),,"phiC-NLS, 2xLynk:mSG",,,2025-06-05,"spinal_cord, skin, muscle, hindbrain, brain, eye, tail",",membrane",membrane,X:\abcabc\Korra_Foundation\20250606_skittlez,sheet,20250606,3,inferred,20250606::20250606_skittlez::3,26,2,1,20250606-plate26-slot2-roi1
20250606_skittlez,fish9_roi2,fish9_roi2,fish9_roi2,72,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish9_roi2,korra,20250606_skittlez,20250606,fish9_roi2,fish9_roi2,fish9,9.0,,,fish9,[],,fish9_roi2,20250606_skittlez,20250606_skittlez,20250606_skittlez,20250606,2025-06-06,2025-06-06,,Jim (F2 of allele 316),Ben (F2 of allele 310),,"phiC-NLS, 2xLynk:mSG",,,2025-06-05,"spinal_cord, skin, muscle, hindbrain, brain, eye, tail",",membrane",membrane,X:\abcabc\Korra_Foundation\20250606_skittlez,sheet,20250606,3,inferred,20250606::20250606_skittlez::3,26,2,2,20250606-plate26-slot2-roi2
20250609_mem-histone,fish11_72hpf_roi1,fish11_72hpf_roi1,fish11_72hpf_roi1,8168,/clusterfs/vast/abcabc/Korra_Foundation/20250609_mem-histone/fish11_72hpf_roi1,korra,20250609_mem-histone,20250609,fish11_72hpf_roi1,fish11_72hpf_roi1,fish11,11.0,72.0,,fish11,[],,fish11_72hpf_roi1,20250609_mem-histone,20250609_mem-histone,20250609_mem-histone,20250609,2025-06-09,2025-06-09,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),,mScarlet3-S2:H2B,,,2025-06-06,"spinal_cord, skin, muscle, hindbrain, tail, neuromast, blood vessel",nuclei,nuclei,X:\abcabc\Korra_Foundation\20250609_mem-histone\fish11_72hpf_roi1,sheet,20250609,1,inferred,20250609::20250609_mem-histone::1,27,1,1,20250609-plate27-slot1-roi1
20250609_mem-histone,fish2_24hpf_roi1,fish2_24hpf_roi1,fish2_24hpf_roi1,2880,/clusterfs/vast/abcabc/Korra_Foundation/20250609_mem-histone/fish2_24hpf_roi1,korra,20250609_mem-histone,20250609,fish2_24hpf_roi1,fish2_24hpf_roi1,fish2,2.0,24.0,,fish2,[],,fish2_24hpf_roi1,20250609_mem-histone,20250609_mem-histone,20250609_mem-histone,20250609,2025-06-09,2025-06-09,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),,mScarlet3-S2:H2B,,,2025-06-06,"spinal_cord, skin, muscle, hindbrain, tail, neuromast, blood vessel",nuclei,nuclei,X:\abcabc\Korra_Foundation\20250609_mem-histone\fish11_72hpf_roi1,sheet,20250609,1,inferred,20250609::20250609_mem-histone::1,27,2,1,20250609-plate27-slot2-roi1
20250609_mem-histone,fish2_24hpf_roi2,fish2_24hpf_roi2,fish2_24hpf_roi2,3520,/clusterfs/vast/abcabc/Korra_Foundation/20250609_mem-histone/fish2_24hpf_roi2,korra,20250609_mem-histone,20250609,fish2_24hpf_roi2,fish2_24hpf_roi2,fish2,2.0,24.0,,fish2,[],,fish2_24hpf_roi2,20250609_mem-histone,20250609_mem-histone,20250609_mem-histone,20250609,2025-06-09,2025-06-09,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),,mScarlet3-S2:H2B,,,2025-06-06,"spinal_cord, skin, muscle, hindbrain, tail, neuromast, blood vessel",nuclei,nuclei,X:\abcabc\Korra_Foundation\20250609_mem-histone\fish11_72hpf_roi1,sheet,20250609,1,inferred,20250609::20250609_mem-histone::1,27,2,2,20250609-plate27-slot2-roi2
20250609_mem-histone,fish3_24hpf_roi1,fish3_24hpf_roi1,fish3_24hpf_roi1,4000,/clusterfs/vast/abcabc/Korra_Foundation/20250609_mem-histone/fish3_24hpf_roi1,korra,20250609_mem-histone,20250609,fish3_24hpf_roi1,fish3_24hpf_roi1,fish3,3.0,24.0,,fish3,[],,fish3_24hpf_roi1,20250609_mem-histone,20250609_mem-histone,20250609_mem-histone,20250609,2025-06-09,2025-06-09,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),,mScarlet3-S2:H2B,,,2025-06-06,"spinal_cord, skin, muscle, hindbrain, tail, neuromast, blood vessel",nuclei,nuclei,X:\abcabc\Korra_Foundation\20250609_mem-histone\fish11_72hpf_roi1,sheet,20250609,1,inferred,20250609::20250609_mem-histone::1,27,3,1,20250609-plate27-slot3-roi1
20250609_mem-histone,fish4_24hpf_roi1,fish4_24hpf_roi1,fish4_24hpf_roi1,2560,/clusterfs/vast/abcabc/Korra_Foundation/20250609_mem-histone/fish4_24hpf_roi1,korra,20250609_mem-histone,20250609,fish4_24hpf_roi1,fish4_24hpf_roi1,fish4,4.0,24.0,,fish4,[],,fish4_24hpf_roi1,20250609_mem-histone,20250609_mem-histone,20250609_mem-histone,20250609,2025-06-09,2025-06-09,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),,mScarlet3-S2:H2B,,,2025-06-06,"spinal_cord, skin, muscle, hindbrain, tail, neuromast, blood vessel",nuclei,nuclei,X:\abcabc\Korra_Foundation\20250609_mem-histone\fish11_72hpf_roi1,sheet,20250609,1,inferred,20250609::20250609_mem-histone::1,27,4,1,20250609-plate27-slot4-roi1
20250609_mem-histone,fish5_24hpf_roi1,fish5_24hpf_roi1,fish5_24hpf_roi1,2560,/clusterfs/vast/abcabc/Korra_Foundation/20250609_mem-histone/fish5_24hpf_roi1,korra,20250609_mem-histone,20250609,fish5_24hpf_roi1,fish5_24hpf_roi1,fish5,5.0,24.0,,fish5,[],,fish5_24hpf_roi1,20250609_mem-histone,20250609_mem-histone,20250609_mem-histone,20250609,2025-06-09,2025-06-09,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),,mScarlet3-S2:H2B,,,2025-06-06,"spinal_cord, skin, muscle, hindbrain, tail, neuromast, blood vessel",nuclei,nuclei,X:\abcabc\Korra_Foundation\20250609_mem-histone\fish11_72hpf_roi1,sheet,20250609,1,inferred,20250609::20250609_mem-histone::1,27,5,1,20250609-plate27-slot5-roi1
20250609_mem-histone,fish5_48hpf_roi2,fish5_48hpf_roi2,fish5_48hpf_roi2,2560,/clusterfs/vast/abcabc/Korra_Foundation/20250609_mem-histone/fish5_48hpf_roi2,korra,20250609_mem-histone,20250609,fish5_48hpf_roi2,fish5_48hpf_roi2,fish5,5.0,48.0,,fish5,[],,fish5_48hpf_roi2,20250609_mem-histone,20250609_mem-histone,20250609_mem-histone,20250609,2025-06-09,2025-06-09,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),,mScarlet3-S2:H2B,,,2025-06-06,"spinal_cord, skin, muscle, hindbrain, tail, neuromast, blood vessel",nuclei,nuclei,X:\abcabc\Korra_Foundation\20250609_mem-histone\fish11_72hpf_roi1,sheet,20250609,1,inferred,20250609::20250609_mem-histone::1,27,5,2,20250609-plate27-slot5-roi2
20250609_mem-histone,fish6_48hpf_roi1,fish6_48hpf_roi1,fish6_48hpf_roi1,2080,/clusterfs/vast/abcabc/Korra_Foundation/20250609_mem-histone/fish6_48hpf_roi1,korra,20250609_mem-histone,20250609,fish6_48hpf_roi1,fish6_48hpf_roi1,fish6,6.0,48.0,,fish6,[],,fish6_48hpf_roi1,20250609_mem-histone,20250609_mem-histone,20250609_mem-histone,20250609,2025-06-09,2025-06-09,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),,mScarlet3-S2:H2B,,,2025-06-06,"spinal_cord, skin, muscle, hindbrain, tail, neuromast, blood vessel",nuclei,nuclei,X:\abcabc\Korra_Foundation\20250609_mem-histone\fish11_72hpf_roi1,sheet,20250609,1,inferred,20250609::20250609_mem-histone::1,27,6,1,20250609-plate27-slot6-roi1
20250609_mem-histone,fish6_48hpf_roi2,fish6_48hpf_roi2,fish6_48hpf_roi2,1600,/clusterfs/vast/abcabc/Korra_Foundation/20250609_mem-histone/fish6_48hpf_roi2,korra,20250609_mem-histone,20250609,fish6_48hpf_roi2,fish6_48hpf_roi2,fish6,6.0,48.0,,fish6,[],,fish6_48hpf_roi2,20250609_mem-histone,20250609_mem-histone,20250609_mem-histone,20250609,2025-06-09,2025-06-09,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),,mScarlet3-S2:H2B,,,2025-06-06,"spinal_cord, skin, muscle, hindbrain, tail, neuromast, blood vessel",nuclei,nuclei,X:\abcabc\Korra_Foundation\20250609_mem-histone\fish11_72hpf_roi1,sheet,20250609,1,inferred,20250609::20250609_mem-histone::1,27,6,2,20250609-plate27-slot6-roi2
20250612_skittlez,fish1_roi1,fish1_roi1,fish1_roi1,300,/clusterfs/vast/abcabc/Korra_Foundation/20250612_skittlez/fish1_roi1,korra,20250612_skittlez,20250612,fish1_roi1,fish1_roi1,fish1,1.0,,,fish1,[],,fish1_roi1,20250612_skittlez,20250612_skittlez,20250612_skittlez,20250612,2025-06-12,2025-06-12,,Dennis (F2 of allele 318),Abe (F2 of allele 309),,"phiC-NLS, 2xLynk:mSG",,,2025-06-11,"spinal_cord, skin, muscle, hindbrain, brain, tail, ear",",membrane",membrane,X:\abcabc\Korra_Foundation\20250612_skittlez,sheet,20250612,1,inferred,20250612::20250612_skittlez::1,28,1,1,20250612-plate28-slot1-roi1
20250612_skittlez,fish2_roi1,fish2_roi1,fish2_roi1,120,/clusterfs/vast/abcabc/Korra_Foundation/20250612_skittlez/fish2_roi1,korra,20250612_skittlez,20250612,fish2_roi1,fish2_roi1,fish2,2.0,,,fish2,[],,fish2_roi1,20250612_skittlez,20250612_skittlez,20250612_skittlez,20250612,2025-06-12,2025-06-12,,Dennis (F2 of allele 318),Abe (F2 of allele 309),,"phiC-NLS, 2xLynk:mSG",,,2025-06-11,"spinal_cord, skin, muscle, hindbrain, brain, tail, ear",",membrane",membrane,X:\abcabc\Korra_Foundation\20250612_skittlez,sheet,20250612,1,inferred,20250612::20250612_skittlez::1,28,2,1,20250612-plate28-slot2-roi1
20250612_skittlez,fish3_roi1,fish3_roi1,fish3_roi1,150,/clusterfs/vast/abcabc/Korra_Foundation/20250612_skittlez/fish3_roi1,korra,20250612_skittlez,20250612,fish3_roi1,fish3_roi1,fish3,3.0,,,fish3,[],,fish3_roi1,20250612_skittlez,20250612_skittlez,20250612_skittlez,20250612,2025-06-12,2025-06-12,,Dennis (F2 of allele 318),Abe (F2 of allele 309),,"phiC-NLS, 2xLynk:mSG",,,2025-06-11,"spinal_cord, skin, muscle, hindbrain, brain, tail, ear",",membrane",membrane,X:\abcabc\Korra_Foundation\20250612_skittlez,sheet,20250612,1,inferred,20250612::20250612_skittlez::1,28,3,1,20250612-plate28-slot3-roi1
20250612_skittlez,fish4_roi1,fish4_roi1,fish4_roi1,270,/clusterfs/vast/abcabc/Korra_Foundation/20250612_skittlez/fish4_roi1,korra,20250612_skittlez,20250612,fish4_roi1,fish4_roi1,fish4,4.0,,,fish4,[],,fish4_roi1,20250612_skittlez,20250612_skittlez,20250612_skittlez,20250612,2025-06-12,2025-06-12,,Dennis (F2 of allele 318),Abe (F2 of allele 309),,"phiC-NLS, 2xLynk:mSG",,,2025-06-11,"spinal_cord, skin, muscle, hindbrain, brain, tail, ear",",membrane",membrane,X:\abcabc\Korra_Foundation\20250612_skittlez,sheet,20250612,1,inferred,20250612::20250612_skittlez::1,28,4,1,20250612-plate28-slot4-roi1
20250612_skittlez,fish5_roi1,fish5_roi1,fish5_roi1,120,/clusterfs/vast/abcabc/Korra_Foundation/20250612_skittlez/fish5_roi1,korra,20250612_skittlez,20250612,fish5_roi1,fish5_roi1,fish5,5.0,,,fish5,[],,fish5_roi1,20250612_skittlez,20250612_skittlez,20250612_skittlez,20250612,2025-06-12,2025-06-12,,Dennis (F2 of allele 318),Abe (F2 of allele 309),,"phiC-NLS, 2xLynk:mSG",,,2025-06-11,"spinal_cord, skin, muscle, hindbrain, brain, tail, ear",",membrane",membrane,X:\abcabc\Korra_Foundation\20250612_skittlez,sheet,20250612,1,inferred,20250612::20250612_skittlez::1,28,5,1,20250612-plate28-slot5-roi1
20250612_skittlez,fish5_roi2,fish5_roi2,fish5_roi2,120,/clusterfs/vast/abcabc/Korra_Foundation/20250612_skittlez/fish5_roi2,korra,20250612_skittlez,20250612,fish5_roi2,fish5_roi2,fish5,5.0,,,fish5,[],,fish5_roi2,20250612_skittlez,20250612_skittlez,20250612_skittlez,20250612,2025-06-12,2025-06-12,,Dennis (F2 of allele 318),Abe (F2 of allele 309),,"phiC-NLS, 2xLynk:mSG",,,2025-06-11,"spinal_cord, skin, muscle, hindbrain, brain, tail, ear",",membrane",membrane,X:\abcabc\Korra_Foundation\20250612_skittlez,sheet,20250612,1,inferred,20250612::20250612_skittlez::1,28,5,2,20250612-plate28-slot5-roi2
20250612_skittlez,fish5_roi3,fish5_roi3,fish5_roi3,120,/clusterfs/vast/abcabc/Korra_Foundation/20250612_skittlez/fish5_roi3,korra,20250612_skittlez,20250612,fish5_roi3,fish5_roi3,fish5,5.0,,,fish5,[],,fish5_roi3,20250612_skittlez,20250612_skittlez,20250612_skittlez,20250612,2025-06-12,2025-06-12,,Dennis (F2 of allele 318),Abe (F2 of allele 309),,"phiC-NLS, 2xLynk:mSG",,,2025-06-11,"spinal_cord, skin, muscle, hindbrain, brain, tail, ear",",membrane",membrane,X:\abcabc\Korra_Foundation\20250612_skittlez,sheet,20250612,1,inferred,20250612::20250612_skittlez::1,28,5,3,20250612-plate28-slot5-roi3
20250612_skittlez,fish6_roi1,fish6_roi1,fish6_roi1,120,/clusterfs/vast/abcabc/Korra_Foundation/20250612_skittlez/fish6_roi1,korra,20250612_skittlez,20250612,fish6_roi1,fish6_roi1,fish6,6.0,,,fish6,[],,fish6_roi1,20250612_skittlez,20250612_skittlez,20250612_skittlez,20250612,2025-06-12,2025-06-12,,Dennis (F2 of allele 318),Abe (F2 of allele 309),,"phiC-NLS, 2xLynk:mSG",,,2025-06-11,"spinal_cord, skin, muscle, hindbrain, brain, tail, ear",",membrane",membrane,X:\abcabc\Korra_Foundation\20250612_skittlez,sheet,20250612,1,inferred,20250612::20250612_skittlez::1,28,6,1,20250612-plate28-slot6-roi1
20250612_skittlez,fish7_roi1,fish7_roi1,fish7_roi1,90,/clusterfs/vast/abcabc/Korra_Foundation/20250612_skittlez/fish7_roi1,korra,20250612_skittlez,20250612,fish7_roi1,fish7_roi1,fish7,7.0,,,fish7,[],,fish7_roi1,20250612_skittlez,20250612_skittlez,20250612_skittlez,20250612,2025-06-12,2025-06-12,,Dennis (F2 of allele 318),Abe (F2 of allele 309),,"phiC-NLS, 2xLynk:mSG",,,2025-06-11,"spinal_cord, skin, muscle, hindbrain, brain, tail, ear",",membrane",membrane,X:\abcabc\Korra_Foundation\20250612_skittlez,sheet,20250612,2,inferred,20250612::20250612_skittlez::2,29,1,1,20250612-plate29-slot1-roi1
20250612_skittlez,fish8_roi1,fish8_roi1,fish8_roi1,180,/clusterfs/vast/abcabc/Korra_Foundation/20250612_skittlez/fish8_roi1,korra,20250612_skittlez,20250612,fish8_roi1,fish8_roi1,fish8,8.0,,,fish8,[],,fish8_roi1,20250612_skittlez,20250612_skittlez,20250612_skittlez,20250612,2025-06-12,2025-06-12,,Dennis (F2 of allele 318),Abe (F2 of allele 309),,"phiC-NLS, 2xLynk:mSG",,,2025-06-11,"spinal_cord, skin, muscle, hindbrain, brain, tail, ear",",membrane",membrane,X:\abcabc\Korra_Foundation\20250612_skittlez,sheet,20250612,2,inferred,20250612::20250612_skittlez::2,29,2,1,20250612-plate29-slot2-roi1
20250613_skittlez,fish10_roi1,fish10_roi1,fish10_roi1,120,/clusterfs/vast/abcabc/Korra_Foundation/20250613_skittlez/fish10_roi1,korra,20250613_skittlez,20250613,fish10_roi1,fish10_roi1,fish10,10.0,,,fish10,[],,fish10_roi1,20250613_skittlez,20250613_skittlez,20250613_skittlez,20250613,2025-06-13,2025-06-13,,Jim (F2 of allele 316),Dennis (F2 of allele 318),,"phiC-NLS, 2xLynk:mSG",this cross is very good,,2025-06-12,"spinal_cord, skin, muscle, hindbrain, brain, tail, ear, eye",",membrane",membrane,X:\abcabc\Korra_Foundation\20250613_skittlez,sheet,20250613,1,inferred,20250613::20250613_skittlez::1,30,2,1,20250613-plate30-slot2-roi1
20250613_skittlez,fish11_roi1,fish11_roi1,fish11_roi1,180,/clusterfs/vast/abcabc/Korra_Foundation/20250613_skittlez/fish11_roi1,korra,20250613_skittlez,20250613,fish11_roi1,fish11_roi1,fish11,11.0,,,fish11,[],,fish11_roi1,20250613_skittlez,20250613_skittlez,20250613_skittlez,20250613,2025-06-13,2025-06-13,,Jim (F2 of allele 316),Dennis (F2 of allele 318),,"phiC-NLS, 2xLynk:mSG",this cross is very good,,2025-06-12,"spinal_cord, skin, muscle, hindbrain, brain, tail, ear, eye",",membrane",membrane,X:\abcabc\Korra_Foundation\20250613_skittlez,sheet,20250613,1,inferred,20250613::20250613_skittlez::1,30,3,1,20250613-plate30-slot3-roi1
20250613_skittlez,fish12_roi1,fish12_roi1,fish12_roi1,150,/clusterfs/vast/abcabc/Korra_Foundation/20250613_skittlez/fish12_roi1,korra,20250613_skittlez,20250613,fish12_roi1,fish12_roi1,fish12,12.0,,,fish12,[],,fish12_roi1,20250613_skittlez,20250613_skittlez,20250613_skittlez,20250613,2025-06-13,2025-06-13,,Jim (F2 of allele 316),Dennis (F2 of allele 318),,"phiC-NLS, 2xLynk:mSG",this cross is very good,,2025-06-12,"spinal_cord, skin, muscle, hindbrain, brain, tail, ear, eye",",membrane",membrane,X:\abcabc\Korra_Foundation\20250613_skittlez,sheet,20250613,1,inferred,20250613::20250613_skittlez::1,30,4,1,20250613-plate30-slot4-roi1
20250613_skittlez,fish1_roi1,fish1_roi1,fish1_roi1,144,/clusterfs/vast/abcabc/Korra_Foundation/20250613_skittlez/fish1_roi1,korra,20250613_skittlez,20250613,fish1_roi1,fish1_roi1,fish1,1.0,,,fish1,[],,fish1_roi1,20250613_skittlez,20250613_skittlez,20250613_skittlez,20250613,2025-06-13,2025-06-13,,Jim (F2 of allele 316),Dennis (F2 of allele 318),,"phiC-NLS, 2xLynk:mSG",this cross is very good,,2025-06-12,"spinal_cord, skin, muscle, hindbrain, brain, tail, ear, eye",",membrane",membrane,X:\abcabc\Korra_Foundation\20250613_skittlez,sheet,20250613,1,inferred,20250613::20250613_skittlez::1,30,1,1,20250613-plate30-slot1-roi1
20250613_skittlez,fish2_roi1,fish2_roi1,fish2_roi1,108,/clusterfs/vast/abcabc/Korra_Foundation/20250613_skittlez/fish2_roi1,korra,20250613_skittlez,20250613,fish2_roi1,fish2_roi1,fish2,2.0,,,fish2,[],,fish2_roi1,20250613_skittlez,20250613_skittlez,20250613_skittlez,20250613,2025-06-13,2025-06-13,,Jim (F2 of allele 316),Dennis (F2 of allele 318),,"phiC-NLS, 2xLynk:mSG",this cross is very good,,2025-06-12,"spinal_cord, skin, muscle, hindbrain, brain, tail, ear, eye",",membrane",membrane,X:\abcabc\Korra_Foundation\20250613_skittlez,sheet,20250613,1,inferred,20250613::20250613_skittlez::1,30,5,1,20250613-plate30-slot5-roi1
20250613_skittlez,fish3_roi1,fish3_roi1,fish3_roi1,72,/clusterfs/vast/abcabc/Korra_Foundation/20250613_skittlez/fish3_roi1,korra,20250613_skittlez,20250613,fish3_roi1,fish3_roi1,fish3,3.0,,,fish3,[],,fish3_roi1,20250613_skittlez,20250613_skittlez,20250613_skittlez,20250613,2025-06-13,2025-06-13,,Jim (F2 of allele 316),Dennis (F2 of allele 318),,"phiC-NLS, 2xLynk:mSG",this cross is very good,,2025-06-12,"spinal_cord, skin, muscle, hindbrain, brain, tail, ear, eye",",membrane",membrane,X:\abcabc\Korra_Foundation\20250613_skittlez,sheet,20250613,1,inferred,20250613::20250613_skittlez::1,30,6,1,20250613-plate30-slot6-roi1
20250613_skittlez,fish4_roi1,fish4_roi1,fish4_roi1,72,/clusterfs/vast/abcabc/Korra_Foundation/20250613_skittlez/fish4_roi1,korra,20250613_skittlez,20250613,fish4_roi1,fish4_roi1,fish4,4.0,,,fish4,[],,fish4_roi1,20250613_skittlez,20250613_skittlez,20250613_skittlez,20250613,2025-06-13,2025-06-13,,Jim (F2 of allele 316),Dennis (F2 of allele 318),,"phiC-NLS, 2xLynk:mSG",this cross is very good,,2025-06-12,"spinal_cord, skin, muscle, hindbrain, brain, tail, ear, eye",",membrane",membrane,X:\abcabc\Korra_Foundation\20250613_skittlez,sheet,20250613,2,inferred,20250613::20250613_skittlez::2,31,1,1,20250613-plate31-slot1-roi1
20250613_skittlez,fish5_roi1,fish5_roi1,fish5_roi1,90,/clusterfs/vast/abcabc/Korra_Foundation/20250613_skittlez/fish5_roi1,korra,20250613_skittlez,20250613,fish5_roi1,fish5_roi1,fish5,5.0,,,fish5,[],,fish5_roi1,20250613_skittlez,20250613_skittlez,20250613_skittlez,20250613,2025-06-13,2025-06-13,,Jim (F2 of allele 316),Dennis (F2 of allele 318),,"phiC-NLS, 2xLynk:mSG",this cross is very good,,2025-06-12,"spinal_cord, skin, muscle, hindbrain, brain, tail, ear, eye",",membrane",membrane,X:\abcabc\Korra_Foundation\20250613_skittlez,sheet,20250613,2,inferred,20250613::20250613_skittlez::2,31,2,1,20250613-plate31-slot2-roi1
