roi_dir,bruker_roi_id,plate_date,plate_id_filled,slot_id_filled,roi_index_within_slot,dataset_slug,experiment_folder,fish_id,fish_number,fish_age_hpf,roi_anatomy,roi_tiffs,date_experiment,Date imaged,date_mount,genotype_base_codes,genotype_allele_codes,treatment_rna_rna_base_code,treatment_plasmid_plasmid_base_code,genotype_marker_fluor_codes,genotype_marker_tag_codes,genotype_marker_localizations,genotype_marker_fusion_labels,treatment_marker_fluor_codes,treatment_marker_tag_codes,treatment_marker_localizations,treatment_marker_fluor_loc_labels,all_unique_organelles,all_fluor_organelles,link_source,day_plate_num
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish4_24hpf_roi3,20250919-plate1-slot3-roi3,20250919,88.0,3.0,3.0,20250919_mem-mito,20250919_mem-mito,fish4,4.0,24.0,,330,20250919_mem-mito,2025-09-19,2025-09-19,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish5_24hpf_roi1,20250919-plate1-slot4-roi1,20250919,88.0,4.0,1.0,20250919_mem-mito,20250919_mem-mito,fish5,5.0,24.0,,462,20250919_mem-mito,2025-09-19,2025-09-19,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish5_24hpf_roi2,20250919-plate1-slot4-roi2,20250919,88.0,4.0,2.0,20250919_mem-mito,20250919_mem-mito,fish5,5.0,24.0,,528,20250919_mem-mito,2025-09-19,2025-09-19,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish5_24hpf_roi3,20250919-plate1-slot4-roi3,20250919,88.0,4.0,3.0,20250919_mem-mito,20250919_mem-mito,fish5,5.0,24.0,,330,20250919_mem-mito,2025-09-19,2025-09-19,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish5_24hpf_roi4,20250919-plate1-slot4-roi4,20250919,88.0,4.0,4.0,20250919_mem-mito,20250919_mem-mito,fish5,5.0,24.0,,330,20250919_mem-mito,2025-09-19,2025-09-19,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish7_24hpf_roi1,20250919-plate1-slot5-roi1,20250919,88.0,5.0,1.0,20250919_mem-mito,20250919_mem-mito,fish7,7.0,24.0,,528,20250919_mem-mito,2025-09-19,2025-09-19,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish7_24hpf_roi2,20250919-plate1-slot5-roi2,20250919,88.0,5.0,2.0,20250919_mem-mito,20250919_mem-mito,fish7,7.0,24.0,,462,20250919_mem-mito,2025-09-19,2025-09-19,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish7_24hpf_roi3,20250919-plate1-slot5-roi3,20250919,88.0,5.0,3.0,20250919_mem-mito,20250919_mem-mito,fish7,7.0,24.0,,528,20250919_mem-mito,2025-09-19,2025-09-19,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish7_24hpf_roi4,20250919-plate1-slot5-roi4,20250919,88.0,5.0,4.0,20250919_mem-mito,20250919_mem-mito,fish7,7.0,24.0,,330,20250919_mem-mito,2025-09-19,2025-09-19,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish7_24hpf_roi5,20250919-plate1-slot5-roi5,20250919,88.0,5.0,5.0,20250919_mem-mito,20250919_mem-mito,fish7,7.0,24.0,,264,20250919_mem-mito,2025-09-19,2025-09-19,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish8_24hpf_roi1,20250919-plate1-slot6-roi1,20250919,88.0,6.0,1.0,20250919_mem-mito,20250919_mem-mito,fish8,8.0,24.0,,462,20250919_mem-mito,2025-09-19,2025-09-19,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish8_24hpf_roi2,20250919-plate1-slot6-roi2,20250919,88.0,6.0,2.0,20250919_mem-mito,20250919_mem-mito,fish8,8.0,24.0,,462,20250919_mem-mito,2025-09-19,2025-09-19,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish8_24hpf_roi3,20250919-plate1-slot6-roi3,20250919,88.0,6.0,3.0,20250919_mem-mito,20250919_mem-mito,fish8,8.0,24.0,,330,20250919_mem-mito,2025-09-19,2025-09-19,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish8_24hpf_roi4,20250919-plate1-slot6-roi4,20250919,88.0,6.0,4.0,20250919_mem-mito,20250919_mem-mito,fish8,8.0,24.0,,330,20250919_mem-mito,2025-09-19,2025-09-19,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish8_24hpf_roi5,20250919-plate1-slot6-roi5,20250919,88.0,6.0,5.0,20250919_mem-mito,20250919_mem-mito,fish8,8.0,24.0,,396,20250919_mem-mito,2025-09-19,2025-09-19,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish1_72hpf_roi1,20250922-plate1-slot1-roi1,20250922,89.0,1.0,1.0,20250922_mem-mito,20250922_mem-mito,fish1,1.0,72.0,,400,20250922_mem-mito,2025-09-22,2025-09-22,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish1_72hpf_roi2,20250922-plate1-slot1-roi2,20250922,89.0,1.0,2.0,20250922_mem-mito,20250922_mem-mito,fish1,1.0,72.0,,400,20250922_mem-mito,2025-09-22,2025-09-22,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish1_72hpf_roi3,20250922-plate1-slot1-roi3,20250922,89.0,1.0,3.0,20250922_mem-mito,20250922_mem-mito,fish1,1.0,72.0,,400,20250922_mem-mito,2025-09-22,2025-09-22,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish1_72hpf_roi4,20250922-plate1-slot1-roi4,20250922,89.0,1.0,4.0,20250922_mem-mito,20250922_mem-mito,fish1,1.0,72.0,,400,20250922_mem-mito,2025-09-22,2025-09-22,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish1_72hpf_roi5,20250922-plate1-slot1-roi5,20250922,89.0,1.0,5.0,20250922_mem-mito,20250922_mem-mito,fish1,1.0,72.0,,100,20250922_mem-mito,2025-09-22,2025-09-22,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish1_72hpf_roi6,20250922-plate1-slot1-roi6,20250922,89.0,1.0,6.0,20250922_mem-mito,20250922_mem-mito,fish1,1.0,72.0,,400,20250922_mem-mito,2025-09-22,2025-09-22,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish1_72hpf_roi7,20250922-plate1-slot1-roi7,20250922,89.0,1.0,7.0,20250922_mem-mito,20250922_mem-mito,fish1,1.0,72.0,,400,20250922_mem-mito,2025-09-22,2025-09-22,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish1_72hpf_roi8,20250922-plate1-slot1-roi8,20250922,89.0,1.0,8.0,20250922_mem-mito,20250922_mem-mito,fish1,1.0,72.0,,400,20250922_mem-mito,2025-09-22,2025-09-22,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish2_72hpf_roi1,20250922-plate1-slot2-roi1,20250922,89.0,2.0,1.0,20250922_mem-mito,20250922_mem-mito,fish2,2.0,72.0,,400,20250922_mem-mito,2025-09-22,2025-09-22,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish2_72hpf_roi2,20250922-plate1-slot2-roi2,20250922,89.0,2.0,2.0,20250922_mem-mito,20250922_mem-mito,fish2,2.0,72.0,,400,20250922_mem-mito,2025-09-22,2025-09-22,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish2_72hpf_roi3,20250922-plate1-slot2-roi3,20250922,89.0,2.0,3.0,20250922_mem-mito,20250922_mem-mito,fish2,2.0,72.0,,400,20250922_mem-mito,2025-09-22,2025-09-22,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish2_72hpf_roi4,20250922-plate1-slot2-roi4,20250922,89.0,2.0,4.0,20250922_mem-mito,20250922_mem-mito,fish2,2.0,72.0,,400,20250922_mem-mito,2025-09-22,2025-09-22,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish4_72hpf_roi1,20250922-plate1-slot3-roi1,20250922,89.0,3.0,1.0,20250922_mem-mito,20250922_mem-mito,fish4,4.0,72.0,,400,20250922_mem-mito,2025-09-22,2025-09-22,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish5_72hpf_roi1,20250922-plate1-slot4-roi1,20250922,89.0,4.0,1.0,20250922_mem-mito,20250922_mem-mito,fish5,5.0,72.0,,400,20250922_mem-mito,2025-09-22,2025-09-22,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish5_72hpf_roi2,20250922-plate1-slot4-roi2,20250922,89.0,4.0,2.0,20250922_mem-mito,20250922_mem-mito,fish5,5.0,72.0,,400,20250922_mem-mito,2025-09-22,2025-09-22,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish5_72hpf_roi3,20250922-plate1-slot4-roi3,20250922,89.0,4.0,3.0,20250922_mem-mito,20250922_mem-mito,fish5,5.0,72.0,,400,20250922_mem-mito,2025-09-22,2025-09-22,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish5_72hpf_roi4,20250922-plate1-slot4-roi4,20250922,89.0,4.0,4.0,20250922_mem-mito,20250922_mem-mito,fish5,5.0,72.0,,400,20250922_mem-mito,2025-09-22,2025-09-22,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish1_24hpf_roi1,20250924-plate1-slot1-roi1,20250924,90.0,1.0,1.0,20250924_mem-mito,20250924_mem-mito,fish1,1.0,24.0,,528,20250924_mem-mito,2025-09-24,2025-09-24,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish1_24hpf_roi2,20250924-plate1-slot1-roi2,20250924,90.0,1.0,2.0,20250924_mem-mito,20250924_mem-mito,fish1,1.0,24.0,,528,20250924_mem-mito,2025-09-24,2025-09-24,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish1_24hpf_roi3,20250924-plate1-slot1-roi3,20250924,90.0,1.0,3.0,20250924_mem-mito,20250924_mem-mito,fish1,1.0,24.0,,528,20250924_mem-mito,2025-09-24,2025-09-24,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish1_24hpf_roi4,20250924-plate1-slot1-roi4,20250924,90.0,1.0,4.0,20250924_mem-mito,20250924_mem-mito,fish1,1.0,24.0,,400,20250924_mem-mito,2025-09-24,2025-09-24,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish1_24hpf_roi5,20250924-plate1-slot1-roi5,20250924,90.0,1.0,5.0,20250924_mem-mito,20250924_mem-mito,fish1,1.0,24.0,,1,20250924_mem-mito,2025-09-24,2025-09-24,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish1_24hpf_roi6,20250924-plate1-slot1-roi6,20250924,90.0,1.0,6.0,20250924_mem-mito,20250924_mem-mito,fish1,1.0,24.0,,12,20250924_mem-mito,2025-09-24,2025-09-24,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish2_24hpf_roi1,20250924-plate1-slot2-roi1,20250924,90.0,2.0,1.0,20250924_mem-mito,20250924_mem-mito,fish2,2.0,24.0,,400,20250924_mem-mito,2025-09-24,2025-09-24,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish2_24hpf_roi2,20250924-plate1-slot2-roi2,20250924,90.0,2.0,2.0,20250924_mem-mito,20250924_mem-mito,fish2,2.0,24.0,,400,20250924_mem-mito,2025-09-24,2025-09-24,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish3_24hpf_roi1,20250924-plate1-slot3-roi1,20250924,90.0,3.0,1.0,20250924_mem-mito,20250924_mem-mito,fish3,3.0,24.0,,800,20250924_mem-mito,2025-09-24,2025-09-24,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish3_24hpf_roi1_test,20250924-plate1-slot3-roi2,20250924,90.0,3.0,2.0,20250924_mem-mito,20250924_mem-mito,fish3,3.0,24.0,,4,20250924_mem-mito,2025-09-24,2025-09-24,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish3_24hpf_roi3,20250924-plate1-slot3-roi3,20250924,90.0,3.0,3.0,20250924_mem-mito,20250924_mem-mito,fish3,3.0,24.0,,400,20250924_mem-mito,2025-09-24,2025-09-24,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish3_24hpf_roi4,20250924-plate1-slot3-roi4,20250924,90.0,3.0,4.0,20250924_mem-mito,20250924_mem-mito,fish3,3.0,24.0,,400,20250924_mem-mito,2025-09-24,2025-09-24,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish3_24hpf_roi5,20250924-plate1-slot3-roi5,20250924,90.0,3.0,5.0,20250924_mem-mito,20250924_mem-mito,fish3,3.0,24.0,,400,20250924_mem-mito,2025-09-24,2025-09-24,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish3_24hpf_roi6,20250924-plate1-slot3-roi6,20250924,90.0,3.0,6.0,20250924_mem-mito,20250924_mem-mito,fish3,3.0,24.0,,400,20250924_mem-mito,2025-09-24,2025-09-24,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish3_24hpf_roi7,20250924-plate1-slot3-roi7,20250924,90.0,3.0,7.0,20250924_mem-mito,20250924_mem-mito,fish3,3.0,24.0,,400,20250924_mem-mito,2025-09-24,2025-09-24,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish4_24hpf_roi1,20250924-plate1-slot4-roi1,20250924,90.0,4.0,1.0,20250924_mem-mito,20250924_mem-mito,fish4,4.0,24.0,,400,20250924_mem-mito,2025-09-24,2025-09-24,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish4_24hpf_roi2,20250924-plate1-slot4-roi2,20250924,90.0,4.0,2.0,20250924_mem-mito,20250924_mem-mito,fish4,4.0,24.0,,400,20250924_mem-mito,2025-09-24,2025-09-24,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish4_24hpf_roi3,20250924-plate1-slot4-roi3,20250924,90.0,4.0,3.0,20250924_mem-mito,20250924_mem-mito,fish4,4.0,24.0,,458,20250924_mem-mito,2025-09-24,2025-09-24,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250925_mem-mito/fish1_48hpf_roi1,20250925-plate1-slot1-roi1,20250925,91.0,1.0,1.0,20250925_mem-mito,20250925_mem-mito,fish1,1.0,48.0,,600,20250925_mem-mito,2025-09-25,2025-09-25,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250925_mem-mito/fish1_48hpf_roi2,20250925-plate1-slot1-roi2,20250925,91.0,1.0,2.0,20250925_mem-mito,20250925_mem-mito,fish1,1.0,48.0,,600,20250925_mem-mito,2025-09-25,2025-09-25,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
/clusterfs/vast/abcabc/Aang_Foundation/20250925_mem-mito/fish1_48hpf_roi3,20250925-plate1-slot1-roi3,20250925,91.0,1.0,3.0,20250925_mem-mito,20250925_mem-mito,fish1,1.0,48.0,,600,20250925_mem-mito,2025-09-25,2025-09-25,pDQM082,315,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)",sheet,1
