date_experiment,fish,roi_rel,roi_name,roi_tiffs,roi_dir,dataset,experiment_folder,roi_path_date_yyyymmdd,fish_folder,roi_folder,fish_id,fish_number,fish_age_hpf,fish_nickname,fish_raw_norm,roi_anatomy_tokens,roi_anatomy,fish_folder_patched,dataset_slug,dataset_slug_norm,sheet_slug_norm,date_mount_yyyymmdd,date_mount,Date imaged,mount_id,plate_date,mount_id_inferred,mount_id_source,plate_key,plate_id_filled,slot_id_filled,ZF female genotype,ZF male genotype,additional plasmids injected,additional mRNAs injected,additonal proteins injected,additonal dye and chemicals,Date born,Imaged Locations,Unique Targets with blanks,Unique Targets,Data location,link_source,treatment_rna_names_sheet,treatment_plasmid_names_sheet,exp_slug_norm,parent_slug_norm,geno_base_codes_v7_map,geno_alleles_v7_map,inj_rna_names_v7_map,inj_plasmid_names_v7_map,genotype_base_codes,genotype_allele_codes,parent_slug_norm_hole,geno_base_codes_v7_holes,geno_alleles_v7_holes,inj_rna_names_v7_holes,inj_plasmid_names_v7_holes,treatment_rna_rna_base_code,treatment_plasmid_plasmid_base_code,genotype_marker_fluor_codes,genotype_marker_tag_codes,genotype_marker_localizations,genotype_marker_fusion_labels,treatment_marker_fluor_codes,treatment_marker_tag_codes,treatment_marker_localizations,treatment_marker_fluor_loc_labels,all_unique_organelles,all_fluor_organelles
20251027_mem-histone,fish3_120hpf_roi1,fish3_120hpf_roi1,fish3_120hpf_roi1,4608,/clusterfs/vast/abcabc/Aang_Foundation/20251027_mem-histone/fish3_120hpf_roi1,aang,20251027_mem-histone,20251027.0,fish3_120hpf_roi1,fish3_120hpf_roi1,fish3,3.0,120.0,,fish3,[],,fish3_120hpf_roi1,20251027_mem-histone,20251027_mem-histone,20251027_mem-histone,20251027.0,2025-10-27,2025-10-27,1,20251027.0,1.0,inferred,20251027::20251027_mem-histone::1,60.0,2.0,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,,,2025-10-21,,,,X:\abcabc\Korra_Foundation\20251027_mem-histone|X:\abcabc\Aang_Foundation\20251027_mem-histone,sheet,,,memhistone,memhistone,"pDQM005,pDQM133","302,324",,,"pDQM005,pDQM133","302,324",memhistone,"pDQM005,pDQM133","302,324",,,,,tdmSG|tdmScarlet3,2xLynk|H2B,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone),,,,,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone)
20251027_mem-histone,fish3_120hpf_roi2,fish3_120hpf_roi2,fish3_120hpf_roi2,4608,/clusterfs/vast/abcabc/Aang_Foundation/20251027_mem-histone/fish3_120hpf_roi2,aang,20251027_mem-histone,20251027.0,fish3_120hpf_roi2,fish3_120hpf_roi2,fish3,3.0,120.0,,fish3,[],,fish3_120hpf_roi2,20251027_mem-histone,20251027_mem-histone,20251027_mem-histone,20251027.0,2025-10-27,2025-10-27,1,20251027.0,1.0,inferred,20251027::20251027_mem-histone::1,60.0,2.0,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,,,2025-10-21,,,,X:\abcabc\Korra_Foundation\20251027_mem-histone|X:\abcabc\Aang_Foundation\20251027_mem-histone,sheet,,,memhistone,memhistone,"pDQM005,pDQM133","302,324",,,"pDQM005,pDQM133","302,324",memhistone,"pDQM005,pDQM133","302,324",,,,,tdmSG|tdmScarlet3,2xLynk|H2B,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone),,,,,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone)
20251027_mem-histone,fish3_120hpf_roi3,fish3_120hpf_roi3,fish3_120hpf_roi3,4608,/clusterfs/vast/abcabc/Aang_Foundation/20251027_mem-histone/fish3_120hpf_roi3,aang,20251027_mem-histone,20251027.0,fish3_120hpf_roi3,fish3_120hpf_roi3,fish3,3.0,120.0,,fish3,[],,fish3_120hpf_roi3,20251027_mem-histone,20251027_mem-histone,20251027_mem-histone,20251027.0,2025-10-27,2025-10-27,1,20251027.0,1.0,inferred,20251027::20251027_mem-histone::1,60.0,2.0,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,,,2025-10-21,,,,X:\abcabc\Korra_Foundation\20251027_mem-histone|X:\abcabc\Aang_Foundation\20251027_mem-histone,sheet,,,memhistone,memhistone,"pDQM005,pDQM133","302,324",,,"pDQM005,pDQM133","302,324",memhistone,"pDQM005,pDQM133","302,324",,,,,tdmSG|tdmScarlet3,2xLynk|H2B,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone),,,,,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone)
20251027_mem-histone,fish3_120hpf_roi4,fish3_120hpf_roi4,fish3_120hpf_roi4,4608,/clusterfs/vast/abcabc/Aang_Foundation/20251027_mem-histone/fish3_120hpf_roi4,aang,20251027_mem-histone,20251027.0,fish3_120hpf_roi4,fish3_120hpf_roi4,fish3,3.0,120.0,,fish3,[],,fish3_120hpf_roi4,20251027_mem-histone,20251027_mem-histone,20251027_mem-histone,20251027.0,2025-10-27,2025-10-27,1,20251027.0,1.0,inferred,20251027::20251027_mem-histone::1,60.0,2.0,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,,,2025-10-21,,,,X:\abcabc\Korra_Foundation\20251027_mem-histone|X:\abcabc\Aang_Foundation\20251027_mem-histone,sheet,,,memhistone,memhistone,"pDQM005,pDQM133","302,324",,,"pDQM005,pDQM133","302,324",memhistone,"pDQM005,pDQM133","302,324",,,,,tdmSG|tdmScarlet3,2xLynk|H2B,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone),,,,,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone)
20251027_mem-histone,fish3_120hpf_roi5,fish3_120hpf_roi5,fish3_120hpf_roi5,4608,/clusterfs/vast/abcabc/Aang_Foundation/20251027_mem-histone/fish3_120hpf_roi5,aang,20251027_mem-histone,20251027.0,fish3_120hpf_roi5,fish3_120hpf_roi5,fish3,3.0,120.0,,fish3,[],,fish3_120hpf_roi5,20251027_mem-histone,20251027_mem-histone,20251027_mem-histone,20251027.0,2025-10-27,2025-10-27,1,20251027.0,1.0,inferred,20251027::20251027_mem-histone::1,60.0,2.0,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,,,2025-10-21,,,,X:\abcabc\Korra_Foundation\20251027_mem-histone|X:\abcabc\Aang_Foundation\20251027_mem-histone,sheet,,,memhistone,memhistone,"pDQM005,pDQM133","302,324",,,"pDQM005,pDQM133","302,324",memhistone,"pDQM005,pDQM133","302,324",,,,,tdmSG|tdmScarlet3,2xLynk|H2B,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone),,,,,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone)
20251027_mem-histone,fish3_120hpf_roi6,fish3_120hpf_roi6,fish3_120hpf_roi6,4608,/clusterfs/vast/abcabc/Aang_Foundation/20251027_mem-histone/fish3_120hpf_roi6,aang,20251027_mem-histone,20251027.0,fish3_120hpf_roi6,fish3_120hpf_roi6,fish3,3.0,120.0,,fish3,[],,fish3_120hpf_roi6,20251027_mem-histone,20251027_mem-histone,20251027_mem-histone,20251027.0,2025-10-27,2025-10-27,1,20251027.0,1.0,inferred,20251027::20251027_mem-histone::1,60.0,2.0,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,,,2025-10-21,,,,X:\abcabc\Korra_Foundation\20251027_mem-histone|X:\abcabc\Aang_Foundation\20251027_mem-histone,sheet,,,memhistone,memhistone,"pDQM005,pDQM133","302,324",,,"pDQM005,pDQM133","302,324",memhistone,"pDQM005,pDQM133","302,324",,,,,tdmSG|tdmScarlet3,2xLynk|H2B,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone),,,,,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone)
20251027_mem-histone,fish3_120hpf_roi7,fish3_120hpf_roi7,fish3_120hpf_roi7,4608,/clusterfs/vast/abcabc/Aang_Foundation/20251027_mem-histone/fish3_120hpf_roi7,aang,20251027_mem-histone,20251027.0,fish3_120hpf_roi7,fish3_120hpf_roi7,fish3,3.0,120.0,,fish3,[],,fish3_120hpf_roi7,20251027_mem-histone,20251027_mem-histone,20251027_mem-histone,20251027.0,2025-10-27,2025-10-27,1,20251027.0,1.0,inferred,20251027::20251027_mem-histone::1,60.0,2.0,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,,,2025-10-21,,,,X:\abcabc\Korra_Foundation\20251027_mem-histone|X:\abcabc\Aang_Foundation\20251027_mem-histone,sheet,,,memhistone,memhistone,"pDQM005,pDQM133","302,324",,,"pDQM005,pDQM133","302,324",memhistone,"pDQM005,pDQM133","302,324",,,,,tdmSG|tdmScarlet3,2xLynk|H2B,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone),,,,,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone)
20251028_mem-mito,fish1_24hpf_roi1,fish1_24hpf_roi1,fish1_24hpf_roi1,989,/clusterfs/vast/abcabc/Aang_Foundation/20251028_mem-mito/fish1_24hpf_roi1,aang,20251028_mem-mito,20251028.0,fish1_24hpf_roi1,fish1_24hpf_roi1,fish1,1.0,24.0,,fish1,[],,fish1_24hpf_roi1,20251028_mem-mito,20251028_mem-mito,20251028_mem-mito,20251028.0,2025-10-28,2025-10-28,1,20251028.0,1.0,inferred,20251028::20251028_mem-mito::1,108.0,1.0,casper/rnf,memrane tdmScarlet3S2 (F1 of allele 325),,2xCox8A:mSG,,,2025-10-27,,,,X:\abcabc\Aang_Foundation\20251028_mem-mito,sheet,2xCox8A:mSG,,memmito,memmito,pDQM082,315,MGCO-01,,pDQM082,315,memmito,pDQM082,315,MGCO-01,,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),membrane|mitochondria,tdmChilada(membrane)|mStayGold(mitochondria)
20251028_mem-peroxi,fish1_24hpf_roi1,fish1_24hpf_roi1,fish1_24hpf_roi1,1911,/clusterfs/vast/abcabc/Aang_Foundation/20251028_mem-peroxi/fish1_24hpf_roi1,aang,20251028_mem-peroxi,20251028.0,fish1_24hpf_roi1,fish1_24hpf_roi1,fish1,1.0,24.0,,fish1,[],,fish1_24hpf_roi1,20251028_mem-peroxi,20251028_mem-peroxi,20251028_mem-peroxi,20251028.0,2025-10-28,2025-10-28,2,20251028.0,1.0,inferred,20251028::20251028_mem-peroxi::1,109.0,1.0,casper/rnf,memrane tdmScarlet3S2 (F1 of allele 325),MGCO-49_peroxisome-A2UCOE-ef1aextra-mStayGold-SKL,,,,2025-10-27,,,,X:\abcabc\Aang_Foundation\20251028_mem-peroxi,sheet,,MGCO-49_peroxisome-A2UCOE-ef1aextra-mStayGold-SKL,memperoxi,,,,,,,,,,,,,,,,,,,,,,,,
20251028_mem-peroxi,fish4_24hpf_roi1,fish4_24hpf_roi1,fish4_24hpf_roi1,612,/clusterfs/vast/abcabc/Aang_Foundation/20251028_mem-peroxi/fish4_24hpf_roi1,aang,20251028_mem-peroxi,20251028.0,fish4_24hpf_roi1,fish4_24hpf_roi1,fish4,4.0,24.0,,fish4,[],,fish4_24hpf_roi1,20251028_mem-peroxi,20251028_mem-peroxi,20251028_mem-peroxi,20251028.0,2025-10-28,2025-10-28,2,20251028.0,1.0,inferred,20251028::20251028_mem-peroxi::1,109.0,2.0,casper/rnf,memrane tdmScarlet3S2 (F1 of allele 325),MGCO-49_peroxisome-A2UCOE-ef1aextra-mStayGold-SKL,,,,2025-10-27,,,,X:\abcabc\Aang_Foundation\20251028_mem-peroxi,sheet,,MGCO-49_peroxisome-A2UCOE-ef1aextra-mStayGold-SKL,memperoxi,,,,,,,,,,,,,,,,,,,,,,,,
20251028_mem-peroxi,fish4_24hpf_roi2,fish4_24hpf_roi2,fish4_24hpf_roi2,612,/clusterfs/vast/abcabc/Aang_Foundation/20251028_mem-peroxi/fish4_24hpf_roi2,aang,20251028_mem-peroxi,20251028.0,fish4_24hpf_roi2,fish4_24hpf_roi2,fish4,4.0,24.0,,fish4,[],,fish4_24hpf_roi2,20251028_mem-peroxi,20251028_mem-peroxi,20251028_mem-peroxi,20251028.0,2025-10-28,2025-10-28,2,20251028.0,1.0,inferred,20251028::20251028_mem-peroxi::1,109.0,2.0,casper/rnf,memrane tdmScarlet3S2 (F1 of allele 325),MGCO-49_peroxisome-A2UCOE-ef1aextra-mStayGold-SKL,,,,2025-10-27,,,,X:\abcabc\Aang_Foundation\20251028_mem-peroxi,sheet,,MGCO-49_peroxisome-A2UCOE-ef1aextra-mStayGold-SKL,memperoxi,,,,,,,,,,,,,,,,,,,,,,,,
20251028_mem-peroxi,fish5_24hpf_roi1,fish5_24hpf_roi1,fish5_24hpf_roi1,612,/clusterfs/vast/abcabc/Aang_Foundation/20251028_mem-peroxi/fish5_24hpf_roi1,aang,20251028_mem-peroxi,20251028.0,fish5_24hpf_roi1,fish5_24hpf_roi1,fish5,5.0,24.0,,fish5,[],,fish5_24hpf_roi1,20251028_mem-peroxi,20251028_mem-peroxi,20251028_mem-peroxi,20251028.0,2025-10-28,2025-10-28,2,20251028.0,1.0,inferred,20251028::20251028_mem-peroxi::1,109.0,3.0,casper/rnf,memrane tdmScarlet3S2 (F1 of allele 325),MGCO-49_peroxisome-A2UCOE-ef1aextra-mStayGold-SKL,,,,2025-10-27,,,,X:\abcabc\Aang_Foundation\20251028_mem-peroxi,sheet,,MGCO-49_peroxisome-A2UCOE-ef1aextra-mStayGold-SKL,memperoxi,,,,,,,,,,,,,,,,,,,,,,,,
20251028_mem-peroxi,fish5_24hpf_roi2,fish5_24hpf_roi2,fish5_24hpf_roi2,612,/clusterfs/vast/abcabc/Aang_Foundation/20251028_mem-peroxi/fish5_24hpf_roi2,aang,20251028_mem-peroxi,20251028.0,fish5_24hpf_roi2,fish5_24hpf_roi2,fish5,5.0,24.0,,fish5,[],,fish5_24hpf_roi2,20251028_mem-peroxi,20251028_mem-peroxi,20251028_mem-peroxi,20251028.0,2025-10-28,2025-10-28,2,20251028.0,1.0,inferred,20251028::20251028_mem-peroxi::1,109.0,3.0,casper/rnf,memrane tdmScarlet3S2 (F1 of allele 325),MGCO-49_peroxisome-A2UCOE-ef1aextra-mStayGold-SKL,,,,2025-10-27,,,,X:\abcabc\Aang_Foundation\20251028_mem-peroxi,sheet,,MGCO-49_peroxisome-A2UCOE-ef1aextra-mStayGold-SKL,memperoxi,,,,,,,,,,,,,,,,,,,,,,,,
20251028_mem-peroxi2,fish1_24hpf_roi1,fish1_24hpf_roi1,fish1_24hpf_roi1,612,/clusterfs/vast/abcabc/Aang_Foundation/20251028_mem-peroxi2/fish1_24hpf_roi1,aang,20251028_mem-peroxi2,20251028.0,fish1_24hpf_roi1,fish1_24hpf_roi1,fish1,1.0,24.0,,fish1,[],,fish1_24hpf_roi1,20251028_mem-peroxi2,20251028_mem-peroxi2,20251028_mem-peroxi2,20251028.0,2025-10-28,2025-10-29,3,20251028.0,1.0,inferred,20251028::20251028_mem-peroxi2::1,110.0,1.0,casper/rnf,memrane tdmScarlet3S2 (F1 of allele 325),MGCO-52-peroxisome-A2UCOE-attb_entire+pDQM147-ABCDpmp70-mStayGold,,,,2025-10-27,,,,X:\abcabc\Aang_Foundation\20251028_mem-peroxi2,sheet,,MGCO-52-peroxisome-A2UCOE-attb_entire+pDQM147-ABCDpmp70-mStayGold,memperoxi2,,,,,,,,,,,,,,,,,,,,,,,,
20251028_mem-peroxi2,fish2_24hpf_roi1,fish2_24hpf_roi1,fish2_24hpf_roi1,612,/clusterfs/vast/abcabc/Aang_Foundation/20251028_mem-peroxi2/fish2_24hpf_roi1,aang,20251028_mem-peroxi2,20251028.0,fish2_24hpf_roi1,fish2_24hpf_roi1,fish2,2.0,24.0,,fish2,[],,fish2_24hpf_roi1,20251028_mem-peroxi2,20251028_mem-peroxi2,20251028_mem-peroxi2,20251028.0,2025-10-28,2025-10-29,3,20251028.0,1.0,inferred,20251028::20251028_mem-peroxi2::1,110.0,2.0,casper/rnf,memrane tdmScarlet3S2 (F1 of allele 325),MGCO-52-peroxisome-A2UCOE-attb_entire+pDQM147-ABCDpmp70-mStayGold,,,,2025-10-27,,,,X:\abcabc\Aang_Foundation\20251028_mem-peroxi2,sheet,,MGCO-52-peroxisome-A2UCOE-attb_entire+pDQM147-ABCDpmp70-mStayGold,memperoxi2,,,,,,,,,,,,,,,,,,,,,,,,
20251028_mem-peroxi2,fish4_24hpf_roi1,fish4_24hpf_roi1,fish4_24hpf_roi1,612,/clusterfs/vast/abcabc/Aang_Foundation/20251028_mem-peroxi2/fish4_24hpf_roi1,aang,20251028_mem-peroxi2,20251028.0,fish4_24hpf_roi1,fish4_24hpf_roi1,fish4,4.0,24.0,,fish4,[],,fish4_24hpf_roi1,20251028_mem-peroxi2,20251028_mem-peroxi2,20251028_mem-peroxi2,20251028.0,2025-10-28,2025-10-29,3,20251028.0,1.0,inferred,20251028::20251028_mem-peroxi2::1,110.0,3.0,casper/rnf,memrane tdmScarlet3S2 (F1 of allele 325),MGCO-52-peroxisome-A2UCOE-attb_entire+pDQM147-ABCDpmp70-mStayGold,,,,2025-10-27,,,,X:\abcabc\Aang_Foundation\20251028_mem-peroxi2,sheet,,MGCO-52-peroxisome-A2UCOE-attb_entire+pDQM147-ABCDpmp70-mStayGold,memperoxi2,,,,,,,,,,,,,,,,,,,,,,,,
20251028_mem-peroxi2,fish5_24hpf_roi1,fish5_24hpf_roi1,fish5_24hpf_roi1,816,/clusterfs/vast/abcabc/Aang_Foundation/20251028_mem-peroxi2/fish5_24hpf_roi1,aang,20251028_mem-peroxi2,20251028.0,fish5_24hpf_roi1,fish5_24hpf_roi1,fish5,5.0,24.0,,fish5,[],,fish5_24hpf_roi1,20251028_mem-peroxi2,20251028_mem-peroxi2,20251028_mem-peroxi2,20251028.0,2025-10-28,2025-10-29,3,20251028.0,1.0,inferred,20251028::20251028_mem-peroxi2::1,110.0,4.0,casper/rnf,memrane tdmScarlet3S2 (F1 of allele 325),MGCO-52-peroxisome-A2UCOE-attb_entire+pDQM147-ABCDpmp70-mStayGold,,,,2025-10-27,,,,X:\abcabc\Aang_Foundation\20251028_mem-peroxi2,sheet,,MGCO-52-peroxisome-A2UCOE-attb_entire+pDQM147-ABCDpmp70-mStayGold,memperoxi2,,,,,,,,,,,,,,,,,,,,,,,,
20251028_mem-peroxi2,fish6_24hpf_roi1,fish6_24hpf_roi1,fish6_24hpf_roi1,816,/clusterfs/vast/abcabc/Aang_Foundation/20251028_mem-peroxi2/fish6_24hpf_roi1,aang,20251028_mem-peroxi2,20251028.0,fish6_24hpf_roi1,fish6_24hpf_roi1,fish6,6.0,24.0,,fish6,[],,fish6_24hpf_roi1,20251028_mem-peroxi2,20251028_mem-peroxi2,20251028_mem-peroxi2,20251028.0,2025-10-28,2025-10-29,3,20251028.0,1.0,inferred,20251028::20251028_mem-peroxi2::1,110.0,5.0,casper/rnf,memrane tdmScarlet3S2 (F1 of allele 325),MGCO-52-peroxisome-A2UCOE-attb_entire+pDQM147-ABCDpmp70-mStayGold,,,,2025-10-27,,,,X:\abcabc\Aang_Foundation\20251028_mem-peroxi2,sheet,,MGCO-52-peroxisome-A2UCOE-attb_entire+pDQM147-ABCDpmp70-mStayGold,memperoxi2,,,,,,,,,,,,,,,,,,,,,,,,
20251029_peroxi,fish1_roi1,fish1_roi1,fish1_roi1,2,/clusterfs/vast/abcabc/Aang_Foundation/20251029_peroxi/fish1_roi1,aang,20251029_peroxi,20251029.0,fish1_roi1,fish1_roi1,fish1,1.0,,,fish1,[],,fish1_roi1,20251029_peroxi,20251029_peroxi,20251029_peroxi,20251029.0,2025-10-29,2025-10-30,2,20251029.0,1.0,inferred,20251029::20251029_peroxi::1,111.0,1.0,casper/rnf,memrane tdmScarlet3S2 (F1 of allele 325),MGCO-49_peroxisome-A2UCOE-ef1aextra-mStayGold-SKL,,,,2025-10-27,,,,X:\abcabc\Aang_Foundation\20251029_peroxi,sheet,MGCO-49,MGCO-49_peroxisome-A2UCOE-ef1aextra-mStayGold-SKL,peroxi,peroxi,pDQM136,325,MGCO-49,,pDQM136,325,peroxi,pDQM136,325,MGCO-49,,MGCO-49,,tdmScarlet3,2xLynk,membrane,tdmScarlet3(membrane),mStayGold,peroxisome,peroxisome,mStayGold(peroxisome),membrane|peroxisome,tdmScarlet3(membrane)|mStayGold(peroxisome)
20251105_mem-mito,fish1_24hpf_roi1,fish1_24hpf_roi1,fish1_24hpf_roi1,408,/clusterfs/vast/abcabc/Aang_Foundation/20251105_mem-mito/fish1_24hpf_roi1,aang,20251105_mem-mito,20251105.0,fish1_24hpf_roi1,fish1_24hpf_roi1,fish1,1.0,24.0,,fish1,[],,fish1_24hpf_roi1,20251105_mem-mito,20251105_mem-mito,20251105_mem-mito,20251105.0,2025-11-05,2025-11-05,1,20251105.0,1.0,inferred,20251105::20251105_mem-mito::1,112.0,1.0,casper,ef1a:2xLynk:tdmChilada (F1 of allele 315),,2xCox8A:mSG,,,2025-11-04,"skin, spinal_cord, hindbrain, brain, muscle",,,X:\abcabc\Aang_Foundation\20251105_mem-mito,sheet,2xCox8A:mSG,,memmito,memmito,pDQM082,315,MGCO-01,,pDQM082,315,memmito,pDQM082,315,MGCO-01,,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),membrane|mitochondria,tdmChilada(membrane)|mStayGold(mitochondria)
20251105_mem-mito,fish2_24hpf_roi1,fish2_24hpf_roi1,fish2_24hpf_roi1,408,/clusterfs/vast/abcabc/Aang_Foundation/20251105_mem-mito/fish2_24hpf_roi1,aang,20251105_mem-mito,20251105.0,fish2_24hpf_roi1,fish2_24hpf_roi1,fish2,2.0,24.0,,fish2,[],,fish2_24hpf_roi1,20251105_mem-mito,20251105_mem-mito,20251105_mem-mito,20251105.0,2025-11-05,2025-11-05,1,20251105.0,1.0,inferred,20251105::20251105_mem-mito::1,112.0,2.0,casper,ef1a:2xLynk:tdmChilada (F1 of allele 315),,2xCox8A:mSG,,,2025-11-04,"skin, spinal_cord, hindbrain, brain, muscle",,,X:\abcabc\Aang_Foundation\20251105_mem-mito,sheet,2xCox8A:mSG,,memmito,memmito,pDQM082,315,MGCO-01,,pDQM082,315,memmito,pDQM082,315,MGCO-01,,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),membrane|mitochondria,tdmChilada(membrane)|mStayGold(mitochondria)
20251105_mem-mito,fish2_24hpf_roi2,fish2_24hpf_roi2,fish2_24hpf_roi2,340,/clusterfs/vast/abcabc/Aang_Foundation/20251105_mem-mito/fish2_24hpf_roi2,aang,20251105_mem-mito,20251105.0,fish2_24hpf_roi2,fish2_24hpf_roi2,fish2,2.0,24.0,,fish2,[],,fish2_24hpf_roi2,20251105_mem-mito,20251105_mem-mito,20251105_mem-mito,20251105.0,2025-11-05,2025-11-05,1,20251105.0,1.0,inferred,20251105::20251105_mem-mito::1,112.0,2.0,casper,ef1a:2xLynk:tdmChilada (F1 of allele 315),,2xCox8A:mSG,,,2025-11-04,"skin, spinal_cord, hindbrain, brain, muscle",,,X:\abcabc\Aang_Foundation\20251105_mem-mito,sheet,2xCox8A:mSG,,memmito,memmito,pDQM082,315,MGCO-01,,pDQM082,315,memmito,pDQM082,315,MGCO-01,,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),membrane|mitochondria,tdmChilada(membrane)|mStayGold(mitochondria)
20251105_mem-mito,fish3_24hpf_roi1,fish3_24hpf_roi1,fish3_24hpf_roi1,272,/clusterfs/vast/abcabc/Aang_Foundation/20251105_mem-mito/fish3_24hpf_roi1,aang,20251105_mem-mito,20251105.0,fish3_24hpf_roi1,fish3_24hpf_roi1,fish3,3.0,24.0,,fish3,[],,fish3_24hpf_roi1,20251105_mem-mito,20251105_mem-mito,20251105_mem-mito,20251105.0,2025-11-05,2025-11-05,1,20251105.0,1.0,inferred,20251105::20251105_mem-mito::1,112.0,3.0,casper,ef1a:2xLynk:tdmChilada (F1 of allele 315),,2xCox8A:mSG,,,2025-11-04,"skin, spinal_cord, hindbrain, brain, muscle",,,X:\abcabc\Aang_Foundation\20251105_mem-mito,sheet,2xCox8A:mSG,,memmito,memmito,pDQM082,315,MGCO-01,,pDQM082,315,memmito,pDQM082,315,MGCO-01,,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),membrane|mitochondria,tdmChilada(membrane)|mStayGold(mitochondria)
20251105_mem-mito,fish3_24hpf_roi2,fish3_24hpf_roi2,fish3_24hpf_roi2,272,/clusterfs/vast/abcabc/Aang_Foundation/20251105_mem-mito/fish3_24hpf_roi2,aang,20251105_mem-mito,20251105.0,fish3_24hpf_roi2,fish3_24hpf_roi2,fish3,3.0,24.0,,fish3,[],,fish3_24hpf_roi2,20251105_mem-mito,20251105_mem-mito,20251105_mem-mito,20251105.0,2025-11-05,2025-11-05,1,20251105.0,1.0,inferred,20251105::20251105_mem-mito::1,112.0,3.0,casper,ef1a:2xLynk:tdmChilada (F1 of allele 315),,2xCox8A:mSG,,,2025-11-04,"skin, spinal_cord, hindbrain, brain, muscle",,,X:\abcabc\Aang_Foundation\20251105_mem-mito,sheet,2xCox8A:mSG,,memmito,memmito,pDQM082,315,MGCO-01,,pDQM082,315,memmito,pDQM082,315,MGCO-01,,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),membrane|mitochondria,tdmChilada(membrane)|mStayGold(mitochondria)
20251105_mem-mito,fish4_24hpf_roi1,fish4_24hpf_roi1,fish4_24hpf_roi1,272,/clusterfs/vast/abcabc/Aang_Foundation/20251105_mem-mito/fish4_24hpf_roi1,aang,20251105_mem-mito,20251105.0,fish4_24hpf_roi1,fish4_24hpf_roi1,fish4,4.0,24.0,,fish4,[],,fish4_24hpf_roi1,20251105_mem-mito,20251105_mem-mito,20251105_mem-mito,20251105.0,2025-11-05,2025-11-05,1,20251105.0,1.0,inferred,20251105::20251105_mem-mito::1,112.0,4.0,casper,ef1a:2xLynk:tdmChilada (F1 of allele 315),,2xCox8A:mSG,,,2025-11-04,"skin, spinal_cord, hindbrain, brain, muscle",,,X:\abcabc\Aang_Foundation\20251105_mem-mito,sheet,2xCox8A:mSG,,memmito,memmito,pDQM082,315,MGCO-01,,pDQM082,315,memmito,pDQM082,315,MGCO-01,,MGCO-01,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),membrane|mitochondria,tdmChilada(membrane)|mStayGold(mitochondria)
