date_experiment,fish,roi_rel,roi_name,roi_tiffs,roi_dir,dataset,experiment_folder,roi_path_date_yyyymmdd,fish_folder,roi_folder,fish_id,fish_number,fish_age_hpf,fish_nickname,fish_raw_norm,roi_anatomy_tokens,roi_anatomy,fish_folder_patched,dataset_slug,dataset_slug_norm,sheet_slug_norm,date_mount_yyyymmdd,date_mount,Date imaged,mount_id,plate_date,mount_id_inferred,mount_id_source,plate_key,plate_id_filled,slot_id_filled,ZF female genotype,ZF male genotype,additional plasmids injected,additional mRNAs injected,additonal proteins injected,additonal dye and chemicals,Date born,Imaged Locations,Unique Targets with blanks,Unique Targets,Data location,link_source,treatment_rna_names_sheet,treatment_plasmid_names_sheet,exp_slug_norm,parent_slug_norm,geno_base_codes_v7_map,geno_alleles_v7_map,inj_rna_names_v7_map,inj_plasmid_names_v7_map,genotype_base_codes,genotype_allele_codes,parent_slug_norm_hole,geno_base_codes_v7_holes,geno_alleles_v7_holes,inj_rna_names_v7_holes,inj_plasmid_names_v7_holes,treatment_rna_rna_base_code,treatment_plasmid_plasmid_base_code,genotype_marker_fluor_codes,genotype_marker_tag_codes,genotype_marker_localizations,genotype_marker_fusion_labels,treatment_marker_fluor_codes,treatment_marker_tag_codes,treatment_marker_localizations,treatment_marker_fluor_loc_labels,all_unique_organelles,all_fluor_organelles
20250721_72hpf_mrna_mSG_organelle_LLS-SIM,er_roi1,er_roi1,er_roi1,74,/clusterfs/vast/abcabc/Aang_Foundation/20250721_72hpf_mrna_mSG_organelle_LLS-SIM/er_roi1,aang,20250721_72hpf_mrna_mSG_organelle_LLS-SIM,20250721.0,er_roi1,er_roi1,fish1,1.0,,,er_roi1,[],,fish1,20250721_72hpf_mrna_mSG_organelle_LLS-SIM,20250721_72hpf_mrna_msg_organelle_lls-sim,,,,,,20250721.0,1.0,inferred,20250721::20250721_72hpf_mrna_mSG_organelle_LLS-SIM::1,65.0,1.0,,,,,,,,,,,,unmatched,,,72hpfmrnamsgorganellellssim,,,,,,,,,,,,,,,,,,,,,,,,
20250721_72hpf_mrna_mSG_organelle_LLS-SIM,er_roi2,er_roi2,er_roi2,74,/clusterfs/vast/abcabc/Aang_Foundation/20250721_72hpf_mrna_mSG_organelle_LLS-SIM/er_roi2,aang,20250721_72hpf_mrna_mSG_organelle_LLS-SIM,20250721.0,er_roi2,er_roi2,fish2,2.0,,,er_roi2,[],,fish2,20250721_72hpf_mrna_mSG_organelle_LLS-SIM,20250721_72hpf_mrna_msg_organelle_lls-sim,,,,,,20250721.0,1.0,inferred,20250721::20250721_72hpf_mrna_mSG_organelle_LLS-SIM::1,65.0,2.0,,,,,,,,,,,,unmatched,,,72hpfmrnamsgorganellellssim,,,,,,,,,,,,,,,,,,,,,,,,
20250721_72hpf_mrna_mSG_organelle_LLS-SIM,er_roi3,er_roi3,er_roi3,80,/clusterfs/vast/abcabc/Aang_Foundation/20250721_72hpf_mrna_mSG_organelle_LLS-SIM/er_roi3,aang,20250721_72hpf_mrna_mSG_organelle_LLS-SIM,20250721.0,er_roi3,er_roi3,fish3,3.0,,,er_roi3,[],,fish3,20250721_72hpf_mrna_mSG_organelle_LLS-SIM,20250721_72hpf_mrna_msg_organelle_lls-sim,,,,,,20250721.0,1.0,inferred,20250721::20250721_72hpf_mrna_mSG_organelle_LLS-SIM::1,65.0,3.0,,,,,,,,,,,,unmatched,,,72hpfmrnamsgorganellellssim,,,,,,,,,,,,,,,,,,,,,,,,
20250721_72hpf_mrna_mSG_organelle_LLS-SIM,mito_roi1,mito_roi1,mito_roi1,50,/clusterfs/vast/abcabc/Aang_Foundation/20250721_72hpf_mrna_mSG_organelle_LLS-SIM/mito_roi1,aang,20250721_72hpf_mrna_mSG_organelle_LLS-SIM,20250721.0,mito_roi1,mito_roi1,fish1,1.0,,,mito_roi1,[],,fish1,20250721_72hpf_mrna_mSG_organelle_LLS-SIM,20250721_72hpf_mrna_msg_organelle_lls-sim,,,,,,20250721.0,1.0,inferred,20250721::20250721_72hpf_mrna_mSG_organelle_LLS-SIM::1,65.0,1.0,,,,,,,,,,,,unmatched,,,72hpfmrnamsgorganellellssim,,,,,,,,,,,,,,,,,,,,,,,,
20250721_72hpf_mrna_mSG_organelle_LLS-SIM,mito_roi2,mito_roi2,mito_roi2,80,/clusterfs/vast/abcabc/Aang_Foundation/20250721_72hpf_mrna_mSG_organelle_LLS-SIM/mito_roi2,aang,20250721_72hpf_mrna_mSG_organelle_LLS-SIM,20250721.0,mito_roi2,mito_roi2,fish2,2.0,,,mito_roi2,[],,fish2,20250721_72hpf_mrna_mSG_organelle_LLS-SIM,20250721_72hpf_mrna_msg_organelle_lls-sim,,,,,,20250721.0,1.0,inferred,20250721::20250721_72hpf_mrna_mSG_organelle_LLS-SIM::1,65.0,2.0,,,,,,,,,,,,unmatched,,,72hpfmrnamsgorganellellssim,,,,,,,,,,,,,,,,,,,,,,,,
20250722_mem-halo_er-mSG,fish1_24hpf_roi1,fish1_24hpf_roi1,fish1_24hpf_roi1,33,/clusterfs/vast/abcabc/Aang_Foundation/20250722_mem-halo_er-mSG/fish1_24hpf_roi1,aang,20250722_mem-halo_er-mSG,20250722.0,fish1_24hpf_roi1,fish1_24hpf_roi1,fish1,1.0,24.0,,fish1,[],,fish1_24hpf_roi1,20250722_mem-halo_er-mSG,20250722_mem-halo_er-msg,20250722_mem-halo_er-msg,20250722.0,2025-07-22,2025-07-22,,20250722.0,1.0,inferred,20250722::20250722_mem-halo_er-mSG::1,66.0,1.0,membrane Halo,membrane Halo,,mSG:sec61b,,JF 635,2025-07-21,"skin, muscle, spinal_cord",,,X:\abcabc\Aang_Foundation\20250722_mem-halo_er-mSG,sheet,mSG:sec61b,,memhaloermsg,,,,,,,,,,,,,MGCO-04,,,,,,mStayGold,sec61b,ER,mStayGold(ER),ER,mStayGold(ER)
20250722_mem-halo_er-mSG,fish1_24hpf_roi2,fish1_24hpf_roi2,fish1_24hpf_roi2,109,/clusterfs/vast/abcabc/Aang_Foundation/20250722_mem-halo_er-mSG/fish1_24hpf_roi2,aang,20250722_mem-halo_er-mSG,20250722.0,fish1_24hpf_roi2,fish1_24hpf_roi2,fish1,1.0,24.0,,fish1,[],,fish1_24hpf_roi2,20250722_mem-halo_er-mSG,20250722_mem-halo_er-msg,20250722_mem-halo_er-msg,20250722.0,2025-07-22,2025-07-22,,20250722.0,1.0,inferred,20250722::20250722_mem-halo_er-mSG::1,66.0,1.0,membrane Halo,membrane Halo,,mSG:sec61b,,JF 635,2025-07-21,"skin, muscle, spinal_cord",,,X:\abcabc\Aang_Foundation\20250722_mem-halo_er-mSG,sheet,mSG:sec61b,,memhaloermsg,,,,,,,,,,,,,MGCO-04,,,,,,mStayGold,sec61b,ER,mStayGold(ER),ER,mStayGold(ER)
20250722_mem-halo_er-mSG,fish1_24hpf_roi3,fish1_24hpf_roi3,fish1_24hpf_roi3,37,/clusterfs/vast/abcabc/Aang_Foundation/20250722_mem-halo_er-mSG/fish1_24hpf_roi3,aang,20250722_mem-halo_er-mSG,20250722.0,fish1_24hpf_roi3,fish1_24hpf_roi3,fish1,1.0,24.0,,fish1,[],,fish1_24hpf_roi3,20250722_mem-halo_er-mSG,20250722_mem-halo_er-msg,20250722_mem-halo_er-msg,20250722.0,2025-07-22,2025-07-22,,20250722.0,1.0,inferred,20250722::20250722_mem-halo_er-mSG::1,66.0,1.0,membrane Halo,membrane Halo,,mSG:sec61b,,JF 635,2025-07-21,"skin, muscle, spinal_cord",,,X:\abcabc\Aang_Foundation\20250722_mem-halo_er-mSG,sheet,mSG:sec61b,,memhaloermsg,,,,,,,,,,,,,MGCO-04,,,,,,mStayGold,sec61b,ER,mStayGold(ER),ER,mStayGold(ER)
20250722_mem-halo_er-mSG,fish1_24hpf_roi4,fish1_24hpf_roi4,fish1_24hpf_roi4,140,/clusterfs/vast/abcabc/Aang_Foundation/20250722_mem-halo_er-mSG/fish1_24hpf_roi4,aang,20250722_mem-halo_er-mSG,20250722.0,fish1_24hpf_roi4,fish1_24hpf_roi4,fish1,1.0,24.0,,fish1,[],,fish1_24hpf_roi4,20250722_mem-halo_er-mSG,20250722_mem-halo_er-msg,20250722_mem-halo_er-msg,20250722.0,2025-07-22,2025-07-22,,20250722.0,1.0,inferred,20250722::20250722_mem-halo_er-mSG::1,66.0,1.0,membrane Halo,membrane Halo,,mSG:sec61b,,JF 635,2025-07-21,"skin, muscle, spinal_cord",,,X:\abcabc\Aang_Foundation\20250722_mem-halo_er-mSG,sheet,mSG:sec61b,,memhaloermsg,,,,,,,,,,,,,MGCO-04,,,,,,mStayGold,sec61b,ER,mStayGold(ER),ER,mStayGold(ER)
20250722_mem-halo_er-mSG,fish1_24hpf_roi5,fish1_24hpf_roi5,fish1_24hpf_roi5,37,/clusterfs/vast/abcabc/Aang_Foundation/20250722_mem-halo_er-mSG/fish1_24hpf_roi5,aang,20250722_mem-halo_er-mSG,20250722.0,fish1_24hpf_roi5,fish1_24hpf_roi5,fish1,1.0,24.0,,fish1,[],,fish1_24hpf_roi5,20250722_mem-halo_er-mSG,20250722_mem-halo_er-msg,20250722_mem-halo_er-msg,20250722.0,2025-07-22,2025-07-22,,20250722.0,1.0,inferred,20250722::20250722_mem-halo_er-mSG::1,66.0,1.0,membrane Halo,membrane Halo,,mSG:sec61b,,JF 635,2025-07-21,"skin, muscle, spinal_cord",,,X:\abcabc\Aang_Foundation\20250722_mem-halo_er-mSG,sheet,mSG:sec61b,,memhaloermsg,,,,,,,,,,,,,MGCO-04,,,,,,mStayGold,sec61b,ER,mStayGold(ER),ER,mStayGold(ER)
20250722_mem-halo_er-mSG,fish2_24hpf_roi1,fish2_24hpf_roi1,fish2_24hpf_roi1,109,/clusterfs/vast/abcabc/Aang_Foundation/20250722_mem-halo_er-mSG/fish2_24hpf_roi1,aang,20250722_mem-halo_er-mSG,20250722.0,fish2_24hpf_roi1,fish2_24hpf_roi1,fish2,2.0,24.0,,fish2,[],,fish2_24hpf_roi1,20250722_mem-halo_er-mSG,20250722_mem-halo_er-msg,20250722_mem-halo_er-msg,20250722.0,2025-07-22,2025-07-22,,20250722.0,1.0,inferred,20250722::20250722_mem-halo_er-mSG::1,66.0,2.0,membrane Halo,membrane Halo,,mSG:sec61b,,JF 635,2025-07-21,"skin, muscle, spinal_cord",,,X:\abcabc\Aang_Foundation\20250722_mem-halo_er-mSG,sheet,mSG:sec61b,,memhaloermsg,,,,,,,,,,,,,MGCO-04,,,,,,mStayGold,sec61b,ER,mStayGold(ER),ER,mStayGold(ER)
20250722_mem-halo_er-mSG,fish2_24hpf_roi2,fish2_24hpf_roi2,fish2_24hpf_roi2,105,/clusterfs/vast/abcabc/Aang_Foundation/20250722_mem-halo_er-mSG/fish2_24hpf_roi2,aang,20250722_mem-halo_er-mSG,20250722.0,fish2_24hpf_roi2,fish2_24hpf_roi2,fish2,2.0,24.0,,fish2,[],,fish2_24hpf_roi2,20250722_mem-halo_er-mSG,20250722_mem-halo_er-msg,20250722_mem-halo_er-msg,20250722.0,2025-07-22,2025-07-22,,20250722.0,1.0,inferred,20250722::20250722_mem-halo_er-mSG::1,66.0,2.0,membrane Halo,membrane Halo,,mSG:sec61b,,JF 635,2025-07-21,"skin, muscle, spinal_cord",,,X:\abcabc\Aang_Foundation\20250722_mem-halo_er-mSG,sheet,mSG:sec61b,,memhaloermsg,,,,,,,,,,,,,MGCO-04,,,,,,mStayGold,sec61b,ER,mStayGold(ER),ER,mStayGold(ER)
20250722_mem-halo_er-mSG,fish2_24hpf_roi3,fish2_24hpf_roi3,fish2_24hpf_roi3,105,/clusterfs/vast/abcabc/Aang_Foundation/20250722_mem-halo_er-mSG/fish2_24hpf_roi3,aang,20250722_mem-halo_er-mSG,20250722.0,fish2_24hpf_roi3,fish2_24hpf_roi3,fish2,2.0,24.0,,fish2,[],,fish2_24hpf_roi3,20250722_mem-halo_er-mSG,20250722_mem-halo_er-msg,20250722_mem-halo_er-msg,20250722.0,2025-07-22,2025-07-22,,20250722.0,1.0,inferred,20250722::20250722_mem-halo_er-mSG::1,66.0,2.0,membrane Halo,membrane Halo,,mSG:sec61b,,JF 635,2025-07-21,"skin, muscle, spinal_cord",,,X:\abcabc\Aang_Foundation\20250722_mem-halo_er-mSG,sheet,mSG:sec61b,,memhaloermsg,,,,,,,,,,,,,MGCO-04,,,,,,mStayGold,sec61b,ER,mStayGold(ER),ER,mStayGold(ER)
20250722_mem-halo_er-mSG,fish2_24hpf_roi4,fish2_24hpf_roi4,fish2_24hpf_roi4,35,/clusterfs/vast/abcabc/Aang_Foundation/20250722_mem-halo_er-mSG/fish2_24hpf_roi4,aang,20250722_mem-halo_er-mSG,20250722.0,fish2_24hpf_roi4,fish2_24hpf_roi4,fish2,2.0,24.0,,fish2,[],,fish2_24hpf_roi4,20250722_mem-halo_er-mSG,20250722_mem-halo_er-msg,20250722_mem-halo_er-msg,20250722.0,2025-07-22,2025-07-22,,20250722.0,1.0,inferred,20250722::20250722_mem-halo_er-mSG::1,66.0,2.0,membrane Halo,membrane Halo,,mSG:sec61b,,JF 635,2025-07-21,"skin, muscle, spinal_cord",,,X:\abcabc\Aang_Foundation\20250722_mem-halo_er-mSG,sheet,mSG:sec61b,,memhaloermsg,,,,,,,,,,,,,MGCO-04,,,,,,mStayGold,sec61b,ER,mStayGold(ER),ER,mStayGold(ER)
20250722_mrna_mito-mSG_mem-mChilada,fish1_roi1,fish1_roi1,fish1_roi1,40,/clusterfs/vast/abcabc/Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish1_roi1,aang,20250722_mrna_mito-mSG_mem-mChilada,20250722.0,fish1_roi1,fish1_roi1,fish1,1.0,,,fish1,[],,fish1_roi1,20250722_mrna_mito-mSG_mem-mChilada,20250722_mrna_mito-msg_mem-mchilada,20250722_mrna_mito-msg_mem-mchilada,20250722.0,2025-07-22,2025-07-22,,20250722.0,1.0,inferred,20250722::20250722_mrna_mito-mSG_mem-mChilada::1,67.0,1.0,membrane mChilada,membrane mChilada,,2xCox8A:mSG,,,2025-07-21,"skin, muscle, spinal_cord",,,X:\abcabc\Aang_Foundation\20250722_mrna_mito-mSG_mem-mChilada,sheet,2xCox8A:mSG,,mrnamitomsgmemmchilada,,,,,,,,,,,,,MGCO-01,,,,,,mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),mitochondria,mStayGold(mitochondria)
20250722_mrna_mito-mSG_mem-mChilada,fish1_roi2,fish1_roi2,fish1_roi2,65,/clusterfs/vast/abcabc/Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish1_roi2,aang,20250722_mrna_mito-mSG_mem-mChilada,20250722.0,fish1_roi2,fish1_roi2,fish1,1.0,,,fish1,[],,fish1_roi2,20250722_mrna_mito-mSG_mem-mChilada,20250722_mrna_mito-msg_mem-mchilada,20250722_mrna_mito-msg_mem-mchilada,20250722.0,2025-07-22,2025-07-22,,20250722.0,1.0,inferred,20250722::20250722_mrna_mito-mSG_mem-mChilada::1,67.0,1.0,membrane mChilada,membrane mChilada,,2xCox8A:mSG,,,2025-07-21,"skin, muscle, spinal_cord",,,X:\abcabc\Aang_Foundation\20250722_mrna_mito-mSG_mem-mChilada,sheet,2xCox8A:mSG,,mrnamitomsgmemmchilada,,,,,,,,,,,,,MGCO-01,,,,,,mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),mitochondria,mStayGold(mitochondria)
20250722_mrna_mito-mSG_mem-mChilada,fish1_roi3,fish1_roi3,fish1_roi3,61,/clusterfs/vast/abcabc/Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish1_roi3,aang,20250722_mrna_mito-mSG_mem-mChilada,20250722.0,fish1_roi3,fish1_roi3,fish1,1.0,,,fish1,[],,fish1_roi3,20250722_mrna_mito-mSG_mem-mChilada,20250722_mrna_mito-msg_mem-mchilada,20250722_mrna_mito-msg_mem-mchilada,20250722.0,2025-07-22,2025-07-22,,20250722.0,1.0,inferred,20250722::20250722_mrna_mito-mSG_mem-mChilada::1,67.0,1.0,membrane mChilada,membrane mChilada,,2xCox8A:mSG,,,2025-07-21,"skin, muscle, spinal_cord",,,X:\abcabc\Aang_Foundation\20250722_mrna_mito-mSG_mem-mChilada,sheet,2xCox8A:mSG,,mrnamitomsgmemmchilada,,,,,,,,,,,,,MGCO-01,,,,,,mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),mitochondria,mStayGold(mitochondria)
20250722_mrna_mito-mSG_mem-mChilada,fish2_48hpf_roi1,fish2_48hpf_roi1,fish2_48hpf_roi1,56,/clusterfs/vast/abcabc/Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish2_48hpf_roi1,aang,20250722_mrna_mito-mSG_mem-mChilada,20250722.0,fish2_48hpf_roi1,fish2_48hpf_roi1,fish2,2.0,48.0,,fish2,[],,fish2_48hpf_roi1,20250722_mrna_mito-mSG_mem-mChilada,20250722_mrna_mito-msg_mem-mchilada,20250722_mrna_mito-msg_mem-mchilada,20250722.0,2025-07-22,2025-07-22,,20250722.0,1.0,inferred,20250722::20250722_mrna_mito-mSG_mem-mChilada::1,67.0,2.0,membrane mChilada,membrane mChilada,,2xCox8A:mSG,,,2025-07-21,"skin, muscle, spinal_cord",,,X:\abcabc\Aang_Foundation\20250722_mrna_mito-mSG_mem-mChilada,sheet,2xCox8A:mSG,,mrnamitomsgmemmchilada,,,,,,,,,,,,,MGCO-01,,,,,,mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),mitochondria,mStayGold(mitochondria)
20250722_mrna_mito-mSG_mem-mChilada,fish2_48hpf_roi2,fish2_48hpf_roi2,fish2_48hpf_roi2,70,/clusterfs/vast/abcabc/Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish2_48hpf_roi2,aang,20250722_mrna_mito-mSG_mem-mChilada,20250722.0,fish2_48hpf_roi2,fish2_48hpf_roi2,fish2,2.0,48.0,,fish2,[],,fish2_48hpf_roi2,20250722_mrna_mito-mSG_mem-mChilada,20250722_mrna_mito-msg_mem-mchilada,20250722_mrna_mito-msg_mem-mchilada,20250722.0,2025-07-22,2025-07-22,,20250722.0,1.0,inferred,20250722::20250722_mrna_mito-mSG_mem-mChilada::1,67.0,2.0,membrane mChilada,membrane mChilada,,2xCox8A:mSG,,,2025-07-21,"skin, muscle, spinal_cord",,,X:\abcabc\Aang_Foundation\20250722_mrna_mito-mSG_mem-mChilada,sheet,2xCox8A:mSG,,mrnamitomsgmemmchilada,,,,,,,,,,,,,MGCO-01,,,,,,mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),mitochondria,mStayGold(mitochondria)
20250722_mrna_mito-mSG_mem-mChilada,fish2_48hpf_roi3,fish2_48hpf_roi3,fish2_48hpf_roi3,93,/clusterfs/vast/abcabc/Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish2_48hpf_roi3,aang,20250722_mrna_mito-mSG_mem-mChilada,20250722.0,fish2_48hpf_roi3,fish2_48hpf_roi3,fish2,2.0,48.0,,fish2,[],,fish2_48hpf_roi3,20250722_mrna_mito-mSG_mem-mChilada,20250722_mrna_mito-msg_mem-mchilada,20250722_mrna_mito-msg_mem-mchilada,20250722.0,2025-07-22,2025-07-22,,20250722.0,1.0,inferred,20250722::20250722_mrna_mito-mSG_mem-mChilada::1,67.0,2.0,membrane mChilada,membrane mChilada,,2xCox8A:mSG,,,2025-07-21,"skin, muscle, spinal_cord",,,X:\abcabc\Aang_Foundation\20250722_mrna_mito-mSG_mem-mChilada,sheet,2xCox8A:mSG,,mrnamitomsgmemmchilada,,,,,,,,,,,,,MGCO-01,,,,,,mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),mitochondria,mStayGold(mitochondria)
20250722_mrna_mito-mSG_mem-mChilada,fish2_48hpf_roi4,fish2_48hpf_roi4,fish2_48hpf_roi4,70,/clusterfs/vast/abcabc/Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish2_48hpf_roi4,aang,20250722_mrna_mito-mSG_mem-mChilada,20250722.0,fish2_48hpf_roi4,fish2_48hpf_roi4,fish2,2.0,48.0,,fish2,[],,fish2_48hpf_roi4,20250722_mrna_mito-mSG_mem-mChilada,20250722_mrna_mito-msg_mem-mchilada,20250722_mrna_mito-msg_mem-mchilada,20250722.0,2025-07-22,2025-07-22,,20250722.0,1.0,inferred,20250722::20250722_mrna_mito-mSG_mem-mChilada::1,67.0,2.0,membrane mChilada,membrane mChilada,,2xCox8A:mSG,,,2025-07-21,"skin, muscle, spinal_cord",,,X:\abcabc\Aang_Foundation\20250722_mrna_mito-mSG_mem-mChilada,sheet,2xCox8A:mSG,,mrnamitomsgmemmchilada,,,,,,,,,,,,,MGCO-01,,,,,,mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),mitochondria,mStayGold(mitochondria)
20250722_mrna_mito-mSG_mem-mChilada,fish2_48hpf_roi5,fish2_48hpf_roi5,fish2_48hpf_roi5,72,/clusterfs/vast/abcabc/Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish2_48hpf_roi5,aang,20250722_mrna_mito-mSG_mem-mChilada,20250722.0,fish2_48hpf_roi5,fish2_48hpf_roi5,fish2,2.0,48.0,,fish2,[],,fish2_48hpf_roi5,20250722_mrna_mito-mSG_mem-mChilada,20250722_mrna_mito-msg_mem-mchilada,20250722_mrna_mito-msg_mem-mchilada,20250722.0,2025-07-22,2025-07-22,,20250722.0,1.0,inferred,20250722::20250722_mrna_mito-mSG_mem-mChilada::1,67.0,2.0,membrane mChilada,membrane mChilada,,2xCox8A:mSG,,,2025-07-21,"skin, muscle, spinal_cord",,,X:\abcabc\Aang_Foundation\20250722_mrna_mito-mSG_mem-mChilada,sheet,2xCox8A:mSG,,mrnamitomsgmemmchilada,,,,,,,,,,,,,MGCO-01,,,,,,mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),mitochondria,mStayGold(mitochondria)
20250722_mrna_mito-mSG_mem-mChilada,fish3_48hpf_roi1,fish3_48hpf_roi1,fish3_48hpf_roi1,70,/clusterfs/vast/abcabc/Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish3_48hpf_roi1,aang,20250722_mrna_mito-mSG_mem-mChilada,20250722.0,fish3_48hpf_roi1,fish3_48hpf_roi1,fish3,3.0,48.0,,fish3,[],,fish3_48hpf_roi1,20250722_mrna_mito-mSG_mem-mChilada,20250722_mrna_mito-msg_mem-mchilada,20250722_mrna_mito-msg_mem-mchilada,20250722.0,2025-07-22,2025-07-22,,20250722.0,1.0,inferred,20250722::20250722_mrna_mito-mSG_mem-mChilada::1,67.0,3.0,membrane mChilada,membrane mChilada,,2xCox8A:mSG,,,2025-07-21,"skin, muscle, spinal_cord",,,X:\abcabc\Aang_Foundation\20250722_mrna_mito-mSG_mem-mChilada,sheet,2xCox8A:mSG,,mrnamitomsgmemmchilada,,,,,,,,,,,,,MGCO-01,,,,,,mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),mitochondria,mStayGold(mitochondria)
20250722_mrna_mito-mSG_mem-mChilada,fish3_48hpf_roi2,fish3_48hpf_roi2,fish3_48hpf_roi2,70,/clusterfs/vast/abcabc/Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish3_48hpf_roi2,aang,20250722_mrna_mito-mSG_mem-mChilada,20250722.0,fish3_48hpf_roi2,fish3_48hpf_roi2,fish3,3.0,48.0,,fish3,[],,fish3_48hpf_roi2,20250722_mrna_mito-mSG_mem-mChilada,20250722_mrna_mito-msg_mem-mchilada,20250722_mrna_mito-msg_mem-mchilada,20250722.0,2025-07-22,2025-07-22,,20250722.0,1.0,inferred,20250722::20250722_mrna_mito-mSG_mem-mChilada::1,67.0,3.0,membrane mChilada,membrane mChilada,,2xCox8A:mSG,,,2025-07-21,"skin, muscle, spinal_cord",,,X:\abcabc\Aang_Foundation\20250722_mrna_mito-mSG_mem-mChilada,sheet,2xCox8A:mSG,,mrnamitomsgmemmchilada,,,,,,,,,,,,,MGCO-01,,,,,,mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),mitochondria,mStayGold(mitochondria)
20250722_mrna_mito-mSG_mem-mChilada,fish3_48hpf_roi3,fish3_48hpf_roi3,fish3_48hpf_roi3,70,/clusterfs/vast/abcabc/Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish3_48hpf_roi3,aang,20250722_mrna_mito-mSG_mem-mChilada,20250722.0,fish3_48hpf_roi3,fish3_48hpf_roi3,fish3,3.0,48.0,,fish3,[],,fish3_48hpf_roi3,20250722_mrna_mito-mSG_mem-mChilada,20250722_mrna_mito-msg_mem-mchilada,20250722_mrna_mito-msg_mem-mchilada,20250722.0,2025-07-22,2025-07-22,,20250722.0,1.0,inferred,20250722::20250722_mrna_mito-mSG_mem-mChilada::1,67.0,3.0,membrane mChilada,membrane mChilada,,2xCox8A:mSG,,,2025-07-21,"skin, muscle, spinal_cord",,,X:\abcabc\Aang_Foundation\20250722_mrna_mito-mSG_mem-mChilada,sheet,2xCox8A:mSG,,mrnamitomsgmemmchilada,,,,,,,,,,,,,MGCO-01,,,,,,mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),mitochondria,mStayGold(mitochondria)
20250722_mrna_mito-mSG_mem-mChilada,fish3_48hpf_roi4,fish3_48hpf_roi4,fish3_48hpf_roi4,70,/clusterfs/vast/abcabc/Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish3_48hpf_roi4,aang,20250722_mrna_mito-mSG_mem-mChilada,20250722.0,fish3_48hpf_roi4,fish3_48hpf_roi4,fish3,3.0,48.0,,fish3,[],,fish3_48hpf_roi4,20250722_mrna_mito-mSG_mem-mChilada,20250722_mrna_mito-msg_mem-mchilada,20250722_mrna_mito-msg_mem-mchilada,20250722.0,2025-07-22,2025-07-22,,20250722.0,1.0,inferred,20250722::20250722_mrna_mito-mSG_mem-mChilada::1,67.0,3.0,membrane mChilada,membrane mChilada,,2xCox8A:mSG,,,2025-07-21,"skin, muscle, spinal_cord",,,X:\abcabc\Aang_Foundation\20250722_mrna_mito-mSG_mem-mChilada,sheet,2xCox8A:mSG,,mrnamitomsgmemmchilada,,,,,,,,,,,,,MGCO-01,,,,,,mStayGold,2Xcox8A,mitochondria,mStayGold(mitochondria),mitochondria,mStayGold(mitochondria)
20250723_er-mSG_mem-mChilada,fish1_24hpf_roi1,fish1_24hpf_roi1,fish1_24hpf_roi1,390,/clusterfs/vast/abcabc/Aang_Foundation/20250723_er-mSG_mem-mChilada/fish1_24hpf_roi1,aang,20250723_er-mSG_mem-mChilada,20250723.0,fish1_24hpf_roi1,fish1_24hpf_roi1,fish1,1.0,24.0,,fish1,[],,fish1_24hpf_roi1,20250723_er-mSG_mem-mChilada,20250723_er-msg_mem-mchilada,20250723_mem-halo_er-msg,,2025-07-23,2025-07-23,,20250723.0,1.0,inferred,20250723::20250723_er-mSG_mem-mChilada::1,68.0,1.0,membrane Halo,membrane Halo,,mSG:sec61b,,JF 635,2025-07-21,"skin, muscle, spinal_cord",ER,ER,X:\abcabc\Korra_Foundation\20250723_mem-halo_ER-mSG\fish3_48hpf,date_match,mSG:sec61b,,ermsgmemmchilada,ermsgmemmchilada,pDQM082,315,"MGCO-04,MGCO-01",,pDQM082,315,ermsgmemmchilada,pDQM082,315,"MGCO-04,MGCO-01",,MGCO-04,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),mStayGold,sec61b,ER,mStayGold(ER),membrane|ER,tdmChilada(membrane)|mStayGold(ER)
