date_experiment,fish,roi_rel,roi_name,roi_tiffs,roi_dir,dataset,roi_path_date_yyyymmdd,experiment_folder,fish_folder,roi_folder,fish_number,fish_id,fish_age_token,fish_age_hpf,roi_index_token,roi_index,fish_nickname,roi_anatomy_tokens,roi_anatomy,dataset_slug,imaging_date_from_sheet,date_mount,Date imaged,Data location,ZF female genotype,ZF male genotype,link_source,plate_date,mount_id_inferred,mount_id_source,plate_key,plate_id_filled,slot_id_filled,roi_index_within_slot,bruker_roi_id,parent_female_name,parent_male_name,parent_female_norm,parent_male_norm,female_parent_name_norm,female_plasmid_base_code,female_allele,female_injected_rna,female_injected_plasmid,male_parent_name_norm,male_plasmid_base_code,male_allele,male_injected_rna,male_injected_plasmid,genotype_base_codes,genotype_allele_codes,treatment_plasmid_base_codes,treatment_rna_base_codes,genotype_marker_fluor_codes,genotype_marker_tag_codes,genotype_marker_localizations,genotype_marker_fusion_labels,all_unique_organelles,all_fluor_organelles,data_location_norm,treatment_plasmid_names_sheet,treatment_rna_names_sheet,treatment_protein_names_sheet,treatment_dye_names_sheet,treatment_rna_names_norm,treatment_plasmid_names_norm,treatment_marker_fluor_codes_x,treatment_marker_tag_codes_x,treatment_marker_localizations_x,treatment_marker_fusion_labels_x,treatment_fluor_organelles_x,treatment_marker_fluor_codes_y,treatment_marker_tag_codes_y,treatment_marker_localizations_y,treatment_marker_fusion_labels_y,treatment_fluor_organelles_y
20250613_skittlez,fish11_roi1,fish11_roi1,fish11_roi1,180,/clusterfs/vast/abcabc/Korra_Foundation/20250613_skittlez/fish11_roi1,korra,20250613,20250613_skittlez,fish11_roi1,fish11_roi1,11.0,fish11,,,roi1,1.0,,[],,20250613_skittlez,20250613,2025-06-13,2025-06-13,X:\abcabc\Korra_Foundation\20250613_skittlez,Jim (F2 of allele 316),Dennis (F2 of allele 318),sheet,20250613,1,inferred,20250613::20250613_skittlez::1,30,3,1,20250613-plate30-slot3-roi1,Jim (F2 of allele 316),Dennis (F2 of allele 318),jim (f2 of allele 316),dennis (f2 of allele 318),jim (f2 of allele 316),pDQM059,316,,,dennis (f2 of allele 318),pDQM036,318,,,pDQM059|pDQM036,316|318,,,gfp|nan,nan,nan,,nan,,X:/abcabc/Korra_Foundation/20250613_skittlez,,"phiC-NLS, 2xLynk:mSG",this cross is very good,,"phiC-NLS, 2xLynk:mSG",,,,,,,,,,,
20250613_skittlez,fish12_roi1,fish12_roi1,fish12_roi1,150,/clusterfs/vast/abcabc/Korra_Foundation/20250613_skittlez/fish12_roi1,korra,20250613,20250613_skittlez,fish12_roi1,fish12_roi1,12.0,fish12,,,roi1,1.0,,[],,20250613_skittlez,20250613,2025-06-13,2025-06-13,X:\abcabc\Korra_Foundation\20250613_skittlez,Jim (F2 of allele 316),Dennis (F2 of allele 318),sheet,20250613,1,inferred,20250613::20250613_skittlez::1,30,4,1,20250613-plate30-slot4-roi1,Jim (F2 of allele 316),Dennis (F2 of allele 318),jim (f2 of allele 316),dennis (f2 of allele 318),jim (f2 of allele 316),pDQM059,316,,,dennis (f2 of allele 318),pDQM036,318,,,pDQM059|pDQM036,316|318,,,gfp|nan,nan,nan,,nan,,X:/abcabc/Korra_Foundation/20250613_skittlez,,"phiC-NLS, 2xLynk:mSG",this cross is very good,,"phiC-NLS, 2xLynk:mSG",,,,,,,,,,,
20250613_skittlez,fish1_roi1,fish1_roi1,fish1_roi1,144,/clusterfs/vast/abcabc/Korra_Foundation/20250613_skittlez/fish1_roi1,korra,20250613,20250613_skittlez,fish1_roi1,fish1_roi1,1.0,fish1,,,roi1,1.0,,[],,20250613_skittlez,20250613,2025-06-13,2025-06-13,X:\abcabc\Korra_Foundation\20250613_skittlez,Jim (F2 of allele 316),Dennis (F2 of allele 318),sheet,20250613,1,inferred,20250613::20250613_skittlez::1,30,1,1,20250613-plate30-slot1-roi1,Jim (F2 of allele 316),Dennis (F2 of allele 318),jim (f2 of allele 316),dennis (f2 of allele 318),jim (f2 of allele 316),pDQM059,316,,,dennis (f2 of allele 318),pDQM036,318,,,pDQM059|pDQM036,316|318,,,gfp|nan,nan,nan,,nan,,X:/abcabc/Korra_Foundation/20250613_skittlez,,"phiC-NLS, 2xLynk:mSG",this cross is very good,,"phiC-NLS, 2xLynk:mSG",,,,,,,,,,,
20250613_skittlez,fish2_roi1,fish2_roi1,fish2_roi1,108,/clusterfs/vast/abcabc/Korra_Foundation/20250613_skittlez/fish2_roi1,korra,20250613,20250613_skittlez,fish2_roi1,fish2_roi1,2.0,fish2,,,roi1,1.0,,[],,20250613_skittlez,20250613,2025-06-13,2025-06-13,X:\abcabc\Korra_Foundation\20250613_skittlez,Jim (F2 of allele 316),Dennis (F2 of allele 318),sheet,20250613,1,inferred,20250613::20250613_skittlez::1,30,5,1,20250613-plate30-slot5-roi1,Jim (F2 of allele 316),Dennis (F2 of allele 318),jim (f2 of allele 316),dennis (f2 of allele 318),jim (f2 of allele 316),pDQM059,316,,,dennis (f2 of allele 318),pDQM036,318,,,pDQM059|pDQM036,316|318,,,gfp|nan,nan,nan,,nan,,X:/abcabc/Korra_Foundation/20250613_skittlez,,"phiC-NLS, 2xLynk:mSG",this cross is very good,,"phiC-NLS, 2xLynk:mSG",,,,,,,,,,,
20250613_skittlez,fish3_roi1,fish3_roi1,fish3_roi1,72,/clusterfs/vast/abcabc/Korra_Foundation/20250613_skittlez/fish3_roi1,korra,20250613,20250613_skittlez,fish3_roi1,fish3_roi1,3.0,fish3,,,roi1,1.0,,[],,20250613_skittlez,20250613,2025-06-13,2025-06-13,X:\abcabc\Korra_Foundation\20250613_skittlez,Jim (F2 of allele 316),Dennis (F2 of allele 318),sheet,20250613,1,inferred,20250613::20250613_skittlez::1,30,6,1,20250613-plate30-slot6-roi1,Jim (F2 of allele 316),Dennis (F2 of allele 318),jim (f2 of allele 316),dennis (f2 of allele 318),jim (f2 of allele 316),pDQM059,316,,,dennis (f2 of allele 318),pDQM036,318,,,pDQM059|pDQM036,316|318,,,gfp|nan,nan,nan,,nan,,X:/abcabc/Korra_Foundation/20250613_skittlez,,"phiC-NLS, 2xLynk:mSG",this cross is very good,,"phiC-NLS, 2xLynk:mSG",,,,,,,,,,,
20250613_skittlez,fish4_roi1,fish4_roi1,fish4_roi1,72,/clusterfs/vast/abcabc/Korra_Foundation/20250613_skittlez/fish4_roi1,korra,20250613,20250613_skittlez,fish4_roi1,fish4_roi1,4.0,fish4,,,roi1,1.0,,[],,20250613_skittlez,20250613,2025-06-13,2025-06-13,X:\abcabc\Korra_Foundation\20250613_skittlez,Jim (F2 of allele 316),Dennis (F2 of allele 318),sheet,20250613,2,inferred,20250613::20250613_skittlez::2,31,1,1,20250613-plate31-slot1-roi1,Jim (F2 of allele 316),Dennis (F2 of allele 318),jim (f2 of allele 316),dennis (f2 of allele 318),jim (f2 of allele 316),pDQM059,316,,,dennis (f2 of allele 318),pDQM036,318,,,pDQM059|pDQM036,316|318,,,gfp|nan,nan,nan,,nan,,X:/abcabc/Korra_Foundation/20250613_skittlez,,"phiC-NLS, 2xLynk:mSG",this cross is very good,,"phiC-NLS, 2xLynk:mSG",,,,,,,,,,,
20250613_skittlez,fish5_roi1,fish5_roi1,fish5_roi1,90,/clusterfs/vast/abcabc/Korra_Foundation/20250613_skittlez/fish5_roi1,korra,20250613,20250613_skittlez,fish5_roi1,fish5_roi1,5.0,fish5,,,roi1,1.0,,[],,20250613_skittlez,20250613,2025-06-13,2025-06-13,X:\abcabc\Korra_Foundation\20250613_skittlez,Jim (F2 of allele 316),Dennis (F2 of allele 318),sheet,20250613,2,inferred,20250613::20250613_skittlez::2,31,2,1,20250613-plate31-slot2-roi1,Jim (F2 of allele 316),Dennis (F2 of allele 318),jim (f2 of allele 316),dennis (f2 of allele 318),jim (f2 of allele 316),pDQM059,316,,,dennis (f2 of allele 318),pDQM036,318,,,pDQM059|pDQM036,316|318,,,gfp|nan,nan,nan,,nan,,X:/abcabc/Korra_Foundation/20250613_skittlez,,"phiC-NLS, 2xLynk:mSG",this cross is very good,,"phiC-NLS, 2xLynk:mSG",,,,,,,,,,,
20250613_skittlez,fish6_roi1,fish6_roi1,fish6_roi1,60,/clusterfs/vast/abcabc/Korra_Foundation/20250613_skittlez/fish6_roi1,korra,20250613,20250613_skittlez,fish6_roi1,fish6_roi1,6.0,fish6,,,roi1,1.0,,[],,20250613_skittlez,20250613,2025-06-13,2025-06-13,X:\abcabc\Korra_Foundation\20250613_skittlez,Jim (F2 of allele 316),Dennis (F2 of allele 318),sheet,20250613,2,inferred,20250613::20250613_skittlez::2,31,3,1,20250613-plate31-slot3-roi1,Jim (F2 of allele 316),Dennis (F2 of allele 318),jim (f2 of allele 316),dennis (f2 of allele 318),jim (f2 of allele 316),pDQM059,316,,,dennis (f2 of allele 318),pDQM036,318,,,pDQM059|pDQM036,316|318,,,gfp|nan,nan,nan,,nan,,X:/abcabc/Korra_Foundation/20250613_skittlez,,"phiC-NLS, 2xLynk:mSG",this cross is very good,,"phiC-NLS, 2xLynk:mSG",,,,,,,,,,,
20250613_skittlez,fish7_roi,fish7_roi,fish7_roi,108,/clusterfs/vast/abcabc/Korra_Foundation/20250613_skittlez/fish7_roi,korra,20250613,20250613_skittlez,fish7_roi,fish7_roi,7.0,fish7,,,,,roi,[],,20250613_skittlez,20250613,2025-06-13,2025-06-13,X:\abcabc\Korra_Foundation\20250613_skittlez,Jim (F2 of allele 316),Dennis (F2 of allele 318),sheet,20250613,2,inferred,20250613::20250613_skittlez::2,31,4,1,20250613-plate31-slot4-roi1,Jim (F2 of allele 316),Dennis (F2 of allele 318),jim (f2 of allele 316),dennis (f2 of allele 318),jim (f2 of allele 316),pDQM059,316,,,dennis (f2 of allele 318),pDQM036,318,,,pDQM059|pDQM036,316|318,,,gfp|nan,nan,nan,,nan,,X:/abcabc/Korra_Foundation/20250613_skittlez,,"phiC-NLS, 2xLynk:mSG",this cross is very good,,"phiC-NLS, 2xLynk:mSG",,,,,,,,,,,
20250613_skittlez,fish8_roi1,fish8_roi1,fish8_roi1,90,/clusterfs/vast/abcabc/Korra_Foundation/20250613_skittlez/fish8_roi1,korra,20250613,20250613_skittlez,fish8_roi1,fish8_roi1,8.0,fish8,,,roi1,1.0,,[],,20250613_skittlez,20250613,2025-06-13,2025-06-13,X:\abcabc\Korra_Foundation\20250613_skittlez,Jim (F2 of allele 316),Dennis (F2 of allele 318),sheet,20250613,2,inferred,20250613::20250613_skittlez::2,31,5,1,20250613-plate31-slot5-roi1,Jim (F2 of allele 316),Dennis (F2 of allele 318),jim (f2 of allele 316),dennis (f2 of allele 318),jim (f2 of allele 316),pDQM059,316,,,dennis (f2 of allele 318),pDQM036,318,,,pDQM059|pDQM036,316|318,,,gfp|nan,nan,nan,,nan,,X:/abcabc/Korra_Foundation/20250613_skittlez,,"phiC-NLS, 2xLynk:mSG",this cross is very good,,"phiC-NLS, 2xLynk:mSG",,,,,,,,,,,
20250613_skittlez,fish9_roi1,fish9_roi1,fish9_roi1,240,/clusterfs/vast/abcabc/Korra_Foundation/20250613_skittlez/fish9_roi1,korra,20250613,20250613_skittlez,fish9_roi1,fish9_roi1,9.0,fish9,,,roi1,1.0,,[],,20250613_skittlez,20250613,2025-06-13,2025-06-13,X:\abcabc\Korra_Foundation\20250613_skittlez,Jim (F2 of allele 316),Dennis (F2 of allele 318),sheet,20250613,2,inferred,20250613::20250613_skittlez::2,31,6,1,20250613-plate31-slot6-roi1,Jim (F2 of allele 316),Dennis (F2 of allele 318),jim (f2 of allele 316),dennis (f2 of allele 318),jim (f2 of allele 316),pDQM059,316,,,dennis (f2 of allele 318),pDQM036,318,,,pDQM059|pDQM036,316|318,,,gfp|nan,nan,nan,,nan,,X:/abcabc/Korra_Foundation/20250613_skittlez,,"phiC-NLS, 2xLynk:mSG",this cross is very good,,"phiC-NLS, 2xLynk:mSG",,,,,,,,,,,
20250616_mem-histone,fish1_24hpf_roi1_brain,fish1_24hpf_roi1_brain,fish1_24hpf_roi1_brain,1812,/clusterfs/vast/abcabc/Korra_Foundation/20250616_mem-histone/fish1_24hpf_roi1_brain,korra,20250616,20250616_mem-histone,fish1_24hpf_roi1_brain,fish1_24hpf_roi1_brain,1.0,fish1,24hpf,24.0,roi1,1.0,brain,['brain'],brain,20250616_mem-histone,20250616,2025-06-16,2025-06-16,X:\abcabc\Korra_Foundation\20250616_mem-histone\fish1,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),sheet,20250616,1,inferred,20250616::20250616_mem-histone::1,32,1,1,20250616-plate32-slot1-roi1,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xlynk:tdmsg(j) (f2 of allele 301),ef1a:2xlynk:tdmsg(j) (f2 of allele 301),ef1a:2xlynk:tdmsg(j) (f2 of allele 301),pDQM005,301,,,ef1a:2xlynk:tdmsg(j) (f2 of allele 301),pDQM005,301,,,pDQM005,301,,,tdmSG,2xLynk,membrane,tdmSG::2xLynk,membrane,tdmSG(membrane)|mScarlet3S2(histone),X:/abcabc/Korra_Foundation/20250616_mem-histone/fish1,,mScarlet3-S2:H2B,,,mScarlet3-S2:H2B,,mScarlet3S2,H2B,histone,mScarlet3S2::H2B,mScarlet3S2(histone),mScarlet3S2,H2B,histone,mScarlet3S2::H2B,mScarlet3S2(histone)
20250616_mem-histone,fish1_72hpf_roi1-ear,fish1_72hpf_roi1-ear,fish1_72hpf_roi1-ear,1144,/clusterfs/vast/abcabc/Korra_Foundation/20250616_mem-histone/fish1_72hpf_roi1-ear,korra,20250616,20250616_mem-histone,fish1_72hpf_roi1-ear,fish1_72hpf_roi1-ear,1.0,fish1,72hpf,72.0,,,roi1-ear,"['fish1', 'roi1-ear']",fish1|roi1-ear,20250616_mem-histone,20250616,2025-06-16,2025-06-16,X:\abcabc\Korra_Foundation\20250616_mem-histone\fish1,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),sheet,20250616,1,inferred,20250616::20250616_mem-histone::1,32,1,2,20250616-plate32-slot1-roi2,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xlynk:tdmsg(j) (f2 of allele 301),ef1a:2xlynk:tdmsg(j) (f2 of allele 301),ef1a:2xlynk:tdmsg(j) (f2 of allele 301),pDQM005,301,,,ef1a:2xlynk:tdmsg(j) (f2 of allele 301),pDQM005,301,,,pDQM005,301,,,tdmSG,2xLynk,membrane,tdmSG::2xLynk,membrane,tdmSG(membrane)|mScarlet3S2(histone),X:/abcabc/Korra_Foundation/20250616_mem-histone/fish1,,mScarlet3-S2:H2B,,,mScarlet3-S2:H2B,,mScarlet3S2,H2B,histone,mScarlet3S2::H2B,mScarlet3S2(histone),mScarlet3S2,H2B,histone,mScarlet3S2::H2B,mScarlet3S2(histone)
20250616_mem-histone,fish1_72hpf_roi2_muscle,fish1_72hpf_roi2_muscle,fish1_72hpf_roi2_muscle,8600,/clusterfs/vast/abcabc/Korra_Foundation/20250616_mem-histone/fish1_72hpf_roi2_muscle,korra,20250616,20250616_mem-histone,fish1_72hpf_roi2_muscle,fish1_72hpf_roi2_muscle,1.0,fish1,72hpf,72.0,roi2,2.0,muscle,['muscle'],muscle,20250616_mem-histone,20250616,2025-06-16,2025-06-16,X:\abcabc\Korra_Foundation\20250616_mem-histone\fish1,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),sheet,20250616,1,inferred,20250616::20250616_mem-histone::1,32,1,3,20250616-plate32-slot1-roi3,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xlynk:tdmsg(j) (f2 of allele 301),ef1a:2xlynk:tdmsg(j) (f2 of allele 301),ef1a:2xlynk:tdmsg(j) (f2 of allele 301),pDQM005,301,,,ef1a:2xlynk:tdmsg(j) (f2 of allele 301),pDQM005,301,,,pDQM005,301,,,tdmSG,2xLynk,membrane,tdmSG::2xLynk,membrane,tdmSG(membrane)|mScarlet3S2(histone),X:/abcabc/Korra_Foundation/20250616_mem-histone/fish1,,mScarlet3-S2:H2B,,,mScarlet3-S2:H2B,,mScarlet3S2,H2B,histone,mScarlet3S2::H2B,mScarlet3S2(histone),mScarlet3S2,H2B,histone,mScarlet3S2::H2B,mScarlet3S2(histone)
20250616_mem-histone,fish2_24hpf_roi1_brain,fish2_24hpf_roi1_brain,fish2_24hpf_roi1_brain,3248,/clusterfs/vast/abcabc/Korra_Foundation/20250616_mem-histone/fish2_24hpf_roi1_brain,korra,20250616,20250616_mem-histone,fish2_24hpf_roi1_brain,fish2_24hpf_roi1_brain,2.0,fish2,24hpf,24.0,roi1,1.0,brain,['brain'],brain,20250616_mem-histone,20250616,2025-06-16,2025-06-16,X:\abcabc\Korra_Foundation\20250616_mem-histone\fish1,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),sheet,20250616,1,inferred,20250616::20250616_mem-histone::1,32,2,1,20250616-plate32-slot2-roi1,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xlynk:tdmsg(j) (f2 of allele 301),ef1a:2xlynk:tdmsg(j) (f2 of allele 301),ef1a:2xlynk:tdmsg(j) (f2 of allele 301),pDQM005,301,,,ef1a:2xlynk:tdmsg(j) (f2 of allele 301),pDQM005,301,,,pDQM005,301,,,tdmSG,2xLynk,membrane,tdmSG::2xLynk,membrane,tdmSG(membrane)|mScarlet3S2(histone),X:/abcabc/Korra_Foundation/20250616_mem-histone/fish1,,mScarlet3-S2:H2B,,,mScarlet3-S2:H2B,,mScarlet3S2,H2B,histone,mScarlet3S2::H2B,mScarlet3S2(histone),mScarlet3S2,H2B,histone,mScarlet3S2::H2B,mScarlet3S2(histone)
20250616_mem-histone,fish3_24hpf_roi1_brain,fish3_24hpf_roi1_brain,fish3_24hpf_roi1_brain,3584,/clusterfs/vast/abcabc/Korra_Foundation/20250616_mem-histone/fish3_24hpf_roi1_brain,korra,20250616,20250616_mem-histone,fish3_24hpf_roi1_brain,fish3_24hpf_roi1_brain,3.0,fish3,24hpf,24.0,roi1,1.0,brain,['brain'],brain,20250616_mem-histone,20250616,2025-06-16,2025-06-16,X:\abcabc\Korra_Foundation\20250616_mem-histone\fish1,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),sheet,20250616,1,inferred,20250616::20250616_mem-histone::1,32,3,1,20250616-plate32-slot3-roi1,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xlynk:tdmsg(j) (f2 of allele 301),ef1a:2xlynk:tdmsg(j) (f2 of allele 301),ef1a:2xlynk:tdmsg(j) (f2 of allele 301),pDQM005,301,,,ef1a:2xlynk:tdmsg(j) (f2 of allele 301),pDQM005,301,,,pDQM005,301,,,tdmSG,2xLynk,membrane,tdmSG::2xLynk,membrane,tdmSG(membrane)|mScarlet3S2(histone),X:/abcabc/Korra_Foundation/20250616_mem-histone/fish1,,mScarlet3-S2:H2B,,,mScarlet3-S2:H2B,,mScarlet3S2,H2B,histone,mScarlet3S2::H2B,mScarlet3S2(histone),mScarlet3S2,H2B,histone,mScarlet3S2::H2B,mScarlet3S2(histone)
20250616_mem-histone,fish4_24hpf_roi1_brain,fish4_24hpf_roi1_brain,fish4_24hpf_roi1_brain,1664,/clusterfs/vast/abcabc/Korra_Foundation/20250616_mem-histone/fish4_24hpf_roi1_brain,korra,20250616,20250616_mem-histone,fish4_24hpf_roi1_brain,fish4_24hpf_roi1_brain,4.0,fish4,24hpf,24.0,roi1,1.0,brain,['brain'],brain,20250616_mem-histone,20250616,2025-06-16,2025-06-16,X:\abcabc\Korra_Foundation\20250616_mem-histone\fish1,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),sheet,20250616,1,inferred,20250616::20250616_mem-histone::1,32,4,1,20250616-plate32-slot4-roi1,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xlynk:tdmsg(j) (f2 of allele 301),ef1a:2xlynk:tdmsg(j) (f2 of allele 301),ef1a:2xlynk:tdmsg(j) (f2 of allele 301),pDQM005,301,,,ef1a:2xlynk:tdmsg(j) (f2 of allele 301),pDQM005,301,,,pDQM005,301,,,tdmSG,2xLynk,membrane,tdmSG::2xLynk,membrane,tdmSG(membrane)|mScarlet3S2(histone),X:/abcabc/Korra_Foundation/20250616_mem-histone/fish1,,mScarlet3-S2:H2B,,,mScarlet3-S2:H2B,,mScarlet3S2,H2B,histone,mScarlet3S2::H2B,mScarlet3S2(histone),mScarlet3S2,H2B,histone,mScarlet3S2::H2B,mScarlet3S2(histone)
20250618_skittlez,fish10_roi1,fish10_roi1,fish10_roi1,72,/clusterfs/vast/abcabc/Korra_Foundation/20250618_skittlez/fish10_roi1,korra,20250618,20250618_skittlez,fish10_roi1,fish10_roi1,10.0,fish10,,,roi1,1.0,,[],,20250618_skittlez,20250618,2025-06-18,2025-06-18,X:\abcabc\Korra_Foundation\20250618_skittlez,Ben (F2 of allele 310),Abe (F2 of allele 309),sheet,20250618,1,inferred,20250618::20250618_skittlez::1,33,2,1,20250618-plate33-slot2-roi1,Ben (F2 of allele 310),Abe (F2 of allele 309),ben (f2 of allele 310),abe (f2 of allele 309),ben (f2 of allele 310),pDQM034,310,,,abe (f2 of allele 309),pDQM034,309,,,pDQM034,310|309,,,mKate2|mCitrine|Electra2|mKOK|mTFP1,nan,nan,,nan,,X:/abcabc/Korra_Foundation/20250618_skittlez,,"phiC-NLS, 2xLynk:mSG",,,"phiC-NLS, 2xLynk:mSG",,,,,,,,,,,
20250618_skittlez,fish10_roi2,fish10_roi2,fish10_roi2,72,/clusterfs/vast/abcabc/Korra_Foundation/20250618_skittlez/fish10_roi2,korra,20250618,20250618_skittlez,fish10_roi2,fish10_roi2,10.0,fish10,,,roi2,2.0,,[],,20250618_skittlez,20250618,2025-06-18,2025-06-18,X:\abcabc\Korra_Foundation\20250618_skittlez,Ben (F2 of allele 310),Abe (F2 of allele 309),sheet,20250618,1,inferred,20250618::20250618_skittlez::1,33,2,2,20250618-plate33-slot2-roi2,Ben (F2 of allele 310),Abe (F2 of allele 309),ben (f2 of allele 310),abe (f2 of allele 309),ben (f2 of allele 310),pDQM034,310,,,abe (f2 of allele 309),pDQM034,309,,,pDQM034,310|309,,,mKate2|mCitrine|Electra2|mKOK|mTFP1,nan,nan,,nan,,X:/abcabc/Korra_Foundation/20250618_skittlez,,"phiC-NLS, 2xLynk:mSG",,,"phiC-NLS, 2xLynk:mSG",,,,,,,,,,,
20250618_skittlez,fish10_roi3,fish10_roi3,fish10_roi3,72,/clusterfs/vast/abcabc/Korra_Foundation/20250618_skittlez/fish10_roi3,korra,20250618,20250618_skittlez,fish10_roi3,fish10_roi3,10.0,fish10,,,roi3,3.0,,[],,20250618_skittlez,20250618,2025-06-18,2025-06-18,X:\abcabc\Korra_Foundation\20250618_skittlez,Ben (F2 of allele 310),Abe (F2 of allele 309),sheet,20250618,1,inferred,20250618::20250618_skittlez::1,33,2,3,20250618-plate33-slot2-roi3,Ben (F2 of allele 310),Abe (F2 of allele 309),ben (f2 of allele 310),abe (f2 of allele 309),ben (f2 of allele 310),pDQM034,310,,,abe (f2 of allele 309),pDQM034,309,,,pDQM034,310|309,,,mKate2|mCitrine|Electra2|mKOK|mTFP1,nan,nan,,nan,,X:/abcabc/Korra_Foundation/20250618_skittlez,,"phiC-NLS, 2xLynk:mSG",,,"phiC-NLS, 2xLynk:mSG",,,,,,,,,,,
20250618_skittlez,fish10_roi4,fish10_roi4,fish10_roi4,72,/clusterfs/vast/abcabc/Korra_Foundation/20250618_skittlez/fish10_roi4,korra,20250618,20250618_skittlez,fish10_roi4,fish10_roi4,10.0,fish10,,,roi4,4.0,,[],,20250618_skittlez,20250618,2025-06-18,2025-06-18,X:\abcabc\Korra_Foundation\20250618_skittlez,Ben (F2 of allele 310),Abe (F2 of allele 309),sheet,20250618,1,inferred,20250618::20250618_skittlez::1,33,2,4,20250618-plate33-slot2-roi4,Ben (F2 of allele 310),Abe (F2 of allele 309),ben (f2 of allele 310),abe (f2 of allele 309),ben (f2 of allele 310),pDQM034,310,,,abe (f2 of allele 309),pDQM034,309,,,pDQM034,310|309,,,mKate2|mCitrine|Electra2|mKOK|mTFP1,nan,nan,,nan,,X:/abcabc/Korra_Foundation/20250618_skittlez,,"phiC-NLS, 2xLynk:mSG",,,"phiC-NLS, 2xLynk:mSG",,,,,,,,,,,
20250618_skittlez,fish11_roi1,fish11_roi1,fish11_roi1,90,/clusterfs/vast/abcabc/Korra_Foundation/20250618_skittlez/fish11_roi1,korra,20250618,20250618_skittlez,fish11_roi1,fish11_roi1,11.0,fish11,,,roi1,1.0,,[],,20250618_skittlez,20250618,2025-06-18,2025-06-18,X:\abcabc\Korra_Foundation\20250618_skittlez,Ben (F2 of allele 310),Abe (F2 of allele 309),sheet,20250618,1,inferred,20250618::20250618_skittlez::1,33,3,1,20250618-plate33-slot3-roi1,Ben (F2 of allele 310),Abe (F2 of allele 309),ben (f2 of allele 310),abe (f2 of allele 309),ben (f2 of allele 310),pDQM034,310,,,abe (f2 of allele 309),pDQM034,309,,,pDQM034,310|309,,,mKate2|mCitrine|Electra2|mKOK|mTFP1,nan,nan,,nan,,X:/abcabc/Korra_Foundation/20250618_skittlez,,"phiC-NLS, 2xLynk:mSG",,,"phiC-NLS, 2xLynk:mSG",,,,,,,,,,,
20250618_skittlez,fish1_roi1,fish1_roi1,fish1_roi1,24,/clusterfs/vast/abcabc/Korra_Foundation/20250618_skittlez/fish1_roi1,korra,20250618,20250618_skittlez,fish1_roi1,fish1_roi1,1.0,fish1,,,roi1,1.0,,[],,20250618_skittlez,20250618,2025-06-18,2025-06-18,X:\abcabc\Korra_Foundation\20250618_skittlez,Ben (F2 of allele 310),Abe (F2 of allele 309),sheet,20250618,1,inferred,20250618::20250618_skittlez::1,33,1,1,20250618-plate33-slot1-roi1,Ben (F2 of allele 310),Abe (F2 of allele 309),ben (f2 of allele 310),abe (f2 of allele 309),ben (f2 of allele 310),pDQM034,310,,,abe (f2 of allele 309),pDQM034,309,,,pDQM034,310|309,,,mKate2|mCitrine|Electra2|mKOK|mTFP1,nan,nan,,nan,,X:/abcabc/Korra_Foundation/20250618_skittlez,,"phiC-NLS, 2xLynk:mSG",,,"phiC-NLS, 2xLynk:mSG",,,,,,,,,,,
