roi_dir,bruker_roi_id,plate_date,plate_id_filled,slot_id_filled,roi_index_within_slot,dataset_slug,experiment_folder,fish_id,fish_number,fish_age_hpf,roi_anatomy,roi_tiffs,date_experiment,Date imaged,date_mount,genotype_base_codes,genotype_allele_codes,treatment_plasmid_plasmid_base_code,treatment_rna_rna_base_code,genotype_marker_fluor_codes,genotype_marker_tag_codes,genotype_marker_localizations,genotype_marker_fusion_labels,all_unique_organelles,all_fluor_organelles,link_source
/clusterfs/vast/abcabc/Aang_Foundation/20250905_lifeact-mSG/fish2_72hpf_roi3,20250905-plate81-slot1-roi3,20250905.0,81.0,1.0,3.0,20250905_lifeact-mSG,20250905_lifeact-mSG,fish2,2.0,72.0,,816,20250905_lifeact-mSG,2025-09-05,2025-09-05,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250905_lifeact-mSG/fish2_72hpf_roi4,20250905-plate81-slot1-roi4,20250905.0,81.0,1.0,4.0,20250905_lifeact-mSG,20250905_lifeact-mSG,fish2,2.0,72.0,,816,20250905_lifeact-mSG,2025-09-05,2025-09-05,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish1_24hpf_roi1,20250908-plate82-slot1-roi1,20250908.0,82.0,1.0,1.0,20250908_mem-mito,20250908_mem-mito,fish1,1.0,24.0,,332,20250908_mem-mito,2025-09-08,2025-09-08,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish1_24hpf_roi2,20250908-plate82-slot1-roi2,20250908.0,82.0,1.0,2.0,20250908_mem-mito,20250908_mem-mito,fish1,1.0,24.0,,1188,20250908_mem-mito,2025-09-08,2025-09-08,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish1_24hpf_roi3,20250908-plate82-slot1-roi3,20250908.0,82.0,1.0,3.0,20250908_mem-mito,20250908_mem-mito,fish1,1.0,24.0,,450,20250908_mem-mito,2025-09-08,2025-09-08,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish1_24hpf_roi4,20250908-plate82-slot1-roi4,20250908.0,82.0,1.0,4.0,20250908_mem-mito,20250908_mem-mito,fish1,1.0,24.0,,450,20250908_mem-mito,2025-09-08,2025-09-08,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_24hpf_roi1,20250908-plate82-slot2-roi1,20250908.0,82.0,2.0,1.0,20250908_mem-mito,20250908_mem-mito,fish2,2.0,24.0,,450,20250908_mem-mito,2025-09-08,2025-09-08,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_24hpf_roi2,20250908-plate82-slot2-roi2,20250908.0,82.0,2.0,2.0,20250908_mem-mito,20250908_mem-mito,fish2,2.0,24.0,,300,20250908_mem-mito,2025-09-08,2025-09-08,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_24hpf_roi3,20250908-plate82-slot2-roi3,20250908.0,82.0,2.0,3.0,20250908_mem-mito,20250908_mem-mito,fish2,2.0,24.0,,4,20250908_mem-mito,2025-09-08,2025-09-08,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi1,20250908-plate82-slot2-roi4,20250908.0,82.0,2.0,4.0,20250908_mem-mito,20250908_mem-mito,fish2,2.0,72.0,,2000,20250908_mem-mito,2025-09-08,2025-09-08,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi2,20250908-plate82-slot2-roi5,20250908.0,82.0,2.0,5.0,20250908_mem-mito,20250908_mem-mito,fish2,2.0,72.0,,1200,20250908_mem-mito,2025-09-08,2025-09-08,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi3,20250908-plate82-slot2-roi6,20250908.0,82.0,2.0,6.0,20250908_mem-mito,20250908_mem-mito,fish2,2.0,72.0,,1200,20250908_mem-mito,2025-09-08,2025-09-08,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi4,20250908-plate82-slot2-roi7,20250908.0,82.0,2.0,7.0,20250908_mem-mito,20250908_mem-mito,fish2,2.0,72.0,,1200,20250908_mem-mito,2025-09-08,2025-09-08,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi5,20250908-plate82-slot2-roi8,20250908.0,82.0,2.0,8.0,20250908_mem-mito,20250908_mem-mito,fish2,2.0,72.0,,1200,20250908_mem-mito,2025-09-08,2025-09-08,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish4_24hpf_roi1,20250908-plate82-slot3-roi1,20250908.0,82.0,3.0,1.0,20250908_mem-mito,20250908_mem-mito,fish4,4.0,24.0,,300,20250908_mem-mito,2025-09-08,2025-09-08,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish4_24hpf_roi2,20250908-plate82-slot3-roi2,20250908.0,82.0,3.0,2.0,20250908_mem-mito,20250908_mem-mito,fish4,4.0,24.0,,300,20250908_mem-mito,2025-09-08,2025-09-08,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish4_24hpf_roi3,20250908-plate82-slot3-roi3,20250908.0,82.0,3.0,3.0,20250908_mem-mito,20250908_mem-mito,fish4,4.0,24.0,,300,20250908_mem-mito,2025-09-08,2025-09-08,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish5_24hpf_roi1,20250908-plate82-slot4-roi1,20250908.0,82.0,4.0,1.0,20250908_mem-mito,20250908_mem-mito,fish5,5.0,24.0,,300,20250908_mem-mito,2025-09-08,2025-09-08,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish5_24hpf_roi2,20250908-plate82-slot4-roi2,20250908.0,82.0,4.0,2.0,20250908_mem-mito,20250908_mem-mito,fish5,5.0,24.0,,300,20250908_mem-mito,2025-09-08,2025-09-08,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish5_24hpf_roi3,20250908-plate82-slot4-roi3,20250908.0,82.0,4.0,3.0,20250908_mem-mito,20250908_mem-mito,fish5,5.0,24.0,,300,20250908_mem-mito,2025-09-08,2025-09-08,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish5_24hpf_roi4,20250908-plate82-slot4-roi4,20250908.0,82.0,4.0,4.0,20250908_mem-mito,20250908_mem-mito,fish5,5.0,24.0,,300,20250908_mem-mito,2025-09-08,2025-09-08,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish6_24hpf_roi1,20250908-plate82-slot5-roi1,20250908.0,82.0,5.0,1.0,20250908_mem-mito,20250908_mem-mito,fish6,6.0,24.0,,300,20250908_mem-mito,2025-09-08,2025-09-08,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish6_24hpf_roi2,20250908-plate82-slot5-roi2,20250908.0,82.0,5.0,2.0,20250908_mem-mito,20250908_mem-mito,fish6,6.0,24.0,,300,20250908_mem-mito,2025-09-08,2025-09-08,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish6_24hpf_roi3,20250908-plate82-slot5-roi3,20250908.0,82.0,5.0,3.0,20250908_mem-mito,20250908_mem-mito,fish6,6.0,24.0,,300,20250908_mem-mito,2025-09-08,2025-09-08,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250911_mem-mito/fish1_48hpf_roi1,20250911-plate83-slot1-roi1,20250911.0,83.0,1.0,1.0,20250911_mem-mito,20250911_mem-mito,fish1,1.0,48.0,,400,20250911_mem-mito,2025-09-11,2025-09-11,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250911_mem-mito/fish1_48hpf_roi2,20250911-plate83-slot1-roi2,20250911.0,83.0,1.0,2.0,20250911_mem-mito,20250911_mem-mito,fish1,1.0,48.0,,400,20250911_mem-mito,2025-09-11,2025-09-11,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250911_mem-mito/fish1_48hpf_roi3,20250911-plate83-slot1-roi3,20250911.0,83.0,1.0,3.0,20250911_mem-mito,20250911_mem-mito,fish1,1.0,48.0,,400,20250911_mem-mito,2025-09-11,2025-09-11,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250911_mem-mito/fish1_48hpf_roi4,20250911-plate83-slot1-roi4,20250911.0,83.0,1.0,4.0,20250911_mem-mito,20250911_mem-mito,fish1,1.0,48.0,,400,20250911_mem-mito,2025-09-11,2025-09-11,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250911_mem-mito/fish1_48hpf_roi5,20250911-plate83-slot1-roi5,20250911.0,83.0,1.0,5.0,20250911_mem-mito,20250911_mem-mito,fish1,1.0,48.0,,400,20250911_mem-mito,2025-09-11,2025-09-11,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250911_mem-mito/fish2_48hpf_roi1,20250911-plate83-slot2-roi1,20250911.0,83.0,2.0,1.0,20250911_mem-mito,20250911_mem-mito,fish2,2.0,48.0,,400,20250911_mem-mito,2025-09-11,2025-09-11,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250911_mem-mito/fish2_48hpf_roi2,20250911-plate83-slot2-roi2,20250911.0,83.0,2.0,2.0,20250911_mem-mito,20250911_mem-mito,fish2,2.0,48.0,,400,20250911_mem-mito,2025-09-11,2025-09-11,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250911_mem-mito/fish2_48hpf_roi3,20250911-plate83-slot2-roi3,20250911.0,83.0,2.0,3.0,20250911_mem-mito,20250911_mem-mito,fish2,2.0,48.0,,400,20250911_mem-mito,2025-09-11,2025-09-11,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250912_mem-mito/fish1_72hpf_roi1,20250912-plate84-slot1-roi1,20250912.0,84.0,1.0,1.0,20250912_mem-mito,20250912_mem-mito,fish1,1.0,72.0,,400,20250912_mem-mito,2025-09-12,2025-09-12,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250912_mem-mito/fish1_72hpf_roi2,20250912-plate84-slot1-roi2,20250912.0,84.0,1.0,2.0,20250912_mem-mito,20250912_mem-mito,fish1,1.0,72.0,,200,20250912_mem-mito,2025-09-12,2025-09-12,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250912_mem-mito/fish1_72hpf_roi3,20250912-plate84-slot1-roi3,20250912.0,84.0,1.0,3.0,20250912_mem-mito,20250912_mem-mito,fish1,1.0,72.0,,350,20250912_mem-mito,2025-09-12,2025-09-12,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250912_mem-mito/fish1_72hpf_roi4,20250912-plate84-slot1-roi4,20250912.0,84.0,1.0,4.0,20250912_mem-mito,20250912_mem-mito,fish1,1.0,72.0,,350,20250912_mem-mito,2025-09-12,2025-09-12,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250912_mem-mito/fish2_72hpf_roi1,20250912-plate84-slot2-roi1,20250912.0,84.0,2.0,1.0,20250912_mem-mito,20250912_mem-mito,fish2,2.0,72.0,,350,20250912_mem-mito,2025-09-12,2025-09-12,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250912_mem-mito/fish2_72hpf_roi2,20250912-plate84-slot2-roi2,20250912.0,84.0,2.0,2.0,20250912_mem-mito,20250912_mem-mito,fish2,2.0,72.0,,200,20250912_mem-mito,2025-09-12,2025-09-12,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250912_mem-mito/fish2_72hpf_roi3,20250912-plate84-slot2-roi3,20250912.0,84.0,2.0,3.0,20250912_mem-mito,20250912_mem-mito,fish2,2.0,72.0,,400,20250912_mem-mito,2025-09-12,2025-09-12,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250912_mem-mito/fish2_72hpf_roi4,20250912-plate84-slot2-roi4,20250912.0,84.0,2.0,4.0,20250912_mem-mito,20250912_mem-mito,fish2,2.0,72.0,,350,20250912_mem-mito,2025-09-12,2025-09-12,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250912_mem-mito/fish3_72hpf_roi1,20250912-plate84-slot3-roi1,20250912.0,84.0,3.0,1.0,20250912_mem-mito,20250912_mem-mito,fish3,3.0,72.0,,400,20250912_mem-mito,2025-09-12,2025-09-12,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250912_mem-mito/fish3_72hpf_roi10,20250912-plate84-slot3-roi2,20250912.0,84.0,3.0,2.0,20250912_mem-mito,20250912_mem-mito,fish3,3.0,72.0,,300,20250912_mem-mito,2025-09-12,2025-09-12,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250912_mem-mito/fish3_72hpf_roi11,20250912-plate84-slot3-roi3,20250912.0,84.0,3.0,3.0,20250912_mem-mito,20250912_mem-mito,fish3,3.0,72.0,,400,20250912_mem-mito,2025-09-12,2025-09-12,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250912_mem-mito/fish3_72hpf_roi12,20250912-plate84-slot3-roi4,20250912.0,84.0,3.0,4.0,20250912_mem-mito,20250912_mem-mito,fish3,3.0,72.0,,400,20250912_mem-mito,2025-09-12,2025-09-12,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250912_mem-mito/fish3_72hpf_roi2,20250912-plate84-slot3-roi5,20250912.0,84.0,3.0,5.0,20250912_mem-mito,20250912_mem-mito,fish3,3.0,72.0,,350,20250912_mem-mito,2025-09-12,2025-09-12,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250912_mem-mito/fish3_72hpf_roi3,20250912-plate84-slot3-roi6,20250912.0,84.0,3.0,6.0,20250912_mem-mito,20250912_mem-mito,fish3,3.0,72.0,,400,20250912_mem-mito,2025-09-12,2025-09-12,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250912_mem-mito/fish3_72hpf_roi4,20250912-plate84-slot3-roi7,20250912.0,84.0,3.0,7.0,20250912_mem-mito,20250912_mem-mito,fish3,3.0,72.0,,400,20250912_mem-mito,2025-09-12,2025-09-12,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250912_mem-mito/fish3_72hpf_roi5,20250912-plate84-slot3-roi8,20250912.0,84.0,3.0,8.0,20250912_mem-mito,20250912_mem-mito,fish3,3.0,72.0,,400,20250912_mem-mito,2025-09-12,2025-09-12,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250912_mem-mito/fish3_72hpf_roi6,20250912-plate84-slot3-roi9,20250912.0,84.0,3.0,9.0,20250912_mem-mito,20250912_mem-mito,fish3,3.0,72.0,,400,20250912_mem-mito,2025-09-12,2025-09-12,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250912_mem-mito/fish3_72hpf_roi7,20250912-plate84-slot3-roi10,20250912.0,84.0,3.0,10.0,20250912_mem-mito,20250912_mem-mito,fish3,3.0,72.0,,400,20250912_mem-mito,2025-09-12,2025-09-12,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250912_mem-mito/fish3_72hpf_roi8,20250912-plate84-slot3-roi11,20250912.0,84.0,3.0,11.0,20250912_mem-mito,20250912_mem-mito,fish3,3.0,72.0,,400,20250912_mem-mito,2025-09-12,2025-09-12,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250912_mem-mito/fish3_72hpf_roi9,20250912-plate84-slot3-roi12,20250912.0,84.0,3.0,12.0,20250912_mem-mito,20250912_mem-mito,fish3,3.0,72.0,,350,20250912_mem-mito,2025-09-12,2025-09-12,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250912_mem-mito/fish4_72hpf_roi1,20250912-plate84-slot4-roi1,20250912.0,84.0,4.0,1.0,20250912_mem-mito,20250912_mem-mito,fish4,4.0,72.0,,400,20250912_mem-mito,2025-09-12,2025-09-12,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250912_mem-mito/fish4_72hpf_roi2,20250912-plate84-slot4-roi2,20250912.0,84.0,4.0,2.0,20250912_mem-mito,20250912_mem-mito,fish4,4.0,72.0,,300,20250912_mem-mito,2025-09-12,2025-09-12,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250912_mem-mito/fish4_72hpf_roi3,20250912-plate84-slot4-roi3,20250912.0,84.0,4.0,3.0,20250912_mem-mito,20250912_mem-mito,fish4,4.0,72.0,,200,20250912_mem-mito,2025-09-12,2025-09-12,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250912_mem-mito/fish4_72hpf_roi4,20250912-plate84-slot4-roi4,20250912.0,84.0,4.0,4.0,20250912_mem-mito,20250912_mem-mito,fish4,4.0,72.0,,200,20250912_mem-mito,2025-09-12,2025-09-12,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250912_mem-mito/fish4_72hpf_roi5,20250912-plate84-slot4-roi5,20250912.0,84.0,4.0,5.0,20250912_mem-mito,20250912_mem-mito,fish4,4.0,72.0,,300,20250912_mem-mito,2025-09-12,2025-09-12,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250912_mem-mito/fish4_72hpf_roi6,20250912-plate84-slot4-roi6,20250912.0,84.0,4.0,6.0,20250912_mem-mito,20250912_mem-mito,fish4,4.0,72.0,,350,20250912_mem-mito,2025-09-12,2025-09-12,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250915_mem-mito/fish1_72hpf_roi1,20250915-plate85-slot1-roi1,20250915.0,85.0,1.0,1.0,20250915_mem-mito,20250915_mem-mito,fish1,1.0,72.0,,250,20250915_mem-mito,2025-09-15,2025-09-15,pSWIN05,is05,,,,,,,,,sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250915_mem-mito/fish1_72hpf_roi2,20250915-plate85-slot1-roi2,20250915.0,85.0,1.0,2.0,20250915_mem-mito,20250915_mem-mito,fish1,1.0,72.0,,250,20250915_mem-mito,2025-09-15,2025-09-15,pSWIN05,is05,,,,,,,,,sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250915_mem-mito/fish1_72hpf_roi3,20250915-plate85-slot1-roi3,20250915.0,85.0,1.0,3.0,20250915_mem-mito,20250915_mem-mito,fish1,1.0,72.0,,200,20250915_mem-mito,2025-09-15,2025-09-15,pSWIN05,is05,,,,,,,,,sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250915_mem-mito/fish1_72hpf_roi4,20250915-plate85-slot1-roi4,20250915.0,85.0,1.0,4.0,20250915_mem-mito,20250915_mem-mito,fish1,1.0,72.0,,350,20250915_mem-mito,2025-09-15,2025-09-15,pSWIN05,is05,,,,,,,,,sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250915_mem-mito/fish1_72hpf_roi5,20250915-plate85-slot1-roi5,20250915.0,85.0,1.0,5.0,20250915_mem-mito,20250915_mem-mito,fish1,1.0,72.0,,200,20250915_mem-mito,2025-09-15,2025-09-15,pSWIN05,is05,,,,,,,,,sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250915_mem-mito/fish2_72hpf_roi1,20250915-plate85-slot2-roi1,20250915.0,85.0,2.0,1.0,20250915_mem-mito,20250915_mem-mito,fish2,2.0,72.0,,350,20250915_mem-mito,2025-09-15,2025-09-15,pSWIN05,is05,,,,,,,,,sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250915_mem-mito/fish2_72hpf_roi2,20250915-plate85-slot2-roi2,20250915.0,85.0,2.0,2.0,20250915_mem-mito,20250915_mem-mito,fish2,2.0,72.0,,250,20250915_mem-mito,2025-09-15,2025-09-15,pSWIN05,is05,,,,,,,,,sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250915_mem-mito/fish2_72hpf_roi3,20250915-plate85-slot2-roi3,20250915.0,85.0,2.0,3.0,20250915_mem-mito,20250915_mem-mito,fish2,2.0,72.0,,200,20250915_mem-mito,2025-09-15,2025-09-15,pSWIN05,is05,,,,,,,,,sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250915_mem-mito/fish3_72hpf_roi1,20250915-plate85-slot3-roi1,20250915.0,85.0,3.0,1.0,20250915_mem-mito,20250915_mem-mito,fish3,3.0,72.0,,250,20250915_mem-mito,2025-09-15,2025-09-15,pSWIN05,is05,,,,,,,,,sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250915_mem-mito/fish3_72hpf_roi2,20250915-plate85-slot3-roi2,20250915.0,85.0,3.0,2.0,20250915_mem-mito,20250915_mem-mito,fish3,3.0,72.0,,400,20250915_mem-mito,2025-09-15,2025-09-15,pSWIN05,is05,,,,,,,,,sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250915_mem-mito/fish3_72hpf_roi3,20250915-plate85-slot3-roi3,20250915.0,85.0,3.0,3.0,20250915_mem-mito,20250915_mem-mito,fish3,3.0,72.0,,300,20250915_mem-mito,2025-09-15,2025-09-15,pSWIN05,is05,,,,,,,,,sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250915_mem-mito/fish3_72hpf_roi4,20250915-plate85-slot3-roi4,20250915.0,85.0,3.0,4.0,20250915_mem-mito,20250915_mem-mito,fish3,3.0,72.0,,400,20250915_mem-mito,2025-09-15,2025-09-15,pSWIN05,is05,,,,,,,,,sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250915_mem-mito/fish3_72hpf_roi5,20250915-plate85-slot3-roi5,20250915.0,85.0,3.0,5.0,20250915_mem-mito,20250915_mem-mito,fish3,3.0,72.0,,250,20250915_mem-mito,2025-09-15,2025-09-15,pSWIN05,is05,,,,,,,,,sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250915_mem-mito/fish3_72hpf_roi6,20250915-plate85-slot3-roi6,20250915.0,85.0,3.0,6.0,20250915_mem-mito,20250915_mem-mito,fish3,3.0,72.0,,400,20250915_mem-mito,2025-09-15,2025-09-15,pSWIN05,is05,,,,,,,,,sheet
