fish_name,plasmid_name,operator,performed_at,batch_label,injection_mix,injection_notes,enzyme
mem-tdmSG,pDQM005,DQM,8/16/24,pDQM005+tol2,2 nl of 25ng/ul pDQM005 + 25ng/ul tol2 mRNA,,tol2
