roi_path	n_tiffs
/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish5_72hpf_roi1	464
/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish5_72hpf_roi2	356
/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish5_72hpf_roi3	302
/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish5_72hpf_roi4	248
/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish6_72hpf_roi1	464
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish1_24hpf_roi1	754
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish1_24hpf_roi2	592
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish1_24hpf_roi3	522
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish2_24hpf_roi1	592
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish2_24hpf_roi2	522
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish2_24hpf_roi3	592
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish4_24hpf_roi1	528
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish4_24hpf_roi2	462
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish4_24hpf_roi3	330
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish5_24hpf_roi1	462
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish5_24hpf_roi2	528
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish5_24hpf_roi3	330
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish5_24hpf_roi4	330
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish7_24hpf_roi1	528
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish7_24hpf_roi2	462
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish7_24hpf_roi3	528
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish7_24hpf_roi4	330
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish7_24hpf_roi5	264
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish8_24hpf_roi1	462
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish8_24hpf_roi2	462
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish8_24hpf_roi3	330
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish8_24hpf_roi4	330
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish8_24hpf_roi5	396
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish1_72hpf_roi1	472
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish1_72hpf_roi2	464
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish1_72hpf_roi3	464
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish1_72hpf_roi4	464
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish1_72hpf_roi5	164
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish1_72hpf_roi6	464
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish1_72hpf_roi7	464
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish1_72hpf_roi8	464
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish2_72hpf_roi1	400
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish2_72hpf_roi2	400
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish2_72hpf_roi3	400
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish2_72hpf_roi4	400
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish4_72hpf_roi1	400
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish5_72hpf_roi1	400
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish5_72hpf_roi2	400
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish5_72hpf_roi3	400
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish5_72hpf_roi4	400
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish1_24hpf_roi1	612
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish1_24hpf_roi2	600
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish1_24hpf_roi3	608
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish1_24hpf_roi4	482
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish1_24hpf_roi5	244
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish1_24hpf_roi6	308
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish2_24hpf_roi1	478
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish2_24hpf_roi2	480
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish3_24hpf_roi1	976
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish3_24hpf_roi1_test	16
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish3_24hpf_roi3	480
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish3_24hpf_roi4	478
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish3_24hpf_roi5	480
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish3_24hpf_roi6	480
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish3_24hpf_roi7	476
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish4_24hpf_roi1	478
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish4_24hpf_roi2	480
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish4_24hpf_roi3	634
/clusterfs/vast/abcabc/Aang_Foundation/20250925_mem-mito/fish1_48hpf_roi1	726
/clusterfs/vast/abcabc/Aang_Foundation/20250925_mem-mito/fish1_48hpf_roi2	726
/clusterfs/vast/abcabc/Aang_Foundation/20250925_mem-mito/fish1_48hpf_roi3	734
/clusterfs/vast/abcabc/Aang_Foundation/20250925_mem-mito/fish3_48hpf_roi1	736
/clusterfs/vast/abcabc/Aang_Foundation/20250925_mem-mito/fish3_48hpf_roi2	732
/clusterfs/vast/abcabc/Aang_Foundation/20250925_mem-mito/fish3_48hpf_roi3	738
/clusterfs/vast/abcabc/Aang_Foundation/20250925_mem-mito/fish3_48hpf_roi4	740
/clusterfs/vast/abcabc/Aang_Foundation/20250926_mem-mito/fish1_48hpf_roi1	505
/clusterfs/vast/abcabc/Aang_Foundation/20250926_mem-mito/fish1_48hpf_roi2	722
/clusterfs/vast/abcabc/Aang_Foundation/20250926_mem-mito/fish1_48hpf_roi3	726
/clusterfs/vast/abcabc/Aang_Foundation/20250926_mem-mito/fish1_48hpf_roi4	730
/clusterfs/vast/abcabc/Aang_Foundation/20250926_mem-mito/fish2_48hpf_roi1	726
/clusterfs/vast/abcabc/Aang_Foundation/20250926_mem-mito/fish2_48hpf_roi2	838
/clusterfs/vast/abcabc/Aang_Foundation/20250926_mem-mito/fish2_48hpf_roi3	726
/clusterfs/vast/abcabc/Aang_Foundation/20250926_mem-mito/fish2_48hpf_roi4	543
/clusterfs/vast/abcabc/Aang_Foundation/20250926_mem-mito/fish3_48hpf_roi1	730
/clusterfs/vast/abcabc/Aang_Foundation/20250926_mem-mito/fish3_48hpf_roi2	728
/clusterfs/vast/abcabc/Aang_Foundation/20250926_mem-mito/fish3_48hpf_roi3	744
/clusterfs/vast/abcabc/Aang_Foundation/20250926_mem-mito/fish3_48hpf_roi4	744
/clusterfs/vast/abcabc/Aang_Foundation/20250926_mem-mito/fish_48hpf_roi1	730
/clusterfs/vast/abcabc/Aang_Foundation/20250926_mem-mito/fish_48hpf_roi2	732
/clusterfs/vast/abcabc/Aang_Foundation/20250926_mem-mito/fish_48hpf_roi3	734
/clusterfs/vast/abcabc/Aang_Foundation/20250926_mem-mito/fish_48hpf_roi4	740
/clusterfs/vast/abcabc/Aang_Foundation/20251001_mem-histone/fish1_24hpf_roi1	3112
/clusterfs/vast/abcabc/Aang_Foundation/20251001_mem-histone/fish1_24hpf_roi2	2220
/clusterfs/vast/abcabc/Aang_Foundation/20251001_mem-histone/fish2_24hpf_roi1	2220
/clusterfs/vast/abcabc/Aang_Foundation/20251001_mem-histone/fish2_24hpf_roi2	2220
/clusterfs/vast/abcabc/Aang_Foundation/20251001_mem-histone/fish2_24hpf_roi3	2220
/clusterfs/vast/abcabc/Aang_Foundation/20251001_mem-histone/fish4_24hpf_roi1	2220
/clusterfs/vast/abcabc/Aang_Foundation/20251001_mem-histone/fish4_24hpf_roi2	2220
/clusterfs/vast/abcabc/Aang_Foundation/20251001_mem-histone/fish5_24hpf_roi1	2220
/clusterfs/vast/abcabc/Aang_Foundation/20251001_mem-histone/fish5_24hpf_roi2	2220
/clusterfs/vast/abcabc/Aang_Foundation/20251001_mem-histone/fish5_24hpf_roi3	2220
/clusterfs/vast/abcabc/Aang_Foundation/20251001_mem-histone/fish5_24hpf_roi4	2220
/clusterfs/vast/abcabc/Aang_Foundation/20251002_mem_mito/fish10_24hpf_roi1	338
/clusterfs/vast/abcabc/Aang_Foundation/20251002_mem_mito/fish10_24hpf_roi2	338
/clusterfs/vast/abcabc/Aang_Foundation/20251002_mem_mito/fish11_24hpf_roi1	474
/clusterfs/vast/abcabc/Aang_Foundation/20251002_mem_mito/fish11_24hpf_roi2	470
/clusterfs/vast/abcabc/Aang_Foundation/20251002_mem_mito/fish11_24hpf_roi3	466
/clusterfs/vast/abcabc/Aang_Foundation/20251002_mem_mito/fish12_24hpf_roi1	470
/clusterfs/vast/abcabc/Aang_Foundation/20251002_mem_mito/fish12_24hpf_roi2	466
/clusterfs/vast/abcabc/Aang_Foundation/20251002_mem_mito/fish12_24hpf_roi3	468
/clusterfs/vast/abcabc/Aang_Foundation/20251002_mem_mito/fish12_24hpf_roi4	476
/clusterfs/vast/abcabc/Aang_Foundation/20251002_mem_mito/fish1_24hpf_roi1	493
/clusterfs/vast/abcabc/Aang_Foundation/20251002_mem_mito/fish3_24hpf_roi1	437
/clusterfs/vast/abcabc/Aang_Foundation/20251002_mem_mito/fish3_24hpf_roi2	224
/clusterfs/vast/abcabc/Aang_Foundation/20251002_mem_mito/fish5_24hpf_roi1	224
/clusterfs/vast/abcabc/Aang_Foundation/20251002_mem_mito/fish5_24hpf_roi2	224
/clusterfs/vast/abcabc/Aang_Foundation/20251002_mem_mito/fish5_24hpf_roi3	224
/clusterfs/vast/abcabc/Aang_Foundation/20251002_mem_mito/fish6_24hpf_roi1	482
/clusterfs/vast/abcabc/Aang_Foundation/20251002_mem_mito/fish6_24hpf_roi2	480
/clusterfs/vast/abcabc/Aang_Foundation/20251002_mem_mito/fish6_24hpf_roi3	304
/clusterfs/vast/abcabc/Aang_Foundation/20251002_mem_mito/fish7_24hpf_roi1	338
/clusterfs/vast/abcabc/Aang_Foundation/20251002_mem_mito/fish7_24hpf_roi2	336
/clusterfs/vast/abcabc/Aang_Foundation/20251002_mem_mito/fish8_24hpf_roi1	342
/clusterfs/vast/abcabc/Aang_Foundation/20251002_mem_mito/fish8_24hpf_roi2	346
/clusterfs/vast/abcabc/Aang_Foundation/20251002_mem_mito/fish9_24hpf_roi1	506
/clusterfs/vast/abcabc/Aang_Foundation/20251002_mem_mito/fish9_24hpf_roi2	504
/clusterfs/vast/abcabc/Aang_Foundation/20251003_mem_tester/fish1_48hpf_xscan_roi1_brain	31
/clusterfs/vast/abcabc/Aang_Foundation/20251003_mem_tester/fish1_48hpf_xscan_roi2_spine_muscle	20
/clusterfs/vast/abcabc/Aang_Foundation/20251003_mem_tester/fish1_48hpf_xscan_roi3_spine_muscle_tail	20
/clusterfs/vast/abcabc/Aang_Foundation/20251003_mem_tester/fish1_48hpf_xscan_roi4_spine_muscle_tail	20
/clusterfs/vast/abcabc/Aang_Foundation/20251003_mem_tester/fish1_48hpf_xscan_roi5_spine_muscle_tail	20
/clusterfs/vast/abcabc/Aang_Foundation/20251003_mem_tester/fish1_48hpf_xscan_roi6_spine_muscle_tail	20
/clusterfs/vast/abcabc/Aang_Foundation/20251003_mem_tester/fish1_48hpf_xscan_roi7_spine_muscle_tail	20
/clusterfs/vast/abcabc/Aang_Foundation/20251006_mem_histone/fish1_24hpf_roi1	1454
/clusterfs/vast/abcabc/Aang_Foundation/20251006_mem_histone/fish1_24hpf_roi2	1460
/clusterfs/vast/abcabc/Aang_Foundation/20251006_mem_histone/fish1_24hpf_roi3	1452
/clusterfs/vast/abcabc/Aang_Foundation/20251006_mem_histone/fish1_24hpf_roi4	1458
/clusterfs/vast/abcabc/Aang_Foundation/20251006_mem_histone/fish3_24hpf_roi1	1164
/clusterfs/vast/abcabc/Aang_Foundation/20251006_mem_histone/fish3_24hpf_roi2	1174
/clusterfs/vast/abcabc/Aang_Foundation/20251006_mem_histone/fish4_24hpf_roi1	1208
/clusterfs/vast/abcabc/Aang_Foundation/20251006_mem_histone/fish4_24hpf_roi2	1216
/clusterfs/vast/abcabc/Aang_Foundation/20251006_mem_histone/fish4_24hpf_roi3	1216
/clusterfs/vast/abcabc/Aang_Foundation/20251006_mem_histone/fish6_24hpf_roi1	1216
/clusterfs/vast/abcabc/Aang_Foundation/20251006_mem_histone/fish6_24hpf_roi2	1216
/clusterfs/vast/abcabc/Aang_Foundation/20251007_mem_histone/fish2_48hpf_roi1	1255
/clusterfs/vast/abcabc/Aang_Foundation/20251007_mem_histone/fish2_48hpf_roi2	58
/clusterfs/vast/abcabc/Aang_Foundation/20251007_mem_histone/fish2_48hpf_roi2_test	456
/clusterfs/vast/abcabc/Aang_Foundation/20251007_mem_histone/fish2_48hpf_roi3	1192
/clusterfs/vast/abcabc/Aang_Foundation/20251007_mem_histone/fish2_48hpf_roi4	1194
/clusterfs/vast/abcabc/Aang_Foundation/20251007_mem_histone/fish2_48hpf_roi5	1200
/clusterfs/vast/abcabc/Aang_Foundation/20251007_mem_histone/fish3_48hpf_roi1	1196
/clusterfs/vast/abcabc/Aang_Foundation/20251009_mem-mito/fish3_48hpf_roi1	354
/clusterfs/vast/abcabc/Aang_Foundation/20251009_mem-mito/fish3_48hpf_roi2	498
/clusterfs/vast/abcabc/Aang_Foundation/20251009_mem-mito/fish3_48hpf_roi3	498
/clusterfs/vast/abcabc/Aang_Foundation/20251009_mem-mito/fish3_48hpf_roi4	500
/clusterfs/vast/abcabc/Aang_Foundation/20251010_mem-mito/fish1_24hpf_roi1	1412
/clusterfs/vast/abcabc/Aang_Foundation/20251010_mem-mito/fish1_24hpf_roi2	1174
/clusterfs/vast/abcabc/Aang_Foundation/20251010_mem-mito/fish2_24hpf_roi1	4820
/clusterfs/vast/abcabc/Aang_Foundation/20251010_mem-mito/fish2_24hpf_roi2	4856
/clusterfs/vast/abcabc/Aang_Foundation/20251010_mem-mito/fish3_24hpf_roi1	4828
/clusterfs/vast/abcabc/Aang_Foundation/20251010_mem-mito/fish3_24hpf_roi2	4880
/clusterfs/vast/abcabc/Aang_Foundation/20251010_mem-mito/fish4_24hpf_roi1	4880
/clusterfs/vast/abcabc/Aang_Foundation/20251010_mem-mito/fish4_24hpf_roi2	4890
/clusterfs/vast/abcabc/Aang_Foundation/20251010_mem-mito/fish5_24hpf_roi1	4880
/clusterfs/vast/abcabc/Aang_Foundation/20251010_mem-mito/fish5_24hpf_roi2	4862
/clusterfs/vast/abcabc/Aang_Foundation/20251010_mem-mito/fish6_24hpf_roi1	4864
/clusterfs/vast/abcabc/Aang_Foundation/20251010_mem-mito/fish6_24hpf_roi2	4860
/clusterfs/vast/abcabc/Aang_Foundation/20251013_mem-histone/fish1_96hpf_roi1	4896
/clusterfs/vast/abcabc/Aang_Foundation/20251013_mem-histone/fish1_96hpf_roi3	4894
/clusterfs/vast/abcabc/Aang_Foundation/20251013_mem-histone/fish3_96hpf_roi1	4896
/clusterfs/vast/abcabc/Aang_Foundation/20251013_mem-histone/fish3_96hpf_roi2	4896
/clusterfs/vast/abcabc/Aang_Foundation/20251013_mem-histone/fish3_96hpf_roi3	4896
/clusterfs/vast/abcabc/Aang_Foundation/20251013_mem-histone/fish3_96hpf_roi4	4894
/clusterfs/vast/abcabc/Aang_Foundation/20251015_mem-histone/fish1_48hpf_roi1	4896
/clusterfs/vast/abcabc/Aang_Foundation/20251015_mem-histone/fish1_48hpf_roi2	4896
/clusterfs/vast/abcabc/Aang_Foundation/20251015_mem-histone/fish1_48hpf_roi3	4896
/clusterfs/vast/abcabc/Aang_Foundation/20251015_mem-histone/fish2_48hpf_roi1	4896
/clusterfs/vast/abcabc/Aang_Foundation/20251015_mem-histone/fish3_48hpf_roi1	4896
/clusterfs/vast/abcabc/Aang_Foundation/20251015_mem-histone/fish3_48hpf_roi2	4894
/clusterfs/vast/abcabc/Aang_Foundation/20251015_mem-histone/fish4_48hpf_roi1	4896
/clusterfs/vast/abcabc/Aang_Foundation/20251015_mem-histone/fish4_48hpf_roi2	4896
/clusterfs/vast/abcabc/Aang_Foundation/20251015_mem-histone/fish4_48hpf_roi3	4896
/clusterfs/vast/abcabc/Aang_Foundation/20251015_mem-histone/fish5_48hpf_roi1	4896
/clusterfs/vast/abcabc/Aang_Foundation/20251015_mem-histone/fish6_48hpf_roi1	4896
/clusterfs/vast/abcabc/Aang_Foundation/20251016_mem-mito/fish1_72hpf_roi1	368
/clusterfs/vast/abcabc/Aang_Foundation/20251016_mem-mito_v2/fish1_72hpf_roi1	368
/clusterfs/vast/abcabc/Aang_Foundation/20251016_mem-mito_v2/fish1_72hpf_roi2	368
/clusterfs/vast/abcabc/Aang_Foundation/20251017_nuclear_envelope/fish1_24hpf_roi1_test	104
/clusterfs/vast/abcabc/Aang_Foundation/20251017_nuclear_envelope/fish1_24hpf_roi1_test_SIM	352
/clusterfs/vast/abcabc/Aang_Foundation/20251020_mem-histone/fish1_72hpf_roi1	3258
/clusterfs/vast/abcabc/Aang_Foundation/20251020_mem-histone/fish1_72hpf_roi2	3264
/clusterfs/vast/abcabc/Aang_Foundation/20251020_mem-histone/fish1_72hpf_roi3	3216
/clusterfs/vast/abcabc/Aang_Foundation/20251020_mem-histone/fish1_72hpf_roi4	3234
/clusterfs/vast/abcabc/Aang_Foundation/20251020_mem-histone/fish1_72hpf_roi5	3264
/clusterfs/vast/abcabc/Aang_Foundation/20251020_mem-histone/fish1_72hpf_roi6	3232
/clusterfs/vast/abcabc/Aang_Foundation/20251020_mem-histone/fish1_72hpf_roi7	3232
/clusterfs/vast/abcabc/Aang_Foundation/20251020_mem-histone/fish2_72hpf_roi1	3264
/clusterfs/vast/abcabc/Aang_Foundation/20251020_mem-histone/fish2_72hpf_roi2	3254
/clusterfs/vast/abcabc/Aang_Foundation/20251020_mem-histone/fish3_72hpf_roi1	3262
/clusterfs/vast/abcabc/Aang_Foundation/20251020_mem-histone/fish3_72hpf_roi2	3252
/clusterfs/vast/abcabc/Aang_Foundation/20251020_mem-histone/fish3_72hpf_roi3	3244
/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito/fish1_24hpf_roi1	736
/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito/fish1_24hpf_roi2	736
/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito/fish2_24hpf_roi1	736
/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito/fish2_24hpf_roi2	736
/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito/fish3_24hpf_roi1	736
/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito/fish3_24hpf_roi2	728
/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito/fish4_24hpf_roi1	736
/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito/fish5_24hpf_roi1	730
/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito/fish6_24hpf_roi1	736
/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito/fish6_24hpf_roi2	736
/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito_v2/fish1_24hpf_roi1	736
/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito_v2/fish2_24hpf_roi1	736
/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito_v2/fish2_24hpf_roi2	736
/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito_v2/fish4_24hpf_roi1	736
/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito_v2/fish4_24hpf_roi2	736
/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito_v2/fish4_24hpf_roi3	720
/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito_v2/fish4_24hpf_roi4	736
/clusterfs/vast/abcabc/Aang_Foundation/20251022_mem-mito/fish1_48hpf_roi1	736
/clusterfs/vast/abcabc/Aang_Foundation/20251022_mem-mito/fish3_48hpf_roi1	736
/clusterfs/vast/abcabc/Aang_Foundation/20251022_mem-mito/fish3_48hpf_roi2	736
/clusterfs/vast/abcabc/Aang_Foundation/20251022_mem-mito/fish4_48hpf_roi1	736
/clusterfs/vast/abcabc/Aang_Foundation/20251023_mem-mito/fish1_24hpf_roi1	730
/clusterfs/vast/abcabc/Aang_Foundation/20251023_mem-mito/fish1_24hpf_roi2	734
/clusterfs/vast/abcabc/Aang_Foundation/20251023_mem-mito/fish3_24hpf_roi1	728
/clusterfs/vast/abcabc/Aang_Foundation/20251027_mem-histone/fish1_120hpf_roi1	4882
/clusterfs/vast/abcabc/Aang_Foundation/20251027_mem-histone/fish1_120hpf_roi2	4896
/clusterfs/vast/abcabc/Aang_Foundation/20251027_mem-histone/fish3_120hpf_roi1	4896
/clusterfs/vast/abcabc/Aang_Foundation/20251027_mem-histone/fish3_120hpf_roi2	4896
/clusterfs/vast/abcabc/Aang_Foundation/20251027_mem-histone/fish3_120hpf_roi3	4896
/clusterfs/vast/abcabc/Aang_Foundation/20251027_mem-histone/fish3_120hpf_roi4	4868
/clusterfs/vast/abcabc/Aang_Foundation/20251027_mem-histone/fish3_120hpf_roi5	4884
/clusterfs/vast/abcabc/Aang_Foundation/20251027_mem-histone/fish3_120hpf_roi6	4866
/clusterfs/vast/abcabc/Aang_Foundation/20251027_mem-histone/fish3_120hpf_roi7	4878
/clusterfs/vast/abcabc/Aang_Foundation/20251028_mem-mito/fish1_24hpf_roi1	1201
/clusterfs/vast/abcabc/Aang_Foundation/20251028_mem-peroxi/fish1_24hpf_roi1	2117
/clusterfs/vast/abcabc/Aang_Foundation/20251028_mem-peroxi/fish4_24hpf_roi1	828
/clusterfs/vast/abcabc/Aang_Foundation/20251028_mem-peroxi/fish4_24hpf_roi2	828
/clusterfs/vast/abcabc/Aang_Foundation/20251028_mem-peroxi/fish5_24hpf_roi1	826
/clusterfs/vast/abcabc/Aang_Foundation/20251028_mem-peroxi/fish5_24hpf_roi2	828
/clusterfs/vast/abcabc/Aang_Foundation/20251028_mem-peroxi2/fish1_24hpf_roi1	816
/clusterfs/vast/abcabc/Aang_Foundation/20251028_mem-peroxi2/fish2_24hpf_roi1	828
/clusterfs/vast/abcabc/Aang_Foundation/20251028_mem-peroxi2/fish4_24hpf_roi1	828
/clusterfs/vast/abcabc/Aang_Foundation/20251028_mem-peroxi2/fish5_24hpf_roi1	1104
/clusterfs/vast/abcabc/Aang_Foundation/20251028_mem-peroxi2/fish6_24hpf_roi1	1104
/clusterfs/vast/abcabc/Aang_Foundation/20251029_peroxi/fish1_roi1	2
/clusterfs/vast/abcabc/Aang_Foundation/20251105_mem-mito/fish1_24hpf_roi1	789
/clusterfs/vast/abcabc/Aang_Foundation/20251105_mem-mito/fish2_24hpf_roi1	552
/clusterfs/vast/abcabc/Aang_Foundation/20251105_mem-mito/fish2_24hpf_roi2	484
/clusterfs/vast/abcabc/Aang_Foundation/20251105_mem-mito/fish3_24hpf_roi1	390
/clusterfs/vast/abcabc/Aang_Foundation/20251105_mem-mito/fish3_24hpf_roi2	342
/clusterfs/vast/abcabc/Aang_Foundation/20251105_mem-mito/fish4_24hpf_roi1	332
/clusterfs/vast/abcabc/Aang_Foundation/20251105_mem-mito/fish4_24hpf_roi2	334
/clusterfs/vast/abcabc/Aang_Foundation/20251105_mem-mito/fish5_24hpf_roi1	342
/clusterfs/vast/abcabc/Aang_Foundation/20251105_mem-mito/fish5_24hpf_roi2	344
/clusterfs/vast/abcabc/Aang_Foundation/20251106_mem-mito/fish1_48hpf_roi1	330
/clusterfs/vast/abcabc/Aang_Foundation/20251106_mem-mito/fish1_48hpf_roi2	670
/clusterfs/vast/abcabc/Aang_Foundation/20251106_mem-mito/fish1_48hpf_roi3	80
/clusterfs/vast/abcabc/Aang_Foundation/20251106_mem-mito/fish2_48hpf_roi1	334
/clusterfs/vast/abcabc/Aang_Foundation/20251106_mem-mito/fish2_48hpf_roi2	322
/clusterfs/vast/abcabc/Aang_Foundation/20251106_mem-mito/fish2_48hpf_roi3	328
/clusterfs/vast/abcabc/Aang_Foundation/20251106_mem-mito/fish2_48hpf_roi4	332
/clusterfs/vast/abcabc/Aang_Foundation/20251106_mem-mito/fish3_48hpf_roi1	342
/clusterfs/vast/abcabc/Aang_Foundation/20251106_mem-mito/fish3_48hpf_roi2	344
/clusterfs/vast/abcabc/Aang_Foundation/20251106_mem-mito/fish3_48hpf_roi3	352
/clusterfs/vast/abcabc/Aang_Foundation/20251106_mem-mito/fish4_48hpf_roi1	322
/clusterfs/vast/abcabc/Aang_Foundation/20251106_mem-mito/fish4_48hpf_roi2	322
/clusterfs/vast/abcabc/Aang_Foundation/20251106_mem-mito/fish4_48hpf_roi3	322
/clusterfs/vast/abcabc/Aang_Foundation/20251106_mem-mito/fish4_48hpf_roi4	324
/clusterfs/vast/abcabc/Aang_Foundation/20251106_mem-mito/fish5_48hpf_roi1	328
/clusterfs/vast/abcabc/Aang_Foundation/20251106_mem-mito/fish5_48hpf_roi2	332
/clusterfs/vast/abcabc/Aang_Foundation/20251106_mem-mito/fish5_48hpf_roi3	328
/clusterfs/vast/abcabc/Aang_Foundation/20251107_mem-kinectocore/fish1_72hpf_roi1	504
/clusterfs/vast/abcabc/Aang_Foundation/20251107_mem-mito/fish1_24hpf_roi1	172
/clusterfs/vast/abcabc/Aang_Foundation/20251107_mem-mito/fish1_24hpf_roi1-2	480
/clusterfs/vast/abcabc/Aang_Foundation/20251107_mem-mito/fish1_24hpf_roi2	480
/clusterfs/vast/abcabc/Aang_Foundation/20251107_mem-mito/fish1_24hpf_roi3	195
/clusterfs/vast/abcabc/Aang_Foundation/20251107_mem-mito/fish2_24hpf_roi1	24
/clusterfs/vast/abcabc/Aang_Foundation/20251107_mem-mito/fish2_24hpf_roi3	480
/clusterfs/vast/abcabc/Aang_Foundation/20251107_mem-mito/fish3_24hpf_roi1	480
/clusterfs/vast/abcabc/Aang_Foundation/20251107_mem-mito/fish3_24hpf_roi2	480
/clusterfs/vast/abcabc/Aang_Foundation/20251107_mem-mito/fish4_24hpf_roi1	480
/clusterfs/vast/abcabc/Aang_Foundation/20251107_mem-mito/fish4_24hpf_roi2	480
/clusterfs/vast/abcabc/Aang_Foundation/20251107_mem-mito/fish5_24hpf_roi1	480
/clusterfs/vast/abcabc/Aang_Foundation/20251107_mem-mito/fish5_24hpf_roi2	480
