foundation	experiment_key	roi_folder	cams	channels	wavelengths_nm	file_exts	n_paths
Aang_Foundation	20250721_72hpf_mrna_mSG_organelle_LLS-SIM	Aang_Foundation/20250721_72hpf_mrna_mSG_organelle_LLS-SIM/mito_roi2/job_logs					1
Aang_Foundation	20250721_72hpf_mrna_mSG_organelle_LLS-SIM	Aang_Foundation/20250721_72hpf_mrna_mSG_organelle_LLS-SIM/mito_roi2/perf					1
Aang_Foundation	20250721_72hpf_mrna_mSG_organelle_LLS-SIM	Aang_Foundation/20250721_72hpf_mrna_mSG_organelle_LLS-SIM/mito_step_sweep/GPUsirecon					1
Aang_Foundation	20250721_72hpf_mrna_mSG_organelle_LLS-SIM	Aang_Foundation/20250721_72hpf_mrna_mSG_organelle_LLS-SIM/mito_step_sweep/job_logs					1
Aang_Foundation	20250722_mem-halo_er-mSG	Aang_Foundation/20250722_mem-halo_er-mSG/fish1_24hpf_roi1/GPUsirecon					1
Aang_Foundation	20250722_mem-halo_er-mSG	Aang_Foundation/20250722_mem-halo_er-mSG/fish1_24hpf_roi1/LVScripts					1
Aang_Foundation	20250722_mem-halo_er-mSG	Aang_Foundation/20250722_mem-halo_er-mSG/fish1_24hpf_roi1/Logs					1
Aang_Foundation	20250722_mem-halo_er-mSG	Aang_Foundation/20250722_mem-halo_er-mSG/fish1_24hpf_roi1/job_logs					1
Aang_Foundation	20250722_mem-halo_er-mSG	Aang_Foundation/20250722_mem-halo_er-mSG/fish1_24hpf_roi1/perf					1
Aang_Foundation	20250722_mem-halo_er-mSG	Aang_Foundation/20250722_mem-halo_er-mSG/fish1_24hpf_roi2/LVScripts					1
Aang_Foundation	20250722_mem-halo_er-mSG	Aang_Foundation/20250722_mem-halo_er-mSG/fish1_24hpf_roi2/Logs					1
Aang_Foundation	20250722_mem-halo_er-mSG	Aang_Foundation/20250722_mem-halo_er-mSG/fish1_24hpf_roi2/perf					1
Aang_Foundation	20250722_mem-halo_er-mSG	Aang_Foundation/20250722_mem-halo_er-mSG/fish1_24hpf_roi3/GPUsirecon					1
Aang_Foundation	20250722_mem-halo_er-mSG	Aang_Foundation/20250722_mem-halo_er-mSG/fish1_24hpf_roi3/GPUsirecon_0p02					1
Aang_Foundation	20250722_mem-halo_er-mSG	Aang_Foundation/20250722_mem-halo_er-mSG/fish1_24hpf_roi3/GPUsirecon_0p05					1
Aang_Foundation	20250722_mem-halo_er-mSG	Aang_Foundation/20250722_mem-halo_er-mSG/fish1_24hpf_roi3/LVScripts					1
Aang_Foundation	20250722_mem-halo_er-mSG	Aang_Foundation/20250722_mem-halo_er-mSG/fish1_24hpf_roi3/Logs					1
Aang_Foundation	20250722_mem-halo_er-mSG	Aang_Foundation/20250722_mem-halo_er-mSG/fish1_24hpf_roi3/job_logs					1
Aang_Foundation	20250722_mem-halo_er-mSG	Aang_Foundation/20250722_mem-halo_er-mSG/fish1_24hpf_roi3/perf					1
Aang_Foundation	20250722_mem-halo_er-mSG	Aang_Foundation/20250722_mem-halo_er-mSG/fish1_24hpf_roi4/LVScripts					1
Aang_Foundation	20250722_mem-halo_er-mSG	Aang_Foundation/20250722_mem-halo_er-mSG/fish1_24hpf_roi4/Logs					1
Aang_Foundation	20250722_mem-halo_er-mSG	Aang_Foundation/20250722_mem-halo_er-mSG/fish1_24hpf_roi4/perf					1
Aang_Foundation	20250722_mem-halo_er-mSG	Aang_Foundation/20250722_mem-halo_er-mSG/fish1_24hpf_roi5/GPUsirecon_0p075					1
Aang_Foundation	20250722_mem-halo_er-mSG	Aang_Foundation/20250722_mem-halo_er-mSG/fish1_24hpf_roi5/LVScripts					1
Aang_Foundation	20250722_mem-halo_er-mSG	Aang_Foundation/20250722_mem-halo_er-mSG/fish1_24hpf_roi5/Logs					1
Aang_Foundation	20250722_mem-halo_er-mSG	Aang_Foundation/20250722_mem-halo_er-mSG/fish1_24hpf_roi5/job_logs					1
Aang_Foundation	20250722_mem-halo_er-mSG	Aang_Foundation/20250722_mem-halo_er-mSG/fish1_24hpf_roi5/perf					1
Aang_Foundation	20250722_mem-halo_er-mSG	Aang_Foundation/20250722_mem-halo_er-mSG/fish2_24hpf_roi1/GPUsirecon					1
Aang_Foundation	20250722_mem-halo_er-mSG	Aang_Foundation/20250722_mem-halo_er-mSG/fish2_24hpf_roi1/LVScripts					1
Aang_Foundation	20250722_mem-halo_er-mSG	Aang_Foundation/20250722_mem-halo_er-mSG/fish2_24hpf_roi1/Logs					1
Aang_Foundation	20250722_mem-halo_er-mSG	Aang_Foundation/20250722_mem-halo_er-mSG/fish2_24hpf_roi1/job_logs					1
Aang_Foundation	20250722_mem-halo_er-mSG	Aang_Foundation/20250722_mem-halo_er-mSG/fish2_24hpf_roi1/perf					1
Aang_Foundation	20250722_mem-halo_er-mSG	Aang_Foundation/20250722_mem-halo_er-mSG/fish2_24hpf_roi2/Logs					1
Aang_Foundation	20250722_mem-halo_er-mSG	Aang_Foundation/20250722_mem-halo_er-mSG/fish2_24hpf_roi2/perf					1
Aang_Foundation	20250722_mem-halo_er-mSG	Aang_Foundation/20250722_mem-halo_er-mSG/fish2_24hpf_roi3/Logs					1
Aang_Foundation	20250722_mem-halo_er-mSG	Aang_Foundation/20250722_mem-halo_er-mSG/fish2_24hpf_roi3/perf					1
Aang_Foundation	20250722_mem-halo_er-mSG	Aang_Foundation/20250722_mem-halo_er-mSG/fish2_24hpf_roi4/Logs					1
Aang_Foundation	20250722_mem-halo_er-mSG	Aang_Foundation/20250722_mem-halo_er-mSG/fish2_24hpf_roi4/perf					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish1_roi1/GPUsirecon					8
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish1_roi1/LVScripts					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish1_roi1/Logs					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish1_roi1/job_logs					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish1_roi1/perf					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish1_roi2/GPUsirecon					5
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish1_roi2/LVScripts					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish1_roi2/Logs					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish1_roi2/job_logs					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish1_roi2/perf					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish1_roi3/GPUsirecon					5
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish1_roi3/LVScripts					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish1_roi3/Logs					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish1_roi3/job_logs					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish1_roi3/perf					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish1_test/GPUsirecon					5
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish1_test/job_logs					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish2_48hpf_roi1/GPUsirecon					5
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish2_48hpf_roi1/LVScripts					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish2_48hpf_roi1/Logs					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish2_48hpf_roi1/job_logs					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish2_48hpf_roi1/perf					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish2_48hpf_roi2/GPUsirecon					5
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish2_48hpf_roi2/LVScripts					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish2_48hpf_roi2/Logs					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish2_48hpf_roi2/job_logs					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish2_48hpf_roi2/perf					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish2_48hpf_roi3/GPUsirecon					5
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish2_48hpf_roi3/LVScripts					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish2_48hpf_roi3/Logs					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish2_48hpf_roi3/job_logs					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish2_48hpf_roi3/perf					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish2_48hpf_roi4/GPUsirecon					5
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish2_48hpf_roi4/LVScripts					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish2_48hpf_roi4/Logs					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish2_48hpf_roi4/job_logs					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish2_48hpf_roi4/perf					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish2_48hpf_roi5/GPUsirecon					5
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish2_48hpf_roi5/LVScripts					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish2_48hpf_roi5/Logs					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish2_48hpf_roi5/job_logs					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish2_48hpf_roi5/perf					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish3_48hpf_roi1/GPUsirecon					5
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish3_48hpf_roi1/Logs					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish3_48hpf_roi1/job_logs					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish3_48hpf_roi1/perf					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish3_48hpf_roi2/GPUsirecon					5
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish3_48hpf_roi2/Logs					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish3_48hpf_roi2/job_logs					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish3_48hpf_roi2/perf					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish3_48hpf_roi3/GPUsirecon					5
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish3_48hpf_roi3/Logs					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish3_48hpf_roi3/job_logs					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish3_48hpf_roi3/perf					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish3_48hpf_roi4/GPUsirecon					5
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish3_48hpf_roi4/Logs					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish3_48hpf_roi4/job_logs					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/fish3_48hpf_roi4/perf					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/job_logs/20250722_143645_Resample					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/job_logs/20250722_145109_Resample					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/job_logs/20250722_145935_MIP_Generator					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/job_logs/20250724_140532_Resample					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/job_logs/20250724_140949_MIP_Generator					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/job_logs/20250724_141220_MIP_Generator					1
Aang_Foundation	20250722_mrna_mito-mSG_mem-mChilada	Aang_Foundation/20250722_mrna_mito-mSG_mem-mChilada/job_logs/20250724_141225_MIP_Generator					1
Aang_Foundation	20250723_er-mSG_mem-mChilada	Aang_Foundation/20250723_er-mSG_mem-mChilada/fish1_24hpf_roi1/AFFFT					2
Aang_Foundation	20250723_er-mSG_mem-mChilada	Aang_Foundation/20250723_er-mSG_mem-mChilada/fish1_24hpf_roi1/GPUsirecon					5
Aang_Foundation	20250723_er-mSG_mem-mChilada	Aang_Foundation/20250723_er-mSG_mem-mChilada/fish1_24hpf_roi1/LVScripts					1
Aang_Foundation	20250723_er-mSG_mem-mChilada	Aang_Foundation/20250723_er-mSG_mem-mChilada/fish1_24hpf_roi1/Logs					1
Aang_Foundation	20250723_er-mSG_mem-mChilada	Aang_Foundation/20250723_er-mSG_mem-mChilada/fish1_24hpf_roi1/job_logs					1
Aang_Foundation	20250723_er-mSG_mem-mChilada	Aang_Foundation/20250723_er-mSG_mem-mChilada/fish1_24hpf_roi1/perf					1
Aang_Foundation	20250805_lifeact_mem-halo	Aang_Foundation/20250805_lifeact_mem-halo/fish1_48hpf_roi1/AFFFT					2
Aang_Foundation	20250805_lifeact_mem-halo	Aang_Foundation/20250805_lifeact_mem-halo/fish1_48hpf_roi1/LVScripts					1
Aang_Foundation	20250805_lifeact_mem-halo	Aang_Foundation/20250805_lifeact_mem-halo/fish1_48hpf_roi1/Logs					1
Aang_Foundation	20250805_lifeact_mem-halo	Aang_Foundation/20250805_lifeact_mem-halo/fish1_48hpf_roi1/perf					1
Aang_Foundation	20250805_lifeact_mem-halo	Aang_Foundation/20250805_lifeact_mem-halo/fish1_48hpf_roi2/AFFFT					2
Aang_Foundation	20250805_lifeact_mem-halo	Aang_Foundation/20250805_lifeact_mem-halo/fish1_48hpf_roi2/LVScripts					1
Aang_Foundation	20250805_lifeact_mem-halo	Aang_Foundation/20250805_lifeact_mem-halo/fish1_48hpf_roi2/Logs					1
Aang_Foundation	20250805_lifeact_mem-halo	Aang_Foundation/20250805_lifeact_mem-halo/fish1_48hpf_roi2/perf					1
Aang_Foundation	20250805_lifeact_mem-halo	Aang_Foundation/20250805_lifeact_mem-halo/fish1_48hpf_roi3/AFFFT					2
Aang_Foundation	20250805_lifeact_mem-halo	Aang_Foundation/20250805_lifeact_mem-halo/fish1_48hpf_roi3/Logs					1
Aang_Foundation	20250805_lifeact_mem-halo	Aang_Foundation/20250805_lifeact_mem-halo/fish1_48hpf_roi3/perf					1
Aang_Foundation	20250805_lifeact_mem-halo	Aang_Foundation/20250805_lifeact_mem-halo/fish1_48hpf_roi4/AFFFT					2
Aang_Foundation	20250805_lifeact_mem-halo	Aang_Foundation/20250805_lifeact_mem-halo/fish1_48hpf_roi4/Logs					1
Aang_Foundation	20250805_lifeact_mem-halo	Aang_Foundation/20250805_lifeact_mem-halo/fish1_48hpf_roi4/perf					1
Aang_Foundation	20250805_lifeact_mem-halo	Aang_Foundation/20250805_lifeact_mem-halo/fish1_48hpf_roi5/AFFFT					2
Aang_Foundation	20250805_lifeact_mem-halo	Aang_Foundation/20250805_lifeact_mem-halo/fish1_48hpf_roi5/Logs					1
Aang_Foundation	20250805_lifeact_mem-halo	Aang_Foundation/20250805_lifeact_mem-halo/fish1_48hpf_roi5/perf					1
Aang_Foundation	20250805_mito_mem-halo	Aang_Foundation/20250805_mito_mem-halo/fish1_24hpf_roi1/AFFFT					2
Aang_Foundation	20250805_mito_mem-halo	Aang_Foundation/20250805_mito_mem-halo/fish1_24hpf_roi1/GPUsirecon					1
Aang_Foundation	20250805_mito_mem-halo	Aang_Foundation/20250805_mito_mem-halo/fish1_24hpf_roi1/LVScripts					1
Aang_Foundation	20250805_mito_mem-halo	Aang_Foundation/20250805_mito_mem-halo/fish1_24hpf_roi1/Logs					1
Aang_Foundation	20250805_mito_mem-halo	Aang_Foundation/20250805_mito_mem-halo/fish1_24hpf_roi1/job_logs					1
Aang_Foundation	20250805_mito_mem-halo	Aang_Foundation/20250805_mito_mem-halo/fish1_24hpf_roi1/perf					1
Aang_Foundation	20250805_mito_mem-halo	Aang_Foundation/20250805_mito_mem-halo/fish1_24hpf_roi2/AFFFT					2
Aang_Foundation	20250805_mito_mem-halo	Aang_Foundation/20250805_mito_mem-halo/fish1_24hpf_roi2/GPUsirecon					1
Aang_Foundation	20250805_mito_mem-halo	Aang_Foundation/20250805_mito_mem-halo/fish1_24hpf_roi2/LVScripts					1
Aang_Foundation	20250805_mito_mem-halo	Aang_Foundation/20250805_mito_mem-halo/fish1_24hpf_roi2/Logs					1
Aang_Foundation	20250805_mito_mem-halo	Aang_Foundation/20250805_mito_mem-halo/fish1_24hpf_roi2/perf					1
Aang_Foundation	20250805_mito_mem-halo	Aang_Foundation/20250805_mito_mem-halo/fish2_24hpf_roi1/AFFFT					2
Aang_Foundation	20250805_mito_mem-halo	Aang_Foundation/20250805_mito_mem-halo/fish2_24hpf_roi1/GPUsirecon					1
Aang_Foundation	20250805_mito_mem-halo	Aang_Foundation/20250805_mito_mem-halo/fish2_24hpf_roi1/Logs					1
Aang_Foundation	20250805_mito_mem-halo	Aang_Foundation/20250805_mito_mem-halo/fish2_24hpf_roi1/perf					1
Aang_Foundation	20250805_mito_mem-halo	Aang_Foundation/20250805_mito_mem-halo/fish2_24hpf_roi2/AFFFT					2
Aang_Foundation	20250805_mito_mem-halo	Aang_Foundation/20250805_mito_mem-halo/fish2_24hpf_roi2/GPUsirecon					1
Aang_Foundation	20250805_mito_mem-halo	Aang_Foundation/20250805_mito_mem-halo/fish2_24hpf_roi2/Logs					1
Aang_Foundation	20250805_mito_mem-halo	Aang_Foundation/20250805_mito_mem-halo/fish2_24hpf_roi2/perf					1
Aang_Foundation	20250805_mito_mem-halo	Aang_Foundation/20250805_mito_mem-halo/fish2_24hpf_roi3/AFFFT					2
Aang_Foundation	20250805_mito_mem-halo	Aang_Foundation/20250805_mito_mem-halo/fish2_24hpf_roi3/GPUsirecon					1
Aang_Foundation	20250805_mito_mem-halo	Aang_Foundation/20250805_mito_mem-halo/fish2_24hpf_roi3/Logs					1
Aang_Foundation	20250805_mito_mem-halo	Aang_Foundation/20250805_mito_mem-halo/fish2_24hpf_roi3/perf					1
Aang_Foundation	20250805_mito_mem-halo	Aang_Foundation/20250805_mito_mem-halo/fish3_24hpf_roi1/AFFFT					2
Aang_Foundation	20250805_mito_mem-halo	Aang_Foundation/20250805_mito_mem-halo/fish3_24hpf_roi1/GPUsirecon					1
Aang_Foundation	20250805_mito_mem-halo	Aang_Foundation/20250805_mito_mem-halo/fish3_24hpf_roi1/Logs					1
Aang_Foundation	20250805_mito_mem-halo	Aang_Foundation/20250805_mito_mem-halo/fish3_24hpf_roi1/perf					1
Aang_Foundation	20250805_mito_mem-halo	Aang_Foundation/20250805_mito_mem-halo/fish3_24hpf_roi2/AFFFT					2
Aang_Foundation	20250805_mito_mem-halo	Aang_Foundation/20250805_mito_mem-halo/fish3_24hpf_roi2/GPUsirecon					1
Aang_Foundation	20250805_mito_mem-halo	Aang_Foundation/20250805_mito_mem-halo/fish3_24hpf_roi2/Logs					1
